Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
ASV27|Firmicutes|Lachnospiraceae|Marvinbryantia.spec.	0.990627438636328	0.000537772757469949	0.00260241722102452	0.00623237138517787	0
ASV28|Bacteroidota|Prevotellaceae|Alloprevotella.spec.	0.874698489822597	0.0136267584152208	0.00774251190154667	0.0123657725305771	0.0915664673300585
ASV29|Bacteroidota|Muribaculaceae|unknown.spec.	0.769286176877344	0.180113762684584	0.0421383889098635	0.00846167152820763	0
ASV30|Bacteroidota|Muribaculaceae|unknown.spec.	0.892930350059808	0.0608242955988212	0.00676136343504941	0.0394839909063213	0
ASV31|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.864496396130697	1.6278858702179e-06	0.00276596218515488	0.000213314825024474	0.132522698973254
ASV32|Bacteroidota|Muribaculaceae|unknown.spec.	0.919576435177258	0.0429552577214946	0.0191030478000384	0.0183652593012088	0
ASV33|Bacteroidota|Rikenellaceae|Rikenellaceae RC9 gut group.spec.	0.794494874566534	0.00121428693310512	0.0174228587124849	0.0837711014599994	0.103096878327877
ASV34|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.823505940465022	0.158646069459744	0.015127857536927	0.00272013253830645	0
ASV35|Bacteroidota|Muribaculaceae|unknown.spec.	0.81017658219158	0.0915084272799346	0.0354724603657678	0.0283239316885648	0.0345185984741528
ASV36|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.935146072386993	0.0179095867754867	0.000258795515293828	0.0466855453222262	0
ASV37|Bacteroidota|Muribaculaceae|unknown.spec.	0.885339454385866	0.1059272362846	0.00825224518922497	0.000481064140309042	0
ASV38|Firmicutes|Lachnospiraceae|A2.spec.	0.729303558853797	0.240976666297382	0.0291784690908068	0.000541305758013157	0
ASV39|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.742451297031154	0.222120160994007	0.00959917108739355	0.0258293708874453	0
ASV40|Bacteroidota|Muribaculaceae|unknown.spec.	0.973100446408325	0.0242821474511404	0.000186965674756649	0.00243044046577755	0
ASV41|Bacteroidota|Muribaculaceae|unknown.spec.	0.742335771763377	0.13730576298398	0.0888188631528225	0.0293617040503267	0.00217789804949372
ASV42|Bacteroidota|Muribaculaceae|unknown.spec.	0.943647909766067	0.0460903178501412	0.00623777171381023	0.00402400066998135	0
ASV43|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.880780886310586	0.0825202819800802	0.0254793192527536	0.0112195124565804	0
ASV44|Bacteroidota|Muribaculaceae|unknown.spec.	0.86484962423355	0.12123306444333	0.000246166787394427	0.0136711445357253	0
ASV45|Firmicutes|Lactobacillaceae|Lactobacillus.intestinalis	0.938191018495676	0.000453086076642653	0.0391010224649186	0.022254872962763	0
ASV46|Bacteroidota|Muribaculaceae|unknown.spec.	0.975832731952352	0.00638452362109725	0.0057029893723843	0.0120797550541668	0
ASV47|Bacteroidota|Muribaculaceae|unknown.spec.	0.700895287429615	0.249915531912506	0.000337150136594638	0.0488520305212838	0
ASV48|Bacteroidota|Bacteroidaceae|Bacteroides.spec.	0.940262757854921	0.0182057352878757	0.0121030653627346	0.0294284414944691	0
ASV49|Bacteroidota|Muribaculaceae|unknown.spec.	0.954235306393766	0.001728377291356	0.00780489014399255	0.0362314261708857	0
ASV50|Bacteroidota|Muribaculaceae|unknown.spec.	0.894351920064764	0.00191647764391014	0.012541721524084	0.0911898807672415	0
ASV51|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.888518015683022	0.0688910972248679	0.0019718858636275	0.0116724333267067	0.0289465679017763
ASV53|Firmicutes|unknown|unknown.spec.	0.728993283699694	0.0144223633457279	9.40011118957095e-06	0.103496793518126	0.153078159325263
ASV54|Bacteroidota|Muribaculaceae|unknown.spec.	0.986545541251526	0.000519804217263563	0.00193244850971876	0.0110022060214919	0
ASV55|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.987626421551662	0.00377228538316196	0.00859491068523644	6.38237993967929e-06	0
ASV56|Bacteroidota|Muribaculaceae|unknown.spec.	0.813898515119234	0.0123709464885952	0.0247044492102955	0.0448451047358625	0.104180984446013
ASV57|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.912765780709899	0.00525122682024836	0.0787420714975328	0.00324092097231957	0
ASV58|Firmicutes|Lachnospiraceae|unknown.spec.	0.826443985373184	0.0684523388494833	0.0218367266159097	0.0832669491614235	0
ASV59|Bacteroidota|Muribaculaceae|unknown.spec.	0.941093622855831	0.0578162545931017	0.00107639811319833	1.37244378691413e-05	0
ASV60|Bacteroidota|Muribaculaceae|unknown.spec.	0.869852667284088	0.0694553427923566	0.00597988693109445	0.0547121029924606	0
ASV61|Bacteroidota|Muribaculaceae|unknown.spec.	0.895911754859264	0.0447176998544371	0.0138222571394706	0.0455482881468286	0
ASV62|Campylobacterota|Helicobacteraceae|Helicobacter.hepaticus	0.84586319268191	0.105892904988974	0.0279109515471063	0.02033295078201	0
ASV63|Firmicutes|Lactobacillaceae|HT002.spec.	0.919112229436017	0.0324269952040245	0.0470162351182273	0.00144454024173136	0
ASV64|Firmicutes|Lachnospiraceae|A2.spec.	0.84503802444635	0.141990385981689	0.0120021408248653	0.000969448747095864	0
ASV66|Bacteroidota|Bacteroidaceae|Bacteroides.acidifaciens	0.996874361030127	0.00157324183227869	0.0010404870912155	0.000511910046378358	0
ASV67|Firmicutes|Ruminococcaceae|Anaerotruncus.spec.	0.747773421870897	0.161703215340359	0.0636440780525755	0.0044657897415493	0.0224134949946194
ASV68|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.941208131010826	0.00154962094759303	0.0250723031812462	0.0321699448603348	0
ASV69|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.940906632648837	7.21070066114766e-06	0.0590211024265538	6.50542239481326e-05	0
ASV70|Bacteroidota|Muribaculaceae|unknown.spec.	0.939038565998993	0.0603341080746663	0.000389905988292322	0.000237419938048781	0
ASV71|Bacteroidota|Muribaculaceae|unknown.spec.	0.611728601120401	0.310501816002981	0.0347284919547537	0.0430410909218644	0
ASV72|Bacteroidota|Muribaculaceae|unknown.spec.	0.850915512531239	0.0597821949843978	0.0392105838774759	0.0500917086068869	0
ASV73|Deferribacterota|Deferribacteraceae|Mucispirillum.schaedleri	0.825109757063876	0.0591218912878351	0.0800566236033659	0.0357117280449227	0
ASV74|Cyanobacteria|unknown|unknown.spec.	0.971693439066452	0.0207164740571938	0.000443027552376827	0.0071470593239775	0
ASV75|Bacteroidota|Muribaculaceae|unknown.spec.	0.903543463349651	0.0632666481759875	0.00917056504239547	0.0240193234319657	0
ASV76|Firmicutes|Lachnospiraceae|unknown.spec.	0.983121832641627	0.00144910150462286	0.00320417820012264	0.0122248876536276	0
ASV77|Firmicutes|Lachnospiraceae|unknown.spec.	0.707200296605517	0.253538532922518	0.026089771977526	0.0131713984944389	0
ASV78|Firmicutes|Lachnospiraceae|unknown.spec.	0.834178265929155	0.120912016838975	0.043343642550741	0.00156607468112831	0
ASV79|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.902957914390565	0.089063160836573	0.00796987112313653	9.05364972512701e-06	0
ASV81|Bacteroidota|Prevotellaceae|Prevotellaceae UCG-001.spec.	0.880466906511803	0.0653452509608675	0.036291640172303	0.0178962023550264	0
ASV82|Bacteroidota|Tannerellaceae|Parabacteroides.distasonis	0.968965526244572	0.000183918019575246	0.0180387248069227	0.0128118309289305	0
ASV84|Firmicutes|unknown|unknown.spec.	0.917880657657449	0.0370898499559901	0.0373812940683744	0.00764819831818641	0
ASV85|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.734671955093621	0.0264936193703971	0.0107071115162155	0.129360743472095	0.0987665705476709
ASV86|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.794115135060131	0.181911899901251	0.0125624293374379	0.00235775129983791	0.00905278440134179
ASV87|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.697347478260734	0.188928409259795	0.0194636549732046	0.0942604575062665	0
ASV88|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group.spec.	0.920996624934591	0.0424876376450113	0.0314745527312168	0.00504118468918094	0
ASV90|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.867659932149215	0.000487751329919108	0.126455722735036	0.00539659378582943	0
ASV91|Bacteroidota|Muribaculaceae|unknown.spec.	0.915162540901182	0.0100675199724639	0.0142953413578577	0.060474597768496	0
ASV92|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.947892756725516	0.0105136465125101	0.039558535701057	0.00203506106091664	0
ASV93|Desulfobacterota|Desulfovibrionaceae|Desulfovibrio.spec.	0.815051645242226	0.084051116420375	0.0786468912836938	0.0222503470537057	0
ASV94|Firmicutes|Lachnospiraceae|unknown.spec.	0.761749221061436	0.20604210772379	0.000362132730075197	0.0318465384846989	0
ASV95|Firmicutes|Lactobacillaceae|HT002.spec.	0.747323739491704	0.0435939682228534	0.162076504369994	0.0107301393915761	0.0362756485238724
ASV96|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.871217579700323	0.082858384695557	0.012376061245583	0.0335479743585373	0
ASV97|Bacteroidota|Muribaculaceae|unknown.spec.	0.829515464386684	2.23144513717029e-05	0.0242246610239387	0.146237560138005	0
ASV99|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.831749314985523	0.0265778690581109	0.028714189798753	0.000686770467964252	0.112271855689649
ASV100|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.803765538977568	0.136881091979933	0.00962414383657254	0.049729225205926	0
ASV101|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.879847603723029	0.111442023605092	0.00789389780752883	0.000816474864349758	0
ASV102|Bacteroidota|Bacteroidaceae|Bacteroides.acidifaciens	0.94958830084747	0.0367127221692212	0.000150470868514331	0.0135485061147942	0
ASV103|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.563736589105477	0.0395211916325387	0.177184727118259	0.00111223555737039	0.218445256586355
ASV104|Firmicutes|Oscillospiraceae|unknown.spec.	0.690470335316183	0.12958976729329	0.0737177647213901	0.106222132669136	0
ASV106|Firmicutes|Lachnospiraceae|unknown.spec.	0.8138973057164	0.147996729200981	0.00374294447771568	0.0343630206049033	0
ASV107|Firmicutes|Ruminococcaceae|unknown.spec.	0.820948716485219	0.0191604700231035	0.158585964451697	0.00130484903998124	0
ASV108|Firmicutes|Oscillospiraceae|unknown.spec.	0.674525390866099	0.00519521577542019	0.0413762767059257	0.216447026114927	0.0624560905376285
ASV110|Firmicutes|Oscillospiraceae|unknown.spec.	0.895014827323705	0.0705861740351822	0.028020162386719	0.00637883625439326	0
ASV112|Bacteroidota|Muribaculaceae|unknown.spec.	0.987369310807592	0.00187447092559356	9.87114695229503e-05	0.0106575067972911	0
ASV113|Bacteroidota|Muribaculaceae|unknown.spec.	0.884163330907915	0.0609478140797042	0.0113273428840609	0.0435615121283197	0
ASV114|Firmicutes|Lachnospiraceae|unknown.spec.	0.899877415396892	0.091216309284855	0.00791567317631277	0.00099060214194074	0
ASV115|Firmicutes|Oscillospiraceae|unknown.spec.	0.959196297652665	0.0341911260948668	0.000711997801340118	0.00590057845112854	0
ASV116|Firmicutes|Lachnospiraceae|unknown.spec.	0.765902618403013	0.0777147541282483	0.00641434217051298	0.0319945746712006	0.117973710627025
ASV117|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.851480150564893	0.138413114507124	0.000166499705727862	0.00994023522225535	0
ASV118|Bacteroidota|Muribaculaceae|unknown.spec.	0.919266447612108	0.00876037377536112	0.0719122666928711	6.0911919659794e-05	0
ASV120|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.961646936370852	0.00900778334166621	7.16685870138232e-05	0.0292736117004678	0
ASV121|Firmicutes|[Eubacterium] coprostanoligenes group|unknown.spec.	0.824784910981191	0.160576957567116	0.0122285366997958	0.00240959475189696	0
ASV122|Bacteroidota|Muribaculaceae|unknown.spec.	0.948467844513888	0.0114766084376205	0.0157902658970338	0.0242652811514579	0
ASV124|Bacteroidota|Bacteroidaceae|Bacteroides.caecimuris	0.98371712568384	2.33345352919686e-05	0.00571206891961306	0.0105474708612552	0
ASV125|Firmicutes|Lachnospiraceae|unknown.spec.	0.909662844457462	0.0555031945521719	0.0333331176359923	0.00150084335437409	0
ASV126|Firmicutes|Ruminococcaceae|Ruminococcus.spec.	0.919128184711358	0.00843552021898145	0.0322149484381089	0.0402213466315515	1.9805953235008e-19
ASV127|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group.spec.	0.850109940846395	0.0913134475658704	0.0152058403303738	0.0433707712573612	0
ASV128|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.942858310456945	0.0241744598046832	0.0248400273035389	0.0081272024348324	0
ASV129|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.971359264886963	0.012179981613674	0.0162152178015959	0.000245535697767108	0
ASV130|Bacteroidota|Muribaculaceae|unknown.spec.	0.949709632829342	0.000464223491652282	0.0294547083320765	0.0203714353469297	0
ASV131|Firmicutes|Lachnospiraceae|unknown.spec.	0.927912504245581	0.0336337651681157	0.0067527259530492	0.0317010046332544	0
ASV132|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.857032671016456	0.00196017224290827	0.138482083449503	0.002525073291133	0
ASV134|Firmicutes|Lachnospiraceae|unknown.spec.	0.844618206761748	0.151628531645742	0.00350800548720526	0.000245256105304201	0
ASV135|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.777264387224255	0.0436989079994924	0.165574238480885	0.0134624662953681	0
ASV136|Firmicutes|Lachnospiraceae|A2.spec.	0.933092057974888	0.00490003927881887	0.0528757388637813	0.0091321638825119	0
ASV137|Firmicutes|unknown|unknown.spec.	0.676188681255549	0.321012707603725	0.00173442569506319	0.0010641854456634	0
ASV138|Firmicutes|Lachnospiraceae|ASF356.spec.	0.92116135561019	0.001902807578504	0.0741325810526974	0.00280325575860862	0
ASV139|Firmicutes|Peptococcaceae|unknown.spec.	0.716555836056372	0.179192774537175	0.0879026378191747	0.016348751587278	0
ASV141|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.953717232883394	0.0378452157379768	0.00626919408991586	0.00216835728871312	1.46008806154552e-16
ASV142|Firmicutes|Lachnospiraceae|unknown.spec.	0.944999476193472	0.0246779392810714	0.0170660497097077	0.0132565348157487	8.82174262205472e-22
ASV143|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.92207248163246	0.0767014150119494	0.000362360291978471	0.000863743063611961	0
ASV144|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.830490555502382	0.0881460655918012	0.0662727513832464	0.00136142297793021	0.0137292045446404
ASV145|Bacteroidota|Muribaculaceae|unknown.spec.	0.670339126659478	0.267806007899842	0.00084254688652938	0.0610123185541502	2.09730564179316e-16
ASV146|Firmicutes|Lachnospiraceae|unknown.spec.	0.729535681963435	0.252683871948554	0.0151497640815313	0.00263068200648006	0
ASV148|Firmicutes|Anaerovoracaceae|[Eubacterium] nodatum group.spec.	0.992105088626996	0.00193901429632481	0.00310581258749017	0.00285008448918884	0
ASV149|Bacteroidota|Muribaculaceae|unknown.spec.	0.819800994754227	0.156427998923627	0.0180692588069875	0.00570174751515793	0
ASV150|Bacteroidota|Muribaculaceae|unknown.spec.	0.883086668940848	0.0660666025780562	0.0164269887011641	0.00118748451123655	0.0332322552686948
ASV151|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.894307378331562	0.066729062413574	0.0170380816455366	0.000388915488807699	0.0215365621205197
ASV152|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.613327742029149	0.323589962382078	0.0144306412101982	0.0486516543785758	0
ASV153|Firmicutes|Ruminococcaceae|unknown.spec.	0.733915588654728	0.076597169947922	0.063938412732713	0.023915055414614	0.101633773250023
ASV154|Firmicutes|Ruminococcaceae|unknown.spec.	0.778360292922553	0.0913662341388224	0.0582456997205682	0.0720277732180568	0
ASV155|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.972217501324937	0.019976164997747	0.00737660018034864	0.000429733496967449	0
ASV156|Bacteroidota|Muribaculaceae|unknown.spec.	0.822029313637748	0.0618934961952694	0.00117374149255539	0.0642999513271119	0.0506034973473155
ASV157|Bacteroidota|Muribaculaceae|unknown.spec.	0.73108106288964	0.070379785774759	0.00607445647489451	0.000194342808209192	0.192270352052497
ASV158|Bacteroidota|Muribaculaceae|unknown.spec.	0.698053456394003	0.280651394562763	0.00795838503298861	0.0133367640102454	0
ASV160|Bacteroidota|Muribaculaceae|unknown.spec.	0.96867548253324	0.0216131750175582	0.00503357927624791	0.00467776317295433	0
ASV161|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.863713428560767	0.0626103925783256	0.0418619460446942	0.0318142328162134	0
ASV162|Firmicutes|unknown|unknown.spec.	0.789575110754506	0.189437326210517	0.0208906110690899	9.69519658872072e-05	0
ASV163|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.625150141300073	0.144937520512322	0.0048242656601397	0.0495523580014018	0.175535714526063
ASV164|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.688779844489026	0.247448793354378	0.00359274535412219	0.0601786168024739	0
ASV165|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.89826756684038	0.00154619326379388	0.0249671243651702	0.0131833303971637	0.0620357851334924
ASV166|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.680510845955868	0.0409641497603617	0.00117805540695275	0.00258566847887219	0.274761280397945
ASV167|Firmicutes|Lachnospiraceae|unknown.spec.	0.883966005800594	0.0738286708211555	0.0176689839865767	0.0245363393916735	0
ASV168|Firmicutes|Lachnospiraceae|unknown.spec.	0.762157201253189	0.14098930340429	0.0918081664862447	0.0050453288562771	0
ASV169|Firmicutes|Ruminococcaceae|Negativibacillus.spec.	0.674430901054725	0.263142540762227	0.0428016161362026	0.0196249420468452	0
ASV170|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.976828328265437	0.0115028991624428	0.0044822179595389	0.00718655461258174	0
ASV171|Firmicutes|Lachnospiraceae|unknown.spec.	0.765604042108712	0.177615204214529	0.0248704756014549	4.52039357637283e-06	0.0319057576817283
ASV172|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.922468699995408	0.0254125581425343	0.0442930994077023	0.00782564245435572	0
ASV174|Bacteroidota|Muribaculaceae|unknown.spec.	0.947603837744479	0.000900593000800741	0.0179753057614579	0.0335202634932621	0
ASV175|Firmicutes|Lachnospiraceae|unknown.spec.	0.799967260230219	0.00230825505949908	0.00249390200069598	0.195230582709586	0
ASV177|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.930061029002419	0.00955358275171232	0.0439642086699647	0.0164211795759038	0
ASV178|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.877019802766056	0.0172072203428918	0.00900717822692816	0.0757058965922902	0.0210599020718338
ASV179|Firmicutes|Ruminococcaceae|unknown.spec.	0.993606426196952	3.58074726822168e-05	0.00244024245052567	0.0039175238798401	0
ASV180|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.950500983606462	0.0249652026606882	0.0244832898365768	5.05238962726683e-05	0
ASV181|Firmicutes|unknown|unknown.spec.	0.806944488969855	0.188412962027636	1.95562217459386e-08	0.00464252944628744	0
ASV182|Firmicutes|Butyricicoccaceae|UCG-009.spec.	0.87534156119018	1.42528688744074e-05	0.0268286478349637	0.063864124200107	0.0339514139058747
ASV183|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.677462024888335	0.129571350849232	0.00537916269259129	0.0382887807249095	0.149298680844932
ASV185|Bacteroidota|Muribaculaceae|unknown.spec.	0.826043899992849	0.104538472317657	0.00310642939714995	0.0158318280219724	0.0504793702703713
ASV187|Firmicutes|Lachnospiraceae|unknown.spec.	0.911898711987225	0.0246983047400859	0.0112324239422581	0.0521705593304309	0
ASV188|Actinobacteriota|Atopobiaceae|Coriobacteriaceae UCG-002.spec.	0.767748403182472	0.0911575491370793	0.107660601009885	0.000271617881269411	0.0331618287892945
ASV189|Firmicutes|Lachnospiraceae|unknown.spec.	0.819902583988036	0.0128785714505499	0.0923776899234523	0.0748411546379616	0
ASV190|Firmicutes|Erysipelotrichaceae|Faecalibaculum.rodentium	0.769590722638217	0.209401312500002	0.0127050889160269	0.00830287594575441	0
ASV191|Firmicutes|Lachnospiraceae|unknown.spec.	0.940365730130141	0.0310842789304095	0.0148256205192109	0.0137243704202388	0
ASV192|Firmicutes|Ruminococcaceae|unknown.spec.	0.718155574087892	0.0364116342385919	0.17024375162705	0.0751890400464666	0
ASV193|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.980465034985068	0.000104479424549812	0.0175388882821607	0.00189159730822161	0
ASV194|Firmicutes|Lachnospiraceae|unknown.spec.	0.946989328701435	0.0195589597484807	0.0311324058860074	0.00231930566407697	0
ASV196|Firmicutes|Lachnospiraceae|ASF356.spec.	0.878028123218496	0.00335287118988228	0.109046760827911	0.00957224476371112	0
ASV197|Firmicutes|Lachnospiraceae|unknown.spec.	0.943734387440889	0.0172686148147024	0.031032646362752	0.00796435138165696	2.3460154426782e-21
ASV198|Firmicutes|Oscillospiraceae|unknown.spec.	0.860769251719233	0.000694989288994684	0.108532215457529	0.0300035435342428	0
ASV199|Firmicutes|Oscillospiraceae|unknown.spec.	0.826659994233124	0.00903913777853584	0.0508155271427182	0.113485340845622	0
ASV201|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.996513262555186	0.00215469263822443	0.00130436326060744	2.76815459824539e-05	0
ASV205|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.901185284270497	0.0651196471819018	0.0249423849046414	0.0087526836429593	0
ASV207|Firmicutes|Ruminococcaceae|unknown.spec.	0.997129120919224	0.00233827065677465	1.57634695407477e-06	0.000531032077047395	0
ASV208|Firmicutes|unknown|unknown.spec.	0.834482939057892	0.0377706492205705	0.0386572304164156	0.0158336792029488	0.0732555021021732
ASV210|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.953624384086389	0.0255202214546293	0.0165827646228735	0.00427262983610796	0
ASV215|Firmicutes|unknown|unknown.spec.	0.676381053327496	0.232209199001395	0.0431205533859192	0.00475382504678667	0.043535369238403
ASV218|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.921041277921498	0.049762791258058	0.00610859739290437	0.0230873334275393	0
ASV219|Firmicutes|Oscillospiraceae|unknown.spec.	0.951604367839572	0.0316299992635032	7.1973440370321e-06	0.0167584355528881	0
ASV220|Firmicutes|Lachnospiraceae|unknown.spec.	0.90423022600048	0.00219042973017615	0.0760331099446401	0.000881837543931291	0.0166643967807721
ASV221|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.778309727856373	0.0613248472222324	0.00335293351126693	0.157012491410127	0
ASV222|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.753396355753339	0.00203005352412013	0.103214519439126	0.141359071283415	0
ASV223|Firmicutes|Oscillospiraceae|unknown.spec.	0.887486670748987	0.0736895924484542	0.000426272440475361	0.0150147653789263	0.0233826989831574
ASV225|Firmicutes|Lachnospiraceae|unknown.spec.	0.913530679839509	0.0748292466309771	0.00781615559012645	0.00156737986939551	0.00225653806999242
ASV226|Firmicutes|Ruminococcaceae|[Eubacterium] siraeum group.spec.	0.69150536640229	0.0308971571179373	0.218871366145148	0.0316272613654698	0.0270988489691544
ASV228|Firmicutes|UCG-010|unknown.spec.	0.8147191325842	0.172911926354537	0.000176722537354265	0.0121922185239083	0
ASV230|Firmicutes|Lachnospiraceae|unknown.spec.	0.685187455075851	0.0913558980342368	0.083428512693493	0.000100990654389804	0.139927143542029
