Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
ASV76|Firmicutes|Lachnospiraceae|unknown.spec.	0.846252749887571	0.115478593982396	0.0343144083376973	0.00395424779233576	0
ASV81|Bacteroidota|Prevotellaceae|Prevotellaceae UCG-001.spec.	0.800795509450865	0.174590465495611	0.000115428725675751	0.0244985963278479	0
ASV82|Bacteroidota|Tannerellaceae|Parabacteroides.distasonis	0.934238782235322	0.0239399168392779	0.0175927820897892	0.024228518835611	0
ASV86|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.773287045166414	0.202151556822915	0.0223678152587917	0.0021935827518795	0
ASV87|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.689004379852152	0.2852350961164	0.0249606701641519	0.000799853867295554	0
ASV88|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group.spec.	0.939273351708904	0.0341489479376164	0.025022105559255	0.00155559479422435	0
ASV90|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.712057037513671	0.182113619804664	0.0911812773372424	0.0146480653444231	0
ASV93|Desulfobacterota|Desulfovibrionaceae|Desulfovibrio.spec.	0.868542830863198	0.0381071588764271	0.0749246038599873	0.0153356931512652	0.0030897132491224
ASV107|Firmicutes|Ruminococcaceae|unknown.spec.	0.753771416031552	0.223914939269762	6.16125704184004e-06	0.0223074834416446	0
ASV108|Firmicutes|Oscillospiraceae|unknown.spec.	0.825459308820886	0.0651282120035329	0.0780383728848683	0.0313741062907123	0
ASV117|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.869705725424645	0.11611229379181	0.000748795442212191	0.0134331853413324	0
ASV121|Firmicutes|[Eubacterium] coprostanoligenes group|unknown.spec.	0.859083945123265	0.12683207871416	0.0105687015533538	0.00351527460922154	0
ASV124|Bacteroidota|Bacteroidaceae|Bacteroides.caecimuris	0.938651404389771	0.0278333507014783	0.0112221225191039	0.0222931223896473	0
ASV126|Firmicutes|Ruminococcaceae|Ruminococcus.spec.	0.765158216543845	0.0600092234856909	0.00226233392839998	0.138830389028103	0.0337398370139621
ASV129|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.65434338538305	0.325320989194646	0.0203002228112662	3.54026110374103e-05	0
ASV137|Firmicutes|unknown|unknown.spec.	0.652477981528169	0.25714317436032	0.0689567602609154	0.0033850997033879	0.0180369841472072
ASV139|Firmicutes|Peptococcaceae|unknown.spec.	0.756383158115286	0.140847229302104	0.0921182047514065	0.0106514078312031	0
ASV148|Firmicutes|Anaerovoracaceae|[Eubacterium] nodatum group.spec.	0.972841398071129	0.0194470715578094	0.00640654237488556	0.00130498799617593	0
ASV165|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.871751180165579	0.0766044216077519	0.0311611254391273	0.0204832727875422	0
ASV166|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.732445816298304	0.130696884156861	0.106377246658622	0.0149440494504959	0.015536003435717
ASV169|Firmicutes|Ruminococcaceae|Negativibacillus.spec.	0.733565814677801	0.204322872194357	0.046698965808322	0.0154123473195196	0
ASV180|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.702786642234967	0.249326262888752	0.00250709829090749	0.0453799965853738	0
ASV190|Firmicutes|Erysipelotrichaceae|Faecalibaculum.rodentium	0.738134711295777	0.238320077537101	0.0136636582051793	0.00988155296194266	0
ASV205|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.806152138332428	0.150481125774314	0.0348989384295203	0.00846779746373782	0
ASV215|Firmicutes|unknown|unknown.spec.	0.729314621857395	0.033932191007162	0.102308781431161	0.00748282711175677	0.126961578592524
ASV226|Firmicutes|Ruminococcaceae|[Eubacterium] siraeum group.spec.	0.675755680400423	0.0225597656644455	0.233585125917657	0.0284580582900647	0.0396413697274104
ASV228|Firmicutes|UCG-010|unknown.spec.	0.756907429805607	0.235975398495826	0.000839995042697426	0.00627717665586919	0
ASV234|Firmicutes|Christensenellaceae|Christensenellaceae R-7 group.spec.	0.787847366464614	0.0838407165750476	0.121765027887162	0.00654688907317632	0
ASV237|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.797560602038435	0.184637089067384	0.012173415969825	0.00562889292435579	0
ASV272|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.949882907502529	0.00269983796878892	0.0464852951221845	0.000931959406497623	0
ASV275|Patescibacteria|Saccharimonadaceae|Candidatus Saccharimonas.spec.	0.717103205060941	0.0116660958131396	0.00458358339676185	0.0174232454900661	0.249223870239091
