Residuals	timepoint	genotype	number_of_pups_scaled	lipocalin2_pg_ml_scaled
ASV68|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group	0.539445171432496	0.352363333535774	0.035017773003023	0.0691449818804785	0.00402874014822828
ASV73|Deferribacterota|Deferribacteraceae|Mucispirillum	0.634782797649832	0.316228042863035	0.0147181581415946	0.0230339343912742	0.0112370669542643
ASV74|Cyanobacteria|unknown|unknown	0.933467321742858	0.0243008945426597	7.19982967547516e-14	0.0129670234835148	0.0292647602308957
ASV76|Firmicutes|Lachnospiraceae|unknown	0.460978095148639	0.422834273723337	0.0849286204074727	0.0283104595616614	0.00294855115888956
ASV81|Bacteroidota|Prevotellaceae|Prevotellaceae UCG-001	0.64086544451907	0.294313458406925	0.00150778766087608	0.0605410783051469	0.00277223110798203
ASV82|Bacteroidota|Tannerellaceae|Parabacteroides	0.39863525211071	0.528678819332031	0.0710676013325707	0.000130684439140717	0.00148764278554796
ASV86|Bacteroidota|Muribaculaceae|Muribaculum	0.686340890089045	0.246095081811038	0.0634897782663587	0.000278583284152431	0.00379566654940593
ASV87|Proteobacteria|Sutterellaceae|Parasutterella	0.68535083891329	0.235699302413671	0.037320679285216	0.0396866667268237	0.00194251266099943
ASV88|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group	0.841459336240729	0.146728689319098	1.3952562818442e-11	0.000718145871554412	0.0110938285546662
ASV90|Firmicutes|Oscillospiraceae|Colidextribacter	0.774285001244084	0.11484744421767	0.0700577996486063	0.0188772375899921	0.0219325172996483
ASV93|Desulfobacterota|Desulfovibrionaceae|Desulfovibrio	0.882593232054792	0	0.0272104747628925	0.0900483807016929	0.00014791248062259
ASV99|Firmicutes|Oscillospiraceae|Oscillibacter	0.672043445006645	0.269062894179212	0.0253250387959131	0.0251911705145652	0.00837745150366436
ASV100|Firmicutes|Lachnospiraceae|Lachnoclostridium	0.617083822045067	0.342726837352457	0.0391655860069277	0.000970744644367262	5.30099511810956e-05
ASV105|Firmicutes|Clostridiaceae|Candidatus Arthromitus	0.739227616415823	0.165429286913533	0.064565613487348	6.83382616128191e-05	0.0307091449216832
ASV107|Firmicutes|Ruminococcaceae|unknown	0.668546739954272	0.284712100010115	0	0.0455703498485634	0.00117081018704921
ASV108|Firmicutes|Oscillospiraceae|unknown	0.749289423728785	0.209240523549649	0.0205321290130557	0.00529500909300851	0.015642914615501
ASV117|Actinobacteriota|Eggerthellaceae|Enterorhabdus	0.326897570609285	0.671073832843181	3.0586053729864e-16	0.00144070864979275	0.000587887897740742
ASV121|Firmicutes|[Eubacterium] coprostanoligenes group|unknown	0.944549271683743	0.00772510649366069	0.0135583152017034	0.0160280958243735	0.0181392107965197
ASV126|Firmicutes|Ruminococcaceae|Ruminococcus	0.753194981753514	0.109607607389427	0.117650510920365	0.0133330387215706	0.00621386121512353
ASV129|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006	0.765055777575139	0.163492842507034	0.039760018732688	0.012158111769133	0.0195332494160058
ASV137|Firmicutes|unknown|unknown	0.725412613418298	0.245815809298502	7.35820103660027e-14	0.025462636457093	0.0033089408260334
ASV138|Firmicutes|Lachnospiraceae|ASF356	0.749094957644517	0.215096779896311	0.0212079724992658	0.0145186164807827	8.16734791238772e-05
ASV139|Firmicutes|Peptococcaceae|unknown	0.689443181530154	0.239990694491652	0.015648090571233	0.0282595274072733	0.0266585059996872
ASV147|Firmicutes|Peptostreptococcaceae|Romboutsia	0.88905180669743	0	0.0655712216868808	0.00474339178018766	0.0406335798355012
ASV148|Firmicutes|Anaerovoracaceae|[Eubacterium] nodatum group	0.635069112791389	0.341802914505476	0	0.0223233321427901	0.000804640560345206
ASV161|Firmicutes|Oscillospiraceae|Intestinimonas	0.801827659514473	0.174417281597238	0.0111663940284678	0.00219261680092384	0.0103960480588974
ASV169|Firmicutes|Ruminococcaceae|Negativibacillus	0.835590663163482	0.0866654129573244	0.0526382766531181	0.0105192303160428	0.0145864169100331
ASV182|Firmicutes|Butyricicoccaceae|UCG-009	0.997297453463998	0	0	1.37035186009721e-08	0.00270253283248298
ASV188|Actinobacteriota|Atopobiaceae|Coriobacteriaceae UCG-002	0.654259389661377	0.0823412866062877	0.18996575219461	0.0214343253110536	0.0519992462266713
ASV190|Firmicutes|Erysipelotrichaceae|Faecalibaculum	0.802095436960901	0.133564200098144	0.0317148961274144	0.01223892221998	0.0203865445935603
ASV205|Firmicutes|Ruminococcaceae|Incertae Sedis	0.836594634096895	0.151903852291029	1.98732299040427e-14	0.0081377432263665	0.00336377038568922
ASV215|Firmicutes|unknown|unknown	0.841149254553236	0.0677764156286426	0.0205836543543917	2.42861035761582e-05	0.0704663893601533
ASV226|Firmicutes|Ruminococcaceae|[Eubacterium] siraeum group	0.70880250357782	0.0962649710469417	8.47104491472935e-10	0.028064313089417	0.166868211438717
ASV228|Firmicutes|UCG-010|unknown	0.673355926523927	0.268084752134513	0.0520280130397907	0.00604773495251391	0.000483573349255577
ASV233|Firmicutes|Lachnospiraceae|GCA-900066575	0.823497879516539	0.0941061537591868	0.0655165583495863	0.00884834556982193	0.00803106280486636
ASV234|Firmicutes|Christensenellaceae|Christensenellaceae R-7 group	0.507731638980327	0.37210605801346	0.0678060060317201	0.0325158128289819	0.0198404841455113
ASV238|Firmicutes|Lachnospiraceae|Tuzzerella	0.948970025085725	0.0349794250274269	0.00512642654394094	0.00164574124682955	0.00927838209607808
ASV240|Desulfobacterota|Desulfovibrionaceae|Bilophila	0.842591202907481	0.120859590010983	5.15854210280932e-12	0.0261154246598007	0.0104337824165768
ASV245|Firmicutes|Butyricicoccaceae|Butyricicoccus	0.643599036432293	0.287093566936676	0.045046817914558	0.0194777830584786	0.0047827956579943
ASV261|Desulfobacterota|Desulfovibrionaceae|unknown	0.627622123800215	0.357699686061923	0.00884509383037007	0.00506774135143465	0.000765354956057052
ASV262|Firmicutes|Lachnospiraceae|Tyzzerella	0.790487742680861	0.160562828225449	0.0366334320026051	0.00742924898925741	0.00488674810182705
ASV263|Firmicutes|Lachnospiraceae|Blautia	0.994091523415556	0	0	0.000349946026590358	0.00555853055785394
ASV275|Patescibacteria|Saccharimonadaceae|Candidatus Saccharimonas	0.633575036042979	0.326939328165496	0.019518537163353	0.01318082724877	0.00678627137940212
ASV301|Firmicutes|Lachnospiraceae|Acetatifactor	0.890043695409005	0.073635494187123	8.42864442434077e-13	0.0250654432981383	0.0112553671048912
ASV419|Firmicutes|Anaerovoracaceae|Family XIII UCG-001	0.674800877036407	0.252376214130352	0.0623244247094868	0.0104560020519634	4.24820717908393e-05
