Residuals	weight_grams_scaled	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
ASV28|Bacteroidota|Prevotellaceae|Alloprevotella.spec.	0.720995718650064	0.185386407082985	0.0825773754099885	0.0110404988569625	0
ASV29|Bacteroidota|Muribaculaceae|unknown.spec.	0.819443357122754	0.0324923471741443	0.137228453364411	0.0108358423386907	3.86872770181797e-17
ASV30|Bacteroidota|Muribaculaceae|unknown.spec.	0.619250616584801	0.21027083586355	0.141080851765414	0.00604877689607384	0.0233489188901614
ASV31|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.918808415133158	0.00217612934567166	0.00812963300414357	0.026904890629044	0.0439809318879831
ASV32|Bacteroidota|Muribaculaceae|unknown.spec.	0.881761963556573	0.0663633740257858	0.0257412144065162	0.0261334480111249	0
ASV33|Bacteroidota|Rikenellaceae|Rikenellaceae RC9 gut group.spec.	0.570859297778064	0.370948054726122	7.05163432271763e-05	0.0553836252198875	0.00273850593269941
ASV34|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.936712207090694	0.00478381326105367	0.00113587405149829	0.0573681055967541	0
ASV35|Bacteroidota|Muribaculaceae|unknown.spec.	0.980655643376466	0.00272577499750773	0.0138297819884079	0.00278879963761877	0
ASV36|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.802038990910008	0.197320652862517	0.000383895582785591	0.000256460644689567	0
ASV37|Bacteroidota|Muribaculaceae|unknown.spec.	0.752216390922288	0.0950958427950922	0.0442710975410533	0.108416668741567	0
ASV38|Firmicutes|Lachnospiraceae|A2.spec.	0.923720229914588	0.0196916360129494	0.0559077163793749	0.00068041769308756	0
ASV39|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.81957284223145	0.144484741260658	0.0260579967623302	0.00988441974556233	0
ASV40|Bacteroidota|Muribaculaceae|unknown.spec.	0.835812151932207	0.0219810740081648	0.142165729145181	4.10449144470655e-05	0
ASV41|Bacteroidota|Muribaculaceae|unknown.spec.	0.987618547796369	0.00502900057861354	0.00403411152100951	0.00331834010400769	0
ASV42|Bacteroidota|Muribaculaceae|unknown.spec.	0.985344062047659	0.00293513575060686	0.00973154757898603	0.00198925462274804	0
ASV43|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.975515269190115	0.0229380231909889	4.66798718468576e-08	0.00154666093902411	0
ASV44|Bacteroidota|Muribaculaceae|unknown.spec.	0.981493681935619	0.0106299599220707	0.00320757225608713	0.00466878588622324	0
ASV45|Firmicutes|Lactobacillaceae|Lactobacillus.intestinalis	0.619461739243707	0.1069818535173	0.19854950458833	0.00270285188368402	0.0723040507669801
ASV46|Bacteroidota|Muribaculaceae|unknown.spec.	0.792865934844519	0.00843168227552288	0.161275109723617	0.00210359150425327	0.035323681652088
ASV47|Bacteroidota|Muribaculaceae|unknown.spec.	0.971398399903067	0.000191576981426263	0.0173034331754626	0.0111065899400437	0
ASV48|Bacteroidota|Bacteroidaceae|Bacteroides.spec.	0.762746489614962	0.0397109890059778	0.000426912864139817	0.19711560851492	0
ASV49|Bacteroidota|Muribaculaceae|unknown.spec.	0.669474623364474	0.0743902358272128	0.146888640121123	0.109246500687191	0
ASV50|Bacteroidota|Muribaculaceae|unknown.spec.	0.604917553204372	0.101898191965854	0.232542875578898	0.00506084892206156	0.0555805303288148
ASV51|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.814122934629466	0.129729893726434	5.36136683620119e-06	0.0561418102772647	0
ASV52|Firmicutes|Lactobacillaceae|Lactobacillus.gasseri	0.982312533530986	0.00758771271245492	0.00209350704748849	0.00800624670907044	0
ASV53|Firmicutes|unknown|unknown.spec.	0.847347925204278	4.11007319925631e-05	0.0976414704261818	0.0116937760494831	0.0432757275880646
ASV54|Bacteroidota|Muribaculaceae|unknown.spec.	0.864691738777325	0.00956885013201421	0.106095282389258	0.00278519582187624	0.0168589328795261
ASV56|Bacteroidota|Muribaculaceae|unknown.spec.	0.932170047291158	0.0150696322677686	0.0406470221158586	0.012113298325215	0
ASV57|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.741190767489621	0.148832364928198	0.0346581800677253	0.0753186875144559	0
ASV58|Firmicutes|Lachnospiraceae|unknown.spec.	0.813610318796884	0.0312079554228008	0.150144437107871	0.00503728867244432	0
ASV59|Bacteroidota|Muribaculaceae|unknown.spec.	0.942540284259922	0.0451280054953809	7.06689007784631e-05	0.0122610413439183	0
ASV60|Bacteroidota|Muribaculaceae|unknown.spec.	0.9078274601127	0.00370404930654811	0.074571383812627	0.0138971067681243	0
ASV61|Bacteroidota|Muribaculaceae|unknown.spec.	0.84980671875662	0.0466474303763373	0.0788930534570992	0.0205103038041117	0.00414249360583226
ASV62|Campylobacterota|Helicobacteraceae|Helicobacter.hepaticus	0.847421811250459	0.0883713423922311	7.49550962703167e-06	0.0181292930643454	0.0460700577833376
ASV63|Firmicutes|Lactobacillaceae|HT002.spec.	0.92472390586423	0.00114878264335113	0.0553623814691476	0.0187649300232708	0
ASV64|Firmicutes|Lachnospiraceae|A2.spec.	0.931353955471401	0.00794363295079923	0.0547978369402678	0.00590457463753197	0
ASV65|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001.spec.	0.928751346285117	0.0448330903999874	0.00421620909867439	0.0221993542162207	0
ASV66|Bacteroidota|Bacteroidaceae|Bacteroides.acidifaciens	0.847175168768867	0.0726414534965807	0.0390686994661784	0.0411146782683742	0
ASV67|Firmicutes|Ruminococcaceae|Anaerotruncus.spec.	0.895549831300704	0.026118421893478	0.00176158083641379	0.0765701659694038	0
ASV68|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.714992068647994	0.0613137664869728	0.104329992802451	0.119364172062582	0
ASV69|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.705515717695017	0.0390750586322445	0.0668658664114753	0.188543357261263	0
ASV70|Bacteroidota|Muribaculaceae|unknown.spec.	0.636431985013296	0.0455912399772873	0.18221342927656	0.00144221777807289	0.134321127954785
ASV71|Bacteroidota|Muribaculaceae|unknown.spec.	0.774081672803577	0.00582076891461414	0.082826224014373	0.113627596167424	0.0236437381000111
ASV72|Bacteroidota|Muribaculaceae|unknown.spec.	0.90331145424159	0.00714068015581904	0.0865907448160585	0.00295712078653286	0
ASV73|Deferribacterota|Deferribacteraceae|Mucispirillum.schaedleri	0.926853102132922	0.00988038179886418	0.0302483448037571	0.0330181712644567	0
ASV74|Cyanobacteria|unknown|unknown.spec.	0.73255320419946	0.00561094469896179	0.0336976928962359	0.228138158205343	0
ASV75|Bacteroidota|Muribaculaceae|unknown.spec.	0.72738865154408	0.135695691757847	0.0997372269249691	0.020869903355827	0.0163085264172769
ASV76|Firmicutes|Lachnospiraceae|unknown.spec.	0.910621924602678	0.0309654737423689	0.0514593488929898	0.00695325276196341	0
ASV77|Firmicutes|Lachnospiraceae|unknown.spec.	0.804768892478313	0.138919932104506	0.0436895254257868	0.0126216499913941	0
ASV78|Firmicutes|Lachnospiraceae|unknown.spec.	0.870114738634628	0.0478585857600209	0.0225458615589137	0.0594808140464376	0
ASV79|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.830942174387001	0.000213426555314533	0.095789450646299	0.0730549484113857	0
ASV80|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.877082503110424	0.000144848757576486	0.0507398004435039	0.072032847688496	0
ASV81|Bacteroidota|Prevotellaceae|Prevotellaceae UCG-001.spec.	0.652244907073192	0.0335171516931255	0.243789126165342	0.070448815068341	0
ASV82|Bacteroidota|Tannerellaceae|Parabacteroides.distasonis	0.752200524998831	0.00949946128526694	0.0124483117499937	0.225851701965909	0
ASV84|Firmicutes|unknown|unknown.spec.	0.912152683876475	0.0753592874774652	0.00826247479587787	0.00422555385018197	0
ASV85|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.993682311724244	0.00592422755595611	0.000184424162227145	0.00020903655757271	0
ASV86|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.611266130508702	0.0191668324712567	0.31608161702392	0.0370867164627686	0.016398703533352
ASV87|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.997798791910017	0.000536289815862392	0.00109760703550148	0.000567311238618671	0
ASV88|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group.spec.	0.805179388675195	0.184231050756349	0.0080926000088896	0.00249696055956603	0
ASV90|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.978458473747539	0.00581471988390073	0.00296987299406001	0.0127569333745007	0
ASV92|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.840160997250989	0.0131244450148775	0.0772383750097042	0.00107480048776084	0.0684013822366681
ASV93|Desulfobacterota|Desulfovibrionaceae|Desulfovibrio.spec.	0.751393028929561	0.00464354041863981	0.0859876873088905	0.157975743342909	0
ASV94|Firmicutes|Lachnospiraceae|unknown.spec.	0.883767317111231	0.0312886220756295	0.0284279283837341	0.0565161324294051	0
ASV97|Bacteroidota|Muribaculaceae|unknown.spec.	0.678198268734026	0.00147990451111019	0.205903074943499	0.0321235155834536	0.0822952362279115
ASV99|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.761375937333492	0.060261520592973	0.0128958633982228	0.165466678675312	0
ASV100|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.880042402313903	0.00544918140681903	0.0232538477841757	0.0901233836602905	0.00113118483481168
ASV101|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.844207218850902	0.00492143404870807	0.124574969394427	0.000218147550993425	0.0260782301549693
ASV102|Bacteroidota|Bacteroidaceae|Bacteroides.acidifaciens	0.64088676092073	0.112337255244097	0.0413180818259886	0.00255558104859569	0.202902320960589
ASV103|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.884099170373417	0.111200663193745	0.000934597988055624	0.00376556844478229	0
ASV104|Firmicutes|Oscillospiraceae|unknown.spec.	0.933629756498403	6.54810413580517e-05	0.0174733335018358	0.0488314289584037	0
ASV105|Firmicutes|Clostridiaceae|Candidatus Arthromitus.spec.	0.858452789316845	0.0241163065106004	0.0191177140752793	0.0819198763440265	0.0163933137532486
ASV106|Firmicutes|Lachnospiraceae|unknown.spec.	0.825817093143375	0.118263255398325	0.0101096577665006	0.045809993691799	0
ASV107|Firmicutes|Ruminococcaceae|unknown.spec.	0.837487650000213	0.108506540995448	0.00474518551206629	0.0329467964132418	0.0163138270790306
ASV108|Firmicutes|Oscillospiraceae|unknown.spec.	0.967201152693501	0.00194076643801222	0.000910669891530027	0.0299474109769569	0
ASV110|Firmicutes|Oscillospiraceae|unknown.spec.	0.895449330861432	0.0550667779850139	0.00437285582915341	0.045111035324401	0
ASV112|Bacteroidota|Muribaculaceae|unknown.spec.	0.635323731001503	0.363469055026795	0.00091146186747554	0.000295752104225689	0
ASV113|Bacteroidota|Muribaculaceae|unknown.spec.	0.723192877104381	0.0171602227483198	0.199573320560148	0.0600735795871513	0
ASV115|Firmicutes|Oscillospiraceae|unknown.spec.	0.976331011871014	0.00334217510287556	0.00361149181168082	0.0167153212144293	0
ASV116|Firmicutes|Lachnospiraceae|unknown.spec.	0.870353841402122	0.104721242187245	0.0206897691689734	0.00423514724165965	0
ASV117|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.908309977525897	0.00285522568283654	0.0271415812645619	0.000471169760939736	0.0612220457657643
ASV118|Bacteroidota|Muribaculaceae|unknown.spec.	0.579660346643847	0.213024490052465	0.000852115855441994	0.206463047448246	0
ASV121|Firmicutes|[Eubacterium] coprostanoligenes group|unknown.spec.	0.801124875265705	0.065408275860859	0.0468570231074263	0.0866098257660101	0
ASV122|Bacteroidota|Muribaculaceae|unknown.spec.	0.797317861011984	0.034054956969395	0.147454583171139	0.0211725988474818	0
ASV124|Bacteroidota|Bacteroidaceae|Bacteroides.caecimuris	0.849511325897908	0.0711456388303032	0.0124902624403128	0.0668527728314761	0
ASV125|Firmicutes|Lachnospiraceae|unknown.spec.	0.839185289059222	0.0479541946924317	0.112842324184149	1.81920641979102e-05	0
ASV126|Firmicutes|Ruminococcaceae|Ruminococcus.spec.	0.979743575708	0.00593314579815312	0.00584413799158611	0.00847914050226061	0
ASV127|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group.spec.	0.578345930302489	0.298218062034993	0.0264176207572242	0.0314020926575712	0.0656162942477227
ASV128|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.851325060569603	0.0871139274039952	0.0577269701170268	0.00383404190937509	0
ASV129|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.801741059029112	0.0183682437282962	0.0263583048407096	0.118251938641094	0.0352804537607888
ASV131|Firmicutes|Lachnospiraceae|unknown.spec.	0.88784840014574	0.0336405404372592	0.0743808545175926	0.00413020489940781	0
ASV132|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.957569073382376	0.0351220012998443	0.000943244889834255	0.00636568042794494	0
ASV133|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.91050028896095	0.0007270100457104	0.00712033259898727	0.0796683654108202	0.00198400298353188
ASV134|Firmicutes|Lachnospiraceae|unknown.spec.	0.640186845481923	0.245666916233038	0.0264825048612519	0.087663733423787	0
ASV135|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.644517297894581	0.0388256602373041	0.00177409764020816	0.314882944227907	0
ASV136|Firmicutes|Lachnospiraceae|A2.spec.	0.78423956836141	0.0565677751883908	0.0358861984713721	0.00209627705537551	0.121210180923452
ASV137|Firmicutes|unknown|unknown.spec.	0.803372319676919	0.0460417900548195	0.0488024551818264	0.101783435086435	0
ASV138|Firmicutes|Lachnospiraceae|ASF356.spec.	0.982283774656606	6.61658951619484e-05	0.0112807529568632	0.00636930649136862	0
ASV139|Firmicutes|Peptococcaceae|unknown.spec.	0.893565381592555	0.100232216432833	0.00538721814465457	0.000815183829956873	0
ASV141|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.761942446775483	0.170650609285107	0.066321102939168	0.00108584100024273	0
ASV142|Firmicutes|Lachnospiraceae|unknown.spec.	0.898779052224041	0.00701417920589689	0.057260378892248	0.0369463896778138	0
ASV143|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.786671612667645	0.0027791953056862	0.00073721088239911	0.20981198114427	0
ASV144|Bacteroidota|Muribaculaceae|Muribaculum.spec.	0.854731385883002	0.0324083964344951	1.21207272749971e-05	0.000830839368793821	0.112017257586434
ASV146|Firmicutes|Lachnospiraceae|unknown.spec.	0.742773013494831	0.0769690189652803	0.055355346441274	0.00171055465145133	0.123192066447164
ASV149|Bacteroidota|Muribaculaceae|unknown.spec.	0.762278189561323	0.0498594988551409	0.12865189793931	0.0592104136442262	0
ASV150|Bacteroidota|Muribaculaceae|unknown.spec.	0.825961868794832	0.0962858494419697	0.0245046457833396	0.0532476359798588	0
ASV152|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.836824028620226	0.000370782980584226	0.00242591283257137	0.075653444200014	0.0847258313666046
ASV153|Firmicutes|Ruminococcaceae|unknown.spec.	0.897745976416585	0.0311107129425302	0.000695273023236875	0.0704480376176478	0
ASV154|Firmicutes|Ruminococcaceae|unknown.spec.	0.907766714613675	0.00824114369492352	0.0295971906429067	0.0543949510484952	0
ASV155|Firmicutes|Lachnospiraceae|Roseburia.spec.	0.759312935075935	0.212423210919737	0.00647210063327119	0.0217917533710573	0
ASV156|Bacteroidota|Muribaculaceae|unknown.spec.	0.547357308292034	0.299507124517313	0.0698211200382603	0.0833144471523928	0
ASV157|Bacteroidota|Muribaculaceae|unknown.spec.	0.932522567608222	0.0236238270611033	0.00068266048252309	0.0431709448481514	0
ASV159|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.830171589760791	0.0330464334435111	0.0849984564974516	0.000459394528495722	0.0513241257697505
ASV160|Bacteroidota|Muribaculaceae|unknown.spec.	0.81309730970637	0.163556080739214	0.0225793485110152	0.000767261043400186	0
ASV161|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.824306001856074	0.0675318852746439	0.0207611155386264	0.0874009973306557	0
ASV164|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.97899805375103	0.00457751562473085	0.0113428819883298	0.00508154863590982	0
ASV165|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.579564576156806	0.00972133672752858	0.210270199269526	0.200443887846139	0
ASV166|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.9367695335025	0.00976914168838217	0.018602041836163	0.0348592829729552	0
ASV167|Firmicutes|Lachnospiraceae|unknown.spec.	0.74074855179795	0.0955710653593557	0.0929037950186303	0.0707765878240637	0
ASV168|Firmicutes|Lachnospiraceae|unknown.spec.	0.863176738452284	0.096765113360081	0.00104132797836715	0.0390168202092682	0
ASV169|Firmicutes|Ruminococcaceae|Negativibacillus.spec.	0.935370533289962	0.00208516747214863	0.0328398742027053	0.0297044250351842	0
ASV170|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.965899136433264	0.00822279038805495	0.0194042950212574	0.00647377815742412	0
ASV172|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.934727628010704	0.0625592148383006	0.00212389034835111	0.000589266802644225	0
ASV175|Firmicutes|Lachnospiraceae|unknown.spec.	0.922237700114876	0.0257721535717503	0.00664557704212686	0.0453445692712465	0
ASV176|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.938536068538144	0.0137202911090575	0.00119118995590943	0.0465524503968892	0
ASV177|Proteobacteria|Sutterellaceae|Parasutterella.spec.	0.901067287426954	0.00564032872234588	0.0605779020077398	0.011529236441421	0.0211852454015392
ASV178|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.777941598613271	0.00635140332194634	0.0180104523021325	0.19769654576265	0
ASV179|Firmicutes|Ruminococcaceae|unknown.spec.	0.954823791445338	0.0240733451623865	0.000183768358050473	0.0209190950342255	0
ASV180|Firmicutes|Lachnospiraceae|Lachnoclostridium.spec.	0.86897764667743	0.018247475431479	0.097780471648462	0.0149944062426291	0
ASV181|Firmicutes|unknown|unknown.spec.	0.710612701265146	0.261318579476715	0.0223407316327587	0.00572798762538057	0
ASV182|Firmicutes|Butyricicoccaceae|UCG-009.spec.	0.752560495661402	0.231478244996473	0.000717307764981775	8.78789281983551e-05	0.0151560726489443
ASV185|Bacteroidota|Muribaculaceae|unknown.spec.	0.749688445922974	0.000743498354534928	0.194495816385912	0.0550722393365796	0
ASV189|Firmicutes|Lachnospiraceae|unknown.spec.	0.909374228850682	0.0721965004617296	0.0145397231629126	0.00388954752467623	0
ASV191|Firmicutes|Lachnospiraceae|unknown.spec.	0.804036893905048	0.154409493187541	0.0230244528804186	0.0185291600269928	0
ASV192|Firmicutes|Ruminococcaceae|unknown.spec.	0.814583228610026	0.140583962209649	0.00989221841952444	0.0349405907608002	0
ASV193|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.989478802108379	0.00230693117183057	0.000241930850306792	0.00797233586948388	0
ASV194|Firmicutes|Lachnospiraceae|unknown.spec.	0.868659505601085	0.00824032209333867	0.0685160147628068	0.0545841575427697	0
ASV195|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-006.spec.	0.68642470223826	0.0435115908844171	0.000673398965095919	0.00295786922436789	0.266432438687859
ASV196|Firmicutes|Lachnospiraceae|ASF356.spec.	0.973928209399061	0.00201804685685607	0.0176146644558983	0.0064390792881842	0
ASV197|Firmicutes|Lachnospiraceae|unknown.spec.	0.943527563897068	0.0217182279687914	0.0014703720223193	0.0332838361118213	0
ASV198|Firmicutes|Oscillospiraceae|unknown.spec.	0.754002090043811	0.0493135587548092	0.013276306543755	0.0419282525649886	0.141479792092636
ASV199|Firmicutes|Oscillospiraceae|unknown.spec.	0.852336018953702	0.00136313964122135	0.0257448527065175	0.120555988698559	0
ASV200|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.8242250167059	0.142369162803268	0.0321564315197524	0.00124938897107939	0
ASV201|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.bacterium	0.904131055274853	0.000173587525195536	0.0907966987718807	0.00489865842807092	0
ASV205|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.947050899910032	0.000380510102565693	0.0117777614621347	0.0407908285252675	0
ASV207|Firmicutes|Ruminococcaceae|unknown.spec.	0.776484675103274	0.0784583596898083	0.0426623363686321	0.102394628838286	0
ASV209|Firmicutes|Oscillospiraceae|Intestinimonas.spec.	0.73374222153584	0.149915981200089	0.0029864603493779	0.090505006516151	0.0228503303985416
ASV210|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.733005447343147	0.00493296972650987	0.0232049132533085	0.238856669677034	0
ASV213|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.954667056319726	0.00350317101952747	0.0240216950128561	0.0178080776478906	0
ASV218|Bacteroidota|Rikenellaceae|Alistipes.spec.	0.991425405741368	4.48348405843027e-05	0.000400732019426172	0.00812902739862122	0
ASV219|Firmicutes|Oscillospiraceae|unknown.spec.	0.896089971078816	0.0203712021039176	0.0228299294292486	0.0607088973880176	0
ASV220|Firmicutes|Lachnospiraceae|unknown.spec.	0.610867883823735	0.0871028549668503	0.286106897780991	0.0159223634284235	0
ASV221|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.938600878081522	7.68743723393261e-05	0.00720714616656245	0.000326871902016915	0.0537882294775593
ASV222|Firmicutes|Oscillospiraceae|Oscillibacter.spec.	0.972732003449722	0.00688474100105139	0.0203830044224358	2.51126790654227e-07	0
ASV224|Firmicutes|unknown|unknown.spec.	0.985469205994353	4.9297739487117e-07	0.00215717138381582	0.0123731296444362	0
ASV225|Firmicutes|Lachnospiraceae|unknown.spec.	0.923024707076748	0.0505724601346965	0.0150628647496085	0.0113399680389472	0
ASV228|Firmicutes|UCG-010|unknown.spec.	0.899368094036986	0.000334259018508822	0.0268116279867847	0.0734860189577202	0
ASV230|Firmicutes|Lachnospiraceae|unknown.spec.	0.609387396355515	0.354272476359248	0.0362245678470896	0.000115559438147459	0
ASV231|Firmicutes|Lachnospiraceae|unknown.spec.	0.602796965989012	0.110974401784173	0.000285301691242622	0.285943330535572	0
ASV232|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group.spec.	0.821554724784038	0.000373929104185595	0.0617188210687467	0.00698962390808529	0.109362901134944
ASV233|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.66025795161672	0.248456997800726	0.0110513202455963	0.0475943496717089	0.0326393806652485
ASV237|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.93650687738755	0.0519594763548031	0.00408103254887314	0.00745261370877404	0
ASV238|Firmicutes|Lachnospiraceae|Tuzzerella.spec.	0.954645036283082	0.019746681337258	0.000720528552888948	0.0248877538267715	0
ASV239|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.969346635612586	0.0246297224586065	0.0036648001010262	0.00235884182778167	0
ASV240|Desulfobacterota|Desulfovibrionaceae|Bilophila.spec.	0.799998988852152	0.0184799035991124	0.00921375147200366	0.0345422363815022	0.13776511969523
ASV241|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.815960302187289	0.118151259875277	0.00785403282760841	0.0580344051098256	0
ASV243|Firmicutes|Oscillospiraceae|unknown.spec.	0.923032794999491	0.0115038799940242	0.0653280640221188	0.000135260984366335	0
ASV244|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group.spec.	0.787615124376563	0.0147014525601105	0.0835846551193638	0.114098767943962	0
ASV245|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.810255156948688	0.0988549225856312	0.073161683075182	0.0177282373904988	0
