feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__GGB28308_SGB40878	trimester	w6	0.0655308333333334	0.0265883720842889	36	36	0.0190917837401205	0.0495252508696525
s__GGB27778_SGB40192	trimester	w6	3.00038083333333	1.194712969156	36	36	0.0198667038938354	0.051222585943142
s__GGB28793_SGB41446	trimester	w6	0.259958333333333	0.106936409722248	36	36	0.0206560690799413	0.052938907582125
s__GGB30295_SGB43259	trimester	w6	0.0208525	0.00846221047983387	36	16	0.022019256033898	0.0560966760863591
s__GGB28904_SGB41597	trimester	w6	0.511895	0.208343858561663	36	36	0.0223670156342282	0.0566454597127199
s__GGB30451_SGB43508	trimester	w3	0.141416666666667	0.057824801805479	36	32	0.0229249702901869	0.0577169840247059
s__Muribaculaceae_bacterium	trimester	w3	-3.110135	1.2993544203486	36	36	0.0256463929080423	0.0634488795644053
s__Lachnospiraceae_bacterium_MD335	trimester	w3	0.297171666666666	0.124116527400719	36	36	0.0256081054004376	0.0634488795644053
s__GGB30466_SGB43541	trimester	w6	0.0618433333333333	0.0258261321671127	36	36	0.0255912050652626	0.0634488795644053
s__GGB28422_SGB41005	trimester	w6	0.456278333333334	0.192019973471259	36	36	0.0266215403891973	0.0654828694630831
s__Schaedlerella_arabinosiphila	trimester	w6	0.1120125	0.0472907505411452	36	29	0.0270587670347741	0.0661780130907618
s__Firmicutes_bacterium_ASF500	trimester	w3	0.0102483333333333	0.00435960168497462	36	14	0.0281099215870431	0.0683582184048547
s__GGB27791_SGB40207	trimester	w6	-0.0589933333333334	0.0252279260756856	36	34	0.0288585364386258	0.0696978391699425
s__GGB28879_SGB41559	trimester	w6	0.2053875	0.0879101222928634	36	22	0.0289864845146022	0.0696978391699425
s__bacterium_D16_54	trimester	w3	0.08019	0.034519970000894	36	26	0.0298195010936966	0.071300259598336
s__Clostridiaceae_unclassified_SGB41645	trimester	w3	0.0963575	0.042783511105528	36	32	0.0310831527740613	0.0739088299294347
s__GGB28404_SGB40986	trimester	w3	0.306639166666667	0.133485016394945	36	32	0.0314958382662024	0.0744763468394178
s__Lachnospiraceae_bacterium_A4	trimester	w3	1.37703666666667	0.600524690835182	36	35	0.0317714592705779	0.0747152998231174
s__GGB42343_SGB59511	trimester	w3	0.0420075	0.0183546283633672	36	27	0.0320676556097894	0.0749997628469391
s__GGB29006_SGB41725	trimester	w6	0.427630833333333	0.191387928465762	36	25	0.0323487755346038	0.0752460648304916
s__Lachnospiraceae_unclassified_SGB41498	trimester	w3	1.62180166666667	0.721347422694366	36	23	0.0349078655632487	0.0807598187084888
s__GGB27792_SGB40208	trimester	w3	-0.507481666666669	0.226264255674366	36	36	0.0353064883375061	0.0812428871422184
s__GGB28945_SGB41650	trimester	w3	0.0144841666666667	0.00658220420204524	36	26	0.0385662735899654	0.0880003435216473
s__GGB28790_SGB41443	trimester	w3	1.30864833333333	0.59500106934263	36	34	0.0386543565001628	0.0880003435216473
s__GGB28310_SGB40880	trimester	w3	0.24663	0.115958026240442	36	36	0.0409939163535361	0.0928327841233515
s__GGB31171_SGB44462	trimester	w3	0.0425491666666667	0.0201191865623164	36	13	0.0420795575380525	0.09382507267948
s__Odoribacter_sp_Z80	trimester	w3	-0.620151666666665	0.28745835305597	36	35	0.0421643139001511	0.09382507267948
s__GGB28963_SGB41672	trimester	w3	0.10062	0.0476342134941055	36	34	0.0423089696895786	0.09382507267948
s__GGB28317_SGB40889	trimester	w6	0.0370383333333333	0.0171706019297301	36	29	0.0421889267998455	0.09382507267948
s__GGB28798_SGB41451	trimester	w3	0.291964166666667	0.13849489717684	36	19	0.0426979528112292	0.0941996072330212
s__Anaerotruncus_colihominis	trimester	w6	0.0055375	0.0026312283413218	36	9	0.0430311185987119	0.0944477885140958
s__GGB28803_SGB41457	trimester	w3	0.176155833333333	0.0824689814402136	36	27	0.0440536878046044	0.0961988692876055
s__GGB28248_SGB40791	trimester	w6	0.810307500000002	0.380644068463538	36	36	0.0447125327206127	0.0971419492610266
s__GGB42343_SGB59511	trimester	w6	0.0388258333333333	0.0183546283633672	36	27	0.0459602610009732	0.0988492045649071
s__GGB30667_SGB43809	trimester	w3	-0.032655	0.015431136461796	36	10	0.0458796064909823	0.0988492045649071
s__GGB28996_SGB41712	trimester	w3	0.124544166666667	0.0590732616583938	36	21	0.0466227793831337	0.0992763660496577
s__Acutalibacter_muris	trimester	w6	0.147321666666667	0.0712124387965463	36	33	0.0464761322473685	0.0992763660496577
s__bacterium_1xD8_48	trimester	w3	0.0428841666666667	0.0203906768069095	36	21	0.0471168787430402	0.0998318024852534
s__GGB30091_SGB43003	trimester	w6	0.143479166666666	0.0685020481707838	36	36	0.047948813000824	0.101094049085481
s__Candidatus_Arthromitus_sp_SFB_mouse	trimester	w6	0.3175025	0.152037921295548	36	14	0.0485577987285229	0.101876165959842
s__Bacteria_unclassified_SGB41586	trimester	w6	1.07782666666667	0.517481066872082	36	36	0.0491005531604985	0.102014741517929
s__GGB30457_SGB43523	trimester	w6	0.2100775	0.100762999802655	36	36	0.0488983599824179	0.102014741517929
s__GGB30286_SGB43248	trimester	w6	0.0745516666666669	0.0366656337497992	36	36	0.0501308850424483	0.103652264725449
s__GGB28934_SGB41635	trimester	w3	0.0938525	0.046371975096697	36	36	0.0511382013643532	0.10522668357665
s__Clostridiaceae_unclassified_SGB41645	trimester	w6	0.0861891666666667	0.042783511105528	36	32	0.0521615377692452	0.106818842895871
s__GGB30461_SGB43533	trimester	w3	0.026655	0.0133012607912319	36	25	0.0533411174639329	0.10871427749792
s__Lachnospiraceae_bacterium_WCA_9_b2	trimester	w6	0.1810475	0.0900867902554175	36	28	0.0568845880124624	0.115386747248028
s__GGB28769_SGB41421	trimester	w3	0.0196816666666667	0.0100578513939757	36	22	0.0588703444622986	0.118851450140867
s__GGB27885_SGB40319	trimester	w3	-0.0644383333333333	0.03273576360365	36	31	0.0617451745704943	0.121783109291113
s__GGB31853_SGB45233	trimester	w3	0.045615	0.0231604986984641	36	22	0.0616135540002423	0.121783109291113
s__GGB28431_SGB41014	trimester	w3	0.092635	0.0468870355453871	36	34	0.0608632598847324	0.121783109291113
s__Emergencia_sp_1XD21_10	trimester	w6	-0.0554416666666667	0.0281428790937798	36	26	0.0615538838469428	0.121783109291113
s__GGB30297_SGB43261	trimester	w6	0.0374283333333334	0.018949142348019	36	36	0.0609243854258542	0.121783109291113
s__GGB28416_SGB40998	trimester	w3	0.688333333333334	0.351385150028748	36	30	0.062918023436633	0.123527128582013
s__Faecalibaculum_rodentium	trimester	w6	-0.0449058333333333	0.0235704816340541	36	17	0.0655025881150404	0.128014190471403
s__GGB28903_SGB41594	trimester	w3	0.614492500000001	0.317898373026746	36	36	0.0662114240402129	0.128811315860051
s__GGB28386_SGB40966	trimester	w3	0.0180316666666667	0.00951588558417862	36	34	0.0668950303802024	0.129552366528175
s__GGB29006_SGB41724	trimester	w3	0.297325	0.155420504733013	36	12	0.0688474679312333	0.132732956191747
s__Acutalibacter_muris	trimester	w3	0.132399166666667	0.0712124387965463	36	33	0.071933023226665	0.138059793457456
s__GGB30286_SGB43248	trimester	w3	0.0678125000000002	0.0366656337497991	36	36	0.0733617830851652	0.138320894979959
s__Lachnospiraceae_bacterium	trimester	w6	0.648796666666667	0.350492713725137	36	36	0.073122978418545	0.138320894979959
s__Lachnospiraceae_bacterium_MD335	trimester	w6	0.233494166666666	0.124116527400719	36	36	0.073238377426927	0.138320894979959
s__GGB30461_SGB43533	trimester	w6	0.0246025	0.0133012607912319	36	25	0.0733391639484916	0.138320894979959
s__GGB28422_SGB41005	trimester	w3	0.360574166666667	0.192019973471259	36	36	0.0737300295562095	0.1384054940792
s__GGB28846_SGB41513	trimester	w6	0.176020833333333	0.0946247761650162	36	36	0.0762794838498404	0.142566022217169
