"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"name"	"qval"	"N"	"N.not.zero"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"tax_name"	"dif_abundant"	"label"	"group"
"ASV62"	"timepoint"	"w6"	1.39527378089268	0.251141456201945	2.315931602847e-06	"timepointw6"	2.34681069088496e-05	41	35	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"ASV62 | Helicobacteraceae | Helicobacter"	"up"	"Helicobacter"	"WT"
"ASV275"	"timepoint"	"w3"	-2.14132948066653	0.361044721079361	2.95311812594154e-06	"timepointw3"	2.80546221964446e-05	41	9	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"Candidatus Saccharimonas"	"ASV275 | Saccharimonadaceae | Candidatus Saccharimonas"	"down"	"Candidatus Saccharimonas"	"WT"
"ASV36"	"timepoint"	"w6"	1.77367989701729	0.302892261852156	4.01312658908432e-06	"timepointw6"	3.23083465756372e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Roseburia"	"ASV36 | Lachnospiraceae | Roseburia"	"up"	"Roseburia"	"WT"
"ASV161"	"timepoint"	"w3"	0.9201967485487	0.15743316252654	4.0060443823077e-06	"timepointw3"	3.23083465756372e-05	41	36	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Intestinimonas"	"ASV161 | Oscillospiraceae | Intestinimonas"	"stable"	NA	"WT"
"ASV419"	"timepoint"	"w6"	1.93570324923539	0.330682579116977	4.03854332195464e-06	"timepointw6"	3.23083465756372e-05	41	6	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII UCG-001"	"ASV419 | Anaerovoracaceae | Family XIII UCG-001"	"up"	"Family XIII UCG-001"	"WT"
"ASV15"	"timepoint"	"w3"	2.28258487818926	0.403948538335777	6.24696983260208e-06	"timepointw3"	4.1284322371979e-05	41	37	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-001"	"ASV15 | Lachnospiraceae | Lachnospiraceae UCG-001"	"up"	"Lachnospiraceae UCG-001"	"WT"
"ASV36"	"timepoint"	"w3"	1.75340738765294	0.309387049903658	6.03519330316356e-06	"timepointw3"	4.1284322371979e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Roseburia"	"ASV36 | Lachnospiraceae | Roseburia"	"up"	"Roseburia"	"WT"
"ASV129"	"timepoint"	"w3"	1.6561322183977	0.291650127563989	5.82672666044091e-06	"timepointw3"	4.1284322371979e-05	41	29	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-006"	"ASV129 | Lachnospiraceae | Lachnospiraceae UCG-006"	"up"	"Lachnospiraceae UCG-006"	"WT"
"ASV234"	"timepoint"	"w6"	-1.87710324750292	0.358108584083442	6.22572612784148e-06	"timepointw6"	4.1284322371979e-05	41	6	"Bacteria"	"Firmicutes"	"Clostridia"	"Christensenellales"	"Christensenellaceae"	"Christensenellaceae R-7 group"	"ASV234 | Christensenellaceae | Christensenellaceae R-7 group"	"down"	"Christensenellaceae R-7 group"	"WT"
"ASV87"	"timepoint"	"w3"	-1.80214502854625	0.327269587426321	9.4247436051633e-06	"timepointw3"	5.73024411193928e-05	41	36	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Parasutterella"	"ASV87 | Sutterellaceae | Parasutterella"	"down"	"Parasutterella"	"WT"
"ASV99"	"timepoint"	"w6"	1.0534816188597	0.190778486342817	9.22163143491142e-06	"timepointw6"	5.73024411193928e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Oscillibacter"	"ASV99 | Oscillospiraceae | Oscillibacter"	"up"	"Oscillibacter"	"WT"
"ASV10"	"timepoint"	"w3"	1.05720654257108	0.196368069506174	1.2448940229339e-05	"timepointw3"	7.27784198022894e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NK4A136 group"	"ASV10 | Lachnospiraceae | Lachnospiraceae NK4A136 group"	"up"	"Lachnospiraceae NK4A136 group"	"WT"
"ASV100"	"timepoint"	"w6"	1.06809529193979	0.198070042521183	1.31527554668946e-05	"timepointw6"	7.40451418877029e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnoclostridium"	"ASV100 | Lachnospiraceae | Lachnoclostridium"	"up"	"Lachnoclostridium"	"WT"
"ASV100"	"timepoint"	"w3"	1.0800387724616	0.20194970915162	1.36963131314991e-05	"timepointw3"	7.43514141424235e-05	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnoclostridium"	"ASV100 | Lachnospiraceae | Lachnoclostridium"	"up"	"Lachnoclostridium"	"WT"
"ASV190"	"timepoint"	"w3"	-2.57494379275561	0.521582820715752	1.61715053582738e-05	"timepointw3"	8.47609936019867e-05	41	7	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	"ASV190 | Erysipelotrichaceae | Faecalibaculum"	"down"	"Faecalibaculum"	"WT"
"ASV129"	"timepoint"	"w6"	1.49158035831544	0.285216942896797	1.98025833247108e-05	"timepointw6"	9.70965375921302e-05	41	29	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-006"	"ASV129 | Lachnospiraceae | Lachnospiraceae UCG-006"	"up"	"Lachnospiraceae UCG-006"	"WT"
"ASV87"	"timepoint"	"w6"	-1.65790418190063	0.319304805467317	2.20846397021607e-05	"timepointw6"	0.000104902038585263	41	36	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Parasutterella"	"ASV87 | Sutterellaceae | Parasutterella"	"down"	"Parasutterella"	"WT"
"ASV73"	"timepoint"	"w6"	1.54903420167889	0.323262251623219	2.5379781039937e-05	"timepointw6"	0.000116900809638498	41	23	"Bacteria"	"Deferribacterota"	"Deferribacteres"	"Deferribacterales"	"Deferribacteraceae"	"Mucispirillum"	"ASV73 | Deferribacteraceae | Mucispirillum"	"up"	"Mucispirillum"	"WT"
"ASV67"	"timepoint"	"w6"	1.01902909871827	0.198997983224634	2.66861717883509e-05	"timepointw6"	0.000119302885642039	41	36	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Anaerotruncus"	"ASV67 | Ruminococcaceae | Anaerotruncus"	"up"	"Anaerotruncus"	"WT"
"ASV161"	"timepoint"	"w6"	0.718863580232462	0.153583613813309	8.43060107454091e-05	"timepointw6"	0.000328577272648774	41	36	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Intestinimonas"	"ASV161 | Oscillospiraceae | Intestinimonas"	"stable"	NA	"WT"
"ASV245"	"timepoint"	"w3"	1.59453126581831	0.34045685428496	8.42269896036468e-05	"timepointw3"	0.000328577272648774	41	26	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"Butyricicoccus"	"ASV245 | Butyricicoccaceae | Butyricicoccus"	"up"	"Butyricicoccus"	"WT"
"ASV2"	"timepoint"	"w3"	1.39505253989686	0.302663769990706	9.77528589013685e-05	"timepointw3"	0.000350558355376881	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"A2"	"ASV2 | Lachnospiraceae | A2"	"up"	"A2"	"WT"
"ASV68"	"timepoint"	"w3"	2.07049896427849	0.450137827107981	9.67333512116023e-05	"timepointw3"	0.000350558355376881	41	27	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae FCS020 group"	"ASV68 | Lachnospiraceae | Lachnospiraceae FCS020 group"	"up"	"Lachnospiraceae FCS020 group"	"WT"
"ASV301"	"timepoint"	"w3"	1.60657988777906	0.351029303692279	0.0001085998929642	"timepointw3"	0.000375163266603602	41	5	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Acetatifactor"	"ASV301 | Lachnospiraceae | Acetatifactor"	"up"	"Acetatifactor"	"WT"
"ASV10"	"timepoint"	"w6"	0.873392392158899	0.192222714292364	0.000118204476213055	"timepointw6"	0.00039926845298632	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NK4A136 group"	"ASV10 | Lachnospiraceae | Lachnospiraceae NK4A136 group"	"stable"	NA	"WT"
"ASV33"	"timepoint"	"w3"	-1.38982638032423	0.317503623863044	0.000175111260217246	"timepointw3"	0.00056631726708556	41	35	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenellaceae RC9 gut group"	"ASV33 | Rikenellaceae | Rikenellaceae RC9 gut group"	"down"	"Rikenellaceae RC9 gut group"	"WT"
"ASV63"	"timepoint"	"w3"	1.79464911206046	0.413076586503766	0.000196535914286796	"timepointw3"	0.000611257409024765	41	35	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"HT002"	"ASV63 | Lactobacillaceae | HT002"	"up"	"HT002"	"WT"
"ASV362"	"timepoint"	"w6"	-1.44386054781111	0.331500366324205	0.000197050085804036	"timepointw6"	0.000611257409024765	41	1	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII AD3011 group"	"ASV362 | Anaerovoracaceae | Family XIII AD3011 group"	"down"	"Family XIII AD3011 group"	"WT"
"ASV414"	"timepoint"	"w3"	0.97125520670654	0.241303256288677	0.000262151564771435	"timepointw3"	0.000796940756905162	41	0	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"ASV414 | Streptococcaceae | Streptococcus"	"stable"	NA	"WT"
"ASV226"	"timepoint"	"w6"	-1.85343616862073	0.45651906288779	0.000432186047814705	"timepointw6"	0.00128808390721245	41	7	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"[Eubacterium] siraeum group"	"ASV226 | Ruminococcaceae | [Eubacterium] siraeum group"	"down"	"[Eubacterium] siraeum group"	"WT"
"ASV245"	"timepoint"	"w6"	1.32336689079989	0.333293328342942	0.000549897130189448	"timepointw6"	0.00157706346771313	41	26	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"Butyricicoccus"	"ASV245 | Butyricicoccaceae | Butyricicoccus"	"up"	"Butyricicoccus"	"WT"
"ASV126"	"timepoint"	"w3"	-1.90368588251705	0.514097879464541	0.000674285541394584	"timepointw3"	0.0018979889313329	41	14	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Ruminococcus"	"ASV126 | Ruminococcaceae | Ruminococcus"	"down"	"Ruminococcus"	"WT"
"ASV226"	"timepoint"	"w3"	-1.79206522487123	0.466535019245674	0.000735044665355174	"timepointw3"	0.00203139616607248	41	7	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"[Eubacterium] siraeum group"	"ASV226 | Ruminococcaceae | [Eubacterium] siraeum group"	"down"	"[Eubacterium] siraeum group"	"WT"
"ASV99"	"timepoint"	"w3"	0.743613545802461	0.194984638470202	0.000763009780843925	"timepointw3"	0.00207102654800494	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Oscillibacter"	"ASV99 | Oscillospiraceae | Oscillibacter"	"stable"	NA	"WT"
"ASV190"	"timepoint"	"w6"	-1.84959566292886	0.51183274939403	0.000871849360610659	"timepointw6"	0.00232493162829509	41	7	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	"ASV190 | Erysipelotrichaceae | Faecalibaculum"	"down"	"Faecalibaculum"	"WT"
"ASV90"	"timepoint"	"w3"	0.487328421498743	0.129926144529037	0.000927631887624864	"timepointw3"	0.00243103529170654	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Colidextribacter"	"ASV90 | Oscillospiraceae | Colidextribacter"	"stable"	NA	"WT"
"ASV105"	"timepoint"	"w3"	2.49245168423263	0.689398037063576	0.00129140109798631	"timepointw3"	0.00332699943887998	41	16	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Candidatus Arthromitus"	"ASV105 | Clostridiaceae | Candidatus Arthromitus"	"up"	"Candidatus Arthromitus"	"WT"
"ASV362"	"timepoint"	"w3"	-1.21688005967834	0.338039870856202	0.00133353066159787	"timepointw3"	0.00337827767604793	41	1	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII AD3011 group"	"ASV362 | Anaerovoracaceae | Family XIII AD3011 group"	"down"	"Family XIII AD3011 group"	"WT"
"ASV148"	"timepoint"	"w6"	-1.60914133553073	0.447559256062264	0.00137313178778101	"timepointw6"	0.00342157429086417	41	18	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium] nodatum group"	"ASV148 | Anaerovoracaceae | [Eubacterium] nodatum group"	"down"	"[Eubacterium] nodatum group"	"WT"
"ASV205"	"timepoint"	"w3"	0.924711810789034	0.258392362834602	0.00142971141674025	"timepointw3"	0.00350509895716965	41	33	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Incertae Sedis"	"ASV205 | Ruminococcaceae | Incertae Sedis"	"stable"	NA	"WT"
"ASV233"	"timepoint"	"w3"	1.07880976355018	0.302607239525801	0.00146906800664971	"timepointw3"	0.00354441804778978	41	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"GCA-900066575"	"ASV233 | Lachnospiraceae | GCA-900066575"	"up"	"GCA-900066575"	"WT"
"ASV28"	"timepoint"	"w3"	-1.83378220012747	0.542484517267812	0.0016866572736803	"timepointw3"	0.00394418316306777	41	31	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"ASV28 | Prevotellaceae | Alloprevotella"	"down"	"Alloprevotella"	"WT"
"ASV81"	"timepoint"	"w3"	-2.16880352951593	0.618988607762185	0.00167184154905355	"timepointw3"	0.00394418316306777	41	15	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae UCG-001"	"ASV81 | Prevotellaceae | Prevotellaceae UCG-001"	"down"	"Prevotellaceae UCG-001"	"WT"
"ASV439"	"timepoint"	"w3"	0.828878724297946	0.239944970104791	0.00192593695998502	"timepointw3"	0.00430503555761357	41	0	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"Parvibacter"	"ASV439 | Eggerthellaceae | Parvibacter"	"stable"	NA	"WT"
"ASV419"	"timepoint"	"w3"	1.15259692643539	0.338857572374386	0.00221393986296255	"timepointw3"	0.00487708491551171	41	6	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII UCG-001"	"ASV419 | Anaerovoracaceae | Family XIII UCG-001"	"up"	"Family XIII UCG-001"	"WT"
"ASV67"	"timepoint"	"w3"	0.690510571785159	0.203716029104152	0.00227672341364659	"timepointw3"	0.00494374226963259	41	36	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Anaerotruncus"	"ASV67 | Ruminococcaceae | Anaerotruncus"	"stable"	NA	"WT"
"ASV205"	"timepoint"	"w6"	0.833893093805698	0.252114905737833	0.00285185957570419	"timepointw6"	0.00610538951418362	41	33	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Incertae Sedis"	"ASV205 | Ruminococcaceae | Incertae Sedis"	"stable"	NA	"WT"
"ASV86"	"timepoint"	"w6"	-1.10544472070303	0.340889850958757	0.00332915144126881	"timepointw6"	0.0070095652479591	41	31	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Muribaculum"	"ASV86 | Muribaculaceae | Muribaculum"	"down"	"Muribaculum"	"WT"
"ASV138"	"timepoint"	"w3"	1.31468063420623	0.410342988442441	0.00358853828566147	"timepointw3"	0.00737105161379112	41	26	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"ASF356"	"ASV138 | Lachnospiraceae | ASF356"	"up"	"ASF356"	"WT"
"ASV82"	"timepoint"	"w6"	-0.960869030573982	0.302978741061618	0.00395927391165047	"timepointw6"	0.00802412846094496	41	26	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"ASV82 | Tannerellaceae | Parabacteroides"	"stable"	NA	"WT"
"ASV2"	"timepoint"	"w6"	0.921122483481746	0.295396884180213	0.00450480451716957	"timepointw6"	0.00889260112480227	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"A2"	"ASV2 | Lachnospiraceae | A2"	"stable"	NA	"WT"
"ASV13"	"timepoint"	"w3"	1.44539157652786	0.46415253600075	0.00448887802738064	"timepointw3"	0.00889260112480227	41	33	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"	"ASV13 | Lactobacillaceae | Ligilactobacillus"	"up"	"Ligilactobacillus"	"WT"
"ASV105"	"timepoint"	"w6"	2.00774428037911	0.673354108287128	0.00629010511447943	"timepointw6"	0.0121024807265933	41	16	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Candidatus Arthromitus"	"ASV105 | Clostridiaceae | Candidatus Arthromitus"	"up"	"Candidatus Arthromitus"	"WT"
"ASV4"	"timepoint"	"w3"	1.13703297933349	0.404994257632741	0.00945938856870177	"timepointw3"	0.0179728382805334	41	41	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"ASV4 | Lactobacillaceae | Lactobacillus"	"up"	"Lactobacillus"	"WT"
"ASV369"	"timepoint"	"w6"	-0.670917348125251	0.240631315810827	0.0103625764807372	"timepointw6"	0.0194458225317538	41	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Anaerovorax"	"ASV369 | Anaerovoracaceae | Anaerovorax"	"stable"	NA	"WT"
"ASV138"	"timepoint"	"w6"	1.10587984192538	0.401452951704983	0.0107230395851686	"timepointw6"	0.0197277419799115	41	26	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"ASF356"	"ASV138 | Lachnospiraceae | ASF356"	"up"	"ASF356"	"WT"
"ASV188"	"timepoint"	"w6"	-1.15871684501661	0.419807381037503	0.0107723854232411	"timepointw6"	0.0197277419799115	41	3	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Coriobacteriaceae UCG-002"	"ASV188 | Atopobiaceae | Coriobacteriaceae UCG-002"	"down"	"Coriobacteriaceae UCG-002"	"WT"
"ASV449"	"timepoint"	"w6"	0.891651668365983	0.324934614334261	0.0109620489439467	"timepointw6"	0.019836088565237	41	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	"Peptococcus"	"ASV449 | Peptococcaceae | Peptococcus"	"stable"	NA	"WT"
"ASV90"	"timepoint"	"w6"	0.338589411742859	0.126858445897875	0.0132075582916586	"timepointw6"	0.0233435913992106	41	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Colidextribacter"	"ASV90 | Oscillospiraceae | Colidextribacter"	"stable"	NA	"WT"
"ASV18"	"timepoint"	"w3"	-0.469718481361905	0.198472809680038	0.0231481531960092	"timepointw3"	0.0404427504114185	41	41	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Odoribacter"	"ASV18 | Marinifilaceae | Odoribacter"	"stable"	NA	"WT"
"ASV182"	"timepoint"	"w3"	0.710425292081977	0.297827967597304	0.024868830407836	"timepointw3"	0.0427797674753102	41	11	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-009"	"ASV182 | Butyricicoccaceae | UCG-009"	"stable"	NA	"WT"
"ASV240"	"timepoint"	"w6"	0.768949795462364	0.322241739359356	0.0250486796401487	"timepointw6"	0.0427797674753102	41	0	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Bilophila"	"ASV240 | Desulfovibrionaceae | Bilophila"	"stable"	NA	"WT"
"ASV13"	"timepoint"	"w6"	-1.00198264930028	0.453659562171094	0.0364747543294438	"timepointw6"	0.0589804538093133	41	33	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"	"ASV13 | Lactobacillaceae | Ligilactobacillus"	"stable"	NA	"WT"
"ASV449"	"timepoint"	"w3"	0.700833966413955	0.331615826279617	0.0443086737757538	"timepointw3"	0.0694321485970574	41	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	"Peptococcus"	"ASV449 | Peptococcaceae | Peptococcus"	"stable"	NA	"WT"
"ASV88"	"timepoint"	"w6"	-1.03214331352044	0.497672868163583	0.0449115955281301	"timepointw6"	0.0696588012273038	41	30	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Eubacterium] xylanophilum group"	"ASV88 | Lachnospiraceae | [Eubacterium] xylanophilum group"	"stable"	NA	"WT"
"ASV182"	"timepoint"	"w6"	0.602502850833005	0.291411043093145	0.0492810961604195	"timepointw6"	0.0756639052159976	41	11	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-009"	"ASV182 | Butyricicoccaceae | UCG-009"	"stable"	NA	"WT"
"ASV1"	"timepoint"	"w6"	0.407255139114283	0.203348223468829	0.0523765203287802	"timepointw6"	0.0796123108997459	41	41	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"ASV1 | Rikenellaceae | Alistipes"	"stable"	NA	"WT"
"ASV233"	"timepoint"	"w6"	0.584408093547144	0.295995388662041	0.059485430215737	"timepointw6"	0.0895226276514062	41	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"GCA-900066575"	"ASV233 | Lachnospiraceae | GCA-900066575"	"stable"	NA	"WT"
"ASV240"	"timepoint"	"w3"	0.60940749488788	0.329882218815434	0.0765698328272023	"timepointw3"	0.112996258152765	41	0	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Bilophila"	"ASV240 | Desulfovibrionaceae | Bilophila"	"stable"	NA	"WT"
