Residuals	weight_grams_scaled	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
2.7.7.13-RXN|(expasy) Mannose-1-phosphate guanylyltransferase [2.7.7.13]	0.753694663635562	0.140970014647673	0.0903414649184575	0.0149938567983074	0
2.7.7.33-RXN|(expasy) Glucose-1-phosphate cytidylyltransferase [2.7.7.33]	0.765699217438478	0.0435046719594528	0.184953218648371	0.00584289195369775	0
2.7.7.39-RXN|(expasy) Glycerol-3-phosphate cytidylyltransferase [2.7.7.39]	0.845952461521005	0.0269025647828932	0.0285446290371442	0.0986003446589574	0
2.7.7.40-RXN|(expasy) D-ribitol-5-phosphate cytidylyltransferase [2.7.7.40]	0.781428641752219	0.192629694029474	0.0224296708258	0.00351199339250689	0
2.7.7.60-RXN|(expasy) 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [2.7.7.60]	0.824903103896513	0.128147591151343	0.0338407813026091	0.0131085236495348	0
2.7.7.8-RXN|(expasy) Polyribonucleotide nucleotidyltransferase [2.7.7.8]	0.736076336528769	0.0166985215725164	0.149627244898731	0.0975978969999835	0
2.7.8.25-RXN|(expasy) Triphosphoribosyl-dephospho-CoA synthase [2.4.2.52]	0.921582117561963	0.0126097589057172	0.0009613403150225	0.064846783217297	0
2.7.8.6-RXN|(expasy) Undecaprenyl-phosphate galactose phosphotransferase [2.7.8.6]	0.821347699656904	0.0232394211756827	0.0126355357649055	0.00257557872896962	0.140201764673538
2.7.9.3-RXN|(expasy) Selenide, water dikinase [2.7.9.3]	0.879887527751519	0.0110421160236555	0.105302319672217	0.00376803655260912	0
2.8.1.6-RXN|(expasy) Biotin synthase [2.8.1.6]	0.947474571002581	0.0255021119289373	0.0131985072218399	0.0138248098466416	0
2.8.3.10-RXN|(expasy) Citrate CoA-transferase [2.8.3.10]	0.997988414548137	0.00162424534865076	0.000114422860499523	0.00027291724271229	0
2.9.1.1-RXN|(expasy) L-seryl-tRNA(Sec) selenium transferase [2.9.1.1]	0.902538219618053	0.0308766532687064	0.0617900949062854	0.00479503220695473	0
2PGADEHYDRAT-RXN|(expasy) Phosphopyruvate hydratase [4.2.1.11]	0.728890521706339	0.0628756040444009	0.163539773739014	0.0446941005102457	0
2TRANSKETO-RXN|(expasy) Transketolase [2.2.1.1]	0.923257614350721	0.0147141049246874	0.0272500492945207	0.0347782314300712	0
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN|(expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]	0.819285921173577	0.00767232378517485	0.0817408203648831	0.0913009346763648	0
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN|(expasy) 3-dehydro-L-gulonate 2-dehydrogenase [1.1.1.130]	0.694835757766912	0.0942011546287313	0.210823681779869	0.000139405824487938	0
3-DEHYDROQUINATE-DEHYDRATASE-RXN|(expasy) 3-dehydroquinate dehydratase [4.2.1.10]	0.792922839172776	0.149698535526647	0.051755395136485	0.00562323016409171	0
3-DEHYDROQUINATE-SYNTHASE-RXN|(expasy) 3-dehydroquinate synthase [4.2.3.4]	0.739839154988734	0.203662067501459	0.00594739828431922	0.0505513792254877	0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydratase [4.2.1.55]	0.885987177117972	0.0119070341865964	0.0467442229357577	0.0553615657596737	0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydrogenase [1.1.1.157]	0.907496345102507	0.00132962071563082	0.0070128902647954	0.0841611439170668	2.11738391738125e-17
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|(expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	0.805846886871657	0.160765318629194	0.0174744366110255	0.0159133578881238	0
3-OXOACYL-ACP-REDUCT-RXN|(expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	0.773810199458105	0.0999555669344019	0.00929290004168947	0.00378339221788875	0.113157941347915
3-OXOACYL-ACP-SYNTH-BASE-RXN|(expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	0.885100409920797	0.0659830445063192	0.0128230853072273	0.0360934602656563	0
3.1.1.47-RXN|(expasy) 1-alkyl-2-acetylglycerophosphocholine esterase [3.1.1.47]	0.799663815575951	0.00498561077472529	0.134960586438135	0.0603899872111886	0
3.1.1.64-RXN|(metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1]	0.71795576263973	0.00461075330694507	0.0845344588018543	0.0293660557281835	0.163532969523287
3.1.1.72-RXN|(expasy) Acetylxylan esterase [3.1.1.72]	0.752467436890146	0.0219836172923321	0.106169016835352	0.119379928982169	0
3.1.11.2-RXN|(expasy) Exodeoxyribonuclease III [3.1.11.2]	0.649852750274216	0.00523097615314664	0.00397555049010058	0.0716290243391005	0.269311698743436
3.1.11.6-RXN|(expasy) Exodeoxyribonuclease VII [3.1.11.6]	0.929890714500159	0.0316627312943291	0.0242375887287582	0.0142089654767542	0
3.1.13.1-RXN|(expasy) Exoribonuclease II [3.1.13.1]	0.741237209403001	0.19530094593036	0.060274668791809	0.00318717587482985	0
3.1.13.5-RXN|(expasy) Ribonuclease D [3.1.13.5]	0.766990519003388	0.216860706229256	0.00609995229280761	0.0100488224745481	0
3.1.21.2-RXN|(expasy) Deoxyribonuclease IV [3.1.21.2]	0.662556634502583	0.273696152806059	0.0359766154774543	0.027770597213904	0
3.1.21.3-RXN|(expasy) Type I site-specific deoxyribonuclease [3.1.21.3]	0.681301957939485	0.271430437500907	0.0185473516014603	0.0287202529581485	0
3.1.21.4-RXN|(expasy) Type II site-specific deoxyribonuclease [3.1.21.4]	0.717432531296433	0.0136760415059466	0.0845800628261681	0.184311364371453	0
3.1.21.5-RXN|(expasy) Type III site-specific deoxyribonuclease [3.1.21.5]	0.688919753327392	0.0621570608842364	0.0679290195058255	0.0644522692529366	0.116541897029609
3.1.21.7-RXN|(expasy) Deoxyribonuclease V [3.1.21.7]	0.970857693606449	0.00444486915685692	3.58986436456105e-06	0.0246938473723298	0
3.1.26.11-RXN|(expasy) Ribonuclease Z [3.1.26.11]	0.766052824821808	0.165820103438063	0.00685891593715954	0.0110110573299236	0.0502570984730453
3.1.26.12-RXN|(expasy) Ribonuclease E [3.1.26.12]	0.763777103935793	0.011366233249414	0.21707620762574	0.00778045518905329	0
3.1.26.3-RXN|(expasy) Ribonuclease III [3.1.26.3]	0.825455563304191	0.00776090694828983	0.0695049081854133	0.0172920325902329	0.0799865889718727
3.1.26.4-RXN|(expasy) Ribonuclease H [3.1.26.4]	0.807190716036308	0.169269595988574	0.00982456566978957	0.0131067546405338	0.000608367664795225
3.1.26.5-RXN|(expasy) Ribonuclease P [3.1.26.5]	0.606533947672304	0.213771220037391	0.0388590733146475	0.140835758975657	0
3.1.26.8-RXN|(expasy) Ribonuclease M5 [3.1.26.8]	0.876478585965661	0.0259311149710786	0.0846389230413893	0.0082657148074111	0.00468566121445989
3.1.3.16-RXN|(expasy) Protein-serine/threonine phosphatase [3.1.3.16]	0.991794088807353	0.0047430453648463	0.00130057818437775	0.00216228764342318	0
3.1.4.1-RXN|(expasy) Phosphodiesterase I [3.1.4.1]	0.939188807718003	0.020386448337385	0.0402966337393343	0.000128110205277629	0
3.11.1.3-RXN|(expasy) Phosphonopyruvate hydrolase [3.11.1.3]	0.507286888077586	0.192129185356739	0.00424764211736493	0.000221764000219108	0.296114520448091
3.2.1.1-RXN|(expasy) Alpha-amylase [3.2.1.1]	0.817402217768201	0.15883135274337	0.0209704702736825	0.00279595921474642	0
3.2.1.10-RXN|(expasy) Oligo-1,6-glucosidase [3.2.1.10]	0.699485255248764	0.015836583847965	0.0331380099114619	0.020337625633271	0.231202525358538
3.2.1.131-RXN|(expasy) Xylan alpha-1,2-glucuronosidase [3.2.1.131]	0.710665800036137	0.00632960087559255	0.078473503394937	0.204531095693334	0
3.2.1.135-RXN|(expasy) Neopullulanase [3.2.1.135]	0.846706595433434	0.0728927531501653	0.0794228240462003	0.00097782737020076	0
3.2.1.14-RXN|(expasy) Chitinase [3.2.1.14]	0.96954019622445	0.00503215449433352	0.016940195687614	0.00848745359360282	0
3.2.1.141-RXN|(expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141]	0.880225283171927	0.0520930891639378	0.00311694078936137	0.0645646868747741	0
3.2.1.156-RXN|(expasy) Oligosaccharide reducing-end xylanase [3.2.1.156]	0.75286700726749	0.015814683736422	0.111467175572712	0.119851133423376	0
3.2.1.165-RXN|(expasy) Exo-1,4-beta-D-glucosaminidase [3.2.1.165]	0.827775467307131	0.0122600482872751	0.00189833346010323	0.15806615094549	0
3.2.1.17-RXN|(expasy) Lysozyme [3.2.1.17]	0.860549849284782	0.0206157286578555	0.101464644613944	0.0173697774434178	0
3.2.1.18-RXN|(expasy) Exo-alpha-sialidase [3.2.1.18]	0.771278154686645	0.13066536671288	0.0248941468963668	0.0721209161400388	0.00104141556407007
3.2.1.21-RXN|(expasy) Beta-glucosidase [3.2.1.21]	0.822261396384094	0.0526698237780945	0.0307739199865658	0.0942948598512452	0
3.2.1.23-RXN|(expasy) Beta-galactosidase [3.2.1.23]	0.960624082811383	0.0246397408902854	0.00201062240258821	0.0127255538957434	0
3.2.1.25-RXN|(expasy) Beta-mannosidase [3.2.1.25]	0.879525965841597	0.0479584221424509	0.00548069176602999	0.0670349202499224	0
3.2.1.3-RXN|(expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]	0.815555288527999	0.0931442896021188	0.00248401758028792	0.0888164042895946	0
3.2.1.37-RXN|(expasy) Xylan 1,4-beta-xylosidase [3.2.1.37]	0.782357947807555	0.134754965472736	0.0385981074436835	0.0442889792760257	0
3.2.1.40-RXN|(expasy) Alpha-L-rhamnosidase [3.2.1.40]	0.828513209373145	0.104725599400364	0.00371173739115451	0.00964480216463532	0.0534046516707016
3.2.1.49-RXN|(expasy) Alpha-N-acetylgalactosaminidase [3.2.1.49]	0.978683594893995	0.000355766918470257	0.00022740491225594	0.0207332332752783	0
3.2.1.50-RXN|(expasy) Alpha-N-acetylglucosaminidase [3.2.1.50]	0.937278947661977	0.0136663665845448	4.09398534649326e-05	0.0490137459000132	0
3.2.1.52-RXN|(expasy) Beta-N-acetylhexosaminidase [3.2.1.52]	0.927783353045846	0.0458136919921977	0.0121271259507764	0.0142758290111784	1.39110132298258e-15
3.2.1.55-RXN|(expasy) Non-reducing end alpha-L-arabinofuranosidase [3.2.1.55]	0.80118741592458	0.0113070530823689	0.114539148000409	0.072966382992642	0
3.2.1.70-RXN|(expasy) Glucan 1,6-alpha-glucosidase [3.2.1.70]	0.857657691261544	0.0187847961978737	0.0242765182212449	0.00980533819835395	0.0894756561209831
3.2.1.73-RXN|(expasy) Licheninase [3.2.1.73]	0.971908188136713	0.003017851487223	0.000271179281118771	0.024802781094945	0
3.2.1.78-RXN|(expasy) Mannan endo-1,4-beta-mannosidase [3.2.1.78]	0.886065067175325	0.0123560238110439	0.0864228691507138	0.0151560398629177	0
3.2.1.8-RXN|(expasy) Endo-1,4-beta-xylanase [3.2.1.8]	0.936305009645113	0.0599536253898748	0.000231096086692841	0.00351026887831927	0
3.2.1.80-RXN|(expasy) AMBIGUOUS [3.2.1.153; 3.2.1.80]	0.873646401343444	0.0123661732773002	0.00103659830817481	0.112950827071081	0
3.2.1.82-RXN|(expasy) Exo-poly-alpha-digalacturonosidase [3.2.1.82]	0.743004589035949	0.0317394751755457	0.0111303836979634	0.214125552090542	0
3.2.1.83-RXN|(expasy) Kappa-carrageenase [3.2.1.83]	0.883365688991879	0.0126001213864839	0.00659408035305781	0.097440109268579	0
3.2.1.89-RXN|(expasy) Arabinogalactan endo-beta-1,4-galactanase [3.2.1.89]	0.859156329241739	0.0191062795700959	0.0519238137008878	0.0698135774872768	0
3.2.1.96-RXN|(expasy) Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [3.2.1.96]	0.761610981643872	0.00194409175222682	0.0817341460651635	0.154710780538738	0
3.2.1.99-RXN|(expasy) Arabinan endo-1,5-alpha-L-arabinosidase [3.2.1.99]	0.781896167599585	0.0612512780418561	0.0208930173386073	0.135959537019951	0
3.2.2.15-RXN|(expasy) DNA-deoxyinosine glycosylase [3.2.2.15]	0.927090268862607	0.0214652633485533	0.0159175291505724	0.0355269386382677	0
3.2.2.23-RXN|(expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23]	0.862548108838999	0.051704112493089	0.0812458082014792	0.0045019704664328	0
3.2.2.24-RXN|(expasy) ADP-ribosyl-[dinitrogen reductase] hydrolase [3.2.2.24]	0.640141403734267	0.000422035958957203	0.142156285089489	0.217280275217287	0
3.4.11.1-RXN|(expasy) AMBIGUOUS [3.4.11.1; 3.4.11.9]	0.899549235466157	0.0453080508107522	0.000319764699197459	0.0548229490238939	0
3.4.11.10-RXN|(expasy) Bacterial leucyl aminopeptidase [3.4.11.10]	0.90081708494072	0.0482615416997676	0.000385227857570448	0.0505361455019423	0
3.4.11.18-RXN|(expasy) Methionyl aminopeptidase [3.4.11.18]	0.845472738772024	0.0743185320183473	0.0588134907792849	0.00111967113642469	0.0202755672939194
3.4.11.4-RXN|(expasy) Tripeptide aminopeptidase [3.4.11.4]	0.807274533632242	0.106347113840067	0.0727024372608503	0.0136759152668414	0
3.4.11.5-RXN|(expasy) Prolyl aminopeptidase [3.4.11.5]	0.718106059755564	0.0333472416110031	0.197239278846544	0.00328186751451253	0.048025552272376
3.4.11.6-RXN|(expasy) Aminopeptidase B [3.4.11.6]	0.851486507557093	0.032380618201476	0.0689651177501045	0.0471677564913264	0
3.4.11.9-RXN|(expasy) Xaa-Pro aminopeptidase [3.4.11.9]	0.746291949288425	0.174263146152904	0.0021264381445669	0.0773184664141041	0
3.4.13.18-RXN|(expasy) Cytosol nonspecific dipeptidase [3.4.13.18]	0.759189498878098	0.229576638830362	0.00483443268530556	0.00639942960623422	0
