Residuals	weight_grams_scaled	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
PWY-5030|L-histidine degradation III	0.57068025554161	0.315428304675425	0.0232804771792744	0.0906109626036907	0
PWY-5097|L-lysine biosynthesis VI	0.792108050723079	0.106501529353475	0.0286531997339769	0.0727372201894697	0
PWY-5100|pyruvate fermentation to acetate and lactate II	0.730836818220766	0.101771408895492	0.0685323684627074	0.0125560340683049	0.0863033703527297
PWY-5103|L-isoleucine biosynthesis III	0.920670411322014	0.000266117335606771	0.0166391424956353	0.0624243288467439	0
PWY-5104|L-isoleucine biosynthesis IV	0.991906358723733	0.00422350455543056	0.00342354001457492	0.000446596706261463	0
PWY-5121|superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.850157743041789	0.140429537130923	0.00612908906335978	0.00328363076392805	0
PWY-5130|2-oxobutanoate degradation I	0.726929686125866	0.124164108505815	0.0153087314958521	0.133597473872467	0
PWY-5136|fatty acid &beta;-oxidation II (plant peroxisome)	0.859120304285026	0.0330606758015471	0.0535357194649668	0.0542833004484604	0
PWY-5154|L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.861645063088743	0.0240932302913967	3.92928678512955e-05	0.102076321461502	0.0121460922905068
PWY-5188|tetrapyrrole biosynthesis I (from glutamate)	0.62560081421684	0.0211572388156892	0.131307433305515	0.221934513661955	0
PWY-5189|tetrapyrrole biosynthesis II (from glycine)	0.863812221802654	0.00716596192431459	0.0406549830081653	0.0883668332648663	0
PWY-5345|superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.861975149350988	0.00347575623146275	0.0879839822582161	0.0465651121593335	0
PWY-5384|sucrose degradation IV (sucrose phosphorylase)	0.968057018429734	0.0162110245147769	0.00890416139280174	0.00682779566268775	0
PWY-5484|glycolysis II (from fructose 6-phosphate)	0.882925755695326	0.00024381094001743	0.106322675650318	0.0105077577143378	0
PWY-5497|purine nucleobases degradation II (anaerobic)	0.790907153891708	0.173226786027684	0.027483810266876	0.00838224981373223	0
PWY-5505|L-glutamate and L-glutamine biosynthesis	0.801573847089396	0.194112818661667	0.00296697135301032	0.0013463628959263	0
PWY-5659|GDP-mannose biosynthesis	0.736809846145659	0.196146930148457	0.0627067041754959	0.0043365195303887	0
PWY-5667|CDP-diacylglycerol biosynthesis I	0.754208961101538	0.165998056662032	0.0518990005232816	0.0278939817131487	0
PWY-5676|acetyl-CoA fermentation to butanoate II	0.765138230863672	0.16441818735836	0.0228740995908008	0.0475694821871667	0
PWY-5686|UMP biosynthesis I	0.71477590290868	0.191379461986917	0.0828897662994058	0.0109548688049976	0
PWY-5695|inosine 5-phosphate degradation	0.731972339558407	0.141215678083141	0.107225264614833	0.0195867177436188	0
PWY-5723|Rubisco shunt	0.753868470861073	0.144037779218788	0.0980464822979061	0.00404726762223348	0
PWY-5913|partial TCA cycle (obligate autotrophs)	0.687952822149291	0.0493898018002764	0.0791266150236192	0.0201035389727666	0.163427222054047
PWY-5918|superpathway of heme b biosynthesis from glutamate	0.805058326708629	2.48884045186563e-05	0.0177600010441141	0.177156783842739	0
PWY-5941|glycogen degradation II	0.862375777651119	0.069181215124918	0.0145490370029891	0.0331702088153803	0.0207237614055932
PWY-5973|cis-vaccenate biosynthesis	0.834677097078479	0.153262270544652	0.00605991616610128	0.00466092011700735	0.0013397960937598
PWY-5981|CDP-diacylglycerol biosynthesis III	0.852639255248835	0.00514758221172762	0.100791821288688	0.000882830717406843	0.0405385105333425
PWY-6121|5-aminoimidazole ribonucleotide biosynthesis I	0.828827702474817	0.0583779575627997	0.00278653919471366	0.0200662740889307	0.0899415266787392
PWY-6122|5-aminoimidazole ribonucleotide biosynthesis II	0.592912067603146	0.0750163130735385	0.00535687069482925	0.0258730320845284	0.300841716543958
PWY-6123|inosine-5-phosphate biosynthesis I	0.786633543986423	0.133225647436829	0.0410320902291485	0.0391087183475993	0
PWY-6124|inosine-5-phosphate biosynthesis II	0.790713914039762	0.13379907714176	0.0397843767472856	0.0357026320711923	0
PWY-6125|superpathway of guanosine nucleotides de novo biosynthesis II	0.918086069704481	0.00516353594294303	0.0664760638307121	0.0102743305218638	0
PWY-6126|superpathway of adenosine nucleotides de novo biosynthesis II	0.900074447197094	0.00718261674511695	0.0805580697406775	0.0121848663171115	0
PWY-6143|CMP-pseudaminate biosynthesis	0.994564739153619	0.00442319207556636	6.25795286192415e-06	0.00100581081795231	0
PWY-6147|6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.848085053494354	0.0788546561568183	0.00112232940495899	0.0719379609438689	0
PWY-6151|S-adenosyl-L-methionine salvage I	0.842090197798117	0.112653460137288	0.0392024213209012	0.00605392074369379	0
PWY-6163|chorismate biosynthesis from 3-dehydroquinate	0.749555349371096	0.175610686879157	0.0629150269833716	0.0119189367663754	0
PWY-621|sucrose degradation III (sucrose invertase)	0.834041455572484	0.074713204070857	0.00259916567406152	0.0886461746825977	0
PWY-6270|isoprene biosynthesis I	0.916809451475053	0.0457941439418131	0.0327456936103568	0.00465071097277737	0
PWY-6277|superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.592912067603146	0.0750163130735385	0.00535687069482925	0.0258730320845284	0.300841716543958
PWY-6292|superpathway of L-cysteine biosynthesis (mammalian)	0.590432132612374	0.0191348268117046	0.107076834773443	0.00374430391524758	0.279611901887231
PWY-6293|superpathway of L-cysteine biosynthesis (fungi)	0.759692906810149	0.0377748962532992	0.0831455352635673	0.000788742930594507	0.11859791874239
PWY-6305|superpathway of putrescine biosynthesis	0.876320732969842	0.00674753639407834	0.0138349449079218	0.103096785728158	0
PWY-6317|D-galactose degradation I (Leloir pathway)	0.932226994436556	0.000505334735700264	0.0177144263649315	0.0495532444628127	0
PWY-6353|purine nucleotides degradation II (aerobic)	0.88300997405406	0.00462335385872996	7.16233814395911e-05	0.0811502847670977	0.0311447639386732
PWY-6385|peptidoglycan biosynthesis III (mycobacteria)	0.756423962238679	0.207059405894467	0.0160859234008368	0.0204307084660177	0
PWY-6386|UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.76225254357864	0.203479877004451	0.0119915251668794	0.02227605425003	0
PWY-6387|UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.688763794855154	0.264137596558122	0.042202437276408	0.00489617131031582	0
PWY-6507|4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.763023005154164	0.1517006845208	0.00225731967691812	0.0830189906481177	0
PWY-6527|stachyose degradation	0.866478135540649	0.000214376727108436	0.0298319870251247	0.08184003370249	0.0216354670046277
PWY-6545|pyrimidine deoxyribonucleotides de novo biosynthesis III	0.725671879701625	0.00192834556655099	0.185782464346836	0.0866173103849878	0
PWY-6549|L-glutamine biosynthesis III	0.811684215493401	0.0329433659174557	0.0460347821273922	0.109337636461751	0
PWY-6590|superpathway of Clostridium acetobutylicum acidogenic fermentation	0.766861789463613	0.0642641432961218	0.051097729179828	0.00969520122654328	0.108081136833893
PWY-6595|superpathway of guanosine nucleotides degradation (plants)	0.923995613497057	0.0400609317621774	0.022946036669247	0.0129974180715191	0
PWY-6606|guanosine nucleotides degradation II	0.716094890120073	0.0277651510558069	0.167842199527074	0.0882977592970466	0
PWY-6607|guanosine nucleotides degradation I	0.862575929914884	0.000269464375488899	0.134865089016578	0.00228951669304872	0
PWY-6608|guanosine nucleotides degradation III	0.96961785159344	0.0168377886614325	0.0123139840905154	0.00123037565461174	0
PWY-6609|adenine and adenosine salvage III	0.596361812125768	0.29356086311173	0.0126417787342676	0.00350750157486256	0.0939280444533713
PWY-6628|superpathway of L-phenylalanine biosynthesis	0.753845186969256	0.119408233294523	0.000544712566837744	0.00444550191419348	0.12175636525519
PWY-6630|superpathway of L-tyrosine biosynthesis	0.765481065235944	0.104595314674469	0.000486494495309517	0.00172659826073683	0.127710527333541
PWY-6700|queuosine biosynthesis I (de novo)	0.821367555526456	0.0391078070942322	0.0993326873727025	0.0401919500065969	1.26733588778568e-14
PWY-6703|preQ0 biosynthesis	0.845547619303469	0.0475380693617417	0.0564943222797653	0.0504199890550237	5.35031569152293e-16
PWY-6731|starch degradation III	0.933212193875899	0.0162229136317958	0.00182387219434662	0.0487410202979586	0
PWY-6749|CMP-legionaminate biosynthesis I	0.815081624809884	0.051772167062883	0.0152770791496399	0.117869128977593	0
PWY-6803|phosphatidylcholine acyl editing	0.873838446076206	0.00987368257892509	0.0646577812034924	0.0516300901413767	0
PWY-6823|molybdopterin biosynthesis	0.833844024612613	0.0284273966821539	0.000832831206148882	0.136895747499084	0
PWY-6834|spermidine biosynthesis III	0.826893513965986	0.121051664096105	0.00283821216292362	0.0492166097749848	0
PWY-6859|all-trans-farnesol biosynthesis	0.878545850348916	0.0793309075159226	0.0418365313989084	0.000286710736253309	0
PWY-6897|thiamine diphosphate salvage II	0.991474430219078	0.00691328930707711	7.28668259120708e-05	0.00153941364793315	0
PWY-6901|superpathway of glucose and xylose degradation	0.822391654534946	0.0535328585217998	0.061225412271659	0.0628500746715947	0
PWY-6902|chitin degradation II (Vibrio)	0.964359696752426	0.00788779132871832	0.017061705753911	0.0106908061649446	0
PWY-6922|L-N&delta;-acetylornithine biosynthesis	0.761537705266549	3.27278099290843e-05	0.0276181997184292	0.210811367205093	0
PWY-6936|seleno-amino acid biosynthesis (plants)	0.807671698115655	0.000213228564770214	0.172095144726691	0.00220738460808644	0.0178125439847969
PWY-6969|TCA cycle V (2-oxoglutarate synthase)	0.789368381493969	0.114135923780055	0.0111029227821731	0.085392771943803	0
PWY-702|L-methionine biosynthesis II	0.792116024824893	0.00918814306266216	0.190428769637598	0.00826706247484672	0
PWY-7111|pyruvate fermentation to isobutanol (engineered)	0.706752458840147	0.101528742007195	0.0461006626500573	0.00316846757861759	0.142449668923983
PWY-7117|C4 photosynthetic carbon assimilation cycle, PEPCK type	0.829407673340157	0.0296965843542066	0.140759949371062	0.000135792934574414	0
PWY-7184|pyrimidine deoxyribonucleotides de novo biosynthesis I	0.734375817667749	0.00196624175686504	0.177208600863541	0.0864493397118449	0
PWY-7197|pyrimidine deoxyribonucleotide phosphorylation	0.935659810234395	0.000336896287543448	0.052778252993746	0.011225040484316	0
PWY-7198|pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.93009626643218	0.0161372884776669	0.0426381516665296	0.0111282934236231	0
PWY-7199|pyrimidine deoxyribonucleosides salvage	0.891278913625236	0.0964466790602716	0.000560395486008894	0.0117140118284834	0
PWY-7208|superpathway of pyrimidine nucleobases salvage	0.90376522755211	0.00164083031335312	0.0873214225776576	0.007272519556879	0
PWY-7210|pyrimidine deoxyribonucleotides biosynthesis from CTP	0.827312553935506	0.000782937968835741	0.136243784225344	0.0356607238703147	0
PWY-7211|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.8413566677518	0.0196083020296567	0.113519826392793	0.0255152038257509	0
PWY-7220|adenosine deoxyribonucleotides de novo biosynthesis II	0.933668828736698	0.00149501403917921	0.0549038310439338	0.00993232618018901	0
PWY-7221|guanosine ribonucleotides de novo biosynthesis	0.776647334901511	0.165742642883864	0.0572815889658108	0.000328433248814795	0
PWY-7222|guanosine deoxyribonucleotides de novo biosynthesis II	0.933668828736698	0.00149501403917921	0.0549038310439338	0.00993232618018901	0
PWY-7228|superpathway of guanosine nucleotides de novo biosynthesis I	0.905859061154239	0.0102072904341154	0.0730234270047489	0.0109102214068971	0
PWY-7229|superpathway of adenosine nucleotides de novo biosynthesis I	0.865409411635795	0.0215314290301351	0.0996297354334338	0.0134294239006365	0
PWY-7234|inosine-5-phosphate biosynthesis III	0.811235809528723	0.100311612616566	0.0574233437312528	0.0310292341234582	0
PWY-7237|myo-, chiro- and scyllo-inositol degradation	0.890700761113669	0.0310501031501334	0.0701855319844687	0.00806360375172935	0
PWY-7238|sucrose biosynthesis II	0.87738631342006	0.00213133613868361	0.0404721360338103	0.0800102144074456	0
PWY-7242|D-fructuronate degradation	0.769328462077408	0.144713685594554	0.00179057384631332	0.0841672784817247	0
PWY-724|superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.843503021529325	0.0465421433148813	0.102964032935374	0.00699080222041924	0
PWY-7254|TCA cycle VII (acetate-producers)	0.770653086532485	0.121236317538507	0.0134247362137374	0.0946858597152704	0
PWY-7282|4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.979046971255438	8.21076042941376e-05	0.00240137988093035	0.018469541259337	0
PWY-7315|dTDP-N-acetylthomosamine biosynthesis	0.852861231342897	0.00190643223823646	0.0366757678657837	0.108556568553083	0
PWY-7316|dTDP-N-acetylviosamine biosynthesis	0.630858015098791	0.000591245852164027	0.330814427382645	0.0377363116663997	0
PWY-7323|superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.782797220459983	0.111013771972545	0.05132343158508	0.0190340130181127	0.0358315629642798
PWY-7328|superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.603337912911413	0.170439727610194	0.0985292571395487	0.00149894188125772	0.126194160457586
PWY-7345|superpathway of anaerobic sucrose degradation	0.919954514796889	0.027566340363634	0.00272959426325865	0.0497495505762182	0
PWY-7356|thiamine diphosphate salvage IV (yeast)	0.904758193754558	0.0122667208747979	0.05230268119282	0.0306724041778243	0
PWY-7357|thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.990848061521682	0.006898871321567	1.24985835881402e-05	0.00224056857316246	0
PWY-7371|1,4-dihydroxy-6-naphthoate biosynthesis II	0.912694851227246	0.0330999849788559	0.00515644680327383	0.0490487169906243	0
PWY-7383|anaerobic energy metabolism (invertebrates, cytosol)	0.875940729473829	0.0107539899157815	0.069108549398994	0.0441967312113958	0
PWY-7392|taxadiene biosynthesis (engineered)	0.859582518185936	0.0860385300733921	0.0543613071683139	1.76445723579312e-05	0
PWY-7400|L-arginine biosynthesis IV (archaebacteria)	0.89244239226324	0.0218718322254812	3.20065644206865e-05	0.0856537689468584	0
PWY-7456|&beta;-(1,4)-mannan degradation	0.822510137808025	0.0690576485857015	0.0964185426407328	0.012013670965541	0
PWY-7560|methylerythritol phosphate pathway II	0.920487390903965	0.0438280761724904	0.0307730491477068	0.0049114837758374	0
PWY-7663|gondoate biosynthesis (anaerobic)	0.828971146234623	0.161511491028996	0.0052571044569632	0.0027106370707738	0.0015496212086442
PWY-7688|dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.775471573192355	0.00516071709798251	0.175951051086512	0.0434166586231499	0
PWY-7761|NAD salvage pathway II (PNC IV cycle)	0.856946054060525	0.0934498143308802	0.0201101521588736	0.0294939794497208	0
PWY-7790|UMP biosynthesis II	0.71477590290868	0.191379461986917	0.0828897662994058	0.0109548688049976	0
PWY-7791|UMP biosynthesis III	0.71477590290868	0.191379461986917	0.0828897662994058	0.0109548688049976	0
PWY-7851|coenzyme A biosynthesis II (eukaryotic)	0.780020424057799	0.106648261316484	0.0915430117419895	0.0217883028837279	0
PWY-7883|anhydromuropeptides recycling II	0.718461077339584	0.0986035952001118	0.12104590224623	0.00120601312296438	0.0606834120911103
PWY-7953|UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.784148981355382	0.182983676871107	0.00635660655364559	0.0265107352198649	0
PWY-7977|L-methionine biosynthesis IV	0.791567841073805	0.155208088518845	0.0245181618783386	0.0287059085290114	0
PWY-7992|superpathway of menaquinol-8 biosynthesis III	0.973329433238724	0.00161316508951449	0.000712688846171053	0.0243447128255902	0
PWY-8004|Entner-Doudoroff pathway I	0.939419507701504	0.0576723367025664	2.65703863966526e-05	0.00288158520953294	0
PWY-801|homocysteine and cysteine interconversion	0.763096364248075	0.0367035941885502	0.0811250710393273	0.000571264249076546	0.118503706274971
PWY-8073|lipid IVA biosynthesis (P. putida)	0.930510200425539	0.00940976581523094	0.0113571832323043	0.0487228505269255	0
PWY-8131|5-deoxyadenosine degradation II	0.822700237505529	0.0473453423118504	0.0835216489610788	0.0464327712215417	0
PWY-8178|pentose phosphate pathway (non-oxidative branch) II	0.968793369672459	7.37717892529642e-05	0.00614428724025247	0.0249885712980354	0
PWY-8187|L-arginine degradation XIII (reductive Stickland reaction)	0.907147211932303	0.00265846617419202	0.0898915641831314	0.000302757710373263	0
PWY-841|superpathway of purine nucleotides de novo biosynthesis I	0.86200541004905	0.023415493619652	0.100345817434425	0.0142332788968728	0
PWY-I9|L-cysteine biosynthesis VI (from L-methionine)	0.926615721154021	0.0240225130016631	0.0491882643924819	0.000173501451834169	0
PWY0-1241|ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.809208268945061	0.00980539917270543	0.0882040035450371	0.0927823283371965	0
PWY0-1261|anhydromuropeptides recycling I	0.985010888958161	0.000484679141141659	0.000110017663231908	0.0069034013520244	0.00749101288544142
PWY0-1296|purine ribonucleosides degradation	0.911745403827552	0.0150697831333996	0.00997850056381743	0.063206312475231	0
PWY0-1297|superpathway of purine deoxyribonucleosides degradation	0.904832822020474	0.00232125310462168	0.0910148232664518	0.00183110160845234	0
PWY0-1298|superpathway of pyrimidine deoxyribonucleosides degradation	0.968399129099644	0.0238253448096145	0.00395687629983497	0.0038186497909069	0
PWY0-1319|CDP-diacylglycerol biosynthesis II	0.754208961101538	0.165998056662032	0.0518990005232816	0.0278939817131487	0
PWY0-1477|ethanolamine utilization	0.974412660157195	0.00018954645937157	0.00463530846356785	0.0207624849198659	0
PWY0-1479|tRNA processing	0.776700068956204	0.0156048346355704	0.199534598532306	0.008160497875919	0
PWY0-1586|peptidoglycan maturation (meso-diaminopimelate containing)	0.813156812232333	0.15682058429122	0.0101220203621241	0.0199005831143232	0
PWY0-162|superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.885981469387699	0.0122721980031336	0.0870031818656648	0.0147431507435025	0
PWY0-166|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.876122850757968	0.0285256567550798	0.095268805664787	8.26868221654604e-05	0
PWY0-42|2-methylcitrate cycle I	0.876070261598469	0.0531422812947256	0.069880943818194	0.000906513288611332	0
