Residuals	number_of_pups_scaled	genotype	weight_grams_scaled	lipocalin2_pg_ml_scaled
1.2.7.7|3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)	0.776175686274362	0.145225317418656	0	0.0783308758718297	0.000268120435152007
1.2.7.8|Indolepyruvate ferredoxin oxidoreductase	0.943874538010715	0.041203471661916	0	0.00937054201529654	0.00555144831207247
1.2.99.2|Carbon-monoxide dehydrogenase (acceptor)	0.842386198683053	0.0327120088938213	0	0.00819938458882628	0.1167024078343
1.2.99.5|Formylmethanofuran dehydrogenase	0.983666310070951	0.0125884712397532	0	0.00279967077257154	0.00094554791672452
1.2.99.7|Aldehyde dehydrogenase (FAD-independent)	0.957049118576477	0.0332692995988217	0	5.64486466934982e-05	0.00962513317800808
1.21.4.1|D-proline reductase (dithiol)	0.908883086964191	0.0031510825181269	0	0.0744512781773038	0.0135145523403781
1.21.4.2|Glycine reductase	0.869463759269455	1.4829433339726e-08	0.0690961030527905	0.0330201000688145	0.0284200227795066
1.21.4.3|Sarcosine reductase	0.971690638777053	0.02429713907924	0	0.00315877066997925	0.000853451473727693
1.21.4.4|Betaine reductase	0.951038753395774	0.0486920861661822	0	3.26987462583566e-05	0.000236461691785887
1.21.98.1|Cyclic dehypoxanthinyl futalosine synthase	0.906420389339637	0.0463265514923171	0.00664130128865629	0.0158233261397097	0.0247884317396801
1.3.1.1|Dihydrouracil dehydrogenase (NAD(+))	0.77568338756987	0.00394824559716193	0.158541821509606	3.34278526792223e-05	0.061793117470683
1.3.1.12|Prephenate dehydrogenase	0.872881988964878	0.0352718271960634	0.0678734900858572	0.0204383908723774	0.00353430288082393
1.3.1.14|Dihydroorotate dehydrogenase (NAD(+))	0.8948867159769	0.000203322867783349	0	0.0433465068134111	0.0615634543419057
1.3.1.2|Dihydropyrimidine dehydrogenase (NADP(+))	0.905151134188921	0.0805975876095284	0	0.0115376011968299	0.00271367700472054
1.3.1.26|Transferred entry	0.921760780425881	0.0336489709100125	0	0.0262499261365603	0.0183403225275459
1.3.1.43|Arogenate dehydrogenase	0.408259301103158	0.00629283413893825	0.34644039513398	0.0194226020462858	0.219584867577638
1.3.1.44|Trans-2-enoyl-CoA reductase (NAD(+))	0.653390640692663	0.126939708707651	0.0405543492797253	0.0315469853754706	0.14756831594449
1.3.1.54|Precorrin-6A reductase	0.880408549277772	0.0915023156818449	0	0.0063638411697856	0.021725293870598
1.3.1.6|Fumarate reductase (NADH)	0.942057286111052	0.0220041309750203	0	0.000617456798811393	0.0353211261151165
1.3.1.76|Precorrin-2 dehydrogenase	0.87821233226605	0.043522852388686	0	0.0555226075018836	0.0227422078433809
1.3.1.9|Enoyl-[acyl-carrier-protein] reductase (NADH)	0.924460539225003	0.0385915081895402	0	0.0248996645923027	0.012048287993154
1.3.1.91|tRNA-dihydrouridine(20) synthase (NAD(P)(+))	0.840731700706782	0.0178693745882626	0.0359439729971767	7.71191765380676e-05	0.10537783253124
1.3.1.98|UDP-N-acetylmuramate dehydrogenase	0.90707058177968	0.0826745153301203	0	0.000170288354966913	0.0100846145352333
1.3.3.4|Protoporphyrinogen oxidase	0.737026118516213	0.00200779192637336	0	0.00737091002641827	0.253595179530996
1.3.5.1|Succinate dehydrogenase (quinone)	0.956025327321517	0.00413678036303252	0	0.0360905590130156	0.00374733330243475
1.3.5.2|Dihydroorotate dehydrogenase (quinone)	0.932461151409913	0.0453658910465391	0	0.014565030244747	0.00760792729880065
1.3.5.4|Fumarate reductase (quinol)	0.989225524237053	0.000456690162366815	0	0.00374948660268659	0.00656829899789353
1.3.7.8|Benzoyl-CoA reductase	0.969477338491916	0.000620634070236263	0	0.0298996873043521	2.34013349583334e-06
1.3.7.9|4-hydroxybenzoyl-CoA reductase	0.821469241258899	0.0784841809014238	0	0.0418223841842585	0.0582241936554187
1.3.8.1|Short-chain acyl-CoA dehydrogenase	0.669653724416791	0.00163158735946371	0.217723718974408	0.0167349526323749	0.0942560166169626
1.3.98.1|Dihydroorotate oxidase (fumarate)	0.856593773049047	0.11895099519427	0	0.019047410691353	0.00540782106533031
1.3.99.1|Deleted entry	0.954365840494687	2.63061024555678e-06	0	0.0416361488302197	0.00399538006484807
1.3.99.2|Transferred entry	0.718275961583427	0.043096696249533	0.156647178042684	0.00621435439711795	0.0757658097272383
1.3.99.22|Coproporphyrinogen dehydrogenase	0.483531320293456	0.0150637939427647	0.361609876139627	0.00713419320623357	0.132660816417919
1.3.99.24|2-amino-4-deoxychorismate dehydrogenase	0.723637776067261	0.000259392200537839	0.20376085298848	0.0634983405491084	0.00884363819461292
1.3.99.33|Urocanate reductase	0.909417869714893	0.020339210946086	0	0.0115592089997525	0.058683710339268
1.3.99.5|3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor)	0.988544430263913	0.00794808224210063	0	0.000185590539837	0.00332189695414938
1.4.1.1|Alanine dehydrogenase	0.864556032936301	0.088059363026552	0.0245256391872394	0.0219815281464094	0.000877436703498039
1.4.1.11|L-erythro-3,5-diaminohexanoate dehydrogenase	0.954318895932774	0.0232504068142026	0	0.0078223871426495	0.0146083101103735
1.4.1.13|Glutamate synthase (NADPH)	0.872885167314189	0.0182870961552887	0.0988979508579728	0.00261099211514254	0.00731879355740743
1.4.1.14|Glutamate synthase (NADH)	0.704456011521627	0.132446161404046	0.159599186090619	6.30493380860564e-05	0.00343559164562177
1.4.1.16|Diaminopimelate dehydrogenase	0.982581598765681	0.0038894486015505	0	0.0116985695411452	0.00183038309162326
1.4.1.2|Glutamate dehydrogenase	0.902831097063451	0.00460749508235701	0	0.0272045971159549	0.0653568107382369
1.4.1.21|Aspartate dehydrogenase	0.988121178273427	0.00667255365565709	0	0.00517911779795248	2.71502729631917e-05
1.4.1.3|Glutamate dehydrogenase (NAD(P)(+))	0.900738159892352	0.00311690872297119	0	0.0033625994410949	0.0927823319435821
1.4.1.4|Glutamate dehydrogenase (NADP(+))	0.95664337342113	0.00140148501059432	0	0.0408296308282662	0.00112551074000942
1.4.3.16|L-aspartate oxidase	0.831142932243715	0.0818117232803429	0.0511729843195649	0.0350266372420449	0.000845722914332109
1.4.3.19|Glycine oxidase	0.442527147497639	0.0773715089288751	0.214331499555403	0.00493170920523457	0.260838134812848
1.4.3.5|Pyridoxal 5-phosphate synthase	0.899641449481505	0.00324891644370614	0	0.0581432740577184	0.0389663600170704
1.4.4.2|Glycine dehydrogenase (aminomethyl-transferring)	0.831888783125792	0.082036823762318	0	0.0823922101873189	0.00368218292457155
1.4.7.1|Glutamate synthase (ferredoxin)	0.707660594767661	0.0583430303601575	0.0840275247333467	0.0204334161039428	0.129535434034892
1.5.1.12|Transferred entry	0.867087648270876	0.0918236648579664	0	0.0290554013167603	0.012033285554397
1.5.1.2|Pyrroline-5-carboxylate reductase	0.679490089922547	0.168085270615926	0	0.0232722843961785	0.129152355065349
1.5.1.20|Methylenetetrahydrofolate reductase (NAD(P)H)	0.6582248527186	0.0293037914915981	0.289608184924686	0.00847343759307377	0.0143897332720426
1.5.1.3|Dihydrofolate reductase	0.932086402244878	0.0205974959408667	0	0.0422450026227472	0.00507109919150819
1.5.1.36|Flavin reductase (NADH)	0.835752929209389	0.117886222072963	0	0.0389809149296554	0.00737993378799197
1.5.1.38|FMN reductase (NADPH)	0.585881356948304	0.0527824480879609	0.0893192698802467	9.34957691906491e-07	0.272015990125797
1.5.1.39|FMN reductase (NAD(P)H)	0.847598123673255	2.2082514385421e-08	0	0.0459012138441277	0.106500640400103
1.5.1.43|Carboxynorspermidine synthase	0.58833928176259	0.0477965833245887	0.363679516693894	1.3588722195083e-05	0.00017102949673258
1.5.1.5|Methylenetetrahydrofolate dehydrogenase (NADP(+))	0.938638552022296	0.0393915442171188	0	0.000191477667067173	0.0217784260935182
1.5.1.7|Saccharopine dehydrogenase (NAD(+), L-lysine-forming)	0.850838960998641	0.106506210946664	0	0.0261778598864865	0.0164769681682085
1.5.3.1|Sarcosine oxidase	0.685086484575484	0.0692683091909146	0.177128397848926	0.0664573910880426	0.00205941729663265
1.5.5.2|Proline dehydrogenase	0.88216519907079	0.0292373435883005	0.0874486898744331	0.00107149861188999	7.72688545868796e-05
1.6.5.11|NADH dehydrogenase (quinone)	0.785073308420727	0.089873420123233	0.0883491452096018	0.0365764697965845	0.000127656449853343
1.6.5.2|NAD(P)H dehydrogenase (quinone)	0.961209282821681	0.0318124074226471	0	0.00513364386464449	0.00184466589102727
1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	0.855920517577379	0.037195422844992	0.102395707295851	0.00402608428797097	0.000462267993807167
1.6.99.1|NADPH dehydrogenase	0.805108483761127	0.112718650271217	0	0.0817895031271073	0.000383362840549261
1.6.99.3|NADH dehydrogenase	0.912493941052285	0.0664668540706494	0	0.00454207399554465	0.0164971308815206
1.6.99.5|Transferred entry	0.86393327242819	0.0698601959749783	0	0.0432127861576538	0.0229937454391777
1.7.1.13|PreQ(1) synthase	0.789238330556223	0.146385510799995	0.0105611011143941	0.0536303308452198	0.000184726684169017
1.7.1.7|GMP reductase	0.835119846463598	0.135600263327325	0	0.0219591783458481	0.00732071186322815
1.7.2.2|Nitrite reductase (cytochrome; ammonia-forming)	0.93693246251604	0.0183030225037079	0	0.0232957744611783	0.0214687405190738
1.7.2.3|Trimethylamine-N-oxide reductase (cytochrome c)	0.84810522473927	0.113881913544786	0	0.0011090846819679	0.0369037770339764
1.7.99.1|Hydroxylamine reductase	0.620312641103258	0.136564480895116	0.150030092740215	0.0347614460448707	0.0583313392165409
1.7.99.4|Nitrate reductase	0.927956539681332	0.0614154312266513	0	0.00295110504183343	0.0076769240501835
1.8.1.14|CoA-disulfide reductase	0.706856744823755	0.130701092365322	0	0.154176944245926	0.0082652185649961
1.8.1.4|Dihydrolipoyl dehydrogenase	0.885742187874554	0.0223277141908805	0	0.0918038274670155	0.000126270467549819
1.8.1.7|Glutathione-disulfide reductase	0.853496129735054	0.122112986660812	0	0.0209723879076694	0.00341849569646429
1.8.1.8|Protein-disulfide reductase	0.890702432399486	0.0547933575770666	0	0.044991142053998	0.00951306796944939
1.8.1.9|Thioredoxin-disulfide reductase	0.940642406309567	0.014390569321214	0	0.0377053014087617	0.00726172296045726
1.8.2.3|Sulfide-cytochrome-c reductase (flavocytochrome c)	0.782805056129146	5.93472538682101e-05	0.1032307942134	0.0883820566946239	0.0255227457089617
1.8.4.11|Peptide-methionine (S)-S-oxide reductase	0.892923014757727	0.0488352698311406	0.0417855595535264	1.27449436892319e-05	0.0164434109139172
1.8.4.12|Peptide-methionine (R)-S-oxide reductase	0.866363405099196	0.0696229649180084	0.0489109516002799	0.0108901385975756	0.00421253978494033
1.8.4.14|L-methionine (R)-S-oxide reductase	0.61583507681443	0.0113554458217192	0	0.241287168294896	0.131522309068955
1.8.4.2|Protein-disulfide reductase (glutathione)	0.823360741878575	0.0879970430122048	0	0.0602039237166127	0.0284382913926076
1.8.4.8|Phosphoadenylyl-sulfate reductase (thioredoxin)	0.904645521557756	0.0242345693518011	0	0.0468591253688617	0.0242607837215808
