Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
K00041|tagaturonate reductase [EC.1.1.1.58]	0.931826630213992	0.00601758505897281	0.042069880330875	0	0.02008590439616
K00046|gluconate 5-dehydrogenase	0.847109754902069	0.0093476619222982	0.140103092533309	0	0.00343949064232353
K00048|lactaldehyde reductase [EC.1.1.1.77]	0.659601529131392	0.00980288675925394	0.0382662307566297	0.291390239254344	0.000939114098379772
K00052|3-isopropylmalate dehydrogenase [EC.1.1.1.85]	0.939857975244101	0.0499154312907527	0.00953078003858835	0	0.000695813426558144
K00053|ketol-acid reductoisomerase [EC.1.1.1.86]	0.759141385888218	0.0648772488213207	0.0185439030524873	0.129432652989063	0.0280048092489108
K00057|glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC.1.1.1.94]	0.882695034696452	0.088159771157178	0.0273724576338735	0	0.00177273651249624
K00058|D-3-phosphoglycerate dehydrogenase [EC.1.1.1.95]	0.964192535791283	0.019987032252448	0.01070528609939	0	0.00511514585687942
K00059|3-oxoacyl-[acyl-carrier protein] reductase [EC.1.1.1.100]	0.87408264635955	0.0198214964083022	0.0335052357606794	0	0.072590621471468
K00065|2-deoxy-D-gluconate 3-dehydrogenase [EC.1.1.1.125]	0.272666227757222	0.128856294653819	0.00277771848578053	0.593433440639175	0.00226631846400362
K00067|dTDP-4-dehydrorhamnose reductase [EC.1.1.1.133]	0.89270673025949	0.0364503913857634	0.0136165833903135	0	0.0572262949644334
K00074|3-hydroxybutyryl-CoA dehydrogenase [EC.1.1.1.157]	0.968332711860346	0.0148819266057736	0.0156334796266463	0	0.00115188190723456
K00075|UDP-N-acetylmuramate dehydrogenase [EC.1.3.1.98]	0.872872038139734	0.0984489692093528	0.0235164941659374	0	0.00516249848497549
K00077|2-dehydropantoate 2-reductase [EC.1.1.1.169]	0.907210766421303	0.0772096156044493	0.0139616120460021	0	0.00161800592824596
K00086|1,3-propanediol dehydrogenase [EC.1.1.1.202]	0.920076260086329	0.0696766969991104	0.00507732135705813	0	0.00516972155750297
K00087|xanthine dehydrogenase molybdenum-binding subunit [EC.1.17.1.4]	0.920257513967188	0.0126822281888183	0.00809689920011464	0	0.0589633586438793
K00088|IMP dehydrogenase [EC.1.1.1.205]	0.952464897863688	5.65810122057929e-05	0.0315415012873873	0	0.0159370198367187
K00097|4-hydroxythreonine-4-phosphate dehydrogenase [EC.1.1.1.262]	0.807372506183393	0.154370926790536	0.0160776481021967	0	0.0221789189238741
K00099|1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC.1.1.1.267]	0.906954303419368	0.0302444394260563	0.0418120279483299	0	0.0209892292062462
K00100|butanol dehydrogenase [EC.1.1.1.-]	0.854246803860814	0.000150105572893737	0.0894467856750779	0	0.0561563048912143
K00111|glycerol-3-phosphate dehydrogenase [EC.1.1.5.3]	0.725619839889093	1.07808762819648e-05	0.168800684849319	0	0.105568694385306
K00116|malate dehydrogenase (quinone) [EC.1.1.5.4]	0.766237824344167	0.0263502399608227	0.000168095189832994	0.200575567898869	0.00666827260630885
K00124|formate dehydrogenase iron-sulfur subunit	0.898305639030263	0.0634593533371946	0.00362646404716118	0.0345737298173052	3.48137680762839e-05
K00127|formate dehydrogenase subunit gamma	0.853332210992341	0.00713642032627428	0.00443572943733731	0.131554235836105	0.00354140340794205
K00133|aspartate-semialdehyde dehydrogenase [EC.1.2.1.11]	0.879741256854339	0.0146454421246401	0.0651525214759052	0	0.0404607795451153
K00134|glyceraldehyde 3-phosphate dehydrogenase [EC.1.2.1.12]	0.896747975278234	0.0223381855972812	0.0159201058176098	0.0506267736991845	0.0143669596076902
K00145|N-acetyl-gamma-glutamyl-phosphate reductase [EC.1.2.1.38]	0.737815364642397	0.200139085245152	0.0244295393014698	0	0.0376160108109807
K00147|glutamate-5-semialdehyde dehydrogenase [EC.1.2.1.41]	0.941913692228568	0.041850552269392	0.0100153904840182	0	0.00622036501802193
K00158|pyruvate oxidase [EC.1.2.3.3]	0.843216135992064	0.129321576332032	0.0225871576335429	0	0.00487513004236193
K00169|pyruvate ferredoxin oxidoreductase alpha subunit [EC.1.2.7.1]	0.917221132673479	0.000112027186739236	0.0254200286476768	0	0.0572468114921055
K00170|pyruvate ferredoxin oxidoreductase beta subunit [EC.1.2.7.1]	0.629164963955039	0.152251036601431	0.0807260925489058	0	0.137857906894624
K00171|pyruvate ferredoxin oxidoreductase delta subunit [EC.1.2.7.1]	0.792830083432245	0.0192167920092605	0.0237958162624924	0.153364854055635	0.010792454240367
K00172|pyruvate ferredoxin oxidoreductase gamma subunit [EC.1.2.7.1]	0.754086869304127	0.210565714800324	0.0315975646080414	0	0.00374985128750751
K00174|2-oxoglutarate|2-oxoacid ferredoxin oxidoreductase subunit alpha [EC.1.2.7.3 1.2.7.11]	0.9006362702436	0.0223552358665213	0.0257505396315971	0.0511907796181527	6.71746401292988e-05
K00175|2-oxoglutarate|2-oxoacid ferredoxin oxidoreductase subunit beta [EC.1.2.7.3 1.2.7.11]	0.862364933331653	0.00290556361613993	0.0915723644231521	0	0.0431571386290553
K00176|2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC.1.2.7.3]	0.89657597835593	0.00319897286194469	0.0819857756358321	0	0.018239273146293
K00177|2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC.1.2.7.3]	0.85068143333616	0.00116874378244145	0.0885126948329031	0	0.0596371280484957
K00184|molybdopterin oxidoreductase, iron-sulfur binding subunit	0.727352701291191	0.0866554405004583	0.0827995253439076	0	0.103192332864443
K00198|carbon-monoxide dehydrogenase catalytic subunit [EC.1.2.7.4]	0.460831343215111	0.0644347944028945	0.00618810661978506	0.343388616704095	0.125157139058114
K00215|4-hydroxy-tetrahydrodipicolinate reductase [EC.1.17.1.8]	0.975945264132252	0.00673930981587907	0.00744327047855025	0	0.00987215557331901
K00226|dihydroorotate dehydrogenase (fumarate) [EC.1.3.98.1]	0.839479035417255	0.138117738484187	0.0160246560750431	0	0.00637857002351484
K00239|succinate dehydrogenase | fumarate reductase, flavoprotein subunit [EC.1.3.5.1 1.3.5.4]	0.886470011856653	0.0122340343727218	0.0865479454819064	0	0.0147480082887185
K00241|succinate dehydrogenase | fumarate reductase, cytochrome b subunit	0.931100322881052	2.36409694887006e-05	0.0636006250219954	0	0.00527541112746356
K00243|hypothetical protein	0.852263112851377	0.0513801464363707	0.0116492543669962	0.0635748111017017	0.0211326752435546
K00244|fumarate reductase flavoprotein subunit [EC.1.3.5.4]	0.87297051770405	0.119115241322714	0.00781372376028648	0	0.00010051721294941
K00246|fumarate reductase subunit C	0.68168904212761	0.00859327620214656	0.00984167336568791	0.289912661694011	0.00996334661054435
K00248|butyryl-CoA dehydrogenase [EC.1.3.8.1]	0.861126086124648	0.0260577702897468	0.0550779993822457	0	0.0577381442033593
K00257| [EC.1.3.99.-]	0.885270725814869	0.016560736223818	0.0807499858870776	0	0.017418552074235
K00259|alanine dehydrogenase [EC.1.4.1.1]	0.903619663566785	0.0181190863454766	0.0696587684582198	0	0.00860248162951899
K00262|glutamate dehydrogenase (NADP+) [EC.1.4.1.4]	0.905448864380129	0.000622505981822923	0.00596018075528792	0	0.08796844888276
K00266|glutamate synthase (NADPH|NADH) small chain [EC.1.4.1.13 1.4.1.14]	0.789118588361715	0.0037830438108528	0.161685200996821	0	0.0454131668306111
K00278|L-aspartate oxidase [EC.1.4.3.16]	0.857530961007798	0.0371852156547667	0.00603315452561264	0.0989522248744379	0.000298443937385181
K00281|glycine dehydrogenase [EC.1.4.4.2]	0.755969840895608	0.0164738382449597	0.085414431826385	0.137654448972652	0.00448744006039486
K00283|glycine dehydrogenase subunit 2 [EC.1.4.4.2]	0.900050418142302	0.0877135856116527	0.00586407984366592	0	0.00637191640237965
K00284|glutamate synthase (ferredoxin) [EC.1.4.7.1]	0.923937407369259	0.0207201375941448	0.0520878263977823	0	0.00325462863881371
K00286|pyrroline-5-carboxylate reductase [EC.1.5.1.2]	0.95271318678805	0.0306685189251709	0.00288321105881023	0.0122624835826439	0.00147259964532517
K00287|dihydrofolate reductase [EC.1.5.1.3]	0.871484698560571	0.000506255322983692	0.0988731491541497	0	0.0291358969622959
K00290|saccharopine dehydrogenase (NAD+, L-lysine forming) [EC.1.5.1.7]	0.812193476082607	0.0543586456261089	0.0518874077843283	0	0.0815604705069558
K00294|1-pyrroline-5-carboxylate dehydrogenase [EC.1.2.1.88]	0.867087648270876	0.0918236648579664	0.0290554013167603	0	0.012033285554397
K00297|methylenetetrahydrofolate reductase (NADPH) [EC.1.5.1.20]	0.808320812406888	0.0338069826643944	0.128364279608651	0	0.0295079253200667
K00330|NADH-quinone oxidoreductase subunit A [EC.1.6.5.3]	0.957617428511655	1.15723216295832e-05	0.00314040638190756	0	0.0392305927848074
K00331|NADH-quinone oxidoreductase subunit B [EC.1.6.5.3]	0.733633623017226	0.0401532069066105	0.0208687870019988	0.192020177915217	0.0133242051589475
K00332|NADH-quinone oxidoreductase subunit C [EC.1.6.5.3]	0.856894274266227	0.0055619312624782	0.00963086237629977	0.115719271986299	0.0121936601086964
K00333|NADH-quinone oxidoreductase subunit D [EC.1.6.5.3]	0.756914619078083	0.059056481288615	0.0118040268957148	0.147844834398557	0.0243800383390306
K00334|NADH-quinone oxidoreductase subunit E [EC.1.6.5.3]	0.812565501603201	0.0996977307429036	0.0121074960566857	0	0.0756292715972096
K00336|NADH-quinone oxidoreductase subunit G [EC.1.6.5.3]	0.894573488436758	0.0188502472960427	0.0350589042977259	0	0.0515173599694736
K00337|NADH-quinone oxidoreductase subunit H [EC.1.6.5.3]	0.803242959895183	0.000972772188829604	0.000819694996535977	0.172231419190407	0.022733153729044
K00338|NADH-quinone oxidoreductase subunit I [EC.1.6.5.3]	0.777938730589558	0.00518740308519301	0.0034757325979898	0.176089977012352	0.0373081567149068
K00339|NADH-quinone oxidoreductase subunit J [EC.1.6.5.3]	0.952729749208082	0.00196301347887123	0.00225267424232173	2.54742515499364e-16	0.0430545630707249
K00340|NADH-quinone oxidoreductase subunit K [EC.1.6.5.3]	0.873534812808402	1.58758872679139e-05	0.000602317457435106	0.0975828761537032	0.0282641176931919
K00341|NADH-quinone oxidoreductase subunit L [EC.1.6.5.3]	0.782005970460987	0.0535151805087761	0.0117378427472142	0.152470699703853	0.000270306579169483
K00342|NADH-quinone oxidoreductase subunit M [EC.1.6.5.3]	0.759015180910114	0.0563727184111037	0.00451716408238015	0.157903513530171	0.0221914230662314
K00343|NADH-quinone oxidoreductase subunit N [EC.1.6.5.3]	0.818068147001074	0.045561215976731	0.00245138540200196	0.111495675030061	0.0224235765901318
K00346|Na+-transporting NADH:ubiquinone oxidoreductase subunit A	0.909616151912564	1.25697568908523e-05	0.0767931230749491	0	0.0135781552555965
K00347|Na+-transporting NADH:ubiquinone oxidoreductase subunit B	0.776339619279172	0.0910707504348854	0.12925972953087	0	0.0033299007550733
K00348|Na+-transporting NADH:ubiquinone oxidoreductase subunit C	0.87887704166656	0.0348255015263639	0.0793685289612004	0	0.00692892784587581
K00350|Na+-transporting NADH:ubiquinone oxidoreductase subunit E	0.945730355908501	0.00759143585764775	0.0429716158294853	0	0.00370659240436577
K00351|Na+-transporting NADH:ubiquinone oxidoreductase subunit F	0.879270724213547	0.00719010754229594	0.047262777574034	0	0.066276390670123
K00364|GMP reductase [EC.1.7.1.7]	0.839265748212025	0.126652387322724	0.0282501940497113	0	0.00583167041554024
K00373|nitrate reductase delta subunit	0.931459294653571	0.0670475158402595	1.5203374115703e-05	0	0.00147798613205376
K00382|dihydrolipoamide dehydrogenase [EC.1.8.1.4]	0.867755427709308	0.0145943164647711	0.115657690957772	0	0.00199256486814917
K00383|glutathione reductase (NADPH) [EC.1.8.1.7]	0.846351753277373	0.129030504304515	0.0220967251844172	0	0.00252101723369478
K00384|thioredoxin reductase (NADPH) [EC.1.8.1.9]	0.876015197486198	0.108149596164775	0.0144847942402971	0	0.00135041210872998
K00425|cytochrome d ubiquinol oxidase subunit I [EC.1.10.3.14]	0.980416908397974	0.0184960657044386	0.000114546868020119	0	0.000972479029567265
K00426|cytochrome d ubiquinol oxidase subunit II [EC.1.10.3.14]	0.695189774803372	0.0260589534123852	0.00028847399672191	0.253606845550559	0.0248559522369622
K00428|cytochrome c peroxidase	0.86794187597519	0.00552459781627497	0.000424119681311518	0.124104275057255	0.00200513146996853
K00525|ribonucleoside-diphosphate reductase alpha chain [EC.1.17.4.1]	0.827746483573555	0.0368728340896879	0.103609552824528	0	0.0317711295122291
K00527|ribonucleoside-triphosphate reductase [EC.1.17.4.2]	0.971094045067472	0.0110046309708631	0.00666126000577107	0	0.0112400639558936
K00528|ferredoxin--NADP+ reductase	0.511286082665246	0.309411879763149	0.169058387183978	0	0.010243650387627
K00548|5-methyltetrahydrofolate--homocysteine methyltransferase [EC.2.1.1.13]	0.908715245381665	0.0223038253210307	0.0642617338077924	0	0.0047191954895122
K00549|5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC.2.1.1.14]	0.763499130958138	0.053052579361428	0.000952505104802038	0.173208364288886	0.00928742028674566
K00554|tRNA (guanine-N1-)-methyltransferase	0.938950903877767	0.0498499483808176	0.0100252153175038	0	0.00117393242391186
K00556|tRNA (guanosine-2-O-)-methyltransferase	0.95081155427564	0.00123544202240262	0.0474294005214766	0	0.000523603180480763
K00557|tRNA (uracil-5-)-methyltransferase	0.819977388749301	0.0391961907095353	5.20379881091948e-05	0.136433007557499	0.00434137499555545
K00558|DNA (cytosine-5)-methyltransferase 1 [EC.2.1.1.37]	0.935618504083932	0.000124551699021071	0.00028858360001681	0	0.0639683606170302
K00560|thymidylate synthase [EC.2.1.1.45]	0.893233493254745	0.0818574157943386	0.024873857595842	0	3.52333550742916e-05
K00564|ribosomal RNA small subunit methyltransferase C	0.881189396748292	0.0942624168407977	0.0218064724142827	0	0.00274171399662738
K00566|tRNA-specific 2-thiouridylase [EC.2.8.1.-]	0.906671069748388	0.0767047327128886	0.0162664560968147	0	0.00035774144190854
K00567|methylated-DNA-[protein]-cysteine S-methyltransferase	0.827875588303772	0.135946447283377	0.0343582560341542	0	0.00181970837869611
K00571|site-specific DNA-methyltransferase (adenine-specific)	0.879014861301053	0.0429910176550143	0.0232590063217554	0.00976817507868753	0.0449669396434895
K00574|cyclopropane-fatty-acyl-phospholipid synthase	0.908574358116498	0.0775287235003057	0.00314665089875846	0	0.0107502674844382
K00575|chemotaxis protein methyltransferase CheR [EC.2.1.1.80]	0.985318173595402	0.0104021100632575	0.00130609360876081	0	0.00297362273257933
K00600|glycine hydroxymethyltransferase [EC.2.1.2.1]	0.90217981364012	0.0804277867633617	0.0134420286642788	0	0.00395037093223934
K00602|phosphoribosylaminoimidazolecarboxamide formyltransferase | IMP cyclohydrolase [EC.2.1.2.3 3.5.4.10]	0.944009837907576	0.0446122508382187	0.0102594459989238	0	0.00111846525528106
K00603|glutamate formiminotransferase [EC.2.1.2.5]	0.799142818819032	0.199679804348371	0.00025508598809695	0	0.000922290844500129
K00604|methionyl-tRNA formyltransferase [EC.2.1.2.9]	0.879124412128005	0.0859761928625275	0.034898854092819	0	5.40916648067563e-07
K00605|aminomethyltransferase [EC.2.1.2.10]	0.858931365618857	0.0180528359926351	0.110984385072585	0	0.0120314133159234
K00606|3-methyl-2-oxobutanoate hydroxymethyltransferase [EC.2.1.2.11]	0.880481526284964	0.0981936989372349	0.0172574355563541	0	0.00406733922144712
K00609|aspartate carbamoyltransferase catalytic subunit [EC.2.1.3.2]	0.91996408557836	0.066825313959776	0.00654375499992479	0	0.006666845461939
K00611|ornithine carbamoyltransferase [EC.2.1.3.3]	0.894424511699682	0.0874556216027185	0.0105238232438895	0	0.00759604345371037
K00615|transketolase [EC.2.2.1.1]	0.683961971715448	0.0477170597221442	0.0100231064039634	0	0.258297862158444
K00616|transaldolase [EC.2.2.1.2]	0.934116018508323	0.000419401455792558	0.0493191517066894	0	0.0161454283291952
K00620|glutamate N-acetyltransferase | amino-acid N-acetyltransferase [EC.2.3.1.35 2.3.1.1]	0.895114005908201	0.055492236985933	0.00700241920994867	0.0421236382338583	0.000267699662059287
K00625|phosphate acetyltransferase [EC.2.3.1.8]	0.858718087054418	0.0575930305131966	0.0569820377851327	0	0.0267068446472527
K00626|acetyl-CoA C-acetyltransferase [EC.2.3.1.9]	0.83632422782745	0.0193439939887147	0.0195110317095028	0.0178535750397963	0.106967171434536
K00634|phosphate butyryltransferase [EC.2.3.1.19]	0.789028980818382	0.0140739814438605	0.0777434262228972	0.014654111631971	0.104499499882889
K00640|serine O-acetyltransferase [EC.2.3.1.30]	0.756363176484713	0.0111275922650103	0.00310432926433823	0.196617017184681	0.0327878848012573
K00645|[acyl-carrier-protein] S-malonyltransferase [EC.2.3.1.39]	0.814189571380632	0.0320095872613362	0.0120811653798582	0	0.141719675978173
K00648|3-oxoacyl-[acyl-carrier-protein] synthase III [EC.2.3.1.180]	0.82747424704214	0.0868575106141821	0.00225767228659915	0.0824132323486643	0.000997337708414509
K00651|homoserine O-succinyltransferase [EC.2.3.1.46]	0.89686922666035	0.0790337789565771	0.0050738857373119	0.0155701273281823	0.00345298131757912
K00652|8-amino-7-oxononanoate synthase [EC.2.3.1.47]	0.759357605538339	0.0537360686330757	0.054666998670973	0.131165395144599	0.00107393201301242
K00655|1-acyl-sn-glycerol-3-phosphate acyltransferase [EC.2.3.1.51]	0.864701483922326	0.00180822511506343	0.092081568444975	0	0.0414087225176355
K00656|formate C-acetyltransferase [EC.2.3.1.54]	0.946458487714334	0.00040922999423672	0.00152018479947105	0	0.0516120974919581
K00661|maltose O-acetyltransferase	0.976743224739393	0.0219060846964838	5.07103284101435e-05	0	0.00129998023571342
K00662|aminoglycoside N3-acetyltransferase	0.825000388675591	0.146075079044357	0.0270324385920004	0	0.00189209368805188
K00674|2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC.2.3.1.117]	0.96679672875399	0.0215795047494937	0.00674505788409296	0	0.00487870861242362
K00677|UDP-N-acetylglucosamine acyltransferase [EC.2.3.1.129]	0.866366606032557	0.00563243722159448	0.123595750681585	0	0.00440520606426376
K00685|arginine-tRNA-protein transferase	0.83780575061506	0.0858086356465706	0.000254879127447581	0.0684653063110455	0.00766542829987632
K00688|starch phosphorylase [EC.2.4.1.1]	0.735294545202279	0.0371758384908366	0.0105385875197691	0.161536106688752	0.055454922098363
K00691|maltose phosphorylase [EC.2.4.1.8]	0.929508610537139	0.000319509236659482	0.0670419492221747	0	0.00312993100402717
K00700|1,4-alpha-glucan branching enzyme [EC.2.4.1.18]	0.871535020724477	0.00703474769416126	0.103125907219293	0	0.0183043243620684
K00703|starch synthase [EC.2.4.1.21]	0.608212955043998	0.108502402162408	0.28080944341741	0	0.00247519937618434
K00705|4-alpha-glucanotransferase [EC.2.4.1.25]	0.739132473797641	0.118786075796157	0.0601737517892801	0	0.0819076986169218
K00721|dolichol-phosphate mannosyltransferase [EC.2.4.1.83]	0.731562545652294	0.0679281950382739	0.0661512400303229	0	0.134358019279109
K00748|lipid-A-disaccharide synthase [EC.2.4.1.182]	0.861134386743424	0.0309870732961292	0.000667402223848042	0.106524746506936	0.000686391229662006
K00757|uridine phosphorylase [EC.2.4.2.3]	0.971598333376248	8.07264845725911e-07	0.0275725123089753	0	0.00082834704993148
K00759|adenine phosphoribosyltransferase [EC.2.4.2.7]	0.880018977022527	0.113184196792914	0.00613615443663213	0	0.000660671747927575
K00760|hypoxanthine phosphoribosyltransferase [EC.2.4.2.8]	0.874245012105755	0.0982073911297078	0.0275445604524596	0	3.03631207724545e-06
K00761|uracil phosphoribosyltransferase [EC.2.4.2.9]	0.877838022803141	0.106985312273803	0.00848400718289225	0	0.00669265774016283
K00762|orotate phosphoribosyltransferase [EC.2.4.2.10]	0.829047742147024	0.152563573159986	0.0137135653223327	0	0.00467511937065685
K00763|nicotinate phosphoribosyltransferase [EC.6.3.4.21]	0.903137848672766	0.0896054157347538	0.0010066701499611	0	0.00625006544251934
K00764|amidophosphoribosyltransferase [EC.2.4.2.14]	0.930095407312444	0.00792652261929388	0.0494182350518956	0	0.0125598350163668
K00765|ATP phosphoribosyltransferase [EC.2.4.2.17]	0.963086597021381	0.012565817747788	0.0243456823436966	0	1.90288713422169e-06
K00766|anthranilate phosphoribosyltransferase [EC.2.4.2.18]	0.97993013644597	0.0175182002795013	0.000849560478924856	0	0.00170210279560413
K00767|nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC.2.4.2.19]	0.840033498865121	0.0120531265063996	0.00417984230096484	0.111638921034381	0.0320946112931335
K00768|nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC.2.4.2.21]	0.532619174395685	0.0927466556065931	0.132016473285188	0.242611675544094	6.02116843999234e-06
K00773|queuine tRNA-ribosyltransferase	0.555185755739317	0.0634989340864719	0.0394187480568558	0.282173111498123	0.0597234506192327
K00782|hypothetical protein	0.567725301651043	0.0703043528836446	0.0218999250325666	0.309528373279148	0.030542047153598
K00783|hypothetical protein	0.970924227590039	0.021650641402814	0.00737621152623502	0	4.89194809119002e-05
K00784|ribonuclease Z [EC.3.1.26.11]	0.927628799246651	0.0569134886947179	0.0128523398114581	0	0.00260537224717262
K00788|thiamine-phosphate pyrophosphorylase [EC.2.5.1.3]	0.883720617521468	0.00332485182121631	0.00533397753218494	0.103609857892843	0.00401069523228811
K00789|S-adenosylmethionine synthetase [EC.2.5.1.6]	0.912781654583774	0.0583065595918305	0.0231942361481396	0	0.00571754967625582
K00790|UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC.2.5.1.7]	0.870023991170256	0.110566024587629	0.0175010006637592	0	0.0019089835783558
K00791|tRNA dimethylallyltransferase [EC.2.5.1.75]	0.901932268333394	0.0777659144391845	0.0192928265777887	0	0.00100899064963235
K00793|riboflavin synthase [EC.2.5.1.9]	0.870901383309217	0.0397399586136045	0.00343518407665751	0.084690939048428	0.00123253495209327
K00794|6,7-dimethyl-8-ribityllumazine synthase [EC.2.5.1.78]	0.934695074359795	0.0341310410025796	0.00180928412185015	0	0.0293646005157753
K00795|farnesyl diphosphate synthase [EC.2.5.1.1 2.5.1.10]	0.842819872717341	0.0533919691219751	0.0263371550786723	0.0769733677903552	0.000477635291656524
K00796|dihydropteroate synthase [EC.2.5.1.15]	0.819723017542587	0.0839402803154706	0.0531447950239187	0	0.043191907118024
K00797|spermidine synthase [EC.2.5.1.16]	0.610575422988892	0.145593286062056	0.121990214124738	0.110729930268621	0.0111111465556926
K00798|cob(I)alamin adenosyltransferase [EC.2.5.1.17]	0.910271105058509	0.0153169650165546	0.0148506013693595	0	0.0595613285555773
K00800|3-phosphoshikimate 1-carboxyvinyltransferase [EC.2.5.1.19]	0.901938347368151	0.0680417509062148	0.00793848016305682	0	0.0220814215625777
K00805|heptaprenyl diphosphate synthase [EC.2.5.1.30]	0.729189884033033	0.00199634032836481	0.248468030784686	0	0.0203457448539168
K00806|undecaprenyl diphosphate synthase [EC.2.5.1.31]	0.85271442537788	0.10246492262213	0.0448181675230534	0	2.48447693692722e-06
K00812|aspartate aminotransferase [EC.2.6.1.1]	0.879308302951753	0.0205998115573292	0.068158530596139	0	0.0319333548947783
K00817|histidinol-phosphate aminotransferase [EC.2.6.1.9]	0.694358470594841	0.0617572831121045	0.00736906407817113	0.235198082578088	0.00131709963679521
K00820|glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC.2.6.1.16]	0.962955788298752	0.00397288304557354	0.0306911676162121	0	0.00238016103946284
K00821|acetylornithine|N-succinyldiaminopimelate aminotransferase [EC.2.6.1.11 2.6.1.17]	0.797135646858254	0.0800098446372964	0.0919753060143129	0	0.0308792024901369
K00826|branched-chain amino acid aminotransferase [EC.2.6.1.42]	0.869404286746329	0.00305497845011547	0.067811156355851	0	0.0597295784477051
K00831|phosphoserine aminotransferase [EC.2.6.1.52]	0.937922867651046	0.000478354821884645	0.058871434019399	0	0.00272734350766975
K00833|adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC.2.6.1.62]	0.839423633447281	0.0388772192394239	0.00490042056088842	0.115945153141766	0.000853573610640119
K00845|glucokinase [EC.2.7.1.2]	0.849811093736292	0.0027006560858345	0.0752222058666035	0	0.0722660443112698
K00848|rhamnulokinase [EC.2.7.1.5]	0.869990387020592	0.00040001647128206	0.0715676074329864	0	0.0580419890751399
K00849|galactokinase [EC.2.7.1.6]	0.832954371317696	0.139669003465057	0.0218485448713625	0	0.00552808034588419
K00850|6-phosphofructokinase 1 [EC.2.7.1.11]	0.878011840051383	0.0871457626288452	0.0343211480028486	0	0.000521249316923355
K00852|ribokinase [EC.2.7.1.15]	0.843419515706416	0.000161098535545575	0.0896433983524184	0	0.0667759874056201
K00853|L-ribulokinase [EC.2.7.1.16]	0.886168303239515	0.0382090060641181	0.069926650748934	0	0.0056960399474328
K00854|xylulokinase [EC.2.7.1.17]	0.629282201752603	0.000780640201580749	0.367617351420144	0	0.0023198066256719
K00857|thymidine kinase [EC.2.7.1.21]	0.849665954014081	0.101456954455288	0.0482328044372176	0	0.000644287093413687
K00858|NAD+ kinase [EC.2.7.1.23]	0.886057392690258	0.0821441001146103	0.028872822949359	0	0.00292568424577282
K00859|dephospho-CoA kinase [EC.2.7.1.24]	0.873034715650713	0.109678379765348	0.0161013513903417	0	0.00118555319359808
