Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
GLYCOGENSYNTH-PWY|glycogen biosynthesis I (from ADP-D-Glucose)	0.674161206121322	0.32196431474614	0.003710705570833	0	0.000163773561705126
GLYCOLYSIS-E-D|superpathway of glycolysis and the Entner-Doudoroff pathway	0.983102205695844	1.04922948194924e-13	0.00183385103117691	0.0146009620470582	0.000462981225815908
GLYCOLYSIS|glycolysis I (from glucose 6-phosphate)	0.355241836345507	0.621318787174611	0.0234350084760438	0	4.36800383871723e-06
GOLPDLCAT-PWY|superpathway of glycerol degradation to 1,3-propanediol	0.318037014815387	0.677797153432708	9.92534503404986e-05	0	0.00406657830156388
HEME-BIOSYNTHESIS-II-1|heme b biosynthesis V (aerobic)	0.938926204158658	0.0213667499641933	0.0123049822574151	0.0238601852604205	0.00354187835931251
HEME-BIOSYNTHESIS-II|heme b biosynthesis I (aerobic)	0.725857107403213	0.22054539399663	0.0526014066655907	8.88228781797777e-13	0.000996091933678206
HEMESYN2-PWY|heme b biosynthesis II (oxygen-independent)	0.596423255124245	0.400955428727305	0.000116444239130031	0	0.00250487190931993
HEXITOLDEGSUPER-PWY|superpathway of hexitol degradation (bacteria)	0.880055961957316	0.118104682471249	0.00160319914985383	0	0.000236156421581452
HISDEG-PWY|L-histidine degradation I	0.888432684364348	0.111284889423579	0.000164501912873038	0	0.000117924299200059
HISTSYN-PWY|L-histidine biosynthesis	0.923817772898789	0.0677567155263574	0.00790899107282818	2.48007024517198e-12	0.000516520499545366
HOMOSER-METSYN-PWY|L-methionine biosynthesis I	0.69487074578442	0.290150236983204	0.00241077331720188	6.0615521494152e-15	0.0125682439151682
HSERMETANA-PWY|L-methionine biosynthesis III	0.90078135364433	0.0948784060868344	0.000483633856752749	3.48057956427027e-12	0.00385660640860196
ILEUSYN-PWY|L-isoleucine biosynthesis I (from threonine)	0.582775540624785	0.408590143580208	0.00769725526792656	0	0.000937060527080832
KETOGLUCONMET-PWY|ketogluconate metabolism	0.72324894930898	0.172669810656989	0.0262748810979557	0.0775581210403688	0.00024823789570631
LACTOSECAT-PWY|lactose and galactose degradation I	0.591325642343859	0.380303292119325	0.0282533888797286	0	0.000117676657086879
MET-SAM-PWY|superpathway of S-adenosyl-L-methionine biosynthesis	0.692685712785127	0.293328314195232	0.00248142906814692	0	0.0115045439514948
METH-ACETATE-PWY|methanogenesis from acetate	0.643266754143199	0.306408168662189	0.000767347117411277	0.0374627595953111	0.0120949704818898
METSYN-PWY|superpathway of L-homoserine and L-methionine biosynthesis	0.694266682615898	0.290697940422153	0.0024616009436811	0	0.0125737760182673
NAGLIPASYN-PWY|lipid IVA biosynthesis (E. coli)	0.678462792620885	0.244112089459972	0.00264177286285633	0.0711891953184466	0.00359414973783958
NONMEVIPP-PWY|methylerythritol phosphate pathway I	0.950708483930006	0.0349052481765979	0.000880185950496299	0	0.0135060819429002
NONOXIPENT-PWY|pentose phosphate pathway (non-oxidative branch) I	0.483088562529196	0.497777564761022	0.0103976381388122	4.05349874031423e-15	0.00873623457096482
OANTIGEN-PWY|O-antigen building blocks biosynthesis (E. coli)	0.365647392197326	0.617245728609456	0.0163278323758556	0	0.000779046817362625
P108-PWY|pyruvate fermentation to propanoate I	0.807625881176416	0.191861515132398	0.000396285707838865	0	0.000116317983347758
P122-PWY|heterolactic fermentation	0.581020992409628	0.392132478302643	0.00622420765316594	0.0139940087052774	0.00662831292928557
P124-PWY|Bifidobacterium shunt	0.30181920552768	0.690562538996274	0.00241270156588947	0	0.00520555391015624
P161-PWY|acetylene degradation (anaerobic)	0.902765303937654	1.62846758554743e-16	0.049457009449342	0	0.0477776866130041
P164-PWY|purine nucleobases degradation I (anaerobic)	0.892630420457708	0.0126787850909463	0.0412032622238772	0.0202410799567237	0.0332464522707449
P185-PWY|formaldehyde assimilation III (dihydroxyacetone cycle)	0.818446313198961	0.119111166730284	0.05705239091952	1.20130959917788e-11	0.00539012913922184
P23-PWY|reductive TCA cycle I	0.813263945180691	0.18661733638071	3.17118801028796e-07	0	0.000118401319798606
P41-PWY|pyruvate fermentation to acetate and (S)-lactate I	0.346704417971816	0.636738761819097	0.0137206757124835	8.32875898521829e-16	0.00283614449660217
P42-PWY|incomplete reductive TCA cycle	0.700140010502686	0.271511031669328	0.0115707748154615	1.10484688460244e-11	0.0167781830014764
P441-PWY|superpathway of N-acetylneuraminate degradation	0.889815101374696	0	0.0638694408709667	0	0.0463154577543372
P461-PWY|hexitol fermentation to lactate, formate, ethanol and acetate	0.961943789851604	0.0171759878380036	0.0194639716434149	1.6666828632742e-12	0.00141625066531061
PANTO-PWY|phosphopantothenate biosynthesis I	0.996156241288637	0	0.000859014459799205	0	0.00298474425156372
PANTOSYN-PWY|superpathway of coenzyme A biosynthesis I (bacteria)	0.977884908599408	0	0.00286302153570076	0	0.0192520698648913
PENTOSE-P-PWY|pentose phosphate pathway	0.318683677537767	0.674652486468463	0.00655557068211792	0	0.000108265311652457
PEPTIDOGLYCANSYN-PWY|peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.564860063022134	0.430220314355168	0.00452682960409157	0	0.000392793018606659
PHOSLIPSYN-PWY|superpathway of phospholipid biosynthesis I (bacteria)	0.745331353961499	0.218283692205836	1.42707559426139e-05	0.0287853344990537	0.00758534857766835
POLYAMSYN-PWY|superpathway of polyamine biosynthesis I	0.893757976473876	0.0937415385278893	0.0124814344358204	3.71063865016057e-10	1.90501913507706e-05
POLYISOPRENSYN-PWY|polyisoprenoid biosynthesis (E. coli)	0.387240972608553	0.598231281208221	0.014054025285245	9.35163580169855e-17	0.00047372089798081
PPGPPMET-PWY|ppGpp metabolism	0.926274998095717	0.0454807801132533	0.000334329864387856	0.0228711949986044	0.00503869692803735
PWY-1042|glycolysis IV	0.992712441891421	0	0.000250588135650335	0	0.00703696997292814
PWY-1269|CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.997571051114695	0	0.00140179154095372	0	0.00102715734435073
PWY-1861|formaldehyde assimilation II (assimilatory RuMP Cycle)	0.856530214644298	0.106093598368133	0.00609663744378403	0.0309349816969143	0.000344567846870934
PWY-241|C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.704299569091368	0.27070954916568	0.0117742452708978	0	0.0132166364720538
PWY-2941|L-lysine biosynthesis II	0.300183006623874	0.682726622877442	0.01522928666558	0	0.00186108383310376
PWY-2942|L-lysine biosynthesis III	0.721982452798871	0.2433387925883	0.000642680799182968	0	0.0340360738136458
PWY-3001|superpathway of L-isoleucine biosynthesis I	0.638071449409866	0.1282025281305	0.0774231922953905	0.144914719986895	0.0113881101773485
PWY-3781|aerobic respiration I (cytochrome c)	0.991249732259974	0	0.00275596215464796	0	0.00599430558537819
PWY-3841|folate transformations II (plants)	0.854096862296436	0.136745062876984	0.00755781230472564	0	0.00160026252185372
PWY-4041|&gamma;-glutamyl cycle	0.539221514559167	0.450102862657232	0.00590913715221067	8.74942199712082e-16	0.00476648563138896
PWY-4984|urea cycle	0.595735484976076	0.381896185681039	0.00251977472393169	7.54058305900921e-11	0.0198485545435472
PWY-5005|biotin biosynthesis II	0.652050560770355	0.295578992444726	0.0297081667946084	0	0.0226622799903106
PWY-5022|4-aminobutanoate degradation V	0.432551505135646	0.565575787722109	0.00016524926794468	3.77943135994717e-12	0.00170745787052095
PWY-5030|L-histidine degradation III	0.973868918941957	8.89714801241659e-13	0.0133371732471333	0.0125393708583011	0.000254536951719024
PWY-5097|L-lysine biosynthesis VI	0.530674538406805	0.436312907188623	0.00965776221836786	0	0.0233547921862037
PWY-5100|pyruvate fermentation to acetate and lactate II	0.359793834725552	0.615818681950923	0.0222025146821643	0	0.00218496864135997
PWY-5103|L-isoleucine biosynthesis III	0.558655659137707	0.434730083269351	0.00607464739736299	2.63079594799063e-13	0.000539610195316027
PWY-5104|L-isoleucine biosynthesis IV	0.738280371213833	0.217167903580279	0.000378683808200338	0.0436327158448788	0.000540325552808295
PWY-5121|superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.305355575179013	0.687122614522438	0.00738860645928847	7.52587024836123e-15	0.000133203839253091
PWY-5130|2-oxobutanoate degradation I	0.903784240130236	0.0874621409339176	0.00837488033746647	4.1081873184778e-17	0.000378738598380396
PWY-5136|fatty acid &beta;-oxidation II (plant peroxisome)	0.527612868417304	0.445695174026659	0.0261930487016913	0	0.000498908854346079
PWY-5154|L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.742030236363811	0.227829377138573	0.00166488450409359	0.0258220549355809	0.0026534470579418
PWY-5188|tetrapyrrole biosynthesis I (from glutamate)	0.6555324078449	0.302854255588771	0.0353822620795981	8.22623127744279e-15	0.00623107448672245
PWY-5189|tetrapyrrole biosynthesis II (from glycine)	0.574367924191117	0.420843638179441	0.000185248108934309	0	0.0046031895205076
PWY-5345|superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.88365527902838	0.0527209475347677	0.00826520490006243	0.0384180349081474	0.0169405336286425
PWY-5347|superpathway of L-methionine biosynthesis (transsulfuration)	0.693419660594714	0.291529025198078	0.00244569361050776	1.33676776089865e-13	0.0126056205965664
PWY-5384|sucrose degradation IV (sucrose phosphorylase)	0.281677045818054	0.700705047082906	0.0154815852340465	0.000681943406505869	0.0014543784584873
PWY-5484|glycolysis II (from fructose 6-phosphate)	0.362825444106742	0.60474465898655	0.0321485954768123	0	0.000281301429895552
PWY-5497|purine nucleobases degradation II (anaerobic)	0.994540871541701	0	0.00538885792299937	0	7.02705352996396e-05
PWY-5505|L-glutamate and L-glutamine biosynthesis	0.906491678224745	0.0134717887135672	0.00487094468263184	0.0745634957146721	0.000602092664383747
PWY-5659|GDP-mannose biosynthesis	0.993893393287548	5.1279979091334e-16	0.00227171060442018	0	0.00383489610803118
PWY-5667|CDP-diacylglycerol biosynthesis I	0.546233495580442	0.445977027404253	0.00723744450788417	0	0.000552032507420431
PWY-5676|acetyl-CoA fermentation to butanoate II	0.93407598252048	0.0439513234515894	0.00115245965015422	0.020102770472996	0.000717463904780465
PWY-5686|UMP biosynthesis I	0.677802607191772	0.30949232519333	0.00564593567784122	0	0.00705913193705635
PWY-5695|inosine 5-phosphate degradation	0.980811655134832	0	0.0178529433707876	0	0.00133540149437987
PWY-5723|Rubisco shunt	0.786727364113937	0.200688829120345	0.012398672294129	1.72542180891457e-13	0.00018513447141608
PWY-5747|2-methylcitrate cycle II	0.825334171019299	0	0.00519988643332096	0.141138167221525	0.0283277753258555
PWY-5910|superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.440854667088837	0.549501682695403	0.00955415612758761	0	8.94940881722808e-05
PWY-5913|partial TCA cycle (obligate autotrophs)	0.517914174921597	0.425175986374116	0.0254087537589626	0.0300284851564671	0.00147259978885682
PWY-5918|superpathway of heme b biosynthesis from glutamate	0.642714291581422	0.339652142126597	0.0128264433854907	0	0.00480712290649043
PWY-5941|glycogen degradation II	0.254757063160743	0.7291702558717	0.000760730791321492	0.0148934736119738	0.000418476564261395
PWY-5973|cis-vaccenate biosynthesis	0.931147404827678	0.0681841298100904	0.000222599881311251	1.2367923279728e-12	0.000445865479683945
PWY-5981|CDP-diacylglycerol biosynthesis III	0.468916445888756	0.489389414159823	0.0369200005790869	7.8319770971778e-15	0.00477413937232617
PWY-5989|stearate biosynthesis II (bacteria and plants)	0.996203781797147	0	0.0020049655266924	0	0.00179125267616108
PWY-6121|5-aminoimidazole ribonucleotide biosynthesis I	0.350154576993114	0.648794476001726	0.000115539039011246	0	0.000935407966149203
PWY-6122|5-aminoimidazole ribonucleotide biosynthesis II	0.449456322906274	0.478133277312835	0.00126815298521857	0.0605320162971905	0.0106102304984815
PWY-6123|inosine-5-phosphate biosynthesis I	0.991917239080085	0	0.00390942032612099	0	0.00417334059379418
PWY-6124|inosine-5-phosphate biosynthesis II	0.992616251098233	0	0.00392895210147525	0	0.00345479680029215
PWY-6125|superpathway of guanosine nucleotides de novo biosynthesis II	0.922078941347722	0.0747077677611009	0.0017578336329505	0	0.00145545725822673
PWY-6126|superpathway of adenosine nucleotides de novo biosynthesis II	0.951324528736321	0.0449250756680337	0.00207297957984235	2.2365484939462e-14	0.00167741601578048
PWY-6143|CMP-pseudaminate biosynthesis	0.821109610191762	0.16213233428632	0.0132035004646091	4.67226997628982e-11	0.00355455501058668
PWY-6147|6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.763190054991526	0.22150842022663	0.000652098737804616	0.0110230885748362	0.00362633746920368
PWY-6151|S-adenosyl-L-methionine salvage I	0.399480328902551	0.585442941285073	0.0120373926988934	0	0.00303933711348234
PWY-6163|chorismate biosynthesis from 3-dehydroquinate	0.932675875178072	0.052650491296047	0.0002942336309797	1.27186057476178e-11	0.0143793998821821
PWY-621|sucrose degradation III (sucrose invertase)	0.710598631723734	0.249520967847379	0.00286189770710579	0.036655461119351	0.00036304160243006
PWY-6270|isoprene biosynthesis I	0.38876619802617	0.601995014405489	0.00921884857955943	0	1.9938988781448e-05
PWY-6277|superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.449456322906274	0.478133277312835	0.00126815298521857	0.0605320162971905	0.0106102304984815
PWY-6282|palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.996125151292768	0	0.00204690117916934	0	0.00182794752806227
PWY-6292|superpathway of L-cysteine biosynthesis (mammalian)	0.274544677755391	0.701360627277959	0.0113153906601024	0.0116387395507239	0.00114056475582331
PWY-6293|superpathway of L-cysteine biosynthesis (fungi)	0.28809479937101	0.697926997341895	0.0116295174719838	0.000933964857617388	0.001414720957493
PWY-6305|superpathway of putrescine biosynthesis	0.806672871658359	0.187207110334537	0.00127319585027526	0	0.00484682215682837
PWY-6317|D-galactose degradation I (Leloir pathway)	0.261402574688647	0.738257107325204	2.01477751748066e-06	0	0.000338303208631811
PWY-6353|purine nucleotides degradation II (aerobic)	0.890196407061898	0.0481955855894954	0.0397761639533222	0.0217842774606718	4.75659346130054e-05
PWY-6385|peptidoglycan biosynthesis III (mycobacteria)	0.328072288926375	0.666950714286206	0.0047589910958758	0	0.000218005691543558
PWY-6386|UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.340180778938593	0.65243500877728	0.00722937726787326	1.20044025021707e-15	0.000154835016251996
PWY-6387|UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.535150711552632	0.459760987471062	0.00452658422078117	0	0.000561716755523891
PWY-6507|4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.734377845679745	0.252710291411067	0.000460684030756076	0.0108910207898781	0.00156015808855442
PWY-6519|8-amino-7-oxononanoate biosynthesis I	0.996530598329264	0	0.00188441976406381	0	0.00158498190667236
PWY-6527|stachyose degradation	0.269746080624205	0.714859315502505	1.04566928728543e-05	0.0148468029654888	0.00053734421492812
PWY-6531|mannitol cycle	0.736232146145241	0.195273662099319	0.0147781727135773	0.0486613818370196	0.0050546372048433
PWY-6545|pyrimidine deoxyribonucleotides de novo biosynthesis III	0.39462299338011	0.589580365643214	0.0154670823298392	3.19719759977004e-14	0.000329558646804692
PWY-6549|L-glutamine biosynthesis III	0.51109423774498	0.472705940717529	0.00183992775928293	0.0139427782580586	0.000417115520148937
PWY-6588|pyruvate fermentation to acetone	0.985124772823237	0	0.00978417456133965	0	0.00509105261542356
PWY-6590|superpathway of Clostridium acetobutylicum acidogenic fermentation	0.163165220269085	0.816394349661412	0.00567946165241838	0.0141337893922316	0.00062717902485365
PWY-6595|superpathway of guanosine nucleotides degradation (plants)	0.811601370626868	0.126792293491686	0.0103407889009346	0.04312713688692	0.00813841009359158
PWY-6606|guanosine nucleotides degradation II	0.764933690842934	0.116413723042883	0.000113903418511471	0.051780368271385	0.0667583144242858
PWY-6607|guanosine nucleotides degradation I	0.891431285692539	0.105631506376667	0.000348718704535174	0.0025820252312204	6.46399503870297e-06
PWY-6608|guanosine nucleotides degradation III	0.858369533881059	0.0418330900965007	0.0259754269858774	0.0702178388096735	0.00360411022688957
PWY-6609|adenine and adenosine salvage III	0.371702371189553	0.60649001449774	0.000998816526701244	0.0206139355907336	0.00019486219527254
PWY-6612|superpathway of tetrahydrofolate biosynthesis	0.951909837683938	0.0206364430345631	0.0123163664293726	2.48458773218504e-11	0.0151373528272803
PWY-6628|superpathway of L-phenylalanine biosynthesis	0.924590198768349	0	8.12132627348322e-05	0	0.0753285879689159
PWY-6630|superpathway of L-tyrosine biosynthesis	0.931186860819304	0	4.43318748455477e-05	0	0.0687688073058509
PWY-6700|queuosine biosynthesis I (de novo)	0.810147695306683	0.188257770187804	0.00114959306477624	0	0.000444941440736562
PWY-6703|preQ0 biosynthesis	0.919824462503469	0.0733345788470297	0.00292150218881596	0.000191280458948563	0.00372817600173715
PWY-6731|starch degradation III	0.687877866445701	0.241872150306353	0.00728252325584454	0.0507480791015827	0.0122193808905189
PWY-6749|CMP-legionaminate biosynthesis I	0.775741269703794	0.0934183376230724	0.0815302914567229	0.0210906260438043	0.0282194751726063
PWY-6803|phosphatidylcholine acyl editing	0.538796542014856	0.451301108883761	0.00629459058036792	1.24708373100434e-12	0.00360775851976813
PWY-6823|molybdopterin biosynthesis	0.552111136887052	0.443714463295247	6.80241128672197e-06	0	0.00416759740641439
PWY-6834|spermidine biosynthesis III	0.957132731026843	0	0.0111485028585606	0	0.0317187661145963
PWY-6859|all-trans-farnesol biosynthesis	0.389409672788051	0.597064310881406	0.0130499758758417	9.62264672615566e-13	0.000476040453738711
PWY-6876|isopropanol biosynthesis (engineered)	0.902684560135131	0	0.0304160301489239	0	0.0668994097159453
PWY-6897|thiamine diphosphate salvage II	0.377800949435905	0.608866717787571	0.00625303465613937	0	0.00707929812038416
PWY-6901|superpathway of glucose and xylose degradation	0.287347109422438	0.705703206970435	0.00614680987462117	0	0.000802873732505527
PWY-6902|chitin degradation II (Vibrio)	0.700016402769639	0.244437393757834	0.00169572589221459	0.0475772504748528	0.00627322710545998
PWY-6906|chitin derivatives degradation	0.794876045001203	0.183759845765272	0.00697817099159498	0.00582102623543312	0.0085649120064967
PWY-6922|L-N&delta;-acetylornithine biosynthesis	0.688934051082008	0.299895474577353	0.00179331986387824	0	0.00937715447676071
PWY-6936|seleno-amino acid biosynthesis (plants)	0.454204355361631	0.506704662796108	0.0374019672722912	0	0.00168901456996965
PWY-6953|dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0.857580161697124	0.102889353779623	0.0327587903505919	0	0.00677169417266172
PWY-6969|TCA cycle V (2-oxoglutarate synthase)	0.698131487761788	0.27003523105735	0.0031961242816614	0.0280123874410088	0.000624769458192679
PWY-702|L-methionine biosynthesis II	0.541458387935511	0.412561263769421	0.0407463859677741	7.3706572741851e-13	0.0052339623265572
PWY-7111|pyruvate fermentation to isobutanol (engineered)	0.215327950614074	0.749653514325808	0.00843454540050478	0.0264504497909188	0.000133539868695014
PWY-7117|C4 photosynthetic carbon assimilation cycle, PEPCK type	0.77511713590099	0.189160663939555	0.022040296788234	2.51599111975272e-09	0.01368190085523
PWY-7184|pyrimidine deoxyribonucleotides de novo biosynthesis I	0.416346759228844	0.566856737122202	0.0161586574713566	9.5495729782586e-17	0.000637846177597878
PWY-7197|pyrimidine deoxyribonucleotide phosphorylation	0.99013424358775	0.00942402392262705	0.00032985064422031	0	0.000111881845402353
PWY-7198|pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.615540412975208	0.370027686324941	0.00903164029979336	4.48850424115753e-13	0.0054002603996086
PWY-7199|pyrimidine deoxyribonucleosides salvage	0.740177898505983	0.259550336851116	0.000266895124087406	0	4.86951881360432e-06
PWY-7208|superpathway of pyrimidine nucleobases salvage	0.995762746094914	0	2.87020350112147e-06	0	0.00423438370158517
PWY-7210|pyrimidine deoxyribonucleotides biosynthesis from CTP	0.705529054702483	0.252223653255665	0.0416369885953976	1.21434623232701e-15	0.0006103034464529
PWY-7211|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.600842716512537	0.357591431288037	0.0364033945838031	0	0.00516245761562273
PWY-7220|adenosine deoxyribonucleotides de novo biosynthesis II	0.893525862700569	0.104145376264776	0.0013814049325761	1.27754418690269e-15	0.000947356102078088
PWY-7221|guanosine ribonucleotides de novo biosynthesis	0.819479471945475	0.164318503158994	0.0106869867702473	1.97307823392246e-21	0.0055150381252837
PWY-7222|guanosine deoxyribonucleotides de novo biosynthesis II	0.893525862700569	0.104145376264776	0.0013814049325761	1.27754418690269e-15	0.000947356102078088
PWY-7228|superpathway of guanosine nucleotides de novo biosynthesis I	0.937189835087388	0.0588561911867265	0.00230135045863437	0	0.00165262326725113
PWY-7229|superpathway of adenosine nucleotides de novo biosynthesis I	0.993127696320478	0	0.00381995328822808	0	0.00305235039129415
PWY-7234|inosine-5-phosphate biosynthesis III	0.76361621313595	0.223493102632776	0.0126866905469103	1.32005395145326e-14	0.000203993684350594
PWY-7237|myo-, chiro- and scyllo-inositol degradation	0.830965358165214	0	0.166681385017327	0	0.00235325681745942
PWY-7238|sucrose biosynthesis II	0.735876595989803	0.253850907228053	0.00598107135231019	0.0030954336533733	0.00119599177646017
PWY-7242|D-fructuronate degradation	0.724647532310299	0.256146385806431	0.000239275903399002	0.0174822937566126	0.00148451222325845
PWY-724|superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.396728778499316	0.543397500852651	0.0124750443832151	0.0467547481977288	0.000643928067088455
PWY-7254|TCA cycle VII (acetate-producers)	0.524686702143455	0.474236757652681	0.00105470335691755	6.89143285292813e-15	2.18368469404924e-05
PWY-7279|aerobic respiration II (cytochrome c) (yeast)	0.993267102340399	0	0.00574395092283823	0	0.000988946736763043
PWY-7282|4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.865860455401313	0	0.00227247055683244	0	0.131867074041855
PWY-7315|dTDP-N-acetylthomosamine biosynthesis	0.710309952829337	0.287176885791617	0.000521980528794362	1.06376806002645e-12	0.00199118084918796
PWY-7316|dTDP-N-acetylviosamine biosynthesis	0.755746335195382	0.227111919348335	0.00249748270385941	0.0145451546364152	9.91081160081886e-05
PWY-7323|superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.605177314130833	0.363309642625776	0.00129073360624705	0.0298936813694743	0.00032862826766963
PWY-7328|superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.253535584788581	0.74149916311928	0.00486276897479085	7.88771662816042e-14	0.000102483117269644
PWY-7345|superpathway of anaerobic sucrose degradation	0.858271795739659	0.140351025322958	0.000196028038802143	0	0.0011811508985809
PWY-7356|thiamine diphosphate salvage IV (yeast)	0.75759897942647	0.210792930514161	8.72882963665252e-06	5.44517500588258e-16	0.031599361229732
