Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
1.2.1.2|Formate dehydrogenase	0.529080262246245	0.461209696047011	0.00811886692263221	2.13315248204022e-21	0.00159117478411167
1.2.1.24|Succinate-semialdehyde dehydrogenase (NAD(+))	0.389798961897754	0.595709580924933	0.0137377450782023	3.17314453780431e-15	0.000753712099107228
1.2.1.27|Methylmalonate-semialdehyde dehydrogenase (CoA acylating)	0.649458053032269	0.275221632262307	0.00721054408227162	0.066581327760589	0.00152844286256306
1.2.1.3|Aldehyde dehydrogenase (NAD(+))	0.378382147317064	0.607505663313114	0.0127810585681952	0	0.00133113080162634
1.2.1.38|N-acetyl-gamma-glutamyl-phosphate reductase	0.841074501920587	0.128168413823216	0.00433869716504672	2.76170304636245e-13	0.0264183870908737
1.2.1.41|Glutamate-5-semialdehyde dehydrogenase	0.40882731687334	0.590741091941534	0.000418748878414413	0	1.28423067114005e-05
1.2.1.46|Formaldehyde dehydrogenase	0.705806296776568	0.244159454963805	0.0475102743302837	0	0.00252397392934297
1.2.1.68|Coniferyl-aldehyde dehydrogenase	0.997590280677826	0	0.0018115352799452	0	0.000598184042228962
1.2.1.70|Glutamyl-tRNA reductase	0.654066941471512	0.301823350058667	0.0300066557883616	0	0.0141030526814596
1.2.1.76|Succinate-semialdehyde dehydrogenase (acetylating)	0.959262858094624	0	0.0015981721370749	0	0.0391389697683011
1.2.1.88|L-glutamate gamma-semialdehyde dehydrogenase	0.468577820074428	0.512114130490099	0.0167728709028516	0	0.00253517853262085
1.2.3.3|Pyruvate oxidase	0.477702279027177	0.510157023675512	0.0116878402030294	0	0.000452857094281341
1.2.4.1|Pyruvate dehydrogenase (acetyl-transferring)	0.368391738675547	0.622045386617285	0.00923972709915386	8.41251052342148e-15	0.000323147608005537
1.2.4.4|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	0.859798369242379	0.132791531621236	0.00734260819803552	1.06220487840919e-14	6.7490938339072e-05
1.2.5.1|Pyruvate dehydrogenase (quinone)	0.506296374212195	0.458753843639698	0.000949543526783348	0.00945681431207228	0.0245434243092513
1.2.7.1|Pyruvate synthase	0.503704090370106	0.489404853862566	0.00676924833722745	0	0.00012180743010055
1.2.7.3|2-oxoglutarate synthase	0.518426620098195	0.477350533541093	0.0035808310707627	0	0.000642015289948543
1.2.7.4|Carbon-monoxide dehydrogenase (ferredoxin)	0.753307082447392	0.204647842483446	0.031583753125491	0.00815020947087139	0.00231111247279973
1.2.7.5|Aldehyde ferredoxin oxidoreductase	0.404916708833438	0.592381622804136	0.00172591992246136	2.43238549229377e-18	0.000975748439964444
1.2.7.7|3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)	0.793509507441368	0.078414652407452	0.030765542087971	5.77559873935685e-13	0.0973102980626313
1.2.7.8|Indolepyruvate ferredoxin oxidoreductase	0.771764531369841	0.221067337676004	0.000370657033242698	1.71616742144045e-12	0.00679747391919564
1.2.99.2|Carbon-monoxide dehydrogenase (acceptor)	0.552031384878553	0.421550964197074	0.019652276952763	1.26654043431595e-14	0.00676537397159747
1.2.99.5|Formylmethanofuran dehydrogenase	0.940982544689942	0	0.0518967565296124	0	0.00712069878044529
1.2.99.7|Aldehyde dehydrogenase (FAD-independent)	0.889322439372266	0.0895751220715435	0.00182018105221815	0.00365955558688864	0.0156227019170833
1.21.4.1|D-proline reductase (dithiol)	0.855662031844807	0.143779432222225	8.40086716764961e-06	0	0.000550135065799817
1.21.4.2|Glycine reductase	0.708233667295832	0.290928882648654	0.000667469354844051	0	0.000169980700670835
1.21.4.3|Sarcosine reductase	0.763409078398898	0.160008990994746	0.00138254784468955	0.00304155767588398	0.0721578250857821
1.21.4.4|Betaine reductase	0.829548137267001	0.1245836178285	6.99381674076192e-05	0.00105019460395057	0.044748112133141
1.21.98.1|Cyclic dehypoxanthinyl futalosine synthase	0.604647761811625	0.388338606979085	0.0065598635064219	0	0.000453767702869063
1.3.1.1|Dihydrouracil dehydrogenase (NAD(+))	0.540667806290976	0.36518258902039	0.000510294446986893	0.0846851856229715	0.00895412461867551
1.3.1.12|Prephenate dehydrogenase	0.602973829337459	0.393004863285174	0.001277505764139	0	0.00274380161322811
1.3.1.14|Dihydroorotate dehydrogenase (NAD(+))	0.859083755729912	0.0828920828829661	0.00304994528763835	0.0253274314984482	0.0296467846010355
1.3.1.2|Dihydropyrimidine dehydrogenase (NADP(+))	0.401308312469866	0.588381381893561	0.0102860410236711	4.87349631494511e-15	2.42646128970133e-05
1.3.1.26|Transferred entry	0.956107886501544	0.0404094343536334	0.00279066816986168	8.58687031614938e-13	0.000692010974101845
1.3.1.43|Arogenate dehydrogenase	0.707768120096798	0.131542836478609	0.000271322151796785	0.091606153727992	0.0688115675448042
1.3.1.44|Trans-2-enoyl-CoA reductase (NAD(+))	0.927392929447838	0.052253225427314	0.00920162794658777	0	0.0111522171782604
1.3.1.54|Precorrin-6A reductase	0.799782950586579	0.176696473409761	2.34617178810138e-05	0.023240390122533	0.000256724163245976
1.3.1.6|Fumarate reductase (NADH)	0.857289197269121	0.106073157639544	0.00190003737581302	0.0182930367128215	0.0164445710027008
1.3.1.76|Precorrin-2 dehydrogenase	0.782479012370044	0.152002176363287	0.0582900762414817	0	0.00722873502518643
1.3.1.9|Enoyl-[acyl-carrier-protein] reductase (NADH)	0.92925227601788	0.0691843936169699	0.00124450741726988	0	0.00031882294787978
1.3.1.91|tRNA-dihydrouridine(20) synthase (NAD(P)(+))	0.684354309602038	0.30203621652627	0.00939387402821688	0.00289470334443896	0.00132089649903618
1.3.1.95|Acryloyl-CoA reductase (NADH)	0.88057361247155	0.0629855105495841	0.0530109150168943	8.31226022960551e-12	0.0034299619536594
1.3.1.98|UDP-N-acetylmuramate dehydrogenase	0.463940943033612	0.527798531627567	0.00677410709489023	0	0.00148641824392986
1.3.3.4|Protoporphyrinogen oxidase	0.754665467898523	0.180949674066443	0.0633479526677319	5.59546239013986e-11	0.00103690531134774
1.3.5.1|Succinate dehydrogenase (quinone)	0.770066490060006	0.224961207566633	0.00495000915745774	0	2.22932159031913e-05
1.3.5.2|Dihydroorotate dehydrogenase (quinone)	0.850794846690918	0.135867168854267	0.013211917682063	7.71626427880315e-11	0.000126066695589604
1.3.5.4|Fumarate reductase (quinol)	0.820044703542761	0.179940740402956	2.61492973406682e-07	0	1.42945613095852e-05
1.3.7.8|Benzoyl-CoA reductase	0.73946593519915	0.254450267644467	0.00165453069529227	0	0.00442926646109027
1.3.7.9|4-hydroxybenzoyl-CoA reductase	0.626007185526192	0.333856911492324	0.0164057904118523	0.0226954901408693	0.00103462242876273
1.3.8.1|Short-chain acyl-CoA dehydrogenase	0.823566869828118	0.138215127726049	0.0351863057390263	0.00295786751798125	7.38291888255024e-05
1.3.98.1|Dihydroorotate oxidase (fumarate)	0.610810364076911	0.365812362701789	0.0233215811883361	0	5.56920329639154e-05
1.3.99.1|Deleted entry	0.929747219831843	0.0618492904864786	2.20932964105091e-06	0	0.00840128035203747
1.3.99.2|Transferred entry	0.693236444311046	0.276989731880479	0.000104404898876712	0.0176183786114372	0.012051040298162
1.3.99.22|Coproporphyrinogen dehydrogenase	0.652709986907242	0.205820193699335	0.0174074985086971	0.0910314169604191	0.0330309039243067
1.3.99.24|2-amino-4-deoxychorismate dehydrogenase	0.768301961976366	0.148885968985012	0.00996035332329287	0.0709870217558402	0.00186469395948943
1.3.99.33|Urocanate reductase	0.657618721357105	0.334460098384908	0.00170090075313783	7.12851862511777e-14	0.00622027950477796
1.3.99.4|3-oxosteroid 1-dehydrogenase	0.936470583656859	0.0588350064117657	7.28040311339266e-06	0	0.00468712952826172
1.3.99.5|3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor)	0.999582880092255	6.79515785620789e-16	0.00010129586388163	6.78308113212057e-17	0.000315824043862493
1.4.1.1|Alanine dehydrogenase	0.542767262297941	0.42803992645971	0.00468309149252809	0.0244866279071055	2.30918427158975e-05
1.4.1.11|L-erythro-3,5-diaminohexanoate dehydrogenase	0.780673600956169	0.214288172819718	0.00372592439857697	0	0.00131230182553645
1.4.1.13|Glutamate synthase (NADPH)	0.639288206372735	0.351364046393309	0.00903433427700702	1.54018756518297e-10	0.000313412802930919
1.4.1.14|Glutamate synthase (NADH)	0.729947746600045	0.242426718750461	0.00796229213939629	0.0181186739283967	0.00154456858170139
1.4.1.16|Diaminopimelate dehydrogenase	0.955940598349533	0.037941071523409	0.00610941229882939	0	8.91782822822735e-06
1.4.1.2|Glutamate dehydrogenase	0.779616391692128	0.162525268019745	0.00203452728337573	0.0557622198298687	6.15931748822416e-05
1.4.1.21|Aspartate dehydrogenase	0.704034238527909	0.286869111275433	0.0057304064640226	1.64884345074676e-13	0.00336624373247075
1.4.1.3|Glutamate dehydrogenase (NAD(P)(+))	0.735235311940744	0.191726597132184	0.0215756373904062	0.0486738670891551	0.00278858644751073
1.4.1.4|Glutamate dehydrogenase (NADP(+))	0.922086935779212	0.0663479371701593	3.43689758578976e-05	3.3341222123582e-11	0.0115307580414293
1.4.3.16|L-aspartate oxidase	0.688689971653886	0.296163602052074	0.00351152768433813	0.0116347047069832	1.93902718865873e-07
1.4.3.19|Glycine oxidase	0.778873597763693	0.0652267920408839	0.121601149498088	0	0.0342984606973348
1.4.3.5|Pyridoxal 5-phosphate synthase	0.835778684356808	0.037263913900947	0.00257369451587617	8.54541190329565e-13	0.124383707225514
1.4.4.2|Glycine dehydrogenase (aminomethyl-transferring)	0.830303016031368	0.149646901762178	0.0131355021974059	0.00676939608813304	0.000145183920914281
1.4.7.1|Glutamate synthase (ferredoxin)	0.550987526228493	0.40360115074697	0.00477088022241085	0.0209687540502223	0.0196716887519038
1.5.1.12|Transferred entry	0.672616824629246	0.317694645644703	0.000386402039809092	8.10689225305468e-10	0.00930212687555296
1.5.1.2|Pyrroline-5-carboxylate reductase	0.270055531655644	0.715554718916763	0.00281386284952498	0	0.0115758865780682
1.5.1.20|Methylenetetrahydrofolate reductase (NAD(P)H)	0.306003182691091	0.629474886008797	0.00846327991102373	0.0559214761610672	0.000137175228020697
1.5.1.3|Dihydrofolate reductase	0.545651769531868	0.447237474554096	0.00691269154727802	1.28351571704084e-15	0.000198064366756911
1.5.1.36|Flavin reductase (NADH)	0.594189083995727	0.374978773970701	0.0306203622471518	0	0.000211779786419785
1.5.1.38|FMN reductase (NADPH)	0.570556142051211	0.375854362706391	0.00078529213941827	0.0327936358771799	0.0200105672258001
1.5.1.39|FMN reductase (NAD(P)H)	0.826605633923894	0.117825527262459	0.00279805633710925	0.0524903517887822	0.000280430687755356
1.5.1.43|Carboxynorspermidine synthase	0.687561193014984	0.272437360133175	0.00169095817258693	0.0376303381587186	0.000680150520535547
1.5.1.5|Methylenetetrahydrofolate dehydrogenase (NADP(+))	0.630807127368875	0.34912670583758	0.0130336793282454	1.5615449259702e-12	0.00703248746373827
1.5.1.7|Saccharopine dehydrogenase (NAD(+), L-lysine-forming)	0.709847880673228	0.269759015906544	0.0196075203199102	0	0.000785583100317859
1.5.3.1|Sarcosine oxidase	0.62452414970667	0.293006112851688	0.00690054324912962	0.0755280701040976	4.11240884150259e-05
1.5.5.2|Proline dehydrogenase	0.502295571554152	0.47805697156985	0.0150690023514277	0	0.00457845452457048
1.6.5.11|NADH dehydrogenase (quinone)	0.695181545171356	0.268691558432129	0.0104335175140865	0.0256933578642859	2.10181429061823e-08
1.6.5.2|NAD(P)H dehydrogenase (quinone)	0.753487114719041	0.147377207458301	2.71063188560797e-05	0.0953956105288811	0.00371296097492084
1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	0.497242976620826	0.490037740628393	0.0102943772739504	9.89531701997657e-16	0.00242490547682987
1.6.5.5|NADPH:quinone reductase	0.74331100520964	0.0849226691147162	2.05128330390204e-05	0.138365585848186	0.0333802269944186
1.6.99.1|NADPH dehydrogenase	0.99892107912644	3.14454418730914e-15	0.000718200409022106	0	0.000360720464535165
1.6.99.3|NADH dehydrogenase	0.353152549573651	0.636030222321917	0.00942323725153759	0	0.00139399085289409
1.6.99.5|Transferred entry	0.966255820545439	0.0217934553647464	0.0104728596913261	6.37082847266023e-14	0.00147786439842498
