Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0003874|[MF] 6-pyruvoyltetrahydropterin synthase activity	0.998835572286763	0	0.000996679511138317	0	0.000167748202098606
GO:0003879|[MF] ATP phosphoribosyltransferase activity	0.642989609649449	0.313308728679878	0.0236007367354867	0.0189150952303562	0.00118582970483029
GO:0003883|[MF] CTP synthase activity	0.618706159302773	0.373897290083745	0.00520920205081273	1.42877127172359e-11	0.00218734854838172
GO:0003886|[MF] DNA (cytosine-5-)-methyltransferase activity	0.844331964168897	0.0830686838228542	0.0723326843709827	0	0.000266667637266382
GO:0003887|[MF] DNA-directed DNA polymerase activity	0.603864138365808	0.377347197489899	8.12772806752605e-05	0.0179039518469394	0.000803435016677928
GO:0003896|[MF] DNA primase activity	0.67290487197403	0.28858899376626	0.000706481416381124	0.0354454328373849	0.00235422000594406
GO:0003899|[MF] DNA-directed RNA polymerase activity	0.553803816899753	0.433601366312366	0.0125902048976973	1.81727720249206e-13	4.61189000116813e-06
GO:0003905|[MF] alkylbase DNA N-glycosylase activity	0.640314074637965	0.353526804376649	0.00613027303423008	2.78263472151927e-13	2.88479508775872e-05
GO:0003906|[MF] DNA-(apurinic or apyrimidinic site) lyase activity	0.521652101799631	0.436785554872932	0.0121434538699903	0.0291774025086053	0.000241486948841069
GO:0003908|[MF] methylated-DNA-[protein]-cysteine S-methyltransferase activity	0.541182288170901	0.43691134052106	0.0217761195824719	8.37364495473765e-14	0.000130251725483333
GO:0003910|[MF] DNA ligase (ATP) activity	0.931572874337833	0	0.0298718678952905	0	0.0385552577668768
GO:0003911|[MF] DNA ligase (NAD+) activity	0.58416154718341	0.382402355956133	2.21166829437226e-06	0.0263890244007125	0.00704486079144998
GO:0003916|[MF] DNA topoisomerase activity	0.741785550037936	0.25438439361494	0.0018843196184737	0	0.00194573672865056
GO:0003917|[MF] DNA topoisomerase type I activity	0.697655708264445	0.284572671388613	0.00737861872149227	0.0103505666317592	4.24349936899541e-05
GO:0003918|[MF] DNA topoisomerase type II (ATP-hydrolyzing) activity	0.627983985412146	0.342086670900625	0.00372089736909853	0.0168647673222482	0.0093436789958822
GO:0003919|[MF] FMN adenylyltransferase activity	0.618697030659509	0.366779805144712	0.00307960127257971	0.0095076354921445	0.00193592743105443
GO:0003920|[MF] GMP reductase activity	0.616981734987688	0.357117971883948	0.0256772396113798	0	0.000223053516984837
GO:0003922|[MF] GMP synthase (glutamine-hydrolyzing) activity	0.587667532693034	0.404430451649753	0.00257095893771293	0	0.00533105671950049
GO:0003924|[MF] GTPase activity	0.691881540555469	0.306186444185205	0.000370075650949846	1.15530646851063e-13	0.00156193960826052
GO:0003934|[MF] GTP cyclohydrolase I activity	0.615630888574996	0.331597283441264	0.0448481949393862	0.00466063066358571	0.00326300238076819
GO:0003935|[MF] GTP cyclohydrolase II activity	0.691494971375114	0.292172732461756	0.0149330014882611	0	0.00139929467486881
GO:0003937|[MF] IMP cyclohydrolase activity	0.702196049353223	0.28696763598703	0.0106741440036764	3.69249584223657e-11	0.00016217061914561
GO:0003938|[MF] IMP dehydrogenase activity	0.767617390292595	0.193402217497198	0.012595205828846	0.0263486513180079	3.65350633528363e-05
GO:0003941|[MF] L-serine ammonia-lyase activity	0.574181132131907	0.415343905454283	0.00671901003210281	4.65883391547666e-13	0.00375595238124101
GO:0003942|[MF] N-acetyl-gamma-glutamyl-phosphate reductase activity	0.658587183500935	0.312551639414919	0.027523504089786	0.00124992115531774	8.7751839042742e-05
GO:0003948|[MF] N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	0.840615749491478	0.0843753058770933	0.000355959754360747	0.0721266569080191	0.00252632796904929
GO:0003949|[MF] 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	0.771057765511896	0.213402784933466	0.0153224052584649	0	0.000217044296172875
GO:0003950|[MF] NAD+ ADP-ribosyltransferase activity	0.7451015793058	0.184408031877325	0.0632670751316461	0	0.00722331368522967
GO:0003951|[MF] NAD+ kinase activity	0.391980828579575	0.590462677084424	0.00775196359825983	0.00918285000366893	0.000621680734072438
GO:0003952|[MF] NAD+ synthase (glutamine-hydrolyzing) activity	0.41029016786178	0.542748765882268	2.39787784380018e-05	0.0455537366343675	0.00138335084314579
GO:0003954|[MF] NADH dehydrogenase activity	0.369013034366783	0.619844039962265	0.010614115055978	0	0.000528810614974011
GO:0003960|[MF] NADPH:quinone reductase activity	0.74763198374856	0.116673698930753	0.00336012886828144	0.10580363495483	0.0265305534975752
GO:0003961|[MF] O-acetylhomoserine aminocarboxypropyltransferase activity	0.648575344677991	0.280185847959507	0.0382064861517823	0.00801182546427963	0.02502049574644
GO:0003962|[MF] cystathionine gamma-synthase activity	0.475393411359857	0.52126235168882	0.00220304866003032	6.43481517068784e-15	0.00114118829128656
GO:0003963|[MF] RNA-3-phosphate cyclase activity	0.923196204981493	0.00143955008351999	3.58374178689797e-05	0.0404656819482519	0.0348627255688663
GO:0003964|[MF] RNA-directed DNA polymerase activity	0.88171669368478	0.102634069795717	0.0128199010650702	2.09989903956923e-12	0.00282933545233339
GO:0003968|[MF] RNA-directed RNA polymerase activity	0.844677742045532	0.153010126947078	5.48649911456814e-06	4.52909028365298e-22	0.00230664450827582
GO:0003977|[MF] UDP-N-acetylglucosamine diphosphorylase activity	0.623946693293724	0.355545636907341	0.0178871708413283	1.23484984462019e-13	0.00262049895748386
GO:0003978|[MF] UDP-glucose 4-epimerase activity	0.535079385884257	0.444131296762167	0.00841396988297063	0.011177176297003	0.00119817117360226
GO:0003979|[MF] UDP-glucose 6-dehydrogenase activity	0.900008464467741	0	0.0889731080884902	0	0.0110184274437684
GO:0003983|[MF] UTP:glucose-1-phosphate uridylyltransferase activity	0.768388929665009	0.170235916017126	0.0444071832889227	8.95613952342667e-15	0.0169679710289328
GO:0003984|[MF] acetolactate synthase activity	0.743863334820029	0.232243590534341	0.00930036317685311	0.0145869464320161	5.76503676100042e-06
GO:0003985|[MF] acetyl-CoA C-acetyltransferase activity	0.691447382555239	0.279178082491911	0.00151666830220185	0.0184031181881383	0.00945474846250976
GO:0003989|[MF] acetyl-CoA carboxylase activity	0.324951319697533	0.664531272111198	0.0105111624040605	0	6.24578720844979e-06
GO:0003991|[MF] acetylglutamate kinase activity	0.651740817065539	0.331622882418169	0.0159960752337815	0	0.000640225282510725
GO:0003992|[MF] N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	0.666784362744423	0.27315057589907	0.0227378755651997	0.03732050072814	6.68506316755603e-06
GO:0003993|[MF] acid phosphatase activity	0.551331882600972	0.351127300412226	0.00876924205653057	0.0789630171307875	0.00980855779948365
GO:0003994|[MF] aconitate hydratase activity	0.518760289723459	0.470014797457305	0.0106261221505491	0	0.000598790668686953
GO:0003995|[MF] acyl-CoA dehydrogenase activity	0.80934808769612	0.176432121502157	0.0142186599705771	4.17555811996913e-11	1.13078939048246e-06
GO:0003998|[MF] acylphosphatase activity	0.518480017045037	0.470026199449794	0.0101911033679357	0	0.00130268013723375
GO:0003999|[MF] adenine phosphoribosyltransferase activity	0.738404221889817	0.223030576187875	0.036685409116597	0	0.0018797928057114
GO:0004003|[MF] ATP-dependent DNA helicase activity	0.47301742687192	0.502246538254725	2.41894508257615e-05	0.0246803648014268	3.14806211027816e-05
GO:0004004|[MF] ATP-dependent RNA helicase activity	0.743803171786035	0.194431617741876	0.0612312794056857	3.87802915995592e-12	0.000533931062525102
GO:0004008|[MF] copper-exporting ATPase activity	0.950412348284689	0.0221582198143746	0.0232007366957225	8.9978269884859e-11	0.00422869511523598
GO:0004013|[MF] adenosylhomocysteinase activity	0.767843959202422	0.221096844776489	0.00950270940308523	7.42242541043561e-12	0.00155648661058096
GO:0004014|[MF] adenosylmethionine decarboxylase activity	0.869091469952287	0.109672304840398	0.0180933068910695	1.92197062638639e-20	0.00314291831624556
GO:0004015|[MF] adenosylmethionine-8-amino-7-oxononanoate transaminase activity	0.53283029619949	0.438450470503874	0.0286442506324666	0	7.49826641690254e-05
GO:0004017|[MF] adenylate kinase activity	0.361755916412707	0.63498686721727	0.00318088287843285	2.46307520136768e-11	7.6333466959256e-05
GO:0004018|[MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	0.449195285793586	0.536962359210353	0.0137087313339421	0	0.000133623662118181
GO:0004019|[MF] adenylosuccinate synthase activity	0.472971793693749	0.525050937045708	0.000353249333231545	0	0.00162401992731164
GO:0004020|[MF] adenylylsulfate kinase activity	0.57332058819878	0.413971544964492	0.0053803681686341	0	0.00732749866809388
GO:0004022|[MF] alcohol dehydrogenase (NAD) activity	0.298512114922075	0.689526536482916	0.00136905232471418	0.00706973631853942	0.00352255995175596
GO:0004026|[MF] alcohol O-acetyltransferase activity	0.553101741841833	0.434143560505287	9.22731725131935e-06	0.0126074099352348	0.000138060400393754
GO:0004030|[MF] aldehyde dehydrogenase [NAD(P)+] activity	0.818152661707784	0.139356340402269	0.0411076183747194	0	0.0013833795152273
GO:0004032|[MF] alditol:NADP+ 1-oxidoreductase activity	0.704766109939366	0.26238861729409	0.0319467108647946	4.97804981044115e-14	0.000898561901699626
GO:0004034|[MF] aldose 1-epimerase activity	0.709087246164182	0.242388756179485	0.00153097018707679	0.0462576923392571	0.000735335129999231
GO:0004035|[MF] alkaline phosphatase activity	0.971898205373954	0	0.0196517306144796	0	0.00845006401156605
GO:0004038|[MF] allantoinase activity	0.640247627908865	0.330727491458419	3.14848152093915e-06	0.0277609417403811	0.00126079041081394
GO:0004040|[MF] amidase activity	0.487986961775921	0.505954665441329	0.00593917239895757	4.46400248623097e-11	0.000119200339151982
GO:0004042|[MF] acetyl-CoA:L-glutamate N-acetyltransferase activity	0.659647279724955	0.321272606510663	0.00926878063315945	0.00892129333053542	0.000890039800687235
GO:0004044|[MF] amidophosphoribosyltransferase activity	0.591424482630493	0.362998937487141	0.00911183724378359	0.0344431684028376	0.00202157423574565
GO:0004045|[MF] aminoacyl-tRNA hydrolase activity	0.542886050763548	0.455712866222509	0.000150643031026062	5.02442508297191e-22	0.00125043998291634
GO:0004046|[MF] aminoacylase activity	0.86618972887827	0.0882582084712817	0.0403574338734614	1.03016408356322e-14	0.00519462877697671
GO:0004047|[MF] aminomethyltransferase activity	0.90634706337755	0.073243691501454	0.0145843699583391	8.63701372490971e-11	0.00582487507628706
GO:0004048|[MF] anthranilate phosphoribosyltransferase activity	0.753621276976049	0.23754144824009	0.00145782703912711	0	0.00737944774473378
GO:0004049|[MF] anthranilate synthase activity	0.730277593508952	0.26143048230049	0.00757067611131851	2.30016812784838e-10	0.000721247849222655
GO:0004053|[MF] arginase activity	0.964606001568016	0	0.000992948133042765	0	0.0344010502989409
GO:0004055|[MF] argininosuccinate synthase activity	0.448194221132433	0.533265088705552	0.0160687444363219	0	0.00247194572569275
GO:0004056|[MF] argininosuccinate lyase activity	0.475917264915247	0.521292272923994	0.00200978435628393	3.78818184950879e-15	0.000780677804470522
GO:0004057|[MF] arginyltransferase activity	0.589151103361106	0.398159056772247	0.0100939160373217	9.1193777830747e-15	0.0025959238293159
