Residuals	timepoint	number_of_pups_scaled	genotype	lipocalin2_pg_ml_scaled
1.8.4.12-RXN|(expasy) Peptide-methionine (R)-S-oxide reductase [1.8.4.12]	0.575969855459045	0.409903585814869	0.0115797369412276	0.00219709631402982	0.000349725470828424
1.8.4.14-RXN|(expasy) L-methionine (R)-S-oxide reductase [1.8.4.14]	0.788118947507054	0.124839757221671	0.00947297067516333	6.33074881025284e-11	0.0775683245328044
1.8.4.8-RXN|(expasy) Phosphoadenylyl-sulfate reductase (thioredoxin) [1.8.4.8]	0.909043603635428	0.0623808580174149	0.0177200966455137	2.75154214105974e-09	0.0108554389501012
1.8.98.1-RXN|(expasy) Dihydromethanophenazine:CoB--CoM heterodisulfide reductase [1.8.98.1]	0.935980285958624	0	0.0587467439594162	0	0.00527297008196022
13-PROPANEDIOL-DEHYDROGENASE-RXN|(expasy) 1,3-propanediol dehydrogenase [1.1.1.202]	0.372092187594872	0.614746856091613	0.0124293605231306	0	0.000731595790384897
1PFRUCTPHOSN-RXN|(expasy) 1-phosphofructokinase [2.7.1.56]	0.745844654214638	0.250880295840126	0.00315393245141816	0	0.000121117493818421
1TRANSKETO-RXN|(expasy) Transketolase [2.2.1.1]	0.465602615952765	0.515911598035582	0.0112074762586578	0	0.00727830975299506
2-AMINOADIPATE-AMINOTRANSFERASE-RXN|(expasy) 2-aminoadipate transaminase [2.6.1.39]	0.993907414478746	0	0.000268817149074139	0.00581195468277997	1.18136894001527e-05
2-DEHYDROPANTOATE-REDUCT-RXN|(expasy) 2-dehydropantoate 2-reductase [1.1.1.169]	0.356746208939704	0.641310682144118	7.99189860757423e-05	0.00130573773254556	0.000557452197556196
2-ISOPROPYLMALATESYN-RXN|(expasy) 2-isopropylmalate synthase [2.3.3.13]	0.994700534611829	0	0.00387190468500407	0	0.00142756070316745
2-METHYLCITRATE-DEHYDRATASE-RXN|(expasy) 2-methylcitrate dehydratase [4.2.1.79]	0.507888890671808	0.479403037602334	0.0113022478199538	3.97744263391049e-16	0.00140582390590337
2-METHYLCITRATE-SYNTHASE-RXN|(expasy) 2-methylcitrate synthase [2.3.3.5]	0.867747854069443	0	0.00214735107982986	0.103781129370544	0.0263236654801831
2-NITROPROPANE-DIOXYGENASE-RXN|(expasy) Nitronate monooxygenase [1.13.12.16]	0.552146907786706	0.347948398576507	0.00394391845761825	0.0772120919136084	0.0187486832655604
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN|(expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]	0.599273378600932	0.368228402462982	0.0139264912679114	0.00816940281564524	0.0104023248525292
2-OXOBUTYRATE-SYNTHASE-RXN|(expasy) 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) [1.2.7.7]	0.793509507441368	0.078414652407452	0.030765542087971	5.77559873935685e-13	0.0973102980626313
2-OXOGLUTARATE-SYNTHASE-RXN|(expasy) 2-oxoglutarate synthase [1.2.7.3]	0.518426620098195	0.477350533541093	0.0035808310707627	0	0.000642015289948543
2.1.1.130-RXN|(expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]	0.848954576963069	0.0444105515284417	1.05398682752187e-05	0.0805328841569412	0.0260914474832731
2.1.1.131-RXN|(expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131]	0.961969492240689	0.0338060592848144	0.00100504273023762	0	0.00321940574425912
2.1.1.132-RXN|(expasy) Precorrin-6B C(5,15)-methyltransferase (decarboxylating) [2.1.1.132]	0.537511763198078	0.456479228167575	0.000304022066288895	0.00239797869798855	0.00330700787006946
2.1.1.133-RXN|(expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]	0.937710839098016	0.00438175025401188	0.0399861691929701	1.66955211187067e-16	0.017921241455002
2.1.1.34-RXN|(expasy) tRNA (guanosine(18)-2-O)-methyltransferase [2.1.1.34]	0.928258799307677	0.0582877848792392	0.00474641577387996	4.0665026549154e-11	0.00870699999853847
2.1.1.63-RXN|(expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]	0.449505866294648	0.520904755282832	0.0286979627010187	1.89618401945497e-15	0.000891415721499914
2.1.1.64-RXN|(expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	0.659255355168613	0.168386192739302	0.00775869250525375	0.114031867143158	0.0505678924436737
2.1.1.72-RXN|(expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]	0.670162645848493	0.281034968717657	0.0471549077411783	4.58586382363793e-14	0.00164747769262615
2.1.1.74-RXN|(expasy) (NAD(P)H-oxidizing) [2.1.1.74]	0.509776316892257	0.465338751950104	0.00379662702379568	0.0209633924528382	0.000124911681004998
2.1.1.77-RXN|(expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]	0.581172774718466	0.413826388354556	0.00466321916463754	0	0.000337617762340316
2.1.1.79-RXN|(expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]	0.397586975521173	0.5923605069889	0.0088020216223515	3.27603466493026e-16	0.00125049586757493
2.1.3.1-RXN|(expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]	0.9909261631608	0	0.00805974140589588	0	0.00101409543330452
2.1.3.9-RXN|(expasy) N-acetylornithine carbamoyltransferase [2.1.3.9]	0.667074475719001	0.312464821165661	0.000106930006258379	0.0194162430335727	0.000937530075506471
2.3.1.128-RXN|(expasy) [Ribosomal protein S18]-alanine N-acetyltransferase [2.3.1.266]	0.796678043082541	0.148586472875062	0.0546674909419832	0	6.79931004137336e-05
2.3.1.157-RXN|(expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]	0.509946976053285	0.472447898893902	0.0166240889809095	3.6425691302639e-14	0.000981036071866721
2.3.1.179-RXN|(expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	0.87111602709033	0.120152069871747	0.00872558402911231	1.07470887889771e-12	6.31900773594971e-06
2.3.1.180-RXN|(expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]	0.980500576973131	0.00189263954753468	0.0125447102292073	1.76288145323358e-14	0.00506207325010902
2.3.1.41-RXN|(expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	0.994647616722622	0	0.00257123031115925	0	0.00278115296621826
2.3.1.89-RXN|(expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]	0.412127154277782	0.570049268156918	0.0176367458092546	0	0.000186831756045327
2.4.1.109-RXN|(expasy) Dolichyl-phosphate-mannose--protein mannosyltransferase [2.4.1.109]	0.715260143915706	0.266066863770942	0.00572909278224888	0.0105799350105398	0.00236396452056349
2.4.1.129-RXN|(expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	0.694509842022607	0.297022647823461	6.6435969817159e-05	0.00801976958611159	0.000381304598002627
2.4.1.211-RXN|(expasy) 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [2.4.1.211]	0.699648998136155	0.297340461473938	0.00125829584913934	0	0.00175224454076786
2.4.1.212-RXN|(expasy) Hyaluronan synthase [2.4.1.212]	0.892278882493159	0.0592015819473327	0.00640168258417896	0.0253478889842714	0.0167699639910577
2.4.1.230-RXN|(expasy) Kojibiose phosphorylase [2.4.1.230]	0.959247621987433	0.0350120371963777	0.00218213229390592	3.11331265141806e-15	0.0035582085222802
2.4.1.54-RXN|(expasy) Undecaprenyl-phosphate mannosyltransferase [2.4.1.54]	0.876709887954594	0.1028270040458	0.000327802755180823	2.90174252874012e-12	0.0201353052415227
2.4.1.83-RXN|(expasy) Dolichyl-phosphate beta-D-mannosyltransferase [2.4.1.83]	0.844656962418037	0.132234388560039	0.00260169911639486	1.53268078092788e-11	0.0205069498902026
2.5.1.19-RXN|(expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]	0.656298122651043	0.323770192709802	0.000897515289347674	3.38419397926963e-13	0.0190341693494691
2.5.1.64-RXN|(expasy) synthase [2.2.1.9]	0.952393232192623	0.0163295431246238	0.0296590792189077	2.39367287626017e-33	0.00161814546384603
2.6.1.33-RXN|(expasy) dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [2.6.1.33]	0.805750786473935	0.188620714692004	0.00551911088124451	2.45314034751881e-10	0.000109387707501568
2.6.1.37-RXN|(metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]	0.940224388968948	0.0500213074466593	0.00975413854610892	0	1.65038283717618e-07
2.6.1.50-RXN|(expasy) Glutamine--scyllo-inositol transaminase [2.6.1.50]	0.989214714190025	0.000292128548265319	0.0102961137267328	0	0.000197043534976992
2.7.1.121-RXN|(expasy) Phosphoenolpyruvate--glycerone phosphotransferase [2.7.1.121]	0.850667085549127	0.0491770290376537	0.0953203703465147	0	0.00483551506670475
2.7.1.148-RXN|(expasy) 4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]	0.476256357555215	0.5169609124178	0.00595040987381577	9.60646232283214e-14	0.000832320153072712
2.7.1.156-RXN|(expasy) Adenosylcobinamide kinase [2.7.1.156]	0.941419148014409	0.0408286216768928	0.00138138885334205	0.0161127472522895	0.000258094203067074
2.7.1.90-RXN|(expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]	0.52587510007037	0.451531099454859	0.000541835993919515	0.0219965207608665	5.54437199855665e-05
2.7.10.1-RXN|(expasy) AMBIGUOUS [2.7.10.1; 2.7.10.2; 2.7.12.1]	0.567825526248817	0.424453238711596	0.00653966502095075	0	0.0011815700186363
2.7.13.3-RXN|(expasy) Histidine kinase [2.7.13.3]	0.60127663524415	0.395644496825277	0.000342713367661174	0.00264715116788645	8.90033950250818e-05
2.7.3.9-RXN|(expasy) Phosphoenolpyruvate--protein phosphotransferase [2.7.3.9]	0.347900789504847	0.651801459822232	0.000112157982181601	1.05002145826171e-14	0.000185592690729559
2.7.7.13-RXN|(expasy) Mannose-1-phosphate guanylyltransferase [2.7.7.13]	0.959339336465623	0	0.0404700407403317	0	0.00019062279404546
2.7.7.33-RXN|(expasy) Glucose-1-phosphate cytidylyltransferase [2.7.7.33]	0.721015585327351	0.230792183310014	0.036064569247127	8.88973383000201e-17	0.0121276621155085
2.7.7.39-RXN|(expasy) Glycerol-3-phosphate cytidylyltransferase [2.7.7.39]	0.734512956497435	0.257680007104181	0.00382480022552373	6.39683313726888e-12	0.00398223616646446
2.7.7.40-RXN|(expasy) D-ribitol-5-phosphate cytidylyltransferase [2.7.7.40]	0.764430927904644	0.211472275382416	0.00554347048664612	0.0136296654595792	0.00492366076671493
2.7.7.60-RXN|(expasy) 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [2.7.7.60]	0.623950777135161	0.370328588093817	0.00436770655393819	0	0.00135292821708361
2.7.7.8-RXN|(expasy) Polyribonucleotide nucleotidyltransferase [2.7.7.8]	0.977710143499941	0.0124573420638145	1.64142564428389e-05	0	0.00981610017980172
2.7.8.25-RXN|(expasy) Triphosphoribosyl-dephospho-CoA synthase [2.4.2.52]	0.378177206909347	0.607555899065814	0.0133342898880703	1.30345111682881e-15	0.00093260413676673
2.7.8.6-RXN|(expasy) Undecaprenyl-phosphate galactose phosphotransferase [2.7.8.6]	0.949315136496583	0	0.017634662789927	0	0.0330502007134902
2.7.9.3-RXN|(expasy) Selenide, water dikinase [2.7.9.3]	0.491539263764866	0.493645874036411	0.00174335184466262	2.61198210362809e-14	0.0130715103540348
2.8.1.6-RXN|(expasy) Biotin synthase [2.8.1.6]	0.969032110983603	0	0.00287395796951938	0	0.0280939310468773
2.8.3.10-RXN|(expasy) Citrate CoA-transferase [2.8.3.10]	0.382755247873802	0.611361168085804	0.00349820397193232	4.25067290093129e-15	0.00238538006845741
2.8.3.9-RXN|(expasy) Butyrate--acetoacetate CoA-transferase [2.8.3.9]	0.982080600092156	0	0.0118590160792949	0	0.006060383828549
2.9.1.1-RXN|(expasy) L-seryl-tRNA(Sec) selenium transferase [2.9.1.1]	0.579878639284136	0.407195166247493	0.010796372190335	0	0.00212982227803515
23-DIMETHYLMALATE-LYASE-RXN|(expasy) 2,3-dimethylmalate lyase [4.1.3.32]	0.95159008382359	0	0.0421028646084724	0	0.00630705156793802
2PGADEHYDRAT-RXN|(expasy) Phosphopyruvate hydratase [4.2.1.11]	0.893339809648152	0.0889768463938507	0.0176731166536758	9.22404389585626e-12	1.02272950978171e-05
2TRANSKETO-RXN|(expasy) Transketolase [2.2.1.1]	0.465602615952765	0.515911598035582	0.0112074762586578	0	0.00727830975299506
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN|(expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]	0.954868898607124	0.0445962410744582	0.000506663276518992	0	2.81970418990886e-05
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN|(expasy) 3-dehydro-L-gulonate 2-dehydrogenase [1.1.1.130]	0.681364181808223	0.238616040005851	0.0752416974449129	0.00439796893993783	0.00038011180107527
3-DEHYDROQUINATE-DEHYDRATASE-RXN|(expasy) 3-dehydroquinate dehydratase [4.2.1.10]	0.875633895798741	0.120190279894502	0.000535778637746331	0	0.00364004566900996
3-DEHYDROQUINATE-SYNTHASE-RXN|(expasy) 3-dehydroquinate synthase [4.2.3.4]	0.633771366701254	0.36242509683371	0.00274666441117932	3.35794082133349e-15	0.00105687205385319
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydratase [4.2.1.55]	0.88024422113423	0.0856551578456431	0.0213811335554623	1.85695538436268e-13	0.0127194874644788
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydrogenase [1.1.1.157]	0.391010969025102	0.589589402793406	0.000786664278996503	0.0164737336978425	0.00213923020465279
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|(expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	0.934836257321097	0.0349120308745079	0.0012214135318732	0	0.0290302982725223
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN|(expasy) 3-hydroxyisobutyrate dehydrogenase [1.1.1.31]	0.927278788843988	0.0638612592999725	0.00476630131596666	0	0.00409365054007309
3-NUCLEOTID-RXN|(expasy) 3-nucleotidase [3.1.3.6]	0.667516436711913	0.174241518061342	0.0105298899277484	0.106630658377037	0.0410814969219592
3-OXOACYL-ACP-REDUCT-RXN|(expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	0.657350756340993	0.341546696326241	0.000585700467199387	1.67887040381371e-10	0.000516846697679923
3-OXOACYL-ACP-SYNTH-BASE-RXN|(expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	0.87111602709033	0.120152069871747	0.00872558402911231	1.07470887889771e-12	6.31900773594971e-06
3-OXOACYL-ACP-SYNTH-RXN|(expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	0.994647616722622	0	0.00257123031115925	0	0.00278115296621826
3-OXOADIPATE-ENOL-LACTONASE-RXN|(expasy) 3-oxoadipate enol-lactonase [3.1.1.24]	0.969373577069888	7.27299208652446e-14	0.0183499656682562	0.00758383240348646	0.00469262485829624
3-OXOSTEROID-1-DEHYDROGENASE-RXN|(expasy) 3-oxosteroid 1-dehydrogenase [1.3.99.4]	0.936470583656859	0.0588350064117657	7.28040311339266e-06	0	0.00468712952826172
3.1.1.47-RXN|(expasy) 1-alkyl-2-acetylglycerophosphocholine esterase [3.1.1.47]	0.959866193270405	0	0.0300889987566625	0	0.010044807972932
3.1.1.64-RXN|(metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1]	0.372275362162641	0.610432470275762	0.0162870942782592	0	0.00100507328333777
3.1.1.72-RXN|(expasy) Acetylxylan esterase [3.1.1.72]	0.655720692888519	0.299415250091373	0.0280950361917822	0.0167667612415282	2.25958679762588e-06
3.1.11.2-RXN|(expasy) Exodeoxyribonuclease III [3.1.11.2]	0.52484531041005	0.452351174274644	0.022306120005584	1.34871874612931e-12	0.000497395308372456
3.1.11.6-RXN|(expasy) Exodeoxyribonuclease VII [3.1.11.6]	0.45775652783838	0.535231807882196	0.00575079816427908	1.19972272822308e-14	0.00126086611513341
3.1.13.1-RXN|(expasy) Exoribonuclease II [3.1.13.1]	0.621234939073814	0.365487673735253	0.0131273948562953	0	0.000149992334638067
3.1.13.5-RXN|(expasy) Ribonuclease D [3.1.13.5]	0.483824437169887	0.474652990160977	0.00160561117056088	0.0116032795820667	0.0283136819165081
3.1.21.2-RXN|(expasy) Deoxyribonuclease IV [3.1.21.2]	0.831659874276314	0.158546282653752	1.81489166573601e-05	0	0.00977569415327672
3.1.21.3-RXN|(expasy) Type I site-specific deoxyribonuclease [3.1.21.3]	0.838962173561766	0.16002282535076	0.000931006008750598	8.13374901595708e-09	8.39869449744431e-05
3.1.21.4-RXN|(expasy) Type II site-specific deoxyribonuclease [3.1.21.4]	0.592815570489668	0.350074023715469	0.0291936617051261	0.012586479251018	0.0153302648387191
3.1.21.5-RXN|(expasy) Type III site-specific deoxyribonuclease [3.1.21.5]	0.852689478106403	0	0.0404224769878577	0.105575589305607	0.00131245560013261
3.1.21.7-RXN|(expasy) Deoxyribonuclease V [3.1.21.7]	0.958846508171119	0.0286693969243814	0.00915321768807004	0	0.00333087721642917
3.1.26.11-RXN|(expasy) Ribonuclease Z [3.1.26.11]	0.424692661938842	0.562453614551356	0.0061126982987299	0.00606210146139537	0.000678923749676701
3.1.26.12-RXN|(expasy) Ribonuclease E [3.1.26.12]	0.589427627278488	0.393492100938411	0.0145703988696085	8.13396714140114e-15	0.00250987291348447
3.1.26.3-RXN|(expasy) Ribonuclease III [3.1.26.3]	0.426534233489139	0.572656483684726	2.79316733525343e-05	0	0.000781351152782268
3.1.26.4-RXN|(expasy) Ribonuclease H [3.1.26.4]	0.588131274543238	0.406712727399641	0.0040648002144105	3.99004627573375e-14	0.0010911978426706
3.1.26.5-RXN|(expasy) Ribonuclease P [3.1.26.5]	0.291203896162864	0.69112020538536	0.0151119979797182	0	0.00256390047205729
3.1.26.8-RXN|(expasy) Ribonuclease M5 [3.1.26.8]	0.448372750984368	0.527666960439557	0.0239366750476578	0	2.36135284172322e-05
3.1.3.16-RXN|(expasy) Protein-serine/threonine phosphatase [3.1.3.16]	0.477808710564575	0.465197379881492	0.00895256861562557	0.0409260821342228	0.00711525880408428
3.1.4.1-RXN|(expasy) Phosphodiesterase I [3.1.4.1]	0.467184958107956	0.52061872977655	0.0111672651352057	1.76408937928945e-14	0.00102904698027077
3.1.4.17-RXN|(expasy) 3,5-cyclic-nucleotide phosphodiesterase [3.1.4.17]	0.937150008951343	0	0.0584456607948659	0	0.00440433025379111
3.11.1.3-RXN|(expasy) Phosphonopyruvate hydrolase [3.11.1.3]	0.734032666290176	0.107425501710816	0.000465962843087673	0.158058595520555	1.72736353657025e-05
3.2.1.1-RXN|(expasy) Alpha-amylase [3.2.1.1]	0.911494148203474	0.0883399416207799	0.00011094842961342	3.25668813408441e-11	5.49617135656872e-05
3.2.1.10-RXN|(expasy) Oligo-1,6-glucosidase [3.2.1.10]	0.521200866987185	0.455892734320867	0.0228374297594442	0	6.89689325046376e-05
3.2.1.131-RXN|(expasy) Xylan alpha-1,2-glucuronosidase [3.2.1.131]	0.65548566165609	0.324019434886919	0.0132811888877339	0.00202673627740181	0.00518697829185522
3.2.1.135-RXN|(expasy) Neopullulanase [3.2.1.135]	0.62655288068714	0.345813173046632	0.0266735003452867	0	0.000960445920940957
3.2.1.14-RXN|(expasy) Chitinase [3.2.1.14]	0.759840052655501	0.183243294735128	0.00224640086964661	0.0481537178125352	0.00651653392718893
3.2.1.141-RXN|(expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141]	0.983193331069902	0.0106293303617935	0.00408046360031084	2.32394896828474e-15	0.00209687496799139
