feature	s__GGB30286_SGB43248	s__GGB30301_SGB43265	s__GGB30302_SGB43266	s__GGB30302_SGB43267	s__GGB30303_SGB43268	s__GGB30413_SGB43452	s__Atopobiaceae_bacterium_FL090493	s__Adlercreutzia_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__GGB30048_SGB42949	s__Bacteria_unclassified_SGB41586	s__bacterium_0_1xD8_82	s__bacterium_1XD42_1	s__bacterium_1XD42_54	s__bacterium_1XD42_76	s__bacterium_1xD8_48	s__bacterium_D16_29	s__bacterium_D16_54	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB31171_SGB44462	s__GGB28955_SGB41663	s__GGB28887_SGB41568	s__GGB28888_SGB41569	s__GGB28904_SGB41597	s__GGB28948_SGB41654	s__Bacteroidaceae_bacterium	s__Bacteroides_acidifaciens	s__Bacteroides_caecimuris	s__Bacteroides_uniformis	s__GGB28265_SGB40817	s__GGB24132_SGB35935	s__GGB24146_SGB35950	s__GGB24149_SGB35953	s__GGB27872_SGB40306	s__GGB27873_SGB40307	s__GGB27885_SGB40319	s__GGB27890_SGB40324	s__GGB27892_SGB40326	s__GGB27893_SGB40327	s__Duncaniella_dubosii	s__Duncaniella_freteri	s__Duncaniella_muris	s__GGB14013_SGB21440	s__GGB14014_SGB21441	s__GGB14022_SGB21449	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB28248_SGB40791	s__Odoribacter_sp_Z80	s__Prevotella_sp_PCJ2	s__Alistipes_sp	s__GGB24102_SGB35895	s__GGB24102_SGB40205	s__GGB27776_SGB40190	s__GGB27778_SGB40192	s__GGB27791_SGB40207	s__GGB27792_SGB40208	s__Rikenellaceae_bacterium	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__GGB31109_SGB44380	s__GGB27898_SGB40333	s__GGB14001_SGB21428	s__GGB27851_SGB40285	s__GGB23844_SGB35575	s__GGB27861_SGB40295	s__GGB27866_SGB40300	s__GGB27929_SGB40368	s__Mucispirillum_schaedleri	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Lactobacillus_taiwanensis	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__Streptococcus_danieliae	s__GGB31438_SGB44768	s__GGB31439_SGB44769	s__GGB31701_SGB45057	s__GGB31851_SGB45231	s__GGB31853_SGB45233	s__GGB42343_SGB59511	s__GGB42344_SGB59512	s__GGB28955_SGB41664	s__GGB28956_SGB41665	s__GGB28959_SGB41668	s__GGB28893_SGB41574	s__GGB28903_SGB41594	s__GGB28330_SGB40904	s__GGB28384_SGB40964	s__GGB28386_SGB40966	s__GGB28393_SGB40973	s__GGB28394_SGB40974	s__GGB28428_SGB41011	s__GGB28431_SGB41014	s__GGB28433_SGB41016	s__GGB28437_SGB41020	s__GGB28779_SGB41432	s__GGB28881_SGB41561	s__GGB28929_SGB41629	s__GGB28934_SGB41635	s__GGB28945_SGB41650	s__GGB28949_SGB41655	s__GGB28980_SGB41692	s__GGB28996_SGB41712	s__GGB29002_SGB41718	s__GGB29003_SGB41719	s__GGB29004_SGB41721	s__GGB29531_SGB42317	s__GGB29546_SGB42338	s__GGB30142_SGB43067	s__GGB30408_SGB43438	s__GGB28402_SGB40984	s__GGB28404_SGB40986	s__GGB28416_SGB40998	s__GGB28422_SGB41005	s__Candidatus_Arthromitus_sp_SFB_mouse	s__Clostridiaceae_bacterium	s__Clostridiaceae_unclassified_SGB41645	s__GGB28988_SGB41701	s__GGB28989_SGB41702	s__GGB30145_SGB43072	s__GGB30147_SGB43074	s__Emergencia_sp_1XD21_10	s__Clostridiales_bacterium	s__Acetatifactor_muris	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB28621_SGB41239	s__GGB28763_SGB41411	s__GGB28766_SGB41417	s__GGB28769_SGB41421	s__GGB28772_SGB41425	s__GGB28790_SGB41443	s__GGB28793_SGB41446	s__GGB28798_SGB41451	s__GGB28803_SGB41457	s__GGB28807_SGB41461	s__GGB28836_SGB41496	s__GGB28841_SGB41505	s__GGB28846_SGB41513	s__GGB28849_SGB41516	s__GGB28851_SGB41518	s__GGB28861_SGB41531	s__GGB28868_SGB41542	s__GGB28869_SGB41543	s__GGB28870_SGB41546	s__GGB28870_SGB41549	s__GGB28873_SGB41553	s__GGB28875_SGB41555	s__GGB28879_SGB41559	s__GGB28916_SGB41612	s__GGB28926_SGB41623	s__GGB28927_SGB41625	s__GGB28963_SGB41672	s__GGB28968_SGB41679	s__GGB29005_SGB41723	s__GGB29006_SGB41724	s__GGB29006_SGB41725	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_28_4	s__Lachnospiraceae_bacterium_A2	s__Lachnospiraceae_bacterium_A4	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_bacterium_MD335	s__Lachnospiraceae_bacterium_WCA_9_b2	s__Lachnospiraceae_unclassified_SGB41498	s__Roseburia_sp_1XD42_69	s__Schaedlerella_arabinosiphila	s__Oscillibacter_sp_1_3	s__Romboutsia_ilealis	s__Acutalibacter_muris	s__Anaerotruncus_colihominis	s__GGB29550_SGB42344	s__GGB30091_SGB43003	s__GGB30093_SGB43006	s__GGB30295_SGB43259	s__GGB30297_SGB43261	s__GGB30444_SGB43493	s__GGB30445_SGB43494	s__GGB30448_SGB43502	s__GGB30448_SGB43504	s__GGB30451_SGB43508	s__GGB30454_SGB43514	s__GGB30454_SGB43516	s__GGB30457_SGB43521	s__GGB30457_SGB43523	s__GGB30461_SGB43530	s__GGB30461_SGB43533	s__GGB30461_SGB63209	s__GGB30466_SGB43541	s__GGB30466_SGB43546	s__GGB30473_SGB43557	s__GGB30475_SGB63182	s__GGB3171_SGB4185	s__Neglecta_sp_X4	s__Pseudoflavonifractor_sp_60	s__Faecalibaculum_rodentium	s__GGB31184_SGB44478	s__Turicibacter_sp_TS3	s__Firmicutes_bacterium_ASF500	s__GGB30667_SGB43809	s__Parasutterella_excrementihominis	s__Turicimonas_muris	s__GGB28308_SGB40878	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Helicobacter_hepaticus
220500001177-C08	0.12735	0.15094	0.02523	0.06608	0.00544	0.15149	0.00438	0.02522	0.61855	0.58923	0.03334	0.02033	0.18639	0.01222	1.08621	0.02386	0.0206	0.01398	0.08248	0	0.03493	0.00151	0.10231	0.00558	0	0.04594	0.00077	0.32726	0.6868	0.0392	0.01398	0.31406	0.06075	0.01772	0.14202	0.31246	0.08205	0.27583	0.08077	0	0.0126	0.06419	0.02357	0.11923	2.64689	0.05198	0.43123	0.02897	0	0.05386	7.1661	0	0.17847	0.14361	0.06027	4.07424	1.32748	0.85946	0	0.04741	3.98953	4.72617	0.06304	6.54173	0.00891	1.28228	0.2254	0.01771	0	0.64124	0.91329	0.07102	0	0.75506	0.18479	0.65998	0	0.90659	2.52806	9.21953	0.12101	0.46428	3.5247	0.00458	1.04542	0	0.01747	0.17522	0.11057	0	0.02796	0	0.05592	0.02041	0.04062	0.19569	0.18144	0.34953	0.01892	0	0.06153	0	0.11583	0.05336	0.12333	1.19136	0.05269	0	0.22072	0.03353	0.04364	0.04252	0.32265	0.89926	0.14785	0.01858	0.10537	0.06279	0	0.32834	0.06743	1.58066	0.94842	0.21514	1.29525	0.29905	0.02268	1.32995	0.54637	0.14015	0	0.17594	0.56088	0.01572	0.1569	2.62134	0.05519	0	0.1382	0.00177	0.00725	4.46699	0.28452	0.00211	0	0.53143	1.45375	0	0.0994	0.33104	0.069	0	0	0.55099	0.26175	0.15871	0	0.3322	0.25963	0.07107	0.05121	0.04137	0.10615	0.09456	0.00977	1.06158	0	2.20689	0.36444	0	5.64035	0.49909	0.09505	0.07379	0	0.05268	0.16477	0.07955	0	0.43636	0.00127	0	0.40738	0.13585	0	0.09147	0	0.04602	0.07808	0.0377	0.21861	0	0.03922	0.10058	0.52495	0.12608	0.02407	0.00405	0.11257	0.08374	0.11258	0.05869	0.01386	0.05736	0.00584	0	0.03493	0	0.01245	0	0	0.08686	0.20528	0.88801	0.06112	0.4051
220500001177-C09	0.10815	0.06938	0.04282	0.00214	0.04747	0.012	0.0019	0.07729	0.66404	0.85833	0.04518	0.0442	0.37941	0.01241	1.07225	0.00618	0.00061	0.01634	0.0304	0.06713	0.03945	0.11761	0.50673	0.02178	0.00054	0.02809	0.00357	0.14267	0.63149	0.04333	0.03851	0.30846	0.04	0.02442	0.66162	0.51559	0.42759	0.55118	0.29991	0.02803	0.05046	0.34446	0.23543	0.21254	5.97611	0.86724	3.09768	0.1394	0.19708	1.47018	20.46242	0.31171	2.32543	0	0.58012	3.90529	1.31694	0.84345	0.01159	0.02408	2.49904	1.74215	0.12422	6.5572	0.03594	0.96004	0.32221	0.0656	0	0.22642	1.72756	0.40535	0.03913	0.37094	0.6935	1.06065	0.30673	0.22608	0.07902	0.40234	1.19858	3.38162	1.23134	0.00246	0	0.09964	0	0.05586	0.05952	0.03327	0	0	0.05076	0.03007	0.02157	0.15763	0.21824	0.42258	0.01625	0.05787	0.04658	0.15918	0.12687	0.17771	0.09393	0.24249	0.00923	0	0.03562	0	0.08315	0.54852	0.07328	0.45347	0.06188	0	0.06425	0.07178	0.01361	0.19681	0	0.54669	1.10817	0.24071	0.06038	0.12576	0.04861	0.27329	0.07472	0.05368	0.06846	0.14303	0.41576	0.01066	0.0711	0.95329	0.02046	0.0281	0.17077	0.07123	0.00638	0.3336	0.01812	0	0.21379	0.06982	0.58256	0.05147	0.06681	0.12397	0.10345	0	0	0.00558	0.24691	0.30687	0	0	0.00191	0.73541	0.12483	0.15552	0.03705	0.0576	0	0.84648	0	0.97641	0	1.88145	0.94527	0.04667	0.19148	0.60549	1.36139	0.214	0.07678	0.03667	0.65859	0.23222	0	0	0.26696	0.05809	0.00591	0.04593	0.00184	0.02699	0.1063	0.03493	0.23917	0.4405	0.32672	0.15781	0.37008	0.06357	0.01937	0.01023	0.07623	0.02316	0.11162	0.02973	0.04932	0.04141	0	0.00238	0	2.36864	0	0	0.01732	0.45542	0.00411	0.6905	0.01694	0.4399
220500001177-D01	0.01676	0.4325	0.46939	0.01449	0.20502	0	0	0	0	0.04099	0	0	0.00491	0	1.52103	0	0.07647	0	0.05647	0	0.04643	0.28904	0	0	0	1.22689	0	0.72218	0.1767	0.32762	2.47851	0.55573	0.15045	0.05205	4.94309	0.05961	0.02242	0.00876	0.05596	0	0	0.00035	0	0.01497	0.40858	0	0.51188	0.01944	0.18057	0.5932	4.50045	0.00113	0.34801	0	0.94921	0.30849	3.00486	0.27495	0	0.57737	5.33063	0	0.09759	7.67907	0.20406	1.01201	3.20726	0.62508	0.11753	0.68103	1.04023	0.0557	0	0.3235	0.00438	0.1899	0.09113	2.18429	0	0	0.08301	0.03559	0	0	0	0	0	0.81734	0	0.08023	0	0	0.08975	0.04781	0.19088	1.82846	0.07345	0.53424	0.00834	0	0.15204	0.09331	0.04879	0.02191	0.12902	0	0.04851	0	0.08952	0.0084	0.61889	0.01301	0	0.00038	0.23865	0	0.30262	0	0	1.15766	0	0	1.4371	0.69007	0	0.85263	0.0587	0	0	0	0	0	0	0.00139	0.65863	0	0.01376	0	0.35475	0	0	5.04424	0.80286	0	0	1.73421	1.14733	0	0.35849	0.00431	3.06018	0	0	0.25151	0.37068	0	0	0.22264	0	0	0.10958	0.06821	0.17708	0.17852	15.17249	0	0	0.63577	0	0	2.04685	0	1.31068	0	0	0	0.06584	0.0075	0	0.34416	0.01293	0	0.6644	0.12769	0	0	0	0.0271	0	0.82795	0.22074	0	0.21598	0.07755	1.37902	0.03144	0.02142	0	0.04252	0.27189	0.31559	0	0	0.07725	0.00317	0	0	0	0	0	0.03137	0	0.34667	0.32879	1.10435	1.48991
220500001177-D02	0.16272	0.01949	0.22527	0.0391	0.04208	0.09891	0.05928	0.00199	0.01731	0.06429	0	0.00043	0.03034	0	1.51592	0.00035	0.03049	0.00136	0.05071	0.00411	0	0.01912	0.04401	0.00406	0	0.04607	0	0.18375	0.21935	0.04197	0.00967	1.1779	0.04286	1.02838	1.24634	1.4655	0.02945	0.08472	0.08884	0.14897	0.09205	0.42067	0.30931	0.17486	0.76879	0	4.07505	0.71575	1.5596	2.43227	7.95405	0.43887	2.69088	0.00562	1.0008	0	0.00207	2.04101	2.31585	0.07806	8.40159	4.28161	0.20044	11.7381	0.12218	0.92592	0.89501	0.11536	0.00527	0.6922	5.01404	0.24981	0	1.13686	0.16308	0.83249	0	0.13424	0	0.19881	0.24613	1.03342	0.2124	0	0	0	0.12083	0.20053	0.0514	0	0.00116	0.07607	0.04286	0.09096	0.61459	0.39528	0.0842	1.97922	0.03958	0	0.12258	0	1.94072	0.78618	0.01504	0.2777	0	0	0.06974	0	0.0143	0.01901	1.53878	0.0264	0.06883	0	0.07168	0.23289	0	0.14123	0	0	4.38911	1.2251	0.26914	0.12404	0.01496	0.00069	0	0.1119	0	0.03676	0.14494	0.00321	0.01811	0.06456	0.02187	0	0.10485	0	0.00383	1.00042	0.17131	0	0.07277	0.20691	0.01349	0.00868	0.02286	0.09621	0.06995	0	0	0.08084	0.0287	0.01836	0	0.11558	0.00376	0	0.00151	0.01559	0.11166	0.03214	0.00316	2.1565	0	0.1537	0	1.65073	0.0068	0.01164	0.08936	0.01501	1.51602	0.29179	0.00251	0.10408	0	0.18542	0	0	0.18779	0.06634	0	0.04064	0.01092	0.02279	0.00241	0.28854	0.10513	0	0.00507	0	0.19623	0.02476	0.00101	0	0.02059	0.02416	0.05632	0	0.72462	0.00341	0	0.01663	0	0	0	0	0.01336	0.09173	0.09583	0.0954	0.083	2.0913
220500001177-D03	0.30708	0.19982	0.25742	0.05877	0.18805	0.13326	0	0	0.03662	0.06139	0	0	0.01688	0.04573	4.06199	0.00566	0.0287	0.00352	0.09924	0.22535	0.44272	0.06293	0	0.01063	0.00739	0.07846	0.00211	0.62835	1.30956	0.08986	0.25516	0.2284	0.02339	0.09062	0.9459	0.56906	0.321	0.54015	0.11163	0.10949	0.05266	0.29757	0.09297	0.15062	2.27524	0.38449	1.90478	0.08604	0	1.32266	9.11153	0.32653	1.11232	0.68526	0.18793	1.36748	1.497	1.47954	0.29735	0.12041	6.41253	3.10593	0.15013	9.13028	0.05547	1.38291	0.76505	0.0925	0	0.27422	3.36428	0.44711	0	0.93089	0.28687	0.66202	1.24737	0.32908	0.00527	0.03173	0.08961	0.01844	0.02067	0	0	0.71549	0	0.0388	0.05999	0.02449	0.10918	0.28332	0.03452	0.03881	0.53118	0.99675	0.15269	0.43862	0.02973	0.10633	0.00755	0.09014	0.05114	0.11187	0.05217	0.78922	0.02261	0.01033	0.24578	0.00212	0.29721	0	0.01973	0.1015	0.33237	1.12091	0.26269	0.90714	0.00174	0.45763	0	0.21643	0.96823	0.17969	0	0.47369	0.12918	0.25999	0.22205	0	0.12225	0.05874	0.03767	0.00525	0.05264	4.74314	0.22152	0.04698	0.1701	0.06981	0	0.29603	0.53843	0.1166	0	0.21272	0.05694	0.04102	0.09022	0.12149	0.35892	0.09372	0	0.38985	0.27978	0.23074	0.03509	0.03417	0.4383	0.56163	0.07447	0.26441	0.07397	0.14576	0.02556	0	1.30201	1.44193	0.01946	0.3768	0.80557	0.0993	0.3695	1.08971	2.16631	1.90524	0.15172	0.13781	0	0.28071	0	0	0.0879	0.18079	0.00056	0.01946	0.01158	0.22702	0.79345	0.16591	0.11238	1.39919	0	0	0.19002	0.29751	0.06017	0.05328	0.10075	0.11367	0.32535	0.07605	0.06747	0.04471	0	0	0.00455	0	0	0	0.00555	0.22756	0.12821	0.48045	0.10673	0.53286
220500001177-D04	0.20549	0.13427	0.77772	0.22401	0.08376	0.03586	0.02818	0	0.01687	0.02663	0	0	0.00299	0	0.77525	0.0023	0.04516	0	0.0499	0	0.01752	0.03805	0	0.01545	0	0.04458	0.15558	0.09581	0.14886	0.02891	0.00404	0.34404	0.09493	0.0937	0.09867	1.03439	0.5465	0.42961	0.61665	0.04618	0.02362	0.25815	1.48455	0.06954	2.5298	0.31829	3.63889	1.10528	4.50014	2.04642	7.32153	2.0457	2.08709	0.49561	1.13159	3.34078	1.86092	1.55592	0	0.11511	2.44903	0	0.2803	4.18678	0.07088	1.26635	0.61888	0.38094	0.02005	0.57654	7.73776	1.53144	8.63682	0.76988	0.08799	0.40656	0.71926	1.69765	0.03494	0.17322	0	0.06408	0.03996	0	2.31936	0	0.33081	0.13445	0.06036	0.03864	0.03178	0	0.02603	0.05595	0.01191	0.34438	0.16777	1.04203	0.0246	0	0.04292	0.14169	0.01757	0.20919	0.18206	0.20174	0.01205	0.10324	0.05635	0.00429	0.14682	0.10945	0	0.20751	0.12384	0	0.14463	0.00426	0.04596	0.26561	0	0.07839	1.58406	0.46483	0	0.05611	0.02687	0.63888	0.15744	0.00793	0.04303	0.04019	0.12091	0.00172	0.01189	3.4642	0.07325	0.02511	0.23806	0.00069	0.01025	0.24426	0.15984	0	0.24569	0.34423	0.09084	0	0.17758	0.11177	0.04205	0	0.20268	0.21835	0.12941	0.04667	0.60539	0.02437	0	0	0.02396	0.01615	0.06116	0.06785	0	0	0.16776	0.58015	0.00759	2.00604	0.90372	0.02125	0.29965	0.01864	0.70712	0.1048	0.00436	0.03896	0.01643	0.32137	0	0.24335	0.40017	0.10907	0	0.04732	0	0.29112	0.25839	0.17691	0.16758	0.16975	0.11083	0.04357	0.26406	0.09717	0	0.03442	0.05905	0.04179	0.15939	0.04351	0.03031	0.04631	0.01131	0	0	0.15035	0	0	0.1861	0.0778	0.09914	0.31137	0.10695	0.64447
220500001177-D05	0.07798	0.017	0.08178	0.04099	0.00912	0.03174	0.30178	0.00446	0.01518	0.02078	0	0	0.01273	0.00896	0.46897	0.00611	0.00353	0.00322	0.01621	0.01136	0.01632	0	0	0.00354	0	0	0.1023	0.074	0.14524	0.01749	0.24287	0.52599	0.05412	0.6165	0.13626	1.70756	0.7815	0.5349	0.53757	0.00966	0.05198	0.48672	2.33332	0.20575	1.52253	0.25332	4.23105	1.65868	10.45671	3.0506	8.08014	1.8637	3.65296	1.48497	1.33608	0.39932	1.4379	0.92691	1.04314	0.42576	1.82377	1.0446	0.4276	3.59755	0.68318	1.47508	0.77155	0.48853	0.01699	0.62485	8.86848	1.33408	12.03305	0.73433	0.16585	0.35088	0	0.07732	0.12361	0.47045	0.01386	0.12503	0.09716	0	0	0	0.33575	0.03076	0.04227	0	0.05266	0.00086	0.00591	0.03748	0.16241	0.09345	0.06545	0.75524	0.01268	0	0.03337	0	0.02359	0.13581	0.06437	0.14245	0.00088	0.31347	0.01827	0	0.01655	0.00839	0.07609	0.08958	0.03853	0	0.05925	0.19253	0	0.08871	0.20757	0	0.73681	0.22091	0	0.03635	0.00202	0.20144	0.04665	0.00394	0	0.03622	0.24793	7e-04	0	0.9106	0.03634	0	0.15465	0	0.00116	0.10804	0.03208	0	0.03359	0.05483	0.0623	0.0226	0.0147	0.03447	0.02243	0.10851	0	0.06454	0.04914	0.07023	0	0.0103	0.00044	0.16712	0.02987	0.01643	0.03879	0.01743	0	0.14592	0	0.20041	0	0.34775	0.53911	0.00866	0.03369	0	0.71277	0	0	0.02223	0.08807	0.1152	0	0	0.06316	0.07121	0	0.01653	0.04098	0.21018	0.13242	0.00114	0.03476	0	0.00049	0.09179	0.10648	0.30251	0	0.00773	0.01404	0.11848	0.17588	0.0037	0.24798	0.03893	0	0.10983	0.00607	0.43883	0	0	0.11469	0.34113	0.03266	0.16	0.02894	1.17119
220500001177-D06	0.04701	0.0222	0.0363	0.00943	0.03156	0.01033	0.04864	0.00406	0.03206	0.05593	0	0	0.01234	0.00317	0.34242	0	0	0	0.01771	0.02139	0	0.00361	0.03184	0	0	0.01071	0.01428	0.02734	0.24691	0.00293	1.15679	0.38643	0.09523	0.89818	0.00687	1.3361	0.75654	0.75389	0.64452	0.12124	0.44898	0.68486	0.78017	0.31876	9.28518	0.89608	4.9127	0.78615	0	2.97061	23.0481	1.07528	3.25382	10.88249	2.13199	0	1.92994	0	0.00141	0.08396	3.91169	2.04252	0.22957	1.92739	0	1.9204	1.2139	0.19327	0.01665	0.16412	4.89382	1.44922	0	1.25516	0.29692	1.09307	0	0.1055	0.35448	0.70731	0.01381	0.2177	0.18135	0	0	0	0	0.02731	0.02652	0	0.03264	0	0.00146	0.01381	0.08552	0.06049	0.02302	0.36272	0	0.18637	0.00396	0.0098	0.04152	0.01451	0.06356	0.00098	0.00158	0.02814	0.00343	0	0.01606	0.00903	0.02729	0.01083	0.04872	0	0.03385	0.03499	0	0.0492	0	0.15895	0.36649	0.1207	0	0.04606	0.00346	0.04953	0.01746	0.00011	0	0.092	0.04154	0.00172	0.05629	0.5919	0.01622	0	0.04639	0.00099	0	0.03205	0.02283	0	0.03382	0.04527	0.0741	0.04154	0.02213	0.02992	0.01671	0.0458	0	0.02518	0.02745	0.08476	0	0.00231	0.05278	0.04182	0.00751	0.02807	0.00182	0.01192	0.03518	0.10951	0	0.29284	0.07682	0.01879	0.21752	0.02996	0.00669	0.05449	0.23829	0.01048	0.0023	0.02832	0	0.06074	0	0	0.09267	0.04704	0	0.01273	0	0.01402	0.04849	0.01207	0.04173	0	0	0	0.11428	0.07489	0	0	0.02145	0.04477	0.08819	0.00153	0.02055	0.01514	0	0	0	0.06331	0	0	0.0306	0.66255	0.02007	0.50142	0.00857	0.53912
220500001177-D07	0.19799	0.02776	0.25431	0.04719	0.03715	0.08692	0.147	0.03902	0.39564	0.51457	0.04247	0.01561	0.22738	0.08909	0.74249	0.01429	0.01808	0.09195	0.05435	0.00608	0.02712	0.12048	0.05076	0.03203	0	0.02129	0	0.38988	0.5012	0.05576	0	0.21909	0.05794	0.00263	0.62019	0.80686	0.37329	0.55135	0.21119	0	0.06592	0.1376	0.18533	0.14928	7.86573	0.84986	3.71908	0.33753	0.06109	1.98535	12.29717	0.18245	0.01009	0	0.49672	5.10866	1.51745	1.38496	0	0.3426	2.02572	0	0.3138	6.43244	0.04838	2.57565	0.53025	0.09594	0.00528	1.43333	0.63928	0.1788	0	0.55046	0.64367	0.76181	1.67613	0.20248	0	0.44123	1.0879	2.27455	1.81847	0.01537	0.94395	0	0.31054	0.08374	0.10216	0.10475	0.05693	0	0.05121	0.07598	0.02474	0.70294	0.1835	1.37301	0.03644	0.01826	0.09511	0.38057	0.08315	0.07555	0.18879	0.89224	0.01154	0.00616	0.06132	0.00672	0.08275	0.11695	0	0.17576	0.06087	0	0.05928	0.43121	0.06379	0.09236	0	0.1162	3.01327	0.3096	0	0.07567	0.04424	0.1311	0.31107	0.01003	0.0185	0.27027	0.53707	0.012	0.05781	2.49393	0.0243	0.0055	0.34147	0.01447	0.00856	0.02938	0.1308	0.07848	0.21155	0.34324	0.48072	0	0.12843	0.16311	0.03882	0	0.02022	0.13134	0.31948	0.10798	0.6787	0.03809	0	0.05886	0.112	0.06094	0.0295	0.0316	0.11338	0	0.14073	1.01981	5e-04	1.16288	0.2599	0.12793	0.2371	0.01616	1.23625	0.02668	0.13126	0.09672	0.51649	0.02356	0.00325	0.02502	0.14553	0.13024	0.00443	0.06628	0	0.21676	0.10732	0.08491	0.17738	0.4578	0.02081	0.01155	0.83371	0.06762	0	0.01042	0.03427	0.04531	0.15215	0.05283	0.07714	0.04358	0.00185	0.06818	0.12161	3.92463	0	0	0.21646	0	0.00361	0.40211	0.00581	1.27315
220500001177-D08	0.10752	0.00912	0.14533	0.00533	0.02535	0.06575	0.82585	0.09421	0.33243	0.19924	0.01627	0.0313	0.21713	0	0.52164	0.00562	0.00509	0.08621	0.0177	0.21074	0.00208	0.00935	0.18261	0.00486	0	0.0124	0.13084	0.12651	0.4101	0.04356	0.00321	0.12725	0.03343	0.19999	0.071	0.57694	0.47892	0.45357	0.38148	0	0.02755	0.18109	0.36572	0.15365	1.77713	0.45164	2.70024	0.16173	11.43744	3.35873	13.17165	2.42887	1.26064	0.0636	0.94137	0.06978	0.26018	0.79395	0.06186	0.32062	3.56893	0.98561	0.16375	5.01642	0.10871	1.1695	0.37234	0.13459	0.00504	0.50311	6.46467	0.47915	1.27729	0.36522	0.28303	0.49198	0	0.20371	1.28063	4.9017	0.71348	3.15569	2.24371	0.0143	0	0	0.28849	0.05	0.10826	0	0.04665	0.01271	0.04735	0.06591	0.03394	0.41141	0.09841	0.47462	0.00931	0	0.03971	0	0.05424	0.35275	0.06119	0.21756	0.0041	0.08022	0.04083	0.01183	0.0199	0.25035	0.05822	0.20482	0.03016	0	0.05256	0.16609	0	0.05987	0.1226	0	1.06587	0.61506	0	0.0557	0.01745	0.19975	0.19177	0.05652	0	0.17884	0.79374	0.00498	0.01108	0.04983	0.02879	0	0.45881	0	0.00882	0	0.04221	0	0.01616	0.10154	0.75771	0.06034	0.05745	0.08653	0.02405	0.15458	0	0.21337	0.07915	0.17443	0	0.0083	0.00123	0.36997	0.02279	0.03074	0.04484	0.02106	0.0074	0.0479	0	0.536	0	2.71015	1.2739	0.32483	0.00901	0.00736	0	0.11925	0.19152	0.01393	0.41428	0.01682	0	0	0.14323	0.07882	0	0.03054	0	0.14861	0.04938	0.00903	0.01144	0	0.00894	0.10044	0.12671	0.02558	0	0.00148	0.01805	0.03664	0.10849	8e-04	0.08035	0.04123	0	0.06724	0.07286	1.96661	0.00817	0	0.02391	0.51407	0.00227	0.28859	0.00484	0.43448
220500001177-D09	0.06363	0.0884	0.02464	0.01139	0.01942	0.05453	0	0.04373	0.63081	0.79555	0.04512	0.05105	0.38407	0.01889	0.67871	0.00917	0.00355	0.03521	0.1359	0.01368	0.00188	0.02021	1.21398	0.0064	0.09345	0.00645	0.00207	0.08711	0.25351	0.0272	0.0256	0.18611	0.0705	0.05506	0.11478	0.65604	0.0691	0.19245	0.19803	0	0.02176	0.10742	0.02	0.13297	3.17266	1.45876	2.06191	0.01891	0	0.03314	12.50389	0	0.16544	0.08628	0.18804	6.01035	2.60205	0.5123	0	0.02518	5.11272	4.32164	0.09135	6.41194	0.00948	1.0879	0.16028	0.02644	0	0.21143	0.74962	0.22389	0	0.33611	0.58899	1.49273	0.30344	0.1264	3.33869	9.37793	3.3251	2.7061	5.15321	0.00957	0	0.31106	0	0.18084	0.01779	0.04093	0.10775	0.07104	0.03167	0.01286	0.04391	0.13927	0.04656	0.96737	0.01031	0.04537	0.02287	0.23434	0.04501	0.04061	0.07293	1.07462	0.00714	0	0.01752	0.00049	0.02091	0.16503	0.08904	0.5399	0.55431	0.3988	0.02879	0.03707	0	0.15749	0	0.72775	0.57225	0.37525	0.11241	0.08338	0.00831	0.02875	0.18684	0.00597	0.03907	0.34134	0.04159	0.00741	0.07443	0.41672	0.01306	0.00441	0.12727	0.00739	0.00566	0.69019	0.10977	0.01274	0	0.28007	0.49814	0.04687	0.03537	0.14515	0.03405	0	0	0.22191	0.12123	0.13154	0.00365	0.06268	0.1031	0	0.0108	0.20308	0.00741	0.03963	0.03947	0.4502	0	0.55115	0	0.64681	1.23966	0.03839	0.13465	0.02815	1.15839	0.09726	0.06224	0.03599	0	0.15781	0	0	0.23857	0.11096	0	0.02596	0	0.02023	0.02723	0.01721	0.12976	0.26237	0	0	0.42136	0.1759	0	0.0045	0.04016	0.03853	0.1447	0.01362	0.01666	0.04058	0	0	0.07643	0	0	0	0.00219	0.41448	0.0274	0.38686	0.01218	0.56836
