feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Muribaculaceae_bacterium_Isolate_013_NCI	trimester	w3	-0.956549166666668	0.221454184207468	36	36	0.00027652436129385	0.00254883324323027
s__Parabacteroides_distasonis	trimester	w6	-0.2625925	0.0644885289629328	36	36	0.000274194213606874	0.00254883324323027
s__GGB28870_SGB41546	trimester	w3	0.158634166666666	0.0366007464452593	36	36	0.000266715921094682	0.00254883324323027
s__GGB14001_SGB21428	trimester	w3	-0.521755833333333	0.128897413007758	36	36	0.000293673167547992	0.00264930687319891
s__GGB24132_SGB35935	trimester	w3	-0.677326666666667	0.158672086041723	36	36	0.000312981394273691	0.00276466898275093
s__GGB27776_SGB40190	trimester	w6	-0.150400833333333	0.038424100863762	36	36	0.000428917814545598	0.00371145210953742
s__GGB30048_SGB42949	trimester	w3	0.0399725	0.00985818939665284	36	17	0.00052777898023418	0.00447556575238585
s__Muribaculum_gordoncarteri	trimester	w3	-5.9183375	1.46843845724849	36	26	0.000560110515762917	0.00465660507222504
s__GGB27898_SGB40333	trimester	w6	-3.791155	0.956462375557527	36	36	0.000658881703468306	0.00537242004366465
s__GGB28887_SGB41568	trimester	w6	-0.0862458333333334	0.0222280485521769	36	29	0.000807717484900602	0.00634207802958991
s__GGB28841_SGB41505	trimester	w3	0.0289383333333333	0.00744891605015099	36	20	0.000798227486677533	0.00634207802958991
s__GGB31851_SGB45231	trimester	w6	0.26949	0.0702837210656365	36	36	0.000902662406237384	0.00695870654990275
s__bacterium_D16_63	trimester	w3	0.203725833333333	0.0567854699495441	36	27	0.00106617277433267	0.00793082905819386
s__Lactobacillus_intestinalis	trimester	w3	0.918106666666667	0.243699824711701	36	30	0.00106189804332049	0.00793082905819386
s__GGB24102_SGB35895	trimester	w6	2.36476166666667	0.665065461848193	36	36	0.00116397427525546	0.00850905332255715
s__GGB28989_SGB41702	trimester	w3	0.177825833333333	0.0483501002153295	36	31	0.00131876379596504	0.00924150982187086
s__GGB28836_SGB41496	trimester	w3	0.6102225	0.166069213633175	36	33	0.00132955683758048	0.00924150982187086
s__Turicimonas_muris	trimester	w6	-0.221186666666667	0.0600637379185846	36	31	0.00130401287243923	0.00924150982187086
s__Muribaculaceae_bacterium_Isolate_110_HZI	trimester	w3	-2.00699166666667	0.57330550679415	36	36	0.00135272557561586	0.00925089748485687
s__GGB28870_SGB41549	trimester	w3	0.08434	0.0231541040402507	36	32	0.00143624763787483	0.00951514060092072
s__GGB30448_SGB43504	trimester	w6	0.254956666666667	0.0699013420382971	36	36	0.00141960453788637	0.00951514060092072
s__GGB31171_SGB44462	trimester	w3	0.0170483333333333	0.00476313069107723	36	11	0.00167313526088724	0.0109139900094798
s__GGB28948_SGB41654	trimester	w6	0.0805758333333334	0.0226599644668916	36	36	0.00176989179904401	0.0113702139817373
s__Bacteroides_uniformis	trimester	w3	-0.2769475	0.078349954711293	36	33	0.00186206964934859	0.0117838437511015
s__Lactobacillus_johnsonii	trimester	w3	3.810665	1.09918948059601	36	34	0.0021917906259087	0.0136664591968425
s__Lachnospiraceae_bacterium_MD308	trimester	w3	0.119941666666667	0.036663945065431	36	30	0.00251024822009337	0.0154252934104288
s__GGB28769_SGB41421	trimester	w3	0.0264491666666667	0.00780166722872967	36	19	0.00263217780637528	0.015943476998616
s__GGB27851_SGB40285	trimester	w6	-3.85782333333333	1.15672959888596	36	11	0.00300109964495423	0.0179220598515577
s__bacterium_0_1xD8_82	trimester	w3	0.00893000000000001	0.00270242910355681	36	27	0.00322793430121947	0.0184951911313115
s__GGB28955_SGB41663	trimester	w6	0.259793333333333	0.0783611402070579	36	33	0.00314549600038597	0.0184951911313115
s__GGB24102_SGB40205	trimester	w6	1.36605666666667	0.41269244303895	36	32	0.00318476092221866	0.0184951911313115
s__Turicibacter_sp_TS3	trimester	w3	1.2748625	0.387346163552274	36	24	0.00333029989659222	0.0188272954154013
s__Acetatifactor_muris	trimester	w3	0.00655333333333333	0.00208086636766212	36	30	0.00346555671579767	0.0193341585197133
s__GGB27873_SGB40307	trimester	w3	-0.1078175	0.0330807689302147	36	27	0.00359293629131895	0.0195308331733235
s__GGB28790_SGB41443	trimester	w6	1.16697916666667	0.357677327382665	36	34	0.00356385727006184	0.0195308331733235
s__GGB28980_SGB41692	trimester	w3	0.173155833333333	0.0555965289831546	36	32	0.00379613687849024	0.020374202993416
s__GGB24132_SGB35935	trimester	w6	-0.5100325	0.158672086041723	36	36	0.00399435978525396	0.0209087475178726
s__Muribaculum_gordoncarteri	trimester	w6	-4.72414416666667	1.46843845724849	36	26	0.00396862727410733	0.0209087475178726
s__GGB29005_SGB41723	trimester	w6	5.43569	1.70115354916072	36	29	0.0041781124392629	0.0216038984664326
s__GGB28807_SGB41461	trimester	w6	0.3627025	0.114847932426072	36	36	0.00455995931913584	0.0232942500158265
s__GGB30303_SGB43268	trimester	w6	0.08129	0.0259265250841256	36	36	0.00480956212035747	0.0241066252196617
s__Turicimonas_muris	trimester	w3	-0.188200833333333	0.0600637379185846	36	31	0.00483269609356425	0.0241066252196617
s__GGB29550_SGB42344	trimester	w6	-0.220013333333333	0.0703806749248134	36	10	0.00491612805422779	0.024237654592937
s__Clostridiales_bacterium	trimester	w3	0.3538775	0.113977323049247	36	34	0.00516672712586967	0.0251803712801004
s__GGB27866_SGB40300	trimester	w3	0.269753333333333	0.0884433574254917	36	36	0.00587137884388328	0.0282893707932558
s__Dorea_sp_5_2	trimester	w6	0.162675	0.0541113964506689	36	31	0.00649903781748229	0.0309617082540729
s__GGB30142_SGB43067	trimester	w6	-0.02946	0.00992732757309856	36	12	0.00710860940384744	0.033485963736243
s__GGB30145_SGB43072	trimester	w3	0.05882	0.0205249576858285	36	26	0.00718684599056158	0.033485963736243
s__GGB28851_SGB41518	trimester	w6	0.6545225	0.222670753694425	36	36	0.00758561911190993	0.0349598098201066
s__Atopobiaceae_bacterium_FL090493	trimester	w3	0.136703333333333	0.0466955219276731	36	30	0.00779585668551962	0.0355424003726916
s__GGB31853_SGB45233	trimester	w6	-0.0319766666666667	0.0111655615679485	36	24	0.00902218818070646	0.0406958275385057
s__GGB28956_SGB41665	trimester	w3	0.0355225	0.0124592830778599	36	35	0.00928951593591352	0.0414605763876561
s__Duncaniella_dubosii	trimester	w3	1.633025	0.577761417677055	36	35	0.00982594106902079	0.0420998315277758
s__GGB28949_SGB41655	trimester	w6	0.13833	0.0489020225741447	36	36	0.00977576049361237	0.0420998315277758
s__Clostridiaceae_bacterium	trimester	w6	0.4343	0.153145395507294	36	36	0.00961777024981854	0.0420998315277758
s__Clostridiaceae_unclassified_SGB41645	trimester	w6	0.0382975	0.0135504400698538	36	34	0.00982991349351369	0.0420998315277758
s__GGB27851_SGB40285	trimester	w3	-3.184895	1.15672959888596	36	11	0.0115980945900731	0.0487837849337018
s__GGB28903_SGB41594	trimester	w6	0.692163333333334	0.251470380391185	36	36	0.0116206657507167	0.0487837849337018
s__Lachnospiraceae_bacterium_MD335	trimester	w6	0.2418075	0.0892976410904376	36	35	0.0128491875883683	0.0530940022864873
s__GGB29550_SGB42344	trimester	w3	-0.190464166666667	0.0703806749248134	36	10	0.0128978354611042	0.0530940022864873
s__bacterium_1XD42_76	trimester	w6	0.0321033333333334	0.0122306711264633	36	36	0.0130334706278238	0.0531364571749739
s__GGB28963_SGB41672	trimester	w6	0.0542425	0.0207836711706967	36	35	0.0135131851942303	0.0545675287843204
s__GGB28416_SGB40998	trimester	w6	1.13182	0.423137615095425	36	36	0.0138374395522402	0.0553497582089609
s__GGB30408_SGB43438	trimester	w6	0.3693825	0.139026806467935	36	36	0.0144024783511691	0.0570715029990253
s__GGB28766_SGB41417	trimester	w3	0.0989583333333333	0.0373722197357822	36	36	0.0146946609999278	0.0575734204557864
s__Neglecta_sp_X4	trimester	w6	-0.0297458333333334	0.0112474008816362	36	32	0.0148007142209451	0.0575734204557864
s__GGB31853_SGB45233	trimester	w3	0.0293266666666667	0.0111655615679485	36	24	0.0154110679943932	0.0594026620874792
s__Bacteroides_acidifaciens	trimester	w3	-0.252086666666667	0.10003873890747	36	36	0.0167587547184682	0.0640154234291036
s__GGB28849_SGB41516	trimester	w6	0.0952325000000002	0.0368830771498015	36	36	0.0170092002130318	0.0643919722350491
s__GGB25041_SGB36960	trimester	w6	-0.776328333333334	0.301976275083168	36	27	0.0174344929685637	0.0654179205192123
s__Parabacteroides_goldsteinii	trimester	w3	-0.0235508333333333	0.00943163121980127	36	32	0.0176914760411081	0.0657998758020162
s__GGB27791_SGB40207	trimester	w6	-0.130474166666667	0.0510448927596121	36	30	0.0180109133220038	0.06640545433504
s__GGB27885_SGB40319	trimester	w3	-0.0315391666666667	0.0125005851879596	36	35	0.0193670993702037	0.0707900873531585
s__GGB30445_SGB43494	trimester	w6	-0.0899783333333334	0.0357780041137477	36	34	0.019714101243386	0.0714425549332964
s__GGB28431_SGB41014	trimester	w6	0.333991666666667	0.137120172753874	36	33	0.0204263594873772	0.0733964103614233
s__GGB28955_SGB41664	trimester	w6	0.0252091666666667	0.0102517386795079	36	8	0.0222681262932716	0.0793418953642619
s__GGB28945_SGB41650	trimester	w3	0.01022	0.00421258950006912	36	25	0.0239146940166254	0.0844190470735179
s__GGB30667_SGB43809	trimester	w3	-0.0823058333333333	0.0339734298198469	36	10	0.0240912846601313	0.0844190470735179
s__GGB28881_SGB41561	trimester	w6	0.0154683333333333	0.00664999505708533	36	29	0.0263047535550686	0.0914197992405661
s__GGB30457_SGB43523	trimester	w6	0.3583025	0.152293247107439	36	36	0.0279923764876209	0.0964940457784656
s__Bacteroidaceae_bacterium	trimester	w6	0.881542500000001	0.386221235707253	36	34	0.0290375924540378	0.0992898322621937
s__GGB30301_SGB43265	trimester	w6	0.0752025	0.0323767859541309	36	36	0.0298368601095181	0.100713860173763
s__GGB28870_SGB41546	trimester	w6	0.0848299999999998	0.0366007464452593	36	36	0.0301561457315341	0.100713860173763
s__GGB28916_SGB41612	trimester	w3	0.163825	0.0706889334001281	36	23	0.030166651514311	0.100713860173763
s__Romboutsia_ilealis	trimester	w3	0.19457	0.0861830700757218	36	12	0.0307072967086289	0.101717920347333
s__bacterium_D16_54	trimester	w6	0.126410833333333	0.0548892712687967	36	26	0.0311096667130355	0.102251927800985
s__bacterium_1XD42_76	trimester	w3	0.027475	0.0122306711264633	36	36	0.0314902299964739	0.102706596296192
s__GGB28330_SGB40904	trimester	w6	-0.0551416666666666	0.0241269372368798	36	36	0.032283379926143	0.104489718234234
s__GGB28437_SGB41020	trimester	w6	-0.0507516666666668	0.0223375106648997	36	36	0.0332106075956508	0.106676497125424
s__GGB28428_SGB41011	trimester	w3	0.104175833333333	0.0470323547596121	36	31	0.0337757770080948	0.107574174981689
s__GGB29002_SGB41718	trimester	w3	0.159973333333333	0.0707566287554758	36	35	0.0339974986970432	0.107574174981689
s__Duncaniella_freteri	trimester	w3	0.320425	0.142014694527435	36	33	0.0343283599215417	0.107816478568398
s__GGB24149_SGB35953	trimester	w3	-0.156908333333333	0.0702506306408059	36	36	0.0360013214931163	0.112239414066774
s__Bacteria_unclassified_SGB41586	trimester	w6	0.654810833333333	0.295493994064262	36	36	0.0373445405216777	0.113914281879074
s__GGB31701_SGB45057	trimester	w6	-0.2330075	0.105052246298803	36	14	0.0371871121940238	0.113914281879074
s__GGB28959_SGB41668	trimester	w3	0.0202341666666666	0.00910988360509364	36	35	0.0369471487008191	0.113914281879074
s__GGB23844_SGB35575	trimester	w3	-0.542341666666667	0.253848297829931	36	36	0.0401467529699154	0.121140464359854
s__Pseudoflavonifractor_sp_60	trimester	w6	-0.0049675	0.00232680322708556	36	22	0.0402849185724986	0.121140464359854
s__Prevotella_sp_PCJ2	trimester	w3	-0.528113333333334	0.243072923883379	36	27	0.040855580670995	0.121991311299309
s__GGB30461_SGB63209	trimester	w3	-0.0114275	0.00528267976889989	36	22	0.0416601402591967	0.123523772516779
s__bacterium_1XD42_1	trimester	w6	0.0420683333333333	0.019518787749082	36	35	0.0423459142211389	0.124644891706791
s__GGB28422_SGB41005	trimester	w6	0.1670425	0.0776195568093811	36	36	0.042626201173313	0.124644891706791
s__GGB28934_SGB41635	trimester	w6	0.0356633333333333	0.0169455513092695	36	36	0.0430261442914647	0.124952638216308
s__GGB28988_SGB41701	trimester	w6	-0.264664166666666	0.126158854430017	36	30	0.043655531649978	0.125067198781018
s__GGB28793_SGB41446	trimester	w6	0.15025	0.0700873391969012	36	34	0.0433606669147593	0.125067198781018
s__GGB28879_SGB41559	trimester	w6	0.14216	0.0683701431833673	36	18	0.0454397530043242	0.128738172380319
s__GGB28926_SGB41623	trimester	w3	0.0498658333333334	0.0235241882612986	36	34	0.0455441647571885	0.128738172380319
s__GGB27929_SGB40368	trimester	w3	0.4185225	0.198505628083193	36	23	0.0466165296443889	0.130896745491529
s__GGB28846_SGB41513	trimester	w6	0.0892508333333334	0.0425202013755702	36	36	0.0475121699047304	0.132533947628985
s__GGB30466_SGB43546	trimester	w6	0.0892766666666667	0.043518382339317	36	36	0.0482271731837676	0.133649159672663
s__Muribaculum_intestinale	trimester	w3	-0.576304999999999	0.284857744288596	36	36	0.0512220037304237	0.141026815465582
s__GGB28934_SGB41635	trimester	w3	0.0342108333333333	0.0169455513092695	36	36	0.0516865173494539	0.141387634555926
s__GGB30454_SGB43514	trimester	w6	-0.181798333333333	0.0885894553617951	36	25	0.0522428428633759	0.141993367782509
s__GGB30302_SGB43266	trimester	w3	-0.194340833333333	0.0963910297628094	36	36	0.0561540361602715	0.151651664534746
s__Rikenellaceae_bacterium	trimester	w3	-0.616840833333332	0.313668197065994	36	36	0.0576933435330824	0.154822643405234
s__GGB27792_SGB40208	trimester	w3	0.506563333333333	0.262765048054257	36	36	0.062520490005757	0.166721306682019
s__GGB28861_SGB41531	trimester	w6	-0.033175	0.0169989389998417	36	12	0.063832986888723	0.169157415255116
s__Bacteroides_uniformis	trimester	w6	-0.152171666666666	0.078349954711293	36	33	0.0650232682121249	0.170606289656982
s__Emergencia_sp_1XD21_10	trimester	w6	-0.045015	0.0235983909393044	36	29	0.0651844785953562	0.170606289656982
s__GGB14022_SGB21449	trimester	w6	1.13590416666667	0.604451937589171	36	36	0.0690687438869661	0.179663481031127
s__GGB30461_SGB43530	trimester	w3	-0.152834166666667	0.0818915322134982	36	34	0.0709075901550835	0.183322062352167
s__GGB28416_SGB40998	trimester	w3	0.797317500000002	0.423137615095425	36	36	0.0728068574500129	0.187091560962457
s__GGB30475_SGB63182	trimester	w6	-0.0163866666666667	0.00887443375867086	36	27	0.0738043587968565	0.187383521735731
s__Parasutterella_excrementihominis	trimester	w6	-0.0425175	0.0226429828260863	36	33	0.0737387437344103	0.187383521735731
s__GGB28887_SGB41568	trimester	w3	-0.0411866666666667	0.0222280485521769	36	29	0.0773570777210302	0.19523452948641
s__Firmicutes_bacterium_ASF500	trimester	w3	0.00328	0.00180452863959293	36	13	0.0782071151935647	0.196211933976754
s__GGB28386_SGB40966	trimester	w6	0.0140783333333333	0.00779779559089882	36	34	0.0801388082365629	0.199875615837075
s__GGB28945_SGB41650	trimester	w6	0.00771416666666667	0.00421258950006912	36	25	0.0806458357930391	0.199963943720752
s__GGB28404_SGB40986	trimester	w3	0.242073333333333	0.132808728502411	36	29	0.0819662916749648	0.20089542589796
s__Clostridiaceae_unclassified_SGB41645	trimester	w3	0.0246916666666667	0.0135504400698538	36	34	0.0820473304891387	0.20089542589796
s__GGB28772_SGB41425	trimester	w3	0.00720916666666666	0.00402484407439994	36	24	0.082442934212842	0.20089542589796
s__GGB28779_SGB41432	trimester	w3	0.222379166666667	0.122469538478621	36	33	0.0830572218366784	0.201235783192867
s__GGB28904_SGB41597	trimester	w6	0.146275833333333	0.0808257420239192	36	36	0.0840156980776458	0.20218059874398
s__GGB27778_SGB40192	trimester	w3	2.0766875	1.16900146059784	36	36	0.0848777041896897	0.20218059874398
s__GGB30667_SGB43809	trimester	w6	-0.0613866666666666	0.0339734298198469	36	10	0.0844750188465976	0.20218059874398
s__GGB30461_SGB43530	trimester	w6	-0.1436075	0.0818915322134982	36	34	0.0887787601423138	0.210291588270062
s__GGB28926_SGB41623	trimester	w6	0.041145	0.0235241882612986	36	34	0.0942224384143814	0.221194658974008
s__GGB28308_SGB40878	trimester	w6	0.0935808333333333	0.0535388751318243	36	35	0.094425078477112	0.221194658974008
s__GGB30147_SGB43074	trimester	w6	-0.0196433333333333	0.0115053810642822	36	20	0.0971568753016372	0.225106640043137
s__GGB30461_SGB63209	trimester	w6	-0.00916666666666667	0.00528267976889989	36	22	0.0966889613664719	0.225106640043137
s__bacterium_1xD8_48	trimester	w3	0.0687583333333333	0.0404618693603996	36	26	0.0986653660273009	0.227359321715085
s__GGB30297_SGB43261	trimester	w6	0.0367775	0.0213753372183241	36	35	0.0993678279801521	0.227740319262619
s__GGB28903_SGB41594	trimester	w3	0.431609166666667	0.251470380391185	36	36	0.100147065942897	0.228292236342947
s__Neglecta_sp_X4	trimester	w3	-0.0192583333333334	0.0112474008816362	36	32	0.100912950310536	0.228807972896616
s__GGB28888_SGB41569	trimester	w3	0.1265175	0.07534635643165	36	36	0.102569405655708	0.231326744670319
s__GGB30142_SGB43067	trimester	w3	-0.0167258333333333	0.00992732757309856	36	12	0.106157048230796	0.238151261639457
s__GGB28875_SGB41555	trimester	w3	0.0507308333333334	0.0306220072123871	36	32	0.107063656643137	0.238921002193105
s__GGB28948_SGB41654	trimester	w3	0.037935	0.0226599644668916	36	36	0.108271061529782	0.239035600567225
s__GGB30448_SGB43502	trimester	w3	-0.157830833333333	0.0944297775602067	36	27	0.108806299314798	0.239035600567225
s__GGB28317_SGB40889	trimester	w6	0.1246975	0.0744765516778726	36	35	0.108228467346975	0.239035600567225
s__bacterium_1xD8_48	trimester	w6	0.0660475	0.0404618693603997	36	26	0.112115462645193	0.245035856502896
s__GGB28875_SGB41555	trimester	w6	0.0494608333333334	0.0306220072123871	36	32	0.115788342554798	0.251765421760176
s__GGB30445_SGB43494	trimester	w3	-0.0579591666666667	0.0357780041137477	36	34	0.119486565964364	0.25848114269842
s__GGB42344_SGB59512	trimester	w3	0.0333866666666667	0.0207602574439502	36	24	0.122049011070636	0.262684165959135
s__Mucispirillum_schaedleri	trimester	w3	-0.764528333333333	0.479228543982337	36	36	0.124904375802419	0.267471996667806
s__GGB30286_SGB43248	trimester	w3	0.0497983333333334	0.0319392130153432	36	35	0.13322906108542	0.280535463509526
s__Bacteroides_acidifaciens	trimester	w6	0.154585	0.10003873890747	36	36	0.131822531073517	0.280535463509526
s__GGB31701_SGB45057	trimester	w3	-0.164016666666667	0.105052246298803	36	14	0.132727153522639	0.280535463509526
s__GGB42343_SGB59511	trimester	w6	0.0225766666666667	0.0144966121461598	36	21	0.1336513293135	0.280535463509526
s__GGB30475_SGB63182	trimester	w3	0.0134591666666667	0.00887443375867086	36	27	0.138883949872531	0.290082732738686
s__GGB28394_SGB40974	trimester	w6	0.0564758333333333	0.0375416445184298	36	36	0.142002519286489	0.294023287324461
s__GGB29531_SGB42317	trimester	w6	0.0423383333333332	0.0278930159250632	36	36	0.143284031175525	0.294023287324461
s__Lachnospiraceae_unclassified_SGB41498	trimester	w3	0.687071666666667	0.452960660942439	36	29	0.14354438791548	0.294023287324461
s__GGB30454_SGB43516	trimester	w6	0.0849425	0.0558057246621983	36	28	0.142226271567541	0.294023287324461
s__bacterium_D16_76	trimester	w3	0.00903166666666666	0.00596519944316254	36	32	0.144246156773277	0.294040242653219
s__GGB28798_SGB41451	trimester	w6	0.0782683333333334	0.0526199965834865	36	14	0.146396134176877	0.296995028186583
s__GGB29003_SGB41719	trimester	w3	0.0730866666666668	0.0493687893238364	36	36	0.148245536455832	0.299314797415585
s__Candidatus_Arthromitus_sp_SFB_mouse	trimester	w3	0.4276725	0.288490810089762	36	16	0.152405161330145	0.304810322660289
s__Parasutterella_excrementihominis	trimester	w3	0.0336275	0.0226429828260863	36	33	0.151701657442381	0.304810322660289
s__GGB28893_SGB41574	trimester	w6	0.127371666666667	0.0873644368489028	36	35	0.154310487913286	0.307172051057433
s__GGB28968_SGB41679	trimester	w6	0.0226908333333333	0.0154215181625952	36	36	0.155350316827696	0.307796889415623
s__GGB3171_SGB4185	trimester	w3	-0.0880025000000001	0.0600119122903567	36	33	0.156683354746941	0.308994150756758
s__Lactobacillus_taiwanensis	trimester	w6	0.16785	0.116616948447106	36	32	0.164135348179519	0.321940859496963
s__GGB29006_SGB41725	trimester	w6	0.0558966666666666	0.0388960665706086	36	15	0.16476690214821	0.321940859496963
s__Pseudoflavonifractor_sp_60	trimester	w3	-0.00329666666666667	0.00232680322708556	36	22	0.165906761266144	0.322681040260757
s__Bacteria_unclassified_SGB41586	trimester	w3	0.418544166666666	0.295493994064262	36	36	0.170656432752717	0.330239984949195
s__GGB29006_SGB41724	trimester	w6	0.331981666666667	0.234777956238093	36	15	0.171350935586847	0.330239984949195
s__bacterium_D16_29	trimester	w3	-0.0292383333333334	0.0208928123287949	36	31	0.175622378235922	0.336940671366655
s__Acetatifactor_muris	trimester	w6	0.00284583333333333	0.00208086636766212	36	30	0.180673832311337	0.344012879711766
s__Lachnospiraceae_bacterium_A2	trimester	w3	0.668618333333333	0.489188827643868	36	35	0.180931302301235	0.344012879711766
s__GGB28849_SGB41516	trimester	w3	0.0503641666666668	0.0368830771498015	36	36	0.185893571072896	0.351869973816554
s__GGB31109_SGB44380	trimester	w3	0.202843333333333	0.149725205260886	36	36	0.189240769417159	0.355336755377315
s__Mucispirillum_schaedleri	trimester	w6	0.649	0.479228543982338	36	36	0.189401195083191	0.355336755377315
s__GGB27873_SGB40307	trimester	w6	-0.0442608333333333	0.0330807689302147	36	27	0.194575238450906	0.363435687679226
s__GGB28927_SGB41625	trimester	w6	0.030345	0.0227864439047362	36	36	0.196588601773752	0.365585820842417
s__GGB28846_SGB41513	trimester	w3	0.0554508333333333	0.0425202013755702	36	36	0.20567786188789	0.380818399303343
s__GGB28769_SGB41421	trimester	w6	0.0101341666666667	0.00780166722872967	36	19	0.20740265861087	0.382342292395691
s__Odoribacter_sp_Z80	trimester	w3	-0.350422499999999	0.271375862681485	36	36	0.210009764515187	0.385472468201037
s__Schaedlerella_arabinosiphila	trimester	w6	0.0291183333333334	0.0226677818404899	36	25	0.212304883302677	0.388005476380755
