Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
PWY-1042|glycolysis IV	0.804615784720103	0.179471437910437	8.51050365986327e-05	0.0158276723328611	0
PWY-1269|CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.811095540732655	0.0714685852991304	0.0645093657720846	0.0529265081961295	0
PWY-241|C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.772113749944178	0.0348006166218507	0.124290350178756	0.0140225097590541	0.0547727734961603
PWY-2941|L-lysine biosynthesis II	0.820007810403139	0.043840629470548	0.125951855583376	0.0101997045429371	0
PWY-2942|L-lysine biosynthesis III	0.515772242423348	0.375850373118097	0.0652561605946192	0.043121223863935	0
PWY-3001|superpathway of L-isoleucine biosynthesis I	0.724537498964447	0.0963575208981022	0.0185581004032828	0.0060128356953028	0.154534044038865
PWY-3781|aerobic respiration I (cytochrome c)	0.949116931680345	0.0330314093460891	0.0100987967664406	0.00775286220712547	0
PWY-3841|folate transformations II (plants)	0.647237271291771	0.30582748484209	0.0307334737505267	0.0162017701156122	0
PWY-4041|&gamma;-glutamyl cycle	0.604648888796458	0.282751588821547	0.0637308001489389	0.0488687222330563	0
PWY-4984|urea cycle	0.798734182571717	0.0651830696254062	0.134016014120477	0.000313597767448609	0.00175313591495088
PWY-5005|biotin biosynthesis II	0.876390778218418	0.00457035380518438	0.114961217996145	0.00407764998025317	0
PWY-5022|4-aminobutanoate degradation V	0.977739444184886	6.32495788913668e-05	0.00124061315646494	0.020956693079758	0
PWY-5030|L-histidine degradation III	0.903305181364926	0.0112777355266457	0.0439418941739895	0.041475188934439	0
PWY-5097|L-lysine biosynthesis VI	0.631217916919389	0.306118965039481	0.0465768641634271	0.0160862538777029	0
PWY-5100|pyruvate fermentation to acetate and lactate II	0.912491249825128	0.00714343653960396	2.21941518606823e-05	0.050783558662971	0.0295595608204363
PWY-5103|L-isoleucine biosynthesis III	0.872625508537039	0.000162075516565499	0.0182335310907601	0.0392850434823655	0.0696938413732701
PWY-5104|L-isoleucine biosynthesis IV	0.960227995299816	0.025785522228104	0.00139536425094293	0.00490301714487269	0.00768810107626386
PWY-5121|superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.816064665650996	2.01258820796377e-05	9.93521628958366e-05	0.0212943871474334	0.162521469156596
PWY-5130|2-oxobutanoate degradation I	0.92949265844398	0.00581871995147724	0.026668896427518	0.0380197251770245	0
PWY-5136|fatty acid &beta;-oxidation II (plant peroxisome)	0.968430346355472	0.00600415297017404	0.0221498324105833	0.00196776825750145	0.00144790000626916
PWY-5154|L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.870935041390115	0.116741583186187	0.000217141800596571	0.0121062336231009	0
PWY-5188|tetrapyrrole biosynthesis I (from glutamate)	0.85021874076702	0.0729705684780753	0.0539879445305051	0.0228227462243994	0
PWY-5189|tetrapyrrole biosynthesis II (from glycine)	0.994059884856549	0.000241235186701899	0.00215054654506621	0.00354833341168268	0
PWY-5384|sucrose degradation IV (sucrose phosphorylase)	0.778170619983513	2.30110856876248e-05	0.0535336191301582	0.168272749800642	0
PWY-5484|glycolysis II (from fructose 6-phosphate)	0.921618299470333	0.030312863573269	0.00829282281983945	0.039776014136558	0
PWY-5497|purine nucleobases degradation II (anaerobic)	0.892957705861426	0.0209248096090907	0.000602148341045053	0.0855153361884383	0
PWY-5505|L-glutamate and L-glutamine biosynthesis	0.693313624886514	0.000182283321910091	0.0206099439071478	0.0079632995569174	0.27793084832751
PWY-5659|GDP-mannose biosynthesis	0.907509066751094	0.0647889290679278	0.0116274818960589	0.0160745222849191	0
PWY-5667|CDP-diacylglycerol biosynthesis I	0.738736464183862	0.19167737395716	0.000690160853776101	0.0688960010052014	0
PWY-5676|acetyl-CoA fermentation to butanoate II	0.652451723953646	0.00114354610476444	0.00202259922657236	0.128208798205363	0.216173332509654
PWY-5686|UMP biosynthesis I	0.653748539798941	0.303434497812511	0.00320679155294846	0.0396101708355997	0
PWY-5695|inosine 5-phosphate degradation	0.793682506091009	0.166858283897094	0.0247605288710888	0.0146986811408084	0
PWY-5910|superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.990215928379304	3.17456361749313e-05	0.00437691016936456	0.00537541581515674	0
PWY-5913|partial TCA cycle (obligate autotrophs)	0.866802088150162	0.0029283321816768	0.085676115076809	0.0445934645913522	0
PWY-5918|superpathway of heme b biosynthesis from glutamate	0.724053784551786	0.234492236897026	0.0022145564647059	0.0392394220864824	0
PWY-5941|glycogen degradation II	0.804756132499768	0.0790642046469461	0.0196354155038416	0.0965442473494441	0
PWY-5973|cis-vaccenate biosynthesis	0.961310950668732	0.029981952593527	0.000845228898882383	0.00786186783885923	0
PWY-5981|CDP-diacylglycerol biosynthesis III	0.604755533159726	0.0179070140778552	0.332392689551786	0.0449447632106329	0
PWY-6121|5-aminoimidazole ribonucleotide biosynthesis I	0.919552173701949	0.0526870944983981	0.00422156116808191	0.0235391706315709	0
PWY-6122|5-aminoimidazole ribonucleotide biosynthesis II	0.737612787632278	0.225702115157726	0.0293407249840468	0.00734437222594885	0
PWY-6123|inosine-5-phosphate biosynthesis I	0.690164524855433	0.28569093953427	0.0143758010167887	0.00976873459350871	0
PWY-6124|inosine-5-phosphate biosynthesis II	0.719538746917393	0.253522115366378	0.0181330103111542	0.00880612740507573	0
PWY-6125|superpathway of guanosine nucleotides de novo biosynthesis II	0.750438372803151	0.232474540417457	0.00212684435045515	0.014960242428937	0
PWY-6126|superpathway of adenosine nucleotides de novo biosynthesis II	0.712358061724787	0.2612609524075	0.00317288699470284	0.0232080988730103	0
PWY-6143|CMP-pseudaminate biosynthesis	0.623903427668886	0.0734072062439694	0.00831305004709456	0.0480154761519355	0.246360839888114
PWY-6147|6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.942553739799772	0.00993954554318722	0.0309240192067046	0.0165826954503359	0
PWY-6151|S-adenosyl-L-methionine salvage I	0.884912927404286	0.0843539399623052	0.00810989741074675	0.0226232352226618	0
PWY-6163|chorismate biosynthesis from 3-dehydroquinate	0.575887311306782	0.367216300463282	0.00256354788200789	0.0543328403479284	0
PWY-621|sucrose degradation III (sucrose invertase)	0.909995804449166	0.0556331162996696	0.0093032091667495	0.0250678700844147	0
PWY-6270|isoprene biosynthesis I	0.910975492375988	0.067003317271547	0.00987935283307572	0.012141837519389	0
PWY-6277|superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.737612787632278	0.225702115157726	0.0293407249840468	0.00734437222594885	0
PWY-6292|superpathway of L-cysteine biosynthesis (mammalian)	0.635480315760452	0.0166459594489436	0.072453126755035	0.00283628345487418	0.272584314580695
PWY-6293|superpathway of L-cysteine biosynthesis (fungi)	0.903013078542206	0.000156968602816476	0.0869142845598169	0.00991566829516065	0
PWY-6305|superpathway of putrescine biosynthesis	0.909435667284777	0.00021201021500961	0.00234516529956602	0.00771164701079262	0.0802955101898543
PWY-6317|D-galactose degradation I (Leloir pathway)	0.875338837484699	0.0899652993395822	0.0336565962214291	0.00103926695428979	0
PWY-6353|purine nucleotides degradation II (aerobic)	0.710596508667011	0.152744276443939	0.0838562246513994	0.0528029902376502	0
PWY-6385|peptidoglycan biosynthesis III (mycobacteria)	0.908946151152888	0.0511399395630315	0.00459968507310563	0.0353142242109744	0
PWY-6386|UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.933792237240145	0.0312740170158517	0.00405633099859442	0.0308774147454087	0
PWY-6387|UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.782912794215032	0.161957525251581	0.0023061136340051	0.0528235668993824	0
PWY-6507|4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.835074067760697	0.00099218741548026	0.0647784460497275	0.0991552987740954	0
PWY-6527|stachyose degradation	0.902734798141359	0.0833383651668722	0.00716449560959874	0.00676234108217005	0
PWY-6545|pyrimidine deoxyribonucleotides de novo biosynthesis III	0.947550095464163	0.0332502935327247	0.0188887681616887	0.000310842841423565	0
PWY-6549|L-glutamine biosynthesis III	0.928955560148911	0.00534767862708745	0.0384746657012313	0.0272220955227705	0
PWY-6590|superpathway of Clostridium acetobutylicum acidogenic fermentation	0.925581206858151	0.0566355711327909	0.0109048921157943	0.0068783298932637	0
PWY-6595|superpathway of guanosine nucleotides degradation (plants)	0.762623301692354	0.0398836586324227	8.51094503518007e-06	0.0412484440673089	0.15623608466288
PWY-6606|guanosine nucleotides degradation II	0.89711291875185	0.012094830585693	0.0325243772867053	0.0582678733757512	0
PWY-6607|guanosine nucleotides degradation I	0.656302511093292	0.00467831235782365	0.000429912390144345	0.059909244961909	0.278680019196831
PWY-6608|guanosine nucleotides degradation III	0.878480738835081	0.00142137787391848	0.0403256471480739	0.0797722361429262	0
PWY-6609|adenine and adenosine salvage III	0.94100434977193	0.0399172005367824	0.00118226263073205	0.0178961870605559	0
PWY-6628|superpathway of L-phenylalanine biosynthesis	0.794435500698768	0.0466141618739709	0.142518991638328	0.016431345788933	0
PWY-6630|superpathway of L-tyrosine biosynthesis	0.763132732645392	0.0667793798416268	0.152906027086595	0.0171818604263864	0
PWY-6700|queuosine biosynthesis I (de novo)	0.744103440217122	0.232925118615155	0.0163746406231288	0.00659680054459396	0
PWY-6703|preQ0 biosynthesis	0.650693082227533	0.315702730118174	0.016402347350758	0.0172018403035358	0
PWY-6731|starch degradation III	0.87780501529333	0.0886557827552756	0.0224144944095556	0.0111247075418392	0
PWY-6749|CMP-legionaminate biosynthesis I	0.681085174833258	0.171230446236898	0.0155547797527814	0.132129599177062	0
PWY-6803|phosphatidylcholine acyl editing	0.786337891644263	0.0480759756886777	0.0051427360281046	0.0211332545709718	0.139310142067983
PWY-6823|molybdopterin biosynthesis	0.924131030437486	0.000315939303833946	0.00501037436850272	0.0432316229517061	0.0273110329384709
PWY-6834|spermidine biosynthesis III	0.789681334611562	0.0999983389929617	0.076061811100249	0.0342585152952272	0
PWY-6859|all-trans-farnesol biosynthesis	0.831647984298839	0.00104452434747192	0.0105890472375124	0.0347951170066331	0.121923327109543
PWY-6897|thiamine diphosphate salvage II	0.907608970178736	0.00485819459307584	0.0812569476084688	0.00627588761971974	0
PWY-6901|superpathway of glucose and xylose degradation	0.975890922771669	0.00752571989643492	0.00927563523527863	0.00730772209661787	0
PWY-6902|chitin degradation II (Vibrio)	0.946722281494982	0.0104466355674893	0.0354261298270682	0.00487597577219227	0.00252897733826816
PWY-6906|chitin derivatives degradation	0.87300133925848	0.0755972568178717	0.05133887743912	6.25264845289347e-05	0
PWY-6922|L-N&delta;-acetylornithine biosynthesis	0.979893154334001	0.000324221560331073	8.55305076938254e-05	0.0196970935979742	0
PWY-6936|seleno-amino acid biosynthesis (plants)	0.75567701723293	0.0213104867951701	0.134355400270625	0.0886570957012755	0
PWY-6969|TCA cycle V (2-oxoglutarate synthase)	0.804519963690043	0.151349268993641	0.0340901629693032	0.0100406043470123	0
PWY-702|L-methionine biosynthesis II	0.888557110504997	0.0761952827582325	0.0345325427115511	0.000715064025218992	0
PWY-7111|pyruvate fermentation to isobutanol (engineered)	0.715596643502766	0.0145315291747986	0.00455174424787477	0.265320083074561	0
PWY-7117|C4 photosynthetic carbon assimilation cycle, PEPCK type	0.74007528190287	0.0340303804938717	0.131356802852575	0.0301000248923805	0.0644375098583026
PWY-7184|pyrimidine deoxyribonucleotides de novo biosynthesis I	0.943837976088181	0.0325239548285904	0.0217888566628879	0.00184921242034046	0
PWY-7197|pyrimidine deoxyribonucleotide phosphorylation	0.663147698949762	0.283158836756577	0.0109536648639033	0.0427397994297581	0
PWY-7198|pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.948814597406083	0.0034025506167287	0.0282243446853761	0.0195585072918121	0
PWY-7199|pyrimidine deoxyribonucleosides salvage	0.985646098309286	0.000154618355638329	0.00259999959768295	0.0115992837373928	0
PWY-7208|superpathway of pyrimidine nucleobases salvage	0.702648616276561	0.20963442479297	0.00482125617483666	0.082895702755633	0
PWY-7210|pyrimidine deoxyribonucleotides biosynthesis from CTP	0.948311818988272	0.0260349543126571	0.0186406085092194	0.00701261818985149	0
PWY-7211|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.859665290936827	0.0131817042571592	0.080465935916479	0.0466870688895346	0
PWY-7220|adenosine deoxyribonucleotides de novo biosynthesis II	0.780244294121126	0.20754426070222	0.00210103701127305	0.0101104081653807	0
PWY-7221|guanosine ribonucleotides de novo biosynthesis	0.682930700078126	0.282181911927837	0.0199129028188274	0.0149744851752097	0
PWY-7222|guanosine deoxyribonucleotides de novo biosynthesis II	0.780244294121126	0.20754426070222	0.00210103701127305	0.0101104081653807	0
PWY-7228|superpathway of guanosine nucleotides de novo biosynthesis I	0.732839116456115	0.248318928463883	0.00302163819293875	0.0158203168870632	0
PWY-7229|superpathway of adenosine nucleotides de novo biosynthesis I	0.666426079290797	0.298191799164292	0.00591909786191194	0.0294630236829984	0
PWY-7234|inosine-5-phosphate biosynthesis III	0.82994494530298	0.160184079119835	0.00754431309494482	0.00232666248224053	0
PWY-7237|myo-, chiro- and scyllo-inositol degradation	0.340142678929056	0.533095423579007	0.0395375072977154	0.0872243901942214	0
PWY-7238|sucrose biosynthesis II	0.912191021651012	0.0601840324439951	0.0261451522873578	0.00147979361763535	0
PWY-7242|D-fructuronate degradation	0.858046804254633	0.00340274969450429	0.066400647376764	0.0721497986740984	0
PWY-724|superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.723529894120096	0.00380546817573133	0.00690885802603323	0.0267714049898322	0.238984374688307
PWY-7254|TCA cycle VII (acetate-producers)	0.925026521534926	0.0017180348852744	0.0727929078821315	0.000462535697668435	0
PWY-7282|4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.546262835750186	0.294242645031253	0.156582048525072	0.00291247069348924	0
PWY-7315|dTDP-N-acetylthomosamine biosynthesis	0.909230492241878	0.036416127095162	0.016529963409331	0.0378234172536293	0
PWY-7316|dTDP-N-acetylviosamine biosynthesis	0.838315818541616	0.0935185079586511	1.78357473330643e-05	0.0681478377523996	0
PWY-7323|superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.970498192007825	0.00544923480261972	0.0236444895633066	0.000408083626248301	0
PWY-7328|superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.899999213692568	0.075314151090352	0.00120250857724425	0.0234841266398358	0
PWY-7345|superpathway of anaerobic sucrose degradation	0.909107322429336	0.0569196088809116	0.00891385294512495	0.0250592157446271	0
PWY-7356|thiamine diphosphate salvage IV (yeast)	0.724280409269273	0.121580735837164	0.150028426786944	0.00411042810661896	0
PWY-7357|thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.860264974206459	0.0254173399670616	0.113523400712616	0.000794285113863294	0
PWY-7371|1,4-dihydroxy-6-naphthoate biosynthesis II	0.930506931493867	0.00789044715209537	0.00189998811991089	0.00021875165926508	0.0594838815748617
PWY-7383|anaerobic energy metabolism (invertebrates, cytosol)	0.706502022803972	0.0264168289119357	0.00676602302186924	0.0208195537901745	0.239495571472048
PWY-7392|taxadiene biosynthesis (engineered)	0.832529033087583	0.00102681988681165	0.0107746741672185	0.0349503590198333	0.120719113838553
PWY-7400|L-arginine biosynthesis IV (archaebacteria)	0.831172155751647	0.0178127015740934	0.133451191312753	2.97266124932886e-05	0.0175342247490134
PWY-7456|&beta;-(1,4)-mannan degradation	0.968781532182996	0.00694065300351271	0.0223835858091181	0.00189422900437223	7.20209205621844e-16
PWY-7560|methylerythritol phosphate pathway II	0.913631567321569	0.0664798510373915	0.0106307083822935	0.00925787325874656	0
PWY-7663|gondoate biosynthesis (anaerobic)	0.972959683811649	0.0198508670266694	0.000738461026111659	0.00645098813556966	0
PWY-7761|NAD salvage pathway II (PNC IV cycle)	0.725816974787156	0.00051539487715908	0.121860438881085	0.00034899355349474	0.151458197901105
PWY-7790|UMP biosynthesis II	0.653748539798941	0.303434497812511	0.00320679155294846	0.0396101708355997	0
PWY-7791|UMP biosynthesis III	0.653748539798941	0.303434497812511	0.00320679155294846	0.0396101708355997	0
PWY-7851|coenzyme A biosynthesis II (eukaryotic)	0.579727283335416	0.376832152897154	0.0153128697093341	0.0281276940580957	0
PWY-7883|anhydromuropeptides recycling II	0.81478660900338	0.182688055159773	0.00244953823874615	7.57975981008175e-05	0
PWY-7953|UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.93714386336075	0.0232071428831155	0.00913228887914413	0.0305167048769903	0
PWY-7977|L-methionine biosynthesis IV	0.784993535751724	0.175907848702709	0.00657038475842468	0.0325282307871416	0
PWY-7992|superpathway of menaquinol-8 biosynthesis III	0.970690715882256	0.00368233222734206	0.00039231651144967	4.63957065321648e-07	0.0252341714218867
PWY-8004|Entner-Doudoroff pathway I	0.925575854876638	0.0133263814770851	0.0498168148186614	0.011280948827616	0
PWY-801|homocysteine and cysteine interconversion	0.902748700780653	0.000161115905920637	0.0873659538869858	0.00972422942644084	0
PWY-8073|lipid IVA biosynthesis (P. putida)	0.983168623657802	0.00643994342925978	0.0102634513215014	0.00012798159143695	0
PWY-8131|5-deoxyadenosine degradation II	0.891878705428325	0.0511862872968717	0.0441191628790557	0.0128158443957476	0
PWY-8178|pentose phosphate pathway (non-oxidative branch) II	0.954778558004278	0.0331267089753416	0.00118188113734207	0.0109128518830384	0
PWY-8187|L-arginine degradation XIII (reductive Stickland reaction)	0.796896102036659	0.0120222805267065	0.0165427665151098	0.174538850921524	0
PWY-841|superpathway of purine nucleotides de novo biosynthesis I	0.648202828476869	0.296151349959015	0.00102255634827677	0.0546232652158389	0
PWY-922|mevalonate pathway I (eukaryotes and bacteria)	0.976648004517555	0.0135927768105875	0.00385447473065282	0.00590474394120505	0
PWY-I9|L-cysteine biosynthesis VI (from L-methionine)	0.949884197371543	0.0128875060777707	0.00651310842364239	0.000319523491226881	0.030395664635817
PWY0-1241|ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.797634130019304	0.000729026474080347	0.0735866725943059	0.0446354546492976	0.0834147162630119
PWY0-1261|anhydromuropeptides recycling I	0.935439183288303	0.0437533187530469	0.00324255707483312	0.0175649408838173	0
PWY0-1296|purine ribonucleosides degradation	0.946739598954654	0.0438679632872702	0.00782843310208693	0.00156400465598885	0
PWY0-1297|superpathway of purine deoxyribonucleosides degradation	0.72179443554357	0.0205638790725634	0.244425783606125	0.0132159017777424	0
PWY0-1298|superpathway of pyrimidine deoxyribonucleosides degradation	0.782318271648692	0.0907739945094942	0.103434350757855	0.0234733830839582	0
PWY0-1319|CDP-diacylglycerol biosynthesis II	0.738736464183862	0.19167737395716	0.000690160853776101	0.0688960010052014	0
PWY0-1477|ethanolamine utilization	0.620718896960338	0.00712191261855378	0.300466046973422	0.0716931434476858	0
PWY0-1479|tRNA processing	0.740948489771229	0.249446410602064	0.00298906765386028	0.00661603197284657	0
PWY0-1586|peptidoglycan maturation (meso-diaminopimelate containing)	0.890924489931816	0.0589190541522171	0.0471712830046953	0.00298517291127108	0
PWY0-162|superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.811147431231909	0.173176800542644	0.0110750032472808	0.00460076497816634	0
PWY0-166|superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.891088299057796	0.0304278625607578	0.0654133224900457	0.0130705158914001	0
