Residuals	weight_grams_scaled	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
GO:0003830|[MF] beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	0.929726367196871	0.0409060070878402	0.0022022702276705	0.0271653554876184	0
GO:0003839|[MF] gamma-glutamylcyclotransferase activity	0.913083714453268	0.0593539216221562	0.000353203242361763	0.0272091606822142	0
GO:0003840|[MF] gamma-glutamyltransferase activity	0.788905198734524	0.0803376235399783	0.0239665717090796	0.106790606016418	0
GO:0003841|[MF] 1-acylglycerol-3-phosphate O-acyltransferase activity	0.893954391351367	0.090087487576138	0.00423386672572413	0.0117242543467703	0
GO:0003842|[MF] 1-pyrroline-5-carboxylate dehydrogenase activity	0.907412923429756	0.00270375953129553	0.0505894491059666	0.000346816971643338	0.0389470509613379
GO:0003844|[MF] 1,4-alpha-glucan branching enzyme activity	0.93371625280468	0.00454089188684804	0.0305216868957072	0.0312211684127645	0
GO:0003847|[MF] 1-alkyl-2-acetylglycerophosphocholine esterase activity	0.972332197279483	0.0101289904164307	0.0112316492884355	0.00630716301565132	0
GO:0003848|[MF] 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	0.791106380796347	0.127055732434243	0.0576470952438385	0.00129550665729296	0.022895284868279
GO:0003849|[MF] 3-deoxy-7-phosphoheptulonate synthase activity	0.943105269340194	0.0519384065831647	0.00305078794285854	0.0019055361337822	0
GO:0003852|[MF] 2-isopropylmalate synthase activity	0.760607266455557	0.0931148740746105	0.0221455496102847	0.0469998240395901	0.0771324858199577
GO:0003855|[MF] 3-dehydroquinate dehydratase activity	0.936929140262451	0.028693744676199	0.027246142325878	0.0071309727354721	0
GO:0003856|[MF] 3-dehydroquinate synthase activity	0.807928174601167	0.107766854362349	0.00557503391793126	0.0787299371185527	0
GO:0003857|[MF] 3-hydroxyacyl-CoA dehydrogenase activity	0.723086540885872	0.119299031760547	0.0303022417328455	0.127312185620735	0
GO:0003861|[MF] 3-isopropylmalate dehydratase activity	0.844034350448641	0.127875007525828	0.000149861724848693	0.0279407803006821	0
GO:0003862|[MF] 3-isopropylmalate dehydrogenase activity	0.814688868967222	0.135858787069918	0.0179255653766043	0.0315267785862557	0
GO:0003863|[MF] 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	0.966455509504046	0.000138905879634236	0.00260614092634477	0.0307994436899752	0
GO:0003864|[MF] 3-methyl-2-oxobutanoate hydroxymethyltransferase activity	0.788519391091688	0.112300712018292	0.0882800651662332	0.0108998317237874	0
GO:0003865|[MF] 3-oxo-5-alpha-steroid 4-dehydrogenase activity	0.930600398666325	0.0640173326872229	0.00224628371468624	0.00313598493176624	0
GO:0003866|[MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity	0.842254333795023	0.12398538235745	0.0136327978546376	0.0201274859928896	0
GO:0003871|[MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	0.690930622798751	0.0137898713549539	0.184887651443371	0.0504602378290242	0.0599316165738993
GO:0003872|[MF] 6-phosphofructokinase activity	0.867661657608646	0.0539380814548467	0.0620975073528743	0.0163027535836333	0
GO:0003879|[MF] ATP phosphoribosyltransferase activity	0.814796315597561	0.107888138882025	0.0149165446826896	0.062399000837724	0
GO:0003883|[MF] CTP synthase activity	0.870258525158196	0.0806891417685938	0.0428090892673904	0.00624324380582004	0
GO:0003886|[MF] DNA (cytosine-5-)-methyltransferase activity	0.750716784523649	0.0733674772504511	0.110352239078562	0.0655634991473375	0
GO:0003887|[MF] DNA-directed DNA polymerase activity	0.842167814604146	0.135287540423458	0.00236311120268838	0.0201815337697083	0
GO:0003896|[MF] DNA primase activity	0.844036275983937	0.0982916489387673	0.0191758766538461	0.0384961984234499	0
GO:0003899|[MF] DNA-directed RNA polymerase activity	0.970209798647063	0.00908988197884963	0.0207003186903209	6.83766294445495e-10	0
GO:0003905|[MF] alkylbase DNA N-glycosylase activity	0.744895313372919	0.184373510275106	0.0217229655158837	0.0490082108360911	0
GO:0003906|[MF] DNA-(apurinic or apyrimidinic site) lyase activity	0.924324781034795	0.0431133200377196	0.0303775783444125	0.00218432058307269	0
GO:0003908|[MF] methylated-DNA-[protein]-cysteine S-methyltransferase activity	0.87946322186319	0.110478206339773	0.000444962211511697	0.00961360958552522	0
GO:0003911|[MF] DNA ligase (NAD+) activity	0.808479328505504	0.0587971095536132	0.0861855180158404	0.0465380439250424	0
GO:0003916|[MF] DNA topoisomerase activity	0.880152520973133	0.101496230679841	0.0182961605333615	5.50878136644448e-05	0
GO:0003917|[MF] DNA topoisomerase type I activity	0.796467550603656	0.0957743252085581	0.0259670455659422	0.0817910786218438	1.29318172226588e-16
GO:0003918|[MF] DNA topoisomerase type II (ATP-hydrolyzing) activity	0.862959035799753	0.0627202706958947	0.0385003633586276	0.0358195118435716	8.18302153300489e-07
GO:0003919|[MF] FMN adenylyltransferase activity	0.852247479263557	0.107319585936192	0.00770912478244793	0.032723810017803	0
GO:0003920|[MF] GMP reductase activity	0.95447112844442	0.000459770775664355	0.00331872276100098	0.0417503780189147	0
GO:0003922|[MF] GMP synthase (glutamine-hydrolyzing) activity	0.679097206611151	0.0314624139082241	0.0960807627033471	0.00172889884915206	0.191630717928125
GO:0003924|[MF] GTPase activity	0.882979471357902	0.0336832512572249	0.0797727004119793	0.0035645769728941	0
GO:0003934|[MF] GTP cyclohydrolase I activity	0.855049645809391	0.0893277343404026	0.044593602393557	0.011029017456649	0
GO:0003935|[MF] GTP cyclohydrolase II activity	0.935457661328783	0.0372887624376247	0.0254534891146978	0.00180008711889401	0
GO:0003937|[MF] IMP cyclohydrolase activity	0.854599007239803	0.112500715942227	0.0140906336312231	0.0188096431867469	0
GO:0003938|[MF] IMP dehydrogenase activity	0.848779167038371	0.106894748567656	0.0427136909459923	0.0016123934479806	0
GO:0003941|[MF] L-serine ammonia-lyase activity	0.899880880015371	0.0556281773218582	0.0429129680309297	0.0015779746318411	0
GO:0003942|[MF] N-acetyl-gamma-glutamyl-phosphate reductase activity	0.82835554015523	0.0802162191484686	0.0181606498853092	0.0732675908109916	0
GO:0003949|[MF] 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	0.846294197655629	0.0979173506523857	0.00286461965421711	0.0529238320377686	0
GO:0003950|[MF] NAD+ ADP-ribosyltransferase activity	0.722029754098066	0.0574218643660677	0.11359987370043	0.106948507835436	0
GO:0003951|[MF] NAD+ kinase activity	0.921281837811033	0.031548363619207	0.00895672428036036	0.0382130742893994	0
GO:0003952|[MF] NAD+ synthase (glutamine-hydrolyzing) activity	0.932046307419346	0.028994103093722	0.0220768130862813	0.0168827764006512	0
GO:0003954|[MF] NADH dehydrogenase activity	0.917989536065096	0.00448046689575841	0.0270298401115325	0.0112498866174821	0.0392502703101313
GO:0003961|[MF] O-acetylhomoserine aminocarboxypropyltransferase activity	0.840625158598805	0.0412780858944909	0.0640310530424312	0.0540657024642731	0
GO:0003962|[MF] cystathionine gamma-synthase activity	0.954426165798607	0.0242328822275031	0.00873543515764794	0.0126055168162423	0
GO:0003964|[MF] RNA-directed DNA polymerase activity	0.926385104141159	0.033850551409264	0.0230752540648189	0.0166890903847578	0
GO:0003968|[MF] RNA-directed RNA polymerase activity	0.906608926719207	0.038970281599005	0.0510928038547093	0.00332798782707884	0
GO:0003977|[MF] UDP-N-acetylglucosamine diphosphorylase activity	0.911137488123014	0.0830114684998573	0.00251028631637721	0.00334075706075138	0
GO:0003978|[MF] UDP-glucose 4-epimerase activity	0.700510020972217	0.168043797184539	0.0786382926389648	0.0528078892042788	0
GO:0003979|[MF] UDP-glucose 6-dehydrogenase activity	0.92346505651485	0.0340656043365729	0.0417089986912178	0.000760340457359445	0
GO:0003983|[MF] UTP:glucose-1-phosphate uridylyltransferase activity	0.682996019250305	0.117767043115431	0.0245247162245533	0.174712221409711	0
GO:0003984|[MF] acetolactate synthase activity	0.843249552570279	0.110151477610574	0.0102461907622941	0.0363527790568535	0
GO:0003989|[MF] acetyl-CoA carboxylase activity	0.899309608792861	0.0284966288612895	3.58753718856042e-05	0.0151714155096906	0.0569864714642731
GO:0003991|[MF] acetylglutamate kinase activity	0.802037197155089	0.103873017864656	0.0340330638673542	0.060056721112901	0
GO:0003992|[MF] N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	0.841235011839828	0.0823119023703104	0.0201481952255224	0.0563048905643392	0
GO:0003993|[MF] acid phosphatase activity	0.747498510738075	0.144956868084215	0.0867205445302032	0.0208240766475063	0
GO:0003994|[MF] aconitate hydratase activity	0.79572735945712	0.0523640053223763	0.0269761962450696	0.0808634867053472	0.0440689522700865
GO:0003995|[MF] acyl-CoA dehydrogenase activity	0.835322253382064	0.098910036140728	0.00537108053548843	0.0603966299417191	0
GO:0003998|[MF] acylphosphatase activity	0.899820752311725	0.0278772463536973	0.0701827553231639	0.00211924601141414	0
GO:0003999|[MF] adenine phosphoribosyltransferase activity	0.914466382119545	0.0678739475492896	4.41296583641161e-05	0.0176155406728013	0
GO:0004003|[MF] ATP-dependent DNA helicase activity	0.934540800721636	0.0219260708246994	0.0353590413972709	0.00817408705639398	0
GO:0004004|[MF] ATP-dependent RNA helicase activity	0.722959599899653	0.0942968921521056	0.111395865322325	0.071347642625917	0
GO:0004008|[MF] copper-exporting ATPase activity	0.901056650322254	0.0228506978628233	0.0400839598940919	0.000333892769173246	0.0356747991516576
GO:0004013|[MF] adenosylhomocysteinase activity	0.936108407641619	0.00686546307437139	0.054317609281886	0.00270852000212388	0
GO:0004014|[MF] adenosylmethionine decarboxylase activity	0.993855664151693	0.00436936798309505	0.00139319106166618	0.000381776803545451	0
GO:0004015|[MF] adenosylmethionine-8-amino-7-oxononanoate transaminase activity	0.790991044224155	0.0281836148896886	0.0305363140627288	0.000640297484907004	0.149648729338521
GO:0004017|[MF] adenylate kinase activity	0.869904773631194	0.0676211350847119	0.036495720434467	0.000801658479864248	0.0251767123697628
GO:0004018|[MF] N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	0.822693981596187	0.0687996089101569	0.0792597461018944	0.0292466633917618	0
GO:0004019|[MF] adenylosuccinate synthase activity	0.955458646164732	0.00114684738646619	0.0424046243567999	0.000989882092002345	0
GO:0004020|[MF] adenylylsulfate kinase activity	0.797436030820663	0.0468306761600641	0.0002643601503783	0.00308310037980154	0.152385832489093
GO:0004022|[MF] alcohol dehydrogenase (NAD) activity	0.945099894860947	0.016312965785445	0.0334855702812099	0.000278874621151175	0.0048226944512467
GO:0004026|[MF] alcohol O-acetyltransferase activity	0.824933880332169	0.144059656656368	0.0149626178337483	0.0160438451777147	0
GO:0004030|[MF] aldehyde dehydrogenase [NAD(P)+] activity	0.724674022534774	0.104936053687675	0.103764863883411	0.0666250598941402	0
GO:0004032|[MF] alditol:NADP+ 1-oxidoreductase activity	0.82302271508094	0.00539707885028986	0.00570782825587171	0.165872377812899	0
GO:0004034|[MF] aldose 1-epimerase activity	0.975915092253536	0.000103490509747779	0.0236673555015649	0.000314061735151168	0
GO:0004038|[MF] allantoinase activity	0.723826534921008	0.143561432874166	0.066072520401667	0.0665395118031584	0
GO:0004040|[MF] amidase activity	0.896975356363489	0.0670959973105731	0.00671163336654343	0.0292170129593947	0
GO:0004042|[MF] acetyl-CoA:L-glutamate N-acetyltransferase activity	0.799610627546522	0.107057281533298	0.0203882305247579	0.0729438603954226	0
GO:0004044|[MF] amidophosphoribosyltransferase activity	0.93104204945678	0.00854697326996272	0.017674264583301	0.0427367126899565	0
GO:0004045|[MF] aminoacyl-tRNA hydrolase activity	0.963173080957111	0.0169879245228524	0.0165303321092073	0.00179082071859135	0.00151784169223797
GO:0004047|[MF] aminomethyltransferase activity	0.972048077070546	0.0105939709999499	0.0117216149594931	0.00563633697001104	0
GO:0004048|[MF] anthranilate phosphoribosyltransferase activity	0.906701482694734	0.0586404510880438	0.0105543311863124	0.0241037350309099	0
GO:0004049|[MF] anthranilate synthase activity	0.85577314455782	0.00155344508748288	0.0117001021643995	1.44308349315174e-05	0.130958877355366
GO:0004053|[MF] arginase activity	0.731040686681697	0.205632741366917	0.00666779187061997	0.0566587800807662	0
GO:0004055|[MF] argininosuccinate synthase activity	0.74712049870238	0.102816871629166	0.0383465222278472	0.111716107440606	0
GO:0004056|[MF] argininosuccinate lyase activity	0.824418493202669	0.116074095939735	0.0146305364699015	0.044876874387695	0
GO:0004057|[MF] arginyltransferase activity	0.852948518500418	0.0158997585957318	0.130947946942813	0.00020377596103661	0
GO:0004061|[MF] arylformamidase activity	0.688499291957996	0.0637070120700747	0.11165245991621	0.13614123605572	0
GO:0004065|[MF] arylsulfatase activity	0.97036449932812	0.00397402429053037	0.0199679560283902	0.00569352035295992	0
GO:0004066|[MF] asparagine synthase (glutamine-hydrolyzing) activity	0.885555423590729	0.0904263220295115	0.00654214468363829	0.0174761096961213	0
GO:0004067|[MF] asparaginase activity	0.808195153730704	0.11394400126837	0.0684399882964872	0.00942085670443853	0
GO:0004068|[MF] aspartate 1-decarboxylase activity	0.745386752099391	0.0649019547656165	0.0913656294187295	0.0134645926119252	0.0848810711043381
GO:0004069|[MF] L-aspartate:2-oxoglutarate aminotransferase activity	0.977062901279106	0.0139678460510779	1.03002235418453e-05	0.00895895244627416	0
GO:0004070|[MF] aspartate carbamoyltransferase activity	0.727371708602134	0.073019456559885	0.0213320610394782	0.0323897725598911	0.145887001238612
GO:0004071|[MF] aspartate-ammonia ligase activity	0.884278315906075	0.0893162434253259	0.00433633967096809	0.0220691009976315	0
GO:0004072|[MF] aspartate kinase activity	0.914148171468718	0.0754723906173025	0.0103586478971302	2.07900168492134e-05	0
GO:0004073|[MF] aspartate-semialdehyde dehydrogenase activity	0.792126951422738	0.046161635512965	0.0195161811112444	0.107713764176831	0.0344814677762215
GO:0004075|[MF] biotin carboxylase activity	0.763569634699062	0.147047351302357	0.0292260273361449	0.0601569866624362	0
GO:0004076|[MF] biotin synthase activity	0.918293844406692	0.0615047241428934	0.0137186995880158	0.00648273186239868	0
GO:0004077|[MF] biotin-[acetyl-CoA-carboxylase] ligase activity	0.82193639133242	0.0841284498483298	0.053775446329826	0.040159712489424	0
GO:0004084|[MF] branched-chain-amino-acid transaminase activity	0.797198134650967	0.12730708461139	0.0303059832850667	0.0451887974525765	0
GO:0004085|[MF] butyryl-CoA dehydrogenase activity	0.883696524540337	0.0110874637317016	0.0634341165009115	0.0417818952270499	0
GO:0004088|[MF] carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	0.907667565756747	0.0308961057477927	0.0344987033429489	0.0269376251525118	0
GO:0004089|[MF] carbonate dehydratase activity	0.933259938037823	0.0217732548749468	0.00370569143311935	0.0199850069336271	0.0212761087204837
GO:0004096|[MF] catalase activity	0.742498848023609	0.0492603688878727	0.101685561355401	0.106555221733117	0
GO:0004106|[MF] chorismate mutase activity	0.869961824069327	0.0818465143261066	0.0136861635098415	0.034505498094725	0
GO:0004107|[MF] chorismate synthase activity	0.861656658622525	0.0160573388604989	0.106847015596586	0.0154389869203899	0
GO:0004109|[MF] coproporphyrinogen oxidase activity	0.911409877675103	0.0568984357723897	0.0163901122323725	0.0153015743201349	0
GO:0004113|[MF] 2,3-cyclic-nucleotide 3-phosphodiesterase activity	0.88699418181725	0.0362997989248832	0.0193589249791711	0.0573470942786952	0
GO:0004121|[MF] cystathionine beta-lyase activity	0.739028231735282	0.0464359843262279	0.127462905853545	0.0870728780849455	0
GO:0004124|[MF] cysteine synthase activity	0.833346220544563	0.118957701646118	0.0125799050941026	0.0351161727152171	0
GO:0004125|[MF] L-seryl-tRNASec selenium transferase activity	0.765498454056702	0.000843377832412151	0.104639926901011	3.28742484703354e-05	0.128985366961404
GO:0004126|[MF] cytidine deaminase activity	0.959392021382663	0.0188817371518207	0.010246013464577	0.0114802280009395	0
GO:0004127|[MF] cytidylate kinase activity	0.884187270754752	0.0536049460817831	0.0279263483368342	0.0342814348266306	0
GO:0004129|[MF] cytochrome-c oxidase activity	0.681131990914833	0.159169701478495	0.0730889145280051	0.0866093930786671	0
GO:0004130|[MF] cytochrome-c peroxidase activity	0.855107062939994	0.00101331668588832	0.0380311601670527	0.0209024602992149	0.0849459999078504
GO:0004132|[MF] dCMP deaminase activity	0.806157144699572	0.0319254334561166	0.054663929159195	0.107253492685117	0
GO:0004133|[MF] glycogen debranching enzyme activity	0.749284054791012	0.127400374959853	0.0103386407197206	0.112976929529414	0
GO:0004134|[MF] 4-alpha-glucanotransferase activity	0.963788531431656	0.0277812502495682	0.00631426333395623	0.00211595498481928	0
GO:0004135|[MF] amylo-alpha-1,6-glucosidase activity	0.943399046398273	0.0085867330807433	0.00916695411064229	0.0388472664103419	0
GO:0004136|[MF] deoxyadenosine kinase activity	0.888405334711088	4.22653964271241e-05	0.0125607014698096	0.0989916984226749	0
GO:0004138|[MF] deoxyguanosine kinase activity	0.879396775721228	0.0310637516869116	0.0561341649979249	0.0334053075939356	3.0585612260368e-17
GO:0004139|[MF] deoxyribose-phosphate aldolase activity	0.979966004876286	0.00242425586774793	0.00532620094446305	0.012283538311503	0
GO:0004140|[MF] dephospho-CoA kinase activity	0.879455879828316	0.0914872734256321	0.0222561213834292	0.0068007253626223	0
GO:0004141|[MF] dethiobiotin synthase activity	0.849147122486745	0.100371120892798	0.0266325293092986	0.0238492273111579	0
