Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K00111|glycerol-3-phosphate dehydrogenase [EC.1.1.5.3]	0.958704411524599	0.00117952420783105	0.0398095342766601	0.000306529990909553	0
K00116|malate dehydrogenase (quinone) [EC.1.1.5.4]	0.819982083987112	0.00501606142941676	0.0235518664392379	0.0856971495696169	0.0657528385746166
K00124|formate dehydrogenase iron-sulfur subunit	0.939595270779805	0.0356031251351658	0.00454222357532433	0.000115300063394204	0.020144080446311
K00127|formate dehydrogenase subunit gamma	0.9557853210549	0.0438982209071976	0.000230683416495763	8.57746214071058e-05	0
K00133|aspartate-semialdehyde dehydrogenase [EC.1.2.1.11]	0.940790805494155	0.0149322793398489	0.0398546142723121	0.0044223008936841	0
K00134|glyceraldehyde 3-phosphate dehydrogenase [EC.1.2.1.12]	0.978562798234187	0.0203244153737205	0.00107116874464599	4.16176474467163e-05	0
K00145|N-acetyl-gamma-glutamyl-phosphate reductase [EC.1.2.1.38]	0.919244432644669	0.000671719988587873	0.0798286420151789	0.000255205351564173	0
K00147|glutamate-5-semialdehyde dehydrogenase [EC.1.2.1.41]	0.919459036023455	0.0791687541273908	0.000236525612559888	0.00113568423659456	0
K00158|pyruvate oxidase [EC.1.2.3.3]	0.914819236666108	0.0447830128668477	0.0401914966295711	0.000206253837473175	0
K00172|pyruvate ferredoxin oxidoreductase gamma subunit [EC.1.2.7.1]	0.919129378725394	0.00148509826651367	0.0582727413176137	0.0211127816904788	0
K00174|2-oxoglutarate|2-oxoacid ferredoxin oxidoreductase subunit alpha [EC.1.2.7.3 1.2.7.11]	0.913170273651049	0.0177252863249995	0.0454251569942882	0.0236792830296635	0
K00175|2-oxoglutarate|2-oxoacid ferredoxin oxidoreductase subunit beta [EC.1.2.7.3 1.2.7.11]	0.669261119196417	0.00379103006496865	0.258201416175955	0.0687464345626589	0
K00198|carbon-monoxide dehydrogenase catalytic subunit [EC.1.2.7.4]	0.954820530910345	8.64635504102504e-06	0.0304913384128983	0.0146794843217155	2.55459179894831e-17
K00215|4-hydroxy-tetrahydrodipicolinate reductase [EC.1.17.1.8]	0.873593896204771	0.0116582071962423	0.0639640684825632	0.050783828116424	0
K00226|dihydroorotate dehydrogenase (fumarate) [EC.1.3.98.1]	0.934266814825962	0.0242700277727376	0.0380228226450054	0.00344033475629524	0
K00239|succinate dehydrogenase | fumarate reductase, flavoprotein subunit [EC.1.3.5.1 1.3.5.4]	0.764167424903563	0.0553601180376787	0.0523558927007169	0.128116564358041	0
K00241|succinate dehydrogenase | fumarate reductase, cytochrome b subunit	0.903552400471467	0.0189039015798181	0.042227237555485	0.0353164603932294	0
K00243|hypothetical protein	0.979291382407991	0.00583916059890785	0.00610713398811018	0.00546364966745687	0.00329867333753438
K00246|fumarate reductase subunit C	0.589994303638592	0.0101083470151195	0.13077284833284	0.00951498005655777	0.25960952095689
K00248|butyryl-CoA dehydrogenase [EC.1.3.8.1]	0.862082887719198	0.0461146482087985	0.0911667970964624	0.000635666975541302	0
K00257| [EC.1.3.99.-]	0.883696524540337	0.0634341165009115	0.0417818952270499	0.0110874637317016	0
K00259|alanine dehydrogenase [EC.1.4.1.1]	0.951463123063014	0.0322582473665546	0.0108275459844366	0.00545108358599533	0
K00262|glutamate dehydrogenase (NADP+) [EC.1.4.1.4]	0.907805666177605	0.0504777467900099	0.0198976812515493	0.0218189057808362	0
K00266|glutamate synthase (NADPH|NADH) small chain [EC.1.4.1.13 1.4.1.14]	0.974881880056236	0.00255812726797541	0.012861835092554	0.0096981575832347	0
K00278|L-aspartate oxidase [EC.1.4.3.16]	0.838833116349268	0.00713244024564979	0.024880957652119	0.112024100881576	0.0171293848713868
K00281|glycine dehydrogenase [EC.1.4.4.2]	0.931292910669267	0.0164340075547688	0.0248366593647633	0.0274364224112011	0
K00286|pyrroline-5-carboxylate reductase [EC.1.5.1.2]	0.830387396697503	0.0144103315668118	0.0426169848658262	0.00800649474962238	0.104578792120236
K00294|1-pyrroline-5-carboxylate dehydrogenase [EC.1.2.1.88]	0.713071850513243	0.0210108806110623	0.115206433947023	0.150710834928672	0
K00297|methylenetetrahydrofolate reductase (NADPH) [EC.1.5.1.20]	0.875687607326595	0.0647053303841399	0.0204405725049841	0.0391664897842815	0
K00330|NADH-quinone oxidoreductase subunit A [EC.1.6.5.3]	0.850369597219382	0.0174336810454798	0.00376393904797402	0.106270108011631	0.0221626746755326
K00331|NADH-quinone oxidoreductase subunit B [EC.1.6.5.3]	0.998108217049603	0.000771136142398353	0.00100695535700064	0.000113691450997901	0
K00332|NADH-quinone oxidoreductase subunit C [EC.1.6.5.3]	0.876711162523613	0.0803984795396646	0.0302214312118102	0.007453709487823	0.00521521723708871
K00333|NADH-quinone oxidoreductase subunit D [EC.1.6.5.3]	0.977163363880741	0.0168918482520292	0.000412278084467742	0.000260027646309146	0.00527248213645311
K00334|NADH-quinone oxidoreductase subunit E [EC.1.6.5.3]	0.889975131337333	0.0661712377071366	0.000486211093604119	0.00902583027615553	0.034341589585771
K00336|NADH-quinone oxidoreductase subunit G [EC.1.6.5.3]	0.832318398250866	0.0439548226582798	0.0592830719162555	0.0241688263748635	0.0402748807997357
K00337|NADH-quinone oxidoreductase subunit H [EC.1.6.5.3]	0.631592142938066	0.130520579871311	0.0644669040538776	0.0253415149109726	0.148078858225773
K00338|NADH-quinone oxidoreductase subunit I [EC.1.6.5.3]	0.786620259086398	0.0967798435251451	0.0209386644949796	0.0225327740833033	0.0731284588101745
K00339|NADH-quinone oxidoreductase subunit J [EC.1.6.5.3]	0.92759998433417	4.48681457409029e-05	0.00924365238698302	0.0376407946654763	0.0254707004676303
K00340|NADH-quinone oxidoreductase subunit K [EC.1.6.5.3]	0.972696487327518	0.0171458947867425	0.00987470792556546	0.000282909960174171	0
K00341|NADH-quinone oxidoreductase subunit L [EC.1.6.5.3]	0.704994123431793	0.0261633758708747	0.0533968991875792	0.0560921613941922	0.159353440115561
K00342|NADH-quinone oxidoreductase subunit M [EC.1.6.5.3]	0.737267805043308	0.117637486858818	0.0264908741315359	0.0220823682299798	0.0965214657363582
K00343|NADH-quinone oxidoreductase subunit N [EC.1.6.5.3]	0.941871606752001	0.0359267183072477	0.0014789531883774	0.020722721752374	0
K00346|Na+-transporting NADH:ubiquinone oxidoreductase subunit A	0.956779636243277	0.0108739049740579	0.00468470831247066	0.0276617504701945	0
K00347|Na+-transporting NADH:ubiquinone oxidoreductase subunit B	0.871824569058139	0.0595623288530811	0.0560049700886044	0.0126081320001754	0
K00348|Na+-transporting NADH:ubiquinone oxidoreductase subunit C	0.934573209173318	0.0417930452714173	8.03775212834877e-05	0.0235533680339809	0
K00350|Na+-transporting NADH:ubiquinone oxidoreductase subunit E	0.949591716012457	0.012444883516924	0.012991203570573	0.0249721969000456	0
K00351|Na+-transporting NADH:ubiquinone oxidoreductase subunit F	0.895038914803049	0.0549559035372725	0.0459544343826153	0.00405074727706351	0
K00364|GMP reductase [EC.1.7.1.7]	0.903699500991436	0.0200228354255884	0.071399885678145	0.00487777790483056	0
K00373|nitrate reductase delta subunit	0.921941654260605	0.0382706678037463	0.0147114360090877	0.0250762419265608	0
K00382|dihydrolipoamide dehydrogenase [EC.1.8.1.4]	0.982632402517336	0.00672557919314762	9.04730851043666e-06	0.0106329709810059	0
K00383|glutathione reductase (NADPH) [EC.1.8.1.7]	0.888385451120121	0.0554029139883281	0.0524645637845501	0.00374707110700048	0
K00384|thioredoxin reductase (NADPH) [EC.1.8.1.9]	0.960226572787008	0.0001450853599173	0.0353162001194437	0.00431214173363067	0
K00425|cytochrome d ubiquinol oxidase subunit I [EC.1.10.3.14]	0.867100431480919	0.00490380500986629	0.110045883526457	0.0179498799827576	0
K00426|cytochrome d ubiquinol oxidase subunit II [EC.1.10.3.14]	0.844595998760553	0.00217250551314855	0.00760717306812614	0.0363600873917994	0.109264235266373
K00428|cytochrome c peroxidase	0.855107062939994	0.0380311601670527	0.0209024602992149	0.00101331668588832	0.0849459999078504
K00525|ribonucleoside-diphosphate reductase alpha chain [EC.1.17.4.1]	0.94867009931729	0.0186855355509713	0.0214461595835624	0.0111982055481758	0
K00527|ribonucleoside-triphosphate reductase [EC.1.17.4.2]	0.94210963942233	0.0492443944460819	0.00756416601943684	0.00108180011215073	0
K00548|5-methyltetrahydrofolate--homocysteine methyltransferase [EC.2.1.1.13]	0.855989818086155	0.04634551355518	0.0104397907348861	0.0872248776237789	0
K00549|5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC.2.1.1.14]	0.78605789327582	0.0914280582781295	0.0281782343260896	0.00490719983271001	0.089428614287251
K00554|tRNA (guanine-N1-)-methyltransferase	0.879103104606976	0.00575693802987722	0.0468789430019706	0.0682610143611767	0
K00556|tRNA (guanosine-2-O-)-methyltransferase	0.971504528646656	0.000652720828752937	0.0254836140410558	0.00235913648353527	0
K00557|tRNA (uracil-5-)-methyltransferase	0.795812942734791	0.00983914089609328	0.00378537118439277	0.0464277603585318	0.144134784826192
K00558|DNA (cytosine-5)-methyltransferase 1 [EC.2.1.1.37]	0.91281383406404	0.0533398479452502	0.0158014150585058	0.0180449029322044	0
K00560|thymidylate synthase [EC.2.1.1.45]	0.910780773051962	0.061010093295416	0.0183934245184425	0.00981570913417916	0
K00564|ribosomal RNA small subunit methyltransferase C	0.849743470366988	0.0543061317926697	0.0565439374344842	0.039406460405858	0
K00566|tRNA-specific 2-thiouridylase [EC.2.8.1.-]	0.735793414193558	0.0675626627782904	0.190982274583433	0.00566164844471879	0
K00567|methylated-DNA-[protein]-cysteine S-methyltransferase	0.901029622425168	0.0680463113255837	0.0180602487521752	0.0128638174970736	0
K00571|site-specific DNA-methyltransferase (adenine-specific)	0.679479047720677	0.042013456952656	0.046914811561232	0.0844971541462985	0.147095529619137
K00574|cyclopropane-fatty-acyl-phospholipid synthase	0.895061496553162	2.68496788354189e-05	0.100767057552488	0.00414459621551456	0
K00575|chemotaxis protein methyltransferase CheR [EC.2.1.1.80]	0.73115092209653	0.0531736452676145	0.0428192396584359	0.022987609174062	0.149868583803358
K00600|glycine hydroxymethyltransferase [EC.2.1.2.1]	0.860244820496366	0.0628986050248519	0.0767038247515476	0.000152749727234194	0
K00602|phosphoribosylaminoimidazolecarboxamide formyltransferase | IMP cyclohydrolase [EC.2.1.2.3 3.5.4.10]	0.964662000066032	0.000333139490220579	0.0336690737291585	0.0013357867145886	0
K00604|methionyl-tRNA formyltransferase [EC.2.1.2.9]	0.958968164581534	0.0215371635023709	0.0139490527550805	0.00554561916101434	0
K00605|aminomethyltransferase [EC.2.1.2.10]	0.996773463636066	0.00188910918792982	0.00112737151307039	0.000210055662933623	0
K00606|3-methyl-2-oxobutanoate hydroxymethyltransferase [EC.2.1.2.11]	0.965922338019539	0.0185647479849188	0.000717180913602259	0.0147957330819397	0
K00609|aspartate carbamoyltransferase catalytic subunit [EC.2.1.3.2]	0.874421549389751	0.0622760537946377	0.00547975468479689	0.0119337382706157	0.0458889038601986
K00610|aspartate carbamoyltransferase regulatory subunit	0.708468827166889	0.245287982828005	0.00979452483695525	0.00524535347442981	0.0312033116937206
K00611|ornithine carbamoyltransferase [EC.2.1.3.3]	0.946720455963377	0.0186545966005306	0.00115584539351444	0.0334691020425777	0
K00615|transketolase [EC.2.2.1.1]	0.643052105231405	0.273274324482649	0.000184954794215864	0.0610307164732381	0.022457899018492
K00616|transaldolase [EC.2.2.1.2]	0.951911230634155	0.029160968926156	8.92114630713774e-05	0.0188385889766173	0
K00620|glutamate N-acetyltransferase | amino-acid N-acetyltransferase [EC.2.3.1.35 2.3.1.1]	0.909914629869922	0.0738672267120469	0.00120282608932489	0.00466177644917069	0.0103535408795354
K00625|phosphate acetyltransferase [EC.2.3.1.8]	0.785505393093998	0.0390615426652079	0.049612678156603	0.0809280278900247	0.0448923581941667
K00634|phosphate butyryltransferase [EC.2.3.1.19]	0.910780648459703	0.0215662868528062	0.00780843345698328	0.0598446312305074	0
K00640|serine O-acetyltransferase [EC.2.3.1.30]	0.873816974824686	0.0187179628542096	0.0044202726003408	0.0017739800749598	0.101270809645804
K00645|[acyl-carrier-protein] S-malonyltransferase [EC.2.3.1.39]	0.901598319351057	0.0639525168985301	0.0301833981265217	0.00426576562389072	0
K00648|3-oxoacyl-[acyl-carrier-protein] synthase III [EC.2.3.1.180]	0.927022616245594	0.0375692943509033	0.00637974021644764	0.000362790882215776	0.028665558304839
K00651|homoserine O-succinyltransferase [EC.2.3.1.46]	0.972959822732002	0.00196127641436437	0.0197070260622537	0.00537187479137975	0
K00652|8-amino-7-oxononanoate synthase [EC.2.3.1.47]	0.723267614032147	0.000713959203966649	0.0749127978870458	0.0304350531745937	0.170670575702246
K00655|1-acyl-sn-glycerol-3-phosphate acyltransferase [EC.2.3.1.51]	0.937844078080255	0.0584841821870996	0.00336176133157339	0.000309978401071621	0
K00662|aminoglycoside N3-acetyltransferase	0.902221571811891	0.00312495502461889	0.0939716057440956	0.000681867419394638	0
K00674|2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC.2.3.1.117]	0.916620589292278	0.00112309550925157	0.0257825625079147	0.0564737526905558	0
K00677|UDP-N-acetylglucosamine acyltransferase [EC.2.3.1.129]	0.978569289832546	0.00300288734279563	0.00055678884035358	0.0178710339843051	0
K00685|arginine-tRNA-protein transferase	0.852948518500418	0.130947946942813	0.00020377596103661	0.0158997585957318	0
K00691|maltose phosphorylase [EC.2.4.1.8]	0.964779354804912	6.12327221239604e-05	0.00936271294583147	0.0257966995271325	0
K00700|1,4-alpha-glucan branching enzyme [EC.2.4.1.18]	0.918629820387995	0.00731795527601578	0.042722359464211	0.031329864871778	0
K00703|starch synthase [EC.2.4.1.21]	0.867069592958169	0.0855135506993244	0.013520226443702	0.0338966298988045	0
K00748|lipid-A-disaccharide synthase [EC.2.4.1.182]	0.789924559328686	0.0285839999581885	0.023196229983156	0.0585564268025464	0.0997387839274235
K00757|uridine phosphorylase [EC.2.4.2.3]	0.920311397916223	0.00880946107236757	0.00652244457288658	0.0643566964385224	0
K00759|adenine phosphoribosyltransferase [EC.2.4.2.7]	0.589451324880434	0.0539576992413868	0.0755629567683324	0.101144553837757	0.17988346527209
K00760|hypoxanthine phosphoribosyltransferase [EC.2.4.2.8]	0.911869346703424	0.000559302902769189	0.0486910289555631	0.038880321438244	0
K00761|uracil phosphoribosyltransferase [EC.2.4.2.9]	0.893108887059254	0.0121523258021655	0.0937753813070766	0.000963405831504195	0
K00762|orotate phosphoribosyltransferase [EC.2.4.2.10]	0.873043960444212	0.000368879046360195	0.0725047041915194	0.00192308393739072	0.0521593723805182
K00763|nicotinate phosphoribosyltransferase [EC.6.3.4.21]	0.960615667941235	0.0277146944783208	0.00482407210417154	0.00684556547627304	0
K00764|amidophosphoribosyltransferase [EC.2.4.2.14]	0.872339177756401	0.031657060737503	0.0174443868283432	0.0785593746777528	0
K00765|ATP phosphoribosyltransferase [EC.2.4.2.17]	0.880955100813032	0.0319562314183927	0.0454474310559126	0.0416412367126631	0
K00766|anthranilate phosphoribosyltransferase [EC.2.4.2.18]	0.944403787781027	0.0101222740824607	0.0146132017338218	0.0308607364026909	0
K00767|nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC.2.4.2.19]	0.907424144497247	0.00779951959041171	0.0165285656847319	0.000765785022954391	0.0674819852046554
K00768|nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC.2.4.2.21]	0.98557584921803	0.00390400419705786	0.0103206681560202	0.000199478428892371	0
K00773|queuine tRNA-ribosyltransferase	0.872507053193118	0.0726280162340612	0.000426700172214723	0.0345870456052737	0.0198511847953321
K00782|hypothetical protein	0.778075909269648	0.0442619503902756	0.000329905605909733	0.000348687935995578	0.176983546798171
K00783|hypothetical protein	0.79370305671344	0.16931200072491	0.036870675607679	0.000114266953970898	0
K00784|ribonuclease Z [EC.3.1.26.11]	0.837789041557362	0.0369323200057516	0.029992119081394	0.0526287726579248	0.0426577466975672
K00788|thiamine-phosphate pyrophosphorylase [EC.2.5.1.3]	0.726595602580774	0.0852274767503814	0.0116153119294216	0.0625649205472771	0.113996688192146
K00789|S-adenosylmethionine synthetase [EC.2.5.1.6]	0.965013073287521	0.0111589849287083	0.0224123592478587	0.00141558253591181	0
K00790|UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC.2.5.1.7]	0.832983071790212	0.0914269015827388	0.0707657903845029	0.00482423624254632	0
K00791|tRNA dimethylallyltransferase [EC.2.5.1.75]	0.943171316786248	0.00405747883858483	0.0521997059239509	0.000571498451216116	0
K00793|riboflavin synthase [EC.2.5.1.9]	0.845788014959317	0.0884135701972171	0.000333081499003404	0.0250985502735727	0.0403667830708893
K00794|6,7-dimethyl-8-ribityllumazine synthase [EC.2.5.1.78]	0.793936916709837	0.0238074235968716	0.0116452864322421	0.0723044376411072	0.0983059356199416
K00795|farnesyl diphosphate synthase [EC.2.5.1.1 2.5.1.10]	0.870572670405196	0.048615333748181	0.0101889982822992	0.013781021744631	0.0568419758196927
K00796|dihydropteroate synthase [EC.2.5.1.15]	0.942092734946592	0.0098959316031592	0.00257159642820069	0.0454397370220478	0
K00798|cob(I)alamin adenosyltransferase [EC.2.5.1.17]	0.985717492061122	0.000112103848197323	0.00405456762739441	0.0101158364632861	0
K00800|3-phosphoshikimate 1-carboxyvinyltransferase [EC.2.5.1.19]	0.875399095912683	0.0241736610993596	0.0228398298753485	0.00149417306873529	0.076093240043874
K00806|undecaprenyl diphosphate synthase [EC.2.5.1.31]	0.647986381603138	0.210215327539287	0.0402319342649211	0.101566356592654	0
K00812|aspartate aminotransferase [EC.2.6.1.1]	0.822615693868937	0.0106790506687866	0.016152292640872	0.0725912964453326	0.077961666376072
K00817|histidinol-phosphate aminotransferase [EC.2.6.1.9]	0.713934871895444	0.00875844157542853	0.0144099323934219	0.0800406543117906	0.182856099823915
K00820|glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC.2.6.1.16]	0.956714744398245	0.00422395807074501	0.00953114931493454	0.0295301482160753	0
K00826|branched-chain amino acid aminotransferase [EC.2.6.1.42]	0.599282733356887	0.114379407334299	0.0175966035830886	0.117624399582289	0.151116856143436
K00831|phosphoserine aminotransferase [EC.2.6.1.52]	0.703584454142761	0.00346577467206151	0.060311267558309	0.0500414718726641	0.182597031754205
K00833|adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC.2.6.1.62]	0.861587007064536	0.0562095924099765	0.0181553058918345	0.0087887716992658	0.0552593229343876
K00845|glucokinase [EC.2.7.1.2]	0.9346857970604	0.0131231634578345	5.64770859976243e-06	0.0521853917731663	0
K00848|rhamnulokinase [EC.2.7.1.5]	0.928506862488883	0.0281084932650845	0.0381153556605824	0.00526928858544979	0
K00849|galactokinase [EC.2.7.1.6]	0.710914496497988	0.0615605946583647	0.225816382477377	0.0017085263662704	0
K00850|6-phosphofructokinase 1 [EC.2.7.1.11]	0.974155809552569	0.0257969549408949	1.43636458063989e-05	3.28718607292689e-05	0
K00853|L-ribulokinase [EC.2.7.1.16]	0.984553286691278	0.00970025341748428	0.00148604833150069	0.00426041155973716	0
K00854|xylulokinase [EC.2.7.1.17]	0.93730585675314	0.00382011582432091	0.00625495700317823	0.0526190704193611	0
K00857|thymidine kinase [EC.2.7.1.21]	0.822146037431442	0.0031653946768678	0.113703352221058	0.0609852156706323	0
K00858|NAD+ kinase [EC.2.7.1.23]	0.804075413875456	0.140711197100231	0.0275542408621475	0.0276591481621651	0
K00859|dephospho-CoA kinase [EC.2.7.1.24]	0.802115381331721	0.183137062404793	0.00122846826503616	0.01351908799845	0
K00860|adenylylsulfate kinase [EC.2.7.1.25]	0.663916434997674	0.0650230269823134	0.105129300609883	0.0396711924317342	0.126260044978396
K00864|glycerol kinase [EC.2.7.1.30]	0.789734420421164	0.0175937545130434	0.0233356215029775	0.169336203562815	0
K00865|glycerate 2-kinase [EC.2.7.1.165]	0.853084128819336	0.0419678866414354	0.0975712074853657	0.0073767770538628	0
K00867|type I pantothenate kinase [EC.2.7.1.33]	0.905292921064981	0.00726525929882539	0.0700426075902096	0.00136084152165538	0.016038370524329
K00868|pyridoxine kinase [EC.2.7.1.35]	0.867737267905411	0.0186578731150708	0.0771835435435749	0.0364213154359433	0
K00869|mevalonate kinase [EC.2.7.1.36]	0.843632919183799	0.0670371461953294	0.0889187904153677	0.00041114420550386	0
K00872|homoserine kinase [EC.2.7.1.39]	0.692264197493102	0.0474848798536019	0.0796989853359671	0.00541456293210989	0.175137374385219
K00873|pyruvate kinase [EC.2.7.1.40]	0.909830562963111	0.00349287277516036	0.0753169487556673	0.011359615506061	0
K00874|2-dehydro-3-deoxygluconokinase [EC.2.7.1.45]	0.907308131922957	0.0695357135594962	0.0197456419285174	0.00341051258902933	0
K00876|uridine kinase [EC.2.7.1.48]	0.858959321292374	0.00108100867495069	0.13434848919478	0.00561118083789558	0
K00878|hydroxyethylthiazole kinase [EC.2.7.1.50]	0.850209265603378	0.14748568500827	0.00019023755105583	0.00211481183729587	0
K00882|1-phosphofructokinase [EC.2.7.1.56]	0.905456418404869	0.00615073155272017	0.0879542494810882	0.000438600561322458	0
K00891|shikimate kinase [EC.2.7.1.71]	0.98210389644651	0.00715963064360216	0.0104288954997704	0.000307577410117868	0
K00895|pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC.2.7.1.90]	0.890550150543948	0.0222630496729398	0.00753375933592253	0.0796530404471891	0
K00897|aminoglycoside 3-phosphotransferase	0.90219670989606	0.064954930276105	0.0222862282517524	0.0105621315760828	0
K00912|tetraacyldisaccharide 4-kinase [EC.2.7.1.130]	0.94182967981486	0.00731434194986722	0.0318197740375972	0.019036204197676	0
K00919|4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC.2.7.1.148]	0.979380778412085	5.15728573494558e-05	0.0195158295180975	0.00105181921246766	0
K00925|acetate kinase [EC.2.7.2.1]	0.951973778529825	0.0339116490555805	0.0106330403635613	0.00348153205103339	0
K00926|carbamate kinase [EC.2.7.2.2]	0.977993596273039	0.0115235999053412	0.00826270848349054	0.00222009533812929	0
K00927|phosphoglycerate kinase [EC.2.7.2.3]	0.90676067990618	0.060989089607967	0.024969756833449	0.00728047365240354	0
K00928|aspartate kinase [EC.2.7.2.4]	0.913667503937918	0.00420885780355382	0.0814517497017807	0.000671888556747954	0
K00929|butyrate kinase [EC.2.7.2.7]	0.948878926322362	0.00818748591497846	0.0100214212447947	0.0329121665178649	0
K00930|acetylglutamate kinase [EC.2.7.2.8]	0.917443811896055	0.00375986812644216	1.5868943997254e-06	0.00189911004144832	0.0768956230416551
K00931|glutamate 5-kinase [EC.2.7.2.11]	0.704864058932752	0.0668047350352396	0.0156547420392415	0.105585270333979	0.107091193658788
K00939|adenylate kinase [EC.2.7.4.3]	0.825718650393975	0.0598009791766407	0.113790598052743	0.000689772376641191	0
K00940|nucleoside-diphosphate kinase [EC.2.7.4.6]	0.945006813135552	0.0382306322175292	0.0166456375241289	0.000116917122789557	0
K00941|hydroxymethylpyrimidine|phosphomethylpyrimidine kinase [EC.2.7.1.49 2.7.4.7]	0.787763295237457	0.0316123286233094	0.0570456394443572	0.0225401020089869	0.101038634685889
K00942|guanylate kinase [EC.2.7.4.8]	0.92601780257786	0.0165746410946016	0.00789850098377373	0.0495090553437647	0
K00943|dTMP kinase [EC.2.7.4.9]	0.786762761041286	0.0984066960260264	0.0154259557176247	0.0994045872150625	0
K00945|cytidylate kinase [EC.2.7.4.14]	0.98906616683451	0.0013975341908618	0.00109784545594703	0.00843845351868157	0
K00946|thiamine-monophosphate kinase [EC.2.7.4.16]	0.937051681091103	0.0102293965492227	0.0109685101838032	0.0417504121758714	0
K00948|ribose-phosphate pyrophosphokinase [EC.2.7.6.1]	0.880546789174997	6.14590683354003e-05	0.00693461650900135	0.0156393844140663	0.0968177508335997
