Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN|(expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]	0.732330789517842	0.166495080816848	0.00927372425766298	0.0741905152078386	0.0177098901998079
2-OXOBUTYRATE-SYNTHASE-RXN|(expasy) 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) [1.2.7.7]	0.620357370253293	0.216671369679789	0.159993015266845	0.00297824480007239	0
2-OXOGLUTARATE-SYNTHASE-RXN|(expasy) 2-oxoglutarate synthase [1.2.7.3]	0.87652942903574	0.0385361126271908	0.0209154938879985	0.0129682679330282	0.0510506965160426
2.1.1.130-RXN|(expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130]	0.89603222601744	0.000252900426998419	0.0703714624870058	0.0333434110685562	0
2.1.1.131-RXN|(expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131]	0.782660977988412	0.00755160068056377	0.00457006760757307	0.0749437639216528	0.130273589801798
2.1.1.132-RXN|(expasy) Precorrin-6B C(5,15)-methyltransferase (decarboxylating) [2.1.1.132]	0.875903929794002	0.101268079485031	0.000294213936775808	0.0225337767841911	0
2.1.1.133-RXN|(expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]	0.865395885602907	0.101844927514311	0.0157929399110577	0.0169662469717241	0
2.1.1.34-RXN|(expasy) tRNA (guanosine(18)-2-O)-methyltransferase [2.1.1.34]	0.896514866977918	0.0480086104299277	0.0295878474335624	0.0258886751585921	0
2.1.1.63-RXN|(expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]	0.898650893267522	0.0818731213061816	0.00062111013051201	0.0116208039184766	0.00723407137730739
2.1.1.64-RXN|(expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	0.745679050571403	0.0686855654609323	0.0606083860788308	0.107605263026026	0.0174217348628078
2.1.1.72-RXN|(expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]	0.822202334718449	0.0879696050880926	0.0105531581703163	0.0792749020231417	0
2.1.1.74-RXN|(expasy) (NAD(P)H-oxidizing) [2.1.1.74]	0.816332885774148	0.071867785934734	0.0426664188180798	0.0506276137484373	0.0185052957246008
2.1.1.77-RXN|(expasy) Protein-L-isoaspartate(D-aspartate) O-methyltransferase [2.1.1.77]	0.839583185426136	0.121467763822045	0.0389449382117607	4.11254005826576e-06	0
2.1.1.79-RXN|(expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]	0.891842141310573	3.94331782047269e-05	0.0857948189004555	0.0223236066107671	0
2.1.3.1-RXN|(expasy) Methylmalonyl-CoA carboxytransferase [2.1.3.1]	0.917968678948107	0.0470191526990817	0.0294109741916396	0.00560119416117183	0
2.1.3.9-RXN|(expasy) N-acetylornithine carbamoyltransferase [2.1.3.9]	0.860555868063861	0.133901097351559	0.00422585527948561	0.00131717930509444	0
2.3.1.128-RXN|(expasy) [Ribosomal protein S18]-alanine N-acetyltransferase [2.3.1.266]	0.772411788209442	0.0704955713418815	0.0438082750341787	0.113284365414497	0
2.3.1.157-RXN|(expasy) Glucosamine-1-phosphate N-acetyltransferase [2.3.1.157]	0.968891375351963	0.00278737489776577	1.46985043612339e-05	0.0283065512459097	0
2.3.1.179-RXN|(expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	0.668241866236593	0.314765672010441	0.00174731162549226	0.015245150127474	0
2.3.1.180-RXN|(expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]	0.814895692924255	0.171836702155135	0.01256961753792	0.000697987382689968	0
2.3.1.89-RXN|(expasy) Tetrahydrodipicolinate N-acetyltransferase [2.3.1.89]	0.851194897155578	0.0499472238754125	0.0900430091782544	0.00881486979075535	0
2.4.1.129-RXN|(expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	0.958173073044251	0.0410866887031272	5.45558798405887e-05	0.000685682372780729	0
2.4.1.211-RXN|(expasy) 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [2.4.1.211]	0.768770547921092	0.13131462397939	0.0740608458155651	0.000900823457109309	0.0249531588268435
2.4.1.212-RXN|(expasy) Hyaluronan synthase [2.4.1.212]	0.84553376055186	0.064354595141728	0.00596576732376659	0.00287377348577401	0.0812721034968718
2.4.1.230-RXN|(expasy) Kojibiose phosphorylase [2.4.1.230]	0.958035365854665	0.0237857644984452	0.0152450639825715	0.00293380566431816	0
2.4.1.54-RXN|(expasy) Undecaprenyl-phosphate mannosyltransferase [2.4.1.54]	0.832630313679583	0.00169274949480091	0.160043307909152	0.00563362891646481	0
2.5.1.19-RXN|(expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]	0.729532950488758	0.221962355924499	0.00609221449191837	0.0424124790948247	0
2.5.1.64-RXN|(expasy) synthase [2.2.1.9]	0.810867038237617	0.162465942929687	0.0255101328625044	0.0011568859701915	0
2.6.1.33-RXN|(expasy) dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [2.6.1.33]	0.822007254168277	0.0797074720251001	0.000396351429980307	0.0978889223766427	0
2.6.1.37-RXN|(metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]	0.979286243349052	0.0100891210195384	0.000782032816195922	0.00984260281521364	0
2.7.1.148-RXN|(expasy) 4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]	0.764978869646715	0.182827043499895	0.000106892698558358	0.012129168150485	0.0399580260043473
2.7.1.156-RXN|(expasy) Adenosylcobinamide kinase [2.7.1.156]	0.887597983441693	0.00319295513969603	0.0254067634087091	0.0248769602586349	0.0589253377512668
2.7.1.90-RXN|(expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]	0.780059767555952	0.21285214449432	0.000139066307519526	0.00694902164220929	0
2.7.13.3-RXN|(expasy) Histidine kinase [2.7.13.3]	0.834789685075745	0.120571979225104	0.0410309756797333	0.00360736001941848	0
2.7.3.9-RXN|(expasy) Phosphoenolpyruvate--protein phosphotransferase [2.7.3.9]	0.848562088734292	0.0998138075225203	0.0476576657744264	0.00396643796876129	0
2.7.7.13-RXN|(expasy) Mannose-1-phosphate guanylyltransferase [2.7.7.13]	0.944349295639325	0.0265448267357303	0.00935117802117331	0.0197546996037717	0
2.7.7.33-RXN|(expasy) Glucose-1-phosphate cytidylyltransferase [2.7.7.33]	0.855468062429582	0.0203890963377399	0.0731341046889953	0.001567948924608	0.0494407876190751
2.7.7.39-RXN|(expasy) Glycerol-3-phosphate cytidylyltransferase [2.7.7.39]	0.698121302114781	0.227188747800988	0.00741042624428532	0.0672795238399461	0
2.7.7.40-RXN|(expasy) D-ribitol-5-phosphate cytidylyltransferase [2.7.7.40]	0.934901210831118	0.0241501263537959	0.010827637788522	0.0301210250265638	0
2.7.7.60-RXN|(expasy) 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [2.7.7.60]	0.553674936942095	0.269612518765531	0.000110043648680871	0.176602500643693	0
2.7.7.8-RXN|(expasy) Polyribonucleotide nucleotidyltransferase [2.7.7.8]	0.630197552357362	0.326036073199391	0.000320231146945819	0.0434461432963014	0
2.7.8.25-RXN|(expasy) Triphosphoribosyl-dephospho-CoA synthase [2.4.2.52]	0.55916060719004	0.207384318725864	0.0359254857916195	0.00853669753145822	0.188992890761018
2.7.8.6-RXN|(expasy) Undecaprenyl-phosphate galactose phosphotransferase [2.7.8.6]	0.893608128515479	0.0168908223305771	0.00472248266318619	0.084778566490758	0
2.7.9.3-RXN|(expasy) Selenide, water dikinase [2.7.9.3]	0.756170649579678	0.0412964016464741	0.136988599505713	0.0655443492681349	0
2.8.1.6-RXN|(expasy) Biotin synthase [2.8.1.6]	0.716357885374302	0.271440408133488	0.0121611655327019	4.05409595077642e-05	0
2.8.3.10-RXN|(expasy) Citrate CoA-transferase [2.8.3.10]	0.752215922942686	0.147204036304569	0.0924594051285104	0.00812063562423458	0
2.9.1.1-RXN|(expasy) L-seryl-tRNA(Sec) selenium transferase [2.9.1.1]	0.72406170814357	0.00418724487397907	0.000101361697076725	0.0970046794309362	0.174645005854438
2PGADEHYDRAT-RXN|(expasy) Phosphopyruvate hydratase [4.2.1.11]	0.681419360809667	0.291604859893735	0.0188012445366592	0.00817453475993794	0
2TRANSKETO-RXN|(expasy) Transketolase [2.2.1.1]	0.98448541856067	2.52431693657445e-06	0.00172943798791258	0.0137826191344808	0
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN|(expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]	0.70787518894499	0.259681433830483	0.0173941645453472	0.0150492126791797	0
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN|(expasy) 3-dehydro-L-gulonate 2-dehydrogenase [1.1.1.130]	0.863572605850267	0.0712021244880451	0.0628044542736952	0.00242081538799299	0
3-DEHYDROQUINATE-DEHYDRATASE-RXN|(expasy) 3-dehydroquinate dehydratase [4.2.1.10]	0.752943103738235	0.218145641720258	0.0055912193661215	0.0233200351753859	0
3-DEHYDROQUINATE-SYNTHASE-RXN|(expasy) 3-dehydroquinate synthase [4.2.3.4]	0.951501561887266	0.0255986530303339	0.0139164078197962	0.0089833772626044	0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydratase [4.2.1.55]	0.905473326067698	0.0877085215766906	0.00668468903132409	0.000133463324287511	0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN|(expasy) 3-hydroxybutyryl-CoA dehydrogenase [1.1.1.157]	0.809725573730115	0.0725321005402168	0.117117132679218	0.00062519305045097	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|(expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	0.596952680088438	0.337544129457512	0.0185663289544728	0.0469368614995773	0
3-OXOACYL-ACP-REDUCT-RXN|(expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	0.977630889876064	0.0134692999396968	0.00886606420777816	3.37459764614182e-05	0
3-OXOACYL-ACP-SYNTH-BASE-RXN|(expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	0.668241866236593	0.314765672010441	0.00174731162549226	0.015245150127474	0
3.1.1.47-RXN|(expasy) 1-alkyl-2-acetylglycerophosphocholine esterase [3.1.1.47]	0.972332197279483	0.0101289904164307	0.00630716301565132	0.0112316492884355	0
3.1.1.64-RXN|(metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1]	0.846554420719331	1.41233005336762e-05	0.071659336326938	0.0817721196531976	0
3.1.11.2-RXN|(expasy) Exodeoxyribonuclease III [3.1.11.2]	0.915822599473696	0.07167900519128	0.000513174753107263	0.0119852205819169	0
3.1.11.6-RXN|(expasy) Exodeoxyribonuclease VII [3.1.11.6]	0.779187199439931	0.176383182705052	0.00193448215590173	0.0424951356991154	0
3.1.13.1-RXN|(expasy) Exoribonuclease II [3.1.13.1]	0.827998628173455	0.125961336721594	0.0158643367032997	0.0301756984016509	0
3.1.13.5-RXN|(expasy) Ribonuclease D [3.1.13.5]	0.772024409790511	0.00650558733819523	0.179087276149686	0.0423827267216079	0
3.1.21.2-RXN|(expasy) Deoxyribonuclease IV [3.1.21.2]	0.97548304760429	0.00137687375265268	0.0150548339137488	0.00808524472930844	0
3.1.21.3-RXN|(expasy) Type I site-specific deoxyribonuclease [3.1.21.3]	0.793460595322694	0.159415488400682	0.0279116145682999	0.0192123017083243	0
3.1.21.4-RXN|(expasy) Type II site-specific deoxyribonuclease [3.1.21.4]	0.808143337253144	0.0871549149436142	0.01018791866689	0.00670434899824448	0.087809480138107
3.1.21.5-RXN|(expasy) Type III site-specific deoxyribonuclease [3.1.21.5]	0.98925011888617	0.00704518979517852	0.00176780723939649	0.00193688407925543	0
3.1.21.7-RXN|(expasy) Deoxyribonuclease V [3.1.21.7]	0.984003744653525	0.00712654309152618	0.000457788257878338	0.00841192399707032	0
3.1.26.11-RXN|(expasy) Ribonuclease Z [3.1.26.11]	0.956512057956941	0.0328961780383893	0.00373394783359515	0.00685781617107449	0
3.1.26.12-RXN|(expasy) Ribonuclease E [3.1.26.12]	0.712360535267706	0.284483419315865	0.00196512319581065	0.00119092222061864	0
3.1.26.3-RXN|(expasy) Ribonuclease III [3.1.26.3]	0.9056990719161	0.0521477356401009	0.0301613409053434	0.0119918515384558	0
3.1.26.4-RXN|(expasy) Ribonuclease H [3.1.26.4]	0.949430714335252	0.0269943676536706	0.00235622427797028	0.0212186937331073	0
3.1.26.5-RXN|(expasy) Ribonuclease P [3.1.26.5]	0.95457545128014	0.0440972152912438	0.000393554762429448	0.000933778666186192	0
3.1.26.8-RXN|(expasy) Ribonuclease M5 [3.1.26.8]	0.829479288813505	0.0339425397851797	0.063768606682858	0.072809564718457	0
3.1.3.16-RXN|(expasy) Protein-serine/threonine phosphatase [3.1.3.16]	0.910399873937314	0.0302854805594841	0.00250503361985664	0.0552214550253327	0.00158815685801244
3.1.4.1-RXN|(expasy) Phosphodiesterase I [3.1.4.1]	0.895611337367647	0.0251505278823814	0.0554007631764674	0.023837371573504	0
3.11.1.3-RXN|(expasy) Phosphonopyruvate hydrolase [3.11.1.3]	0.87677286860572	0.0750707082846492	0.0396207837932997	0.00853563931633126	0
3.2.1.1-RXN|(expasy) Alpha-amylase [3.2.1.1]	0.955134574141512	9.49387760871114e-06	0.0394232650125629	0.00543266696831637	0
3.2.1.10-RXN|(expasy) Oligo-1,6-glucosidase [3.2.1.10]	0.963861521907393	0.00788102566953914	0.00304785309183022	0.0252095993312375	0
3.2.1.131-RXN|(expasy) Xylan alpha-1,2-glucuronosidase [3.2.1.131]	0.901635113308736	0.091380375221441	0.000116192214848012	0.00686831925497492	0
3.2.1.135-RXN|(expasy) Neopullulanase [3.2.1.135]	0.867495913862835	0.00226163708947301	0.127362441656365	0.00288000739132708	0
3.2.1.14-RXN|(expasy) Chitinase [3.2.1.14]	0.910745954863269	0.0234117153749729	0.0286774082232243	0.00569385068932723	0.0314710708492062
3.2.1.141-RXN|(expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141]	0.84728054006902	0.0195132432112513	0.120584741195713	0.0126214755240158	0
3.2.1.156-RXN|(expasy) Oligosaccharide reducing-end xylanase [3.2.1.156]	0.906527686864925	0.0530800894664611	0.0290634291400788	0.0113287945285351	0
3.2.1.165-RXN|(expasy) Exo-1,4-beta-D-glucosaminidase [3.2.1.165]	0.922759948006423	0.0235392571408017	0.0518999811689572	0.00180081368381848	0
3.2.1.17-RXN|(expasy) Lysozyme [3.2.1.17]	0.92330969730176	0.0431863043075013	0.0266485325025015	0.00685546588823666	0
3.2.1.18-RXN|(expasy) Exo-alpha-sialidase [3.2.1.18]	0.983870818358695	0.0112042431574227	0.00442797852753327	0.000496959956349071	0
3.2.1.21-RXN|(expasy) Beta-glucosidase [3.2.1.21]	0.892671570511006	0.0938418889535745	0.00927566715750028	0.0042108733779197	0
3.2.1.23-RXN|(expasy) Beta-galactosidase [3.2.1.23]	0.966463119691558	0.00505843562733602	0.0251697591658013	0.00330868551530454	0
3.2.1.25-RXN|(expasy) Beta-mannosidase [3.2.1.25]	0.871117881765397	0.0789134227046311	0.012927569837344	0.0370411256926275	0
3.2.1.3-RXN|(expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]	0.845806007286185	0.0195588497160916	0.0167869352164175	0.0740536249472825	0.0437945828340235
3.2.1.37-RXN|(expasy) Xylan 1,4-beta-xylosidase [3.2.1.37]	0.906721407208047	0.0297960641141803	0.0128801223468582	0.0506024063309147	0
3.2.1.40-RXN|(expasy) Alpha-L-rhamnosidase [3.2.1.40]	0.908590809200766	0.0493925163365568	0.0230029833776153	0.0190136910850618	0
3.2.1.49-RXN|(expasy) Alpha-N-acetylgalactosaminidase [3.2.1.49]	0.932725239285228	0.064588559488139	9.23753212885579e-06	0.00267696369450435	0
3.2.1.50-RXN|(expasy) Alpha-N-acetylglucosaminidase [3.2.1.50]	0.949177875294426	9.5635595316037e-05	0.000507231740042564	0.050219257370215	0
3.2.1.52-RXN|(expasy) Beta-N-acetylhexosaminidase [3.2.1.52]	0.824784806831469	0.172494572017526	0.00265564907976506	6.4972071240248e-05	0
3.2.1.55-RXN|(expasy) Non-reducing end alpha-L-arabinofuranosidase [3.2.1.55]	0.963971632681086	0.0123246019931595	0.0197050160396006	0.00399874928615438	0
3.2.1.70-RXN|(expasy) Glucan 1,6-alpha-glucosidase [3.2.1.70]	0.8612893734987	0.00603777890403131	0.0572920071909851	0.075380840406283	0
3.2.1.73-RXN|(expasy) Licheninase [3.2.1.73]	0.89232525549402	0.000113667989818236	0.00186279256721753	0.00313674098426058	0.102561542964684
3.2.1.78-RXN|(expasy) Mannan endo-1,4-beta-mannosidase [3.2.1.78]	0.962284896005406	0.00299932771832842	0.00112873383972522	0.0335870424365408	0
3.2.1.8-RXN|(expasy) Endo-1,4-beta-xylanase [3.2.1.8]	0.884820634146115	0.0146205750262835	0.0450362930911275	0.0289071319918436	0.0266153657446303
3.2.1.80-RXN|(expasy) AMBIGUOUS [3.2.1.153; 3.2.1.80]	0.872376266710612	0.104138081351987	0.0180185140675266	0.00546713786987445	0
3.2.1.82-RXN|(expasy) Exo-poly-alpha-digalacturonosidase [3.2.1.82]	0.74844999511981	0.213153167530637	0.0219744173533582	0.0164224199961946	0
3.2.1.83-RXN|(expasy) Kappa-carrageenase [3.2.1.83]	0.888554434084557	0.0373990058854629	0.0702911266874866	0.00375543334249326	0
3.2.1.89-RXN|(expasy) Arabinogalactan endo-beta-1,4-galactanase [3.2.1.89]	0.805932666836975	0.150772109218137	0.0031929930118492	0.040102230933038	0
3.2.1.99-RXN|(expasy) Arabinan endo-1,5-alpha-L-arabinosidase [3.2.1.99]	0.965506246297165	0.000261890206783404	0.0174928914327043	0.0167389720633475	0
3.2.2.15-RXN|(expasy) DNA-deoxyinosine glycosylase [3.2.2.15]	0.877388830580143	0.0756089671174775	5.15037488613866e-05	0.046950698553518	0
3.2.2.23-RXN|(expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23]	0.727392946582958	0.215391302166528	0.021094771187596	0.0361209800629179	0
3.2.2.24-RXN|(expasy) ADP-ribosyl-[dinitrogen reductase] hydrolase [3.2.2.24]	0.962890219780599	0.00118279391854979	0.0167279408649761	0.0191990454358755	0
3.4.11.1-RXN|(expasy) AMBIGUOUS [3.4.11.1; 3.4.11.9]	0.897671814130748	0.0083774526688055	0.0139249174120868	0.0218059104092757	0.0582199053790843
3.4.11.10-RXN|(expasy) Bacterial leucyl aminopeptidase [3.4.11.10]	0.897671814130748	0.0083774526688055	0.0139249174120868	0.0218059104092757	0.0582199053790843
3.4.11.18-RXN|(expasy) Methionyl aminopeptidase [3.4.11.18]	0.951903342692978	0.0457969523478564	0.000549039784253555	0.00175066517491209	0
3.4.11.2-RXN|(expasy) AMBIGUOUS [3.4.11.14; 3.4.11.2]	0.942900903833286	0.0492386773607809	0.00305305394086373	0.00480736486506987	0
3.4.11.4-RXN|(expasy) Tripeptide aminopeptidase [3.4.11.4]	0.771609932379078	0.174710309929285	0.052880852565915	0.000798905125722158	0
3.4.11.5-RXN|(expasy) Prolyl aminopeptidase [3.4.11.5]	0.844996599549975	0.0441716696270843	0.0112450478249579	0.00847758693996319	0.0911090960580191
3.4.11.6-RXN|(expasy) Aminopeptidase B [3.4.11.6]	0.833580297099921	0.0430976529464018	0.0813367869440536	0.0419852630096231	0
3.4.11.9-RXN|(expasy) Xaa-Pro aminopeptidase [3.4.11.9]	0.941873920122383	0.0323291708812137	0.0158875978949098	0.00990931110149385	0
3.4.13.18-RXN|(expasy) Cytosol nonspecific dipeptidase [3.4.13.18]	0.95006695178632	0.0275347750733266	0.00221570740563344	0.0201825657347198	0
3.4.13.20-RXN|(expasy) Beta-Ala-His dipeptidase [3.4.13.20]	0.865720905519824	0.0758080570090938	0.00298910835755078	0.0554819291135311	0
3.4.13.21-RXN|(expasy) Dipeptidase E [3.4.13.21]	0.920068483270164	0.0633533297232386	0.0120737796999822	0.00450440730661507	0
3.4.13.22-RXN|(expasy) D-Ala-D-Ala dipeptidase [3.4.13.22]	0.844259209803329	0.106433358282957	0.0325627242728537	0.0167447076408605	0
3.4.13.9-RXN|(expasy) Xaa-Pro dipeptidase [3.4.13.9]	0.926304358568331	0.022882555142311	0.00013309529116382	0.0506799909981944	0
