Residuals	weight_grams_scaled	lipocalin2_pg_ml_scaled	number_of_pups_scaled	genotype
1.1.1.17|Mannitol-1-phosphate 5-dehydrogenase	0.846066868921155	0.0337916835401385	0.114737708522269	0.00540373901643712	0
1.1.1.18|Inositol 2-dehydrogenase	0.756351892076904	0.206063670548816	0.0160238512666509	0.0215605861076295	0
1.1.1.193|5-amino-6-(5-phosphoribosylamino)uracil reductase	0.861962230914079	0.137935010190459	9.4282807759467e-05	8.4760877030465e-06	0
1.1.1.195|Cinnamyl-alcohol dehydrogenase	0.754524127273231	0.0726160491936342	0.00444446709160579	0.0835321853820045	0.0848831710595241
1.1.1.2|Alcohol dehydrogenase (NADP(+))	0.881587761454036	0.00233758199596463	0.111747907347448	0.00432674920255126	0
1.1.1.202|1,3-propanediol dehydrogenase	0.85077211278773	0.00197365242534505	0.085971440618183	0.00891112161013142	0.052371672558611
1.1.1.205|IMP dehydrogenase	0.694252438259756	0.236270417447398	0.000366088883532305	0.0438191197917407	0.0252919356175739
1.1.1.21|Aldehyde reductase	0.82302271508094	0.00539707885028986	0.165872377812899	0.00570782825587171	0
1.1.1.218|Morphine 6-dehydrogenase	0.921140204805902	0.00403318334194169	0.00180624719460574	0.00244015750436617	0.0705802071531847
1.1.1.22|UDP-glucose 6-dehydrogenase	0.869046859915648	0.112836314594179	0.0123464879275867	0.00577033756258697	0
1.1.1.23|Histidinol dehydrogenase	0.80129117466613	0.0667026013571828	0.0950574614107245	0.0369487625659632	0
1.1.1.25|Shikimate dehydrogenase	0.704738939997447	0.155889849424244	0.0848144767430317	0.0113063580253983	0.043250375809879
1.1.1.26|Glyoxylate reductase	0.91623050325109	0.0211939790898987	0.00146482094459149	0.06111069671442	0
1.1.1.261|sn-glycerol-1-phosphate dehydrogenase	0.96696256271416	0.00282332053436124	0.0141999917108862	0.0160141250405928	0
1.1.1.262|4-hydroxythreonine-4-phosphate dehydrogenase	0.890689337899317	0.0126688458548872	0.00168961947245775	3.88283646070595e-05	0.0949133684087306
1.1.1.267|1-deoxy-D-xylulose-5-phosphate reductoisomerase	0.666168365511647	0.214179090014708	0.0187553457880326	0.100897198685612	0
1.1.1.27|L-lactate dehydrogenase	0.940606529057278	0.0530908311496603	0.00305839120999887	0.0032442485830627	0
1.1.1.271|GDP-L-fucose synthase	0.933746380695914	0.0563042466658762	0.00981187615703707	0.000137496481173281	0
1.1.1.272|D-2-hydroxyacid dehydrogenase (NADP(+))	0.952654178219158	5.48671343052521e-05	0.0354195503596837	0.0118714042868534	0
1.1.1.274|2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	0.83097089497604	0.0276262479249346	0.0324338961706942	0.0329016945255207	0.07606726640281
1.1.1.276|Serine 3-dehydrogenase (NADP(+))	0.902822710895259	0.00128643675451862	0.000321465474188723	0.095569386876034	0
1.1.1.28|D-lactate dehydrogenase	0.91698390641183	0.00135184016510601	0.0703726932104052	0.00866902364504484	0.00262253656761357
1.1.1.283|Methylglyoxal reductase (NADPH)	0.913875092519217	0.0214271613321617	0.0122079405609184	0.000520752998392473	0.0519690525893102
1.1.1.29|Glycerate dehydrogenase	0.831520876334509	0.0914555366511246	0.056089644178088	0.0209339428362782	5.57022872459355e-16
1.1.1.290|4-phosphoerythronate dehydrogenase	0.793284246199714	0.168148279082185	0.0201699759985065	0.0183974987195935	0
1.1.1.292|1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	0.775451623367618	0.127615791703949	0.0605569118771821	0.0363756730512501	0
1.1.1.3|Homoserine dehydrogenase	0.824188053911457	0.0471618437945431	0.115658121753297	0.000629253447592806	0.0123627270931104
1.1.1.301|D-arabitol-phosphate dehydrogenase	0.333871535992937	0.0413239755338492	0.624792176686762	1.23117864523834e-05	0
1.1.1.304|Diacetyl reductase ((S)-acetoin forming)	0.866010039708137	1.29364086529329e-05	0.00188555054780959	0.132091473335401	0
1.1.1.336|UDP-N-acetyl-D-mannosamine dehydrogenase	0.978578196463676	0.00388089603476816	0.0107816448086695	0.00675926269288612	0
1.1.1.35|3-hydroxyacyl-CoA dehydrogenase	0.914168378388044	0.0618181479739628	0.0231648683242942	0.000848605313699322	0
1.1.1.369|D-chiro-inositol 1-dehydrogenase	0.717763067797745	0.195515569215088	0.0428939288086744	0.0438274341784931	0
1.1.1.37|Malate dehydrogenase	0.65152931239788	0.310607434752883	0.0274346999223829	0.0104285529268546	0
1.1.1.38|Malate dehydrogenase (oxaloacetate-decarboxylating)	0.864027743753079	3.50107639803107e-05	0.1358879739168	4.9271566141069e-05	0
1.1.1.40|Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	0.846674958734562	0.139848701345632	0.0120154621946429	0.0014608777251627	0
1.1.1.42|Isocitrate dehydrogenase (NADP(+))	0.845318675666853	0.0942648431019956	0.0530264785590671	0.00739000267208457	0
1.1.1.44|Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	0.909885562098813	0.00147027857814033	0.0682321381217357	0.0204120212013111	0
1.1.1.47|Glucose 1-dehydrogenase (NAD(P)(+))	0.938029347715473	0.0252936972574332	0.0025680983103244	0.0341088567167691	0
1.1.1.49|Glucose-6-phosphate dehydrogenase (NADP(+))	0.760851337297716	0.0093525996485873	0.151298518292832	0.078497544760864	0
1.1.1.57|Fructuronate reductase	0.771195185942385	0.130112839628726	0.09274652275826	0.00594545167062906	0
1.1.1.58|Tagaturonate reductase	0.88880349101377	0.0821601201720746	0.005729365549835	0.02330702326432	0
1.1.1.6|Glycerol dehydrogenase	0.985754609024617	0.00864673045013277	1.89785745362898e-05	0.00557968195071375	0
1.1.1.60|2-hydroxy-3-oxopropionate reductase	0.721688912572936	0.242634627590101	0.016371320942282	0.019305138894681	0
1.1.1.69|Gluconate 5-dehydrogenase	0.885883915162447	0.0714489511865821	0.0165641697904209	0.0261029638605497	0
1.1.1.77|Lactaldehyde reductase	0.950710542550715	0.0198985964114024	0.0135525384376596	0.0158383226002234	0
1.1.1.85|3-isopropylmalate dehydrogenase	0.808248117374976	0.167083806487942	0.0245095954185047	0.00015848071857675	0
1.1.1.86|Ketol-acid reductoisomerase (NADP(+))	0.657036268711107	0.286520536331121	0.0126373825391111	0.0438058124186609	0
1.1.1.88|Hydroxymethylglutaryl-CoA reductase	0.859186784075185	0.0238212926508464	0.0477188677377876	0.0692730555361813	0
1.1.1.94|Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	0.849840121262764	0.107896182603541	0.000145028251926676	0.0421186678817676	0
1.1.1.95|Phosphoglycerate dehydrogenase	0.705748667969407	0.0497746173017275	0.0119232565625541	0.0391529802725961	0.193400477893716
1.1.5.3|Glycerol-3-phosphate dehydrogenase	0.71031680915887	0.286549626032305	0.00243919860464244	0.000694366204182797	0
1.1.5.4|Malate dehydrogenase (quinone)	0.806442122760582	0.0569640884980598	0.0215500874834511	0.0314333328401787	0.0836103684177285
1.1.99.28|Glucose-fructose oxidoreductase	0.897465958507347	0.0621233832983004	0.00623102719979602	0.0341796309945568	0
1.10.2.2|Quinol--cytochrome-c reductase	0.898467354432072	0.00562331030789557	0.0104159590091191	0.0854933762509131	0
1.10.3.10|Ubiquinol oxidase (H(+)-transporting)	0.929338245177561	0.0348877016872545	0.0357666698686199	7.38326656418678e-06	0
1.11.1.1|NADH peroxidase	0.983910954913978	0.00451625121734372	0.000292913498197154	0.0112798803704809	0
1.11.1.15|Peroxiredoxin	0.922707531896067	0.0693038508490724	0.00721760009308085	0.000771017161779387	0
1.11.1.5|Cytochrome-c peroxidase	0.896886838284197	0.00162158927149189	0.00552327982570185	0.0130921792060743	0.0828761134125348
1.11.1.6|Catalase	0.878996108038547	0.115630263939616	0.00536333845406454	1.02895677733138e-05	0
1.12.1.2|Hydrogen dehydrogenase	0.946483302806658	0.0354721252383272	0.00239490690741004	0.0156496650476043	0
1.12.7.2|Ferredoxin hydrogenase	0.968669303435343	0.0233826524638383	0.000113152540557205	0.00224004327963015	0.00559484828063165
1.12.99.6|Hydrogenase (acceptor)	0.816489360376458	0.110598922703899	0.0577405792571597	0.0151711376624835	0
1.13.12.16|Nitronate monooxygenase	0.978660368059431	0.00948607084291968	0.0054732539243034	0.00638030717334581	0
1.14.13.81|Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	0.836612126019837	0.059235876248387	0.0826746585231843	0.0214773392085914	0
1.15.1.1|Superoxide dismutase	0.650280325680532	0.332834328490861	0.00561833637742238	0.0112670094511843	0
1.15.1.2|Superoxide reductase	0.850977462907377	0.00473031648475313	0.14164564677188	0.00264657383599027	0
1.16.1.1|Mercury(II) reductase	0.867224999499556	0.0370070063302991	8.1012604951498e-05	6.85865430687391e-05	0.0956183950221251
1.16.3.1|Ferroxidase	0.886895774420819	0.0904889224126357	0.00657377567167465	0.0160415274948711	0
1.16.3.2|Bacterial non-heme ferritin	0.760318338315783	0.205656649058022	0.00308074788234996	0.030944264743845	0
1.17.1.4|Xanthine dehydrogenase	0.724037961396555	0.0735086708657497	0.17282747629305	0.0296258914446453	0
1.17.1.5|Nicotinate dehydrogenase	0.721905736265975	0.0254338219944911	0.195423561278037	0.0572368804614964	0
1.17.1.8|4-hydroxy-tetrahydrodipicolinate reductase	0.977483567626656	0.00377930410794536	0.000237171233991207	0.0184999570314072	0
1.17.4.1|Ribonucleoside-diphosphate reductase	0.735670340570391	0.222159760276712	0.0421557238441812	1.41753087154511e-05	0
1.17.4.2|Ribonucleoside-triphosphate reductase	0.856666428823359	0.106208847346086	0.0324094160627017	0.00471530776785342	0
1.17.7.3|(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	0.943620783482123	0.0100030708055969	0.00179820502662849	0.0445779406856517	0
1.17.99.6|Epoxyqueuosine reductase	0.81979018388751	0.126379099791553	0.00371631478548786	0.00415868652932808	0.0459557150061219
1.18.1.2|Ferredoxin--NADP(+) reductase	0.728145280896376	0.202375795799252	0.0264170025129601	0.0430619207914113	0
1.18.6.1|Nitrogenase	0.923426601695103	0.0437060273554069	0.0301831957332907	0.0026841752161991	8.46060062200136e-18
1.2.1.10|Acetaldehyde dehydrogenase (acetylating)	0.76925503999899	0.0313733901375714	0.188266108366003	0.0111054614974349	0
1.2.1.11|Aspartate-semialdehyde dehydrogenase	0.602677705713371	0.340647697607132	0.0136644203167796	0.0430101763627174	0
1.2.1.12|Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	0.877700027507134	0.0770614136503919	0.00948007692851956	0.0357584819139546	0
1.2.1.16|Succinate-semialdehyde dehydrogenase (NAD(P)(+))	0.854761971781359	0.00225289262254668	0.102184610280325	0.000232109136880005	0.0405684161788892
1.2.1.2|Formate dehydrogenase	0.957871353085006	8.4474336787347e-05	0.00275397661421713	0.0356940045825451	0.00359619138144446
1.2.1.24|Succinate-semialdehyde dehydrogenase (NAD(+))	0.854761971781359	0.00225289262254668	0.102184610280325	0.000232109136880005	0.0405684161788892
1.2.1.3|Aldehyde dehydrogenase (NAD(+))	0.841580941852535	0.00982981972034487	0.110417895270015	0.0381713431571052	0
1.2.1.38|N-acetyl-gamma-glutamyl-phosphate reductase	0.712956358852724	0.278844351644491	0.0079881018817352	0.000211187621050396	0
1.2.1.41|Glutamate-5-semialdehyde dehydrogenase	0.950071318655732	0.017575783283315	0.02814508596044	0.00420781210051267	0
1.2.1.46|Formaldehyde dehydrogenase	0.884328257250536	0.0223389905470471	0.0263060825324523	0.067026669669965	0
1.2.1.68|Coniferyl-aldehyde dehydrogenase	0.898345733147104	0.0549890485718518	0.0449756308980167	0.00168958738302776	0
1.2.1.70|Glutamyl-tRNA reductase	0.882957503193821	0.057305173415232	0.0185739810250558	0.0411633423658915	0
1.2.1.76|Succinate-semialdehyde dehydrogenase (acetylating)	0.69075780345989	0.151204730025075	0.124307706382999	0.0337297601320358	0
1.2.1.88|L-glutamate gamma-semialdehyde dehydrogenase	0.839080984322921	0.0200020101699657	0.00497240976893583	0.109575181918609	0.0263694138195686
1.2.3.3|Pyruvate oxidase	0.909985982363274	0.0220546853636937	0.00421565173248979	0.0637436805405427	0
1.2.4.1|Pyruvate dehydrogenase (acetyl-transferring)	0.886223500102	0.0262120948149515	0.0390932277725754	0.0141829467339615	0.0342882305765118
1.2.4.4|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	0.973937677230407	0.00104230843184162	0.022911982513299	0.0021080318244527	0
1.2.5.1|Pyruvate dehydrogenase (quinone)	0.868076224588933	0.0745692045525305	0.0237031052006576	0.0336514656578791	0
1.2.7.1|Pyruvate synthase	0.950712844491842	0.00213813662590099	0.0453219719903515	0.00182704689190576	0
1.2.7.3|2-oxoglutarate synthase	0.87652942903574	0.0385361126271908	0.0209154938879985	0.0129682679330282	0.0510506965160426
1.2.7.4|Carbon-monoxide dehydrogenase (ferredoxin)	0.736502368899045	0.0968027205919895	0.122871500007009	0.0438234105019571	0
1.2.7.7|3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)	0.620357370253293	0.216671369679789	0.159993015266845	0.00297824480007239	0
1.2.7.8|Indolepyruvate ferredoxin oxidoreductase	0.889211219018787	0.00233206177810376	0.0239933797600354	0.0283137133655517	0.0561496260775222
1.2.99.2|Carbon-monoxide dehydrogenase (acceptor)	0.909354144151506	0.00705439622426702	0.0525708650412327	0.0134045616455768	0.0176160329374179
1.2.99.5|Formylmethanofuran dehydrogenase	0.836577748377308	0.0691109199587795	0.0897686308471432	0.00454270081676889	0
1.2.99.7|Aldehyde dehydrogenase (FAD-independent)	0.704530738201412	0.0961176511189878	0.116665691791455	0.0826859188881448	0
1.21.4.1|D-proline reductase (dithiol)	0.917745622951144	0.0344603518607702	0.0441091855363664	0.00368483965171948	0
1.21.4.2|Glycine reductase	0.578505652950142	0.115454268985427	0.132841012794305	0.173199065270127	0
1.21.4.3|Sarcosine reductase	0.519052091963189	0.0961200963146025	0.304751840381711	0.080075971340497	0
1.21.4.4|Betaine reductase	0.572328305960223	0.140383008961387	0.253248423167198	0.0340402619111924	0
1.21.98.1|Cyclic dehypoxanthinyl futalosine synthase	0.918917743776967	0.00931250555298823	0.0287869346432374	0.00822984999225986	0.0347529660345477
1.3.1.1|Dihydrouracil dehydrogenase (NAD(+))	0.968465404376021	0.0223139100798191	0.00878421285380565	0.000436472690353781	0
1.3.1.12|Prephenate dehydrogenase	0.594756089394016	0.252061242781222	0.0309157256543047	0.012615050765474	0.109651891404983
1.3.1.14|Dihydroorotate dehydrogenase (NAD(+))	0.982282710833341	0.00811053016902731	0.0067888781585056	0.00281788083912586	0
1.3.1.26|Transferred entry	0.971377134533938	0.000156702934699518	0.0165623878331132	0.0119037746982494	0
1.3.1.43|Arogenate dehydrogenase	0.686206170699009	0.000917946106845015	0.157864027427011	0.155011855767136	0
1.3.1.54|Precorrin-6A reductase	0.955458404103715	0.000339552769209839	0.00068008473267853	0.0435219583943965	0
1.3.1.6|Fumarate reductase (NADH)	0.929374274243026	0.0111825757363519	0.0413180207580778	0.00939365219404676	0.0087314770684974
1.3.1.76|Precorrin-2 dehydrogenase	0.860323854157546	0.0604362057769313	0.00723521500724833	0.0720047250582748	0
1.3.1.9|Enoyl-[acyl-carrier-protein] reductase (NADH)	0.630038192956912	0.32642576867832	0.0237420922139231	0.0197939461508445	0
1.3.1.91|tRNA-dihydrouridine(20) synthase (NAD(P)(+))	0.636625005881245	0.36188867678062	0.000103988192800849	0.00138232914533332	0
1.3.1.98|UDP-N-acetylmuramate dehydrogenase	0.839102300328324	0.113741939493619	0.00751716096111621	0.0396385992169408	0
1.3.3.4|Protoporphyrinogen oxidase	0.729186992820231	0.0952767155241761	0.0585487930317397	0.116987498623853	0
1.3.5.1|Succinate dehydrogenase (quinone)	0.963423787168167	0.00676419704125246	8.9219225052131e-05	0.0297227965655286	0
1.3.5.2|Dihydroorotate dehydrogenase (quinone)	0.930438853380178	0.0487214944260973	0.00545434358307586	0.0153853086106493	0
1.3.8.1|Short-chain acyl-CoA dehydrogenase	0.938402725189547	0.0286933041639427	0.000555546720593298	0.0323484239259167	0
1.3.98.1|Dihydroorotate oxidase (fumarate)	0.957590223568178	0.0100740481253674	0.0308549877223686	0.00148074058408603	0
1.3.99.1|Deleted entry	0.935871096293723	0.0378994637192462	0.0184900539695855	0.00773938601744567	0
1.3.99.2|Transferred entry	0.835583766501749	0.0135760710740183	0.150647196050329	0.000192966373903294	0
1.3.99.24|2-amino-4-deoxychorismate dehydrogenase	0.926789938062026	0.0631946233705395	0.00185389977047267	0.00816153879696162	0
1.3.99.5|3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor)	0.726547770439069	0.00705250763905963	0.129268511331371	0.0118126311968585	0.125318579393642
1.4.1.1|Alanine dehydrogenase	0.927783515522523	0.0164933945070447	0.00258087601738479	0.0531422139530477	0
1.4.1.11|L-erythro-3,5-diaminohexanoate dehydrogenase	0.93116693963415	0.00939282616044119	0.0356600643644665	0.0237801698409422	0
1.4.1.13|Glutamate synthase (NADPH)	0.700287748417243	0.202802834766265	0.0366492424425164	0.00879324129974206	0.0514669330742333
1.4.1.14|Glutamate synthase (NADH)	0.703443646509215	0.000605225299185863	0.0948877663146794	0.20106336187692	0
1.4.1.16|Diaminopimelate dehydrogenase	0.374168108281702	0.513714919983358	0.00942576665385538	0.102691205081085	0
1.4.1.2|Glutamate dehydrogenase	0.839517795859232	0.000220637918710281	0.045464544833299	0.0209217903331879	0.0938752310555709
1.4.1.21|Aspartate dehydrogenase	0.915240033529508	0.000602655288630053	0.021422804557946	0.0627345066239162	0
1.4.1.3|Glutamate dehydrogenase (NAD(P)(+))	0.898372443680819	0.000342000007607118	0.00413487896765555	0.0519672106735449	0.0451834666703731
1.4.1.4|Glutamate dehydrogenase (NADP(+))	0.921450215546827	0.0540171553107383	0.0196273429114488	0.00490528623098628	0
1.4.3.16|L-aspartate oxidase	0.7049549971831	0.277855784218836	0.0165588272230434	0.000630391375020838	0
1.4.3.5|Pyridoxal 5-phosphate synthase	0.691159807789278	0.177156397572565	0.130661913141589	0.00102188149656843	0
1.4.4.2|Glycine dehydrogenase (aminomethyl-transferring)	0.755473542967925	0.214977512649286	0.0264720935749002	0.00307685080788917	0
1.4.7.1|Glutamate synthase (ferredoxin)	0.732483373304084	0.012556532005834	0.0227464765560656	0.00196901120140705	0.230244606932609
1.5.1.12|Transferred entry	0.713071850513243	0.150710834928672	0.115206433947023	0.0210108806110623	0
1.5.1.2|Pyrroline-5-carboxylate reductase	0.986931550798236	0.00171902138693972	0.00903186302537966	0.0023175647894443	0
1.5.1.20|Methylenetetrahydrofolate reductase (NAD(P)H)	0.955002446138354	0.00464513823730986	0.000200203117839452	0.0401522125064967	0
1.5.1.3|Dihydrofolate reductase	0.793572870056657	0.195462509242209	0.00330534236654516	0.00765927833458881	0
1.5.1.36|Flavin reductase (NADH)	0.829890918345028	0.000108203788854314	0.0205308087533991	0.0648994230619127	0.0845706460508062
1.5.1.38|FMN reductase (NADPH)	0.921904756223123	0.0635719432361504	0.0128905314551745	0.00163276908555167	0
1.5.1.39|FMN reductase (NAD(P)H)	0.959164476192225	0.0158942197145165	0.0146409340633072	0.00322868213299345	0.00707168789695796
1.5.1.43|Carboxynorspermidine synthase	0.920190009985441	0.0316684408692899	0.0415380505211249	0.00660349862414393	0
1.5.1.5|Methylenetetrahydrofolate dehydrogenase (NADP(+))	0.637803947896988	0.323702889048356	0.0197807435847183	0.0187124194699377	0
1.5.1.7|Saccharopine dehydrogenase (NAD(+), L-lysine-forming)	0.425121691364115	0.000581153810048145	0.0682787284271046	0.0661770397979043	0.439841386600828
1.5.5.2|Proline dehydrogenase	0.812340238073667	0.0138768453350234	0.0299263382928224	0.11897838862641	0.0248781896720773
1.6.5.11|NADH dehydrogenase (quinone)	0.749746006620647	0.233823827119241	0.0164165353576333	1.36309024780753e-05	0
1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	0.768734410556544	0.0172490454257303	0.0628029119041341	0.0624167823501872	0.0887968497634047
1.6.99.1|NADPH dehydrogenase	0.944495152876152	0.00330246516770431	0.0107037515904216	0.0414986303657223	0
1.6.99.3|NADH dehydrogenase	0.861704115838861	0.0132490076880713	0.109747231822592	0.0152996446504754	0
1.6.99.5|Transferred entry	0.835957599720715	0.0206703208784509	0.124771454054309	0.018600625346525	0
1.7.1.13|PreQ(1) synthase	0.774612890452052	0.209064018671709	0.0142009667408098	0.00212212413542905	0
1.7.1.7|GMP reductase	0.805758872708286	0.0413132267658832	0.0631372408305234	0.0897906596953069	0
1.7.2.2|Nitrite reductase (cytochrome; ammonia-forming)	0.906434366384601	0.00149353278011585	0.0682766575012449	0.0237954433340377	0
1.7.2.3|Trimethylamine-N-oxide reductase (cytochrome c)	0.64832129859929	0.086690347650998	0.0190599052168129	0.2459284485329	0
1.7.99.1|Hydroxylamine reductase	0.967079553055529	0.000627761224292249	0.00575326541407548	0.0265394203061038	0
1.7.99.4|Nitrate reductase	0.724716803707152	0.0219441960520266	0.0692645535365507	0.00965269270155014	0.174421754002721
1.8.1.14|CoA-disulfide reductase	0.828057312548764	0.0145704459295275	0.012536905391757	0.00548242233348691	0.139352913796464
1.8.1.4|Dihydrolipoyl dehydrogenase	0.750161268717395	0.217221523443582	0.0319168053563324	0.000700402482691383	0
1.8.1.7|Glutathione-disulfide reductase	0.907646923054876	0.00469546268153454	0.0645791951621393	0.0230784191014504	0
1.8.1.8|Protein-disulfide reductase	0.90473654806869	0.0220683292803111	0.00821351490629171	0.0649816077447067	0
1.8.1.9|Thioredoxin-disulfide reductase	0.773701005567233	0.205079381799617	0.0203106341595265	0.000908978473623817	0
1.8.2.3|Sulfide-cytochrome-c reductase (flavocytochrome c)	0.858268648232708	0.053574649051466	0.0511256784959561	0.0370310242198698	0
1.8.4.11|Peptide-methionine (S)-S-oxide reductase	0.910386206510241	0.074388289746418	0.0021887154836745	0.0130367882596662	0
1.8.4.12|Peptide-methionine (R)-S-oxide reductase	0.966777889284278	0.00921875757516574	0.000337732932031596	0.0236656202085249	0
1.8.4.14|L-methionine (R)-S-oxide reductase	0.811042581795814	0.0751383854178212	0.113796859927658	2.21728587072899e-05	0
1.8.4.2|Protein-disulfide reductase (glutathione)	0.916524675553228	0.0450085177139047	0.0189529946460644	0.0195138120868024	0
1.8.5.3|Dimethylsulfoxide reductase	0.842548084943687	0.0401859899424702	0.00045347242992281	0.0660643731850817	0.0507480794988377
1.8.99.2|Adenylyl-sulfate reductase	0.916223286887483	0.042407013161154	0.0303828614280985	0.0109868385232647	0
1.8.99.3|Hydrogensulfite reductase	0.877359949572399	0.0194167903972302	0.0582327366835781	0.0449905233467926	0
1.9.3.1|Cytochrome-c oxidase	0.922714012058552	0.00161163133402687	0.00492338032667095	0.0707509762807501	0
1.9.6.1|Nitrate reductase (cytochrome)	0.630943736086398	0.297357233671786	0.0121377580341326	0.0595612722076839	0
1.97.1.4|[Formate-C-acetyltransferase]-activating enzyme	0.871325309456159	0.0459577494643797	0.0154205353222442	0.000713959553031523	0.0665824462041854
2.1.1.10|Homocysteine S-methyltransferase	0.951586154938271	0.0175491773025478	0.00225076233110085	0.0286139054280805	0
2.1.1.104|Caffeoyl-CoA O-methyltransferase	0.890927671919256	0.00585350391528235	0.0605321735171609	0.0426866506483008	0
2.1.1.107|Uroporphyrinogen-III C-methyltransferase	0.858508140427114	0.0582804177187848	0.051669737653042	0.0315417042010592	0
2.1.1.11|Magnesium protoporphyrin IX methyltransferase	0.796584219602887	0.0235765602073177	0.112192562275325	0.0605228979171918	0.00712375999727863
2.1.1.13|Methionine synthase	0.887988203632662	0.079766604130838	0.00175350307006135	0.0304916891664386	0
2.1.1.130|Precorrin-2 C(20)-methyltransferase	0.89603222601744	0.000252900426998419	0.0703714624870058	0.0333434110685562	0
2.1.1.131|Precorrin-3B C(17)-methyltransferase	0.782660977988412	0.00755160068056377	0.00457006760757307	0.0749437639216528	0.130273589801798
2.1.1.132|Precorrin-6B C(5,15)-methyltransferase (decarboxylating)	0.875903929794002	0.101268079485031	0.000294213936775808	0.0225337767841911	0
2.1.1.133|Precorrin-4 C(11)-methyltransferase	0.865395885602907	0.101844927514311	0.0157929399110577	0.0169662469717241	0
2.1.1.14|5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	0.760909798592693	0.0105097584438782	0.118714653888954	0.109865789074475	0
2.1.1.148|Thymidylate synthase (FAD)	0.913162861140295	0.0400263853819169	0.0334156076926287	0.0133951457851597	0
2.1.1.156|Glycine/sarcosine N-methyltransferase	0.675608120098707	0.109479516623601	0.195381502449806	0.0195308608278856	0
2.1.1.163|Demethylmenaquinone methyltransferase	0.795578635955237	0.183694405912874	0.0142257618989278	0.0065011962329618	0
2.1.1.166|23S rRNA (uridine(2552)-2-O)-methyltransferase	0.824136293263248	0.00356081607719665	0.00688960099935425	0.140609916432614	0.0248033732275869
2.1.1.170|16S rRNA (guanine(527)-N(7))-methyltransferase	0.777730317069648	0.0502727671767043	0.0126087214248892	0.159388194328758	0
2.1.1.171|16S rRNA (guanine(966)-N(2))-methyltransferase	0.744164623147393	0.0524479721165317	0.0228362950423661	0.00881173113977554	0.171739378553934
2.1.1.173|23S rRNA (guanine(2445)-N(2))-methyltransferase	0.842468004653367	0.117411060193053	0.0301749256296851	0.00950469267892367	0.000441316844970754
2.1.1.176|16S rRNA (cytosine(967)-C(5))-methyltransferase	0.897428854432202	0.0708418338776283	0.00716562241974505	0.0245636892704248	0
2.1.1.177|23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	0.831721575342119	0.163294139992019	0.00465587891865847	0.000328405747203581	0
